county,black_pa,black_na,black_tot,hispanic_pa,hispanic_na,hispanic_tot,asian_pac_islander_pa,asian_pac_islander_na,asian_pac_islander_tot,am_indian_alaskan_nat_pa,am_indian_alaskan_nat_na,am_indian_alaskan_nat_tot,white_pa,white_na,white_tot,filipino_pa,filipino_na,filipino_tot,other_pa,other_na,other_tot,total_pa,total_na,total_tot,chinese_pa,chinese_na,chinese_tot,cambodian_pa,cambodian_na,cambodian_tot,japanese_pa,japanese_na,japanese_tot,korean_pa,korean_na,korean_tot,samoan_pa,samoan_na,samoan_tot,asian_indian_pa,asian_indian_na,asian_indian_tot,hawaiian_pa,hawaiian_na,hawaiian_tot,guamanian_pa,guamanian_na,guamanian_tot,laotian_pa,laotian_na,laotian_tot,vietnamese_pa,vietnamese_na,vietnamese_tot,asian_pac_islander_other_pa,asian_pac_islander_other_na,asian_pac_islander_other_tot,asian_pac_islander_total_pa,asian_pac_islander_total_na,asian_pac_islander_total_tot,year,month,quarter,fulldate
Glenn,8.0,12.0,20.0,51.0,209.0,260.0,19.0,38.0,57.0,8.0,16.0,24.0,129.0,317.0,446.0,1.0,3.0,4.0,0.0,0.0,0.0,216.0,595.0,811.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,31.0,47.0,0.0,0.0,0.0,1.0,5.0,6.0,19.0,38.0,57.0,2004,JUL,3.0,2004-07-01
Humboldt,23.0,96.0,119.0,40.0,207.0,247.0,25.0,76.0,101.0,189.0,340.0,529.0,902.0,2752.0,3654.0,2.0,8.0,10.0,0.0,0.0,0.0,1181.0,3479.0,4660.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,6.0,7.0,1.0,0.0,1.0,1.0,3.0,4.0,3.0,7.0,10.0,0.0,1.0,1.0,12.0,35.0,47.0,1.0,6.0,7.0,6.0,12.0,18.0,25.0,76.0,101.0,2004,JUL,3.0,2004-07-01
Imperial,41.0,92.0,133.0,1320.0,3622.0,4942.0,3.0,12.0,15.0,27.0,32.0,59.0,165.0,403.0,568.0,1.0,7.0,8.0,0.0,0.0,0.0,1557.0,4168.0,5725.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,3.0,12.0,15.0,2004,JUL,3.0,2004-07-01
Inyo,0.0,2.0,2.0,11.0,43.0,54.0,0.0,4.0,4.0,6.0,102.0,108.0,51.0,210.0,261.0,0.0,1.0,1.0,0.0,0.0,0.0,68.0,362.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2004,JUL,3.0,2004-07-01
Kern,1355.0,2027.0,3382.0,3088.0,10443.0,13531.0,75.0,174.0,249.0,40.0,112.0,152.0,2832.0,5241.0,8073.0,41.0,151.0,192.0,0.0,0.0,0.0,7431.0,18148.0,25579.0,1.0,1.0,2.0,36.0,38.0,74.0,2.0,4.0,6.0,1.0,4.0,5.0,4.0,3.0,7.0,7.0,58.0,65.0,5.0,10.0,15.0,4.0,9.0,13.0,4.0,4.0,8.0,5.0,19.0,24.0,6.0,24.0,30.0,75.0,174.0,249.0,2004,JUL,3.0,2004-07-01
Kings,172.0,324.0,496.0,720.0,2073.0,2793.0,15.0,28.0,43.0,10.0,16.0,26.0,368.0,879.0,1247.0,13.0,29.0,42.0,0.0,0.0,0.0,1298.0,3349.0,4647.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,9.0,10.0,19.0,2.0,1.0,3.0,1.0,8.0,9.0,15.0,28.0,43.0,2004,JUL,3.0,2004-07-01
Lake,77.0,71.0,148.0,95.0,232.0,327.0,12.0,8.0,20.0,44.0,45.0,89.0,868.0,906.0,1774.0,6.0,4.0,10.0,0.0,0.0,0.0,1102.0,1266.0,2368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,9.0,2.0,11.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,8.0,20.0,2004,JUL,3.0,2004-07-01
Lassen,7.0,10.0,17.0,19.0,57.0,76.0,4.0,6.0,10.0,16.0,31.0,47.0,255.0,396.0,651.0,1.0,2.0,3.0,0.0,0.0,0.0,302.0,502.0,804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,4.0,6.0,10.0,2004,JUL,3.0,2004-07-01
Los Angeles,22516.0,57415.0,79931.0,55162.0,83534.0,138696.0,3322.0,8423.0,11745.0,50.0,484.0,534.0,11432.0,23233.0,34665.0,512.0,1156.0,1668.0,3266.0,7893.0,11159.0,96260.0,182138.0,278398.0,491.0,1795.0,2286.0,1046.0,1695.0,2741.0,36.0,105.0,141.0,201.0,664.0,865.0,244.0,367.0,611.0,58.0,167.0,225.0,18.0,69.0,87.0,6.0,34.0,40.0,35.0,51.0,86.0,865.0,2902.0,3767.0,322.0,574.0,896.0,3322.0,8423.0,11745.0,2004,JUL,3.0,2004-07-01
Madera,86.0,178.0,264.0,674.0,2722.0,3396.0,11.0,10.0,21.0,17.0,20.0,37.0,459.0,957.0,1416.0,3.0,8.0,11.0,0.0,0.0,0.0,1250.0,3895.0,5145.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,11.0,10.0,21.0,2004,JUL,3.0,2004-07-01
Marin,124.0,242.0,366.0,118.0,330.0,448.0,31.0,115.0,146.0,4.0,15.0,19.0,236.0,935.0,1171.0,3.0,6.0,9.0,0.0,0.0,0.0,516.0,1643.0,2159.0,0.0,6.0,6.0,0.0,2.0,2.0,0.0,5.0,5.0,3.0,9.0,12.0,2.0,1.0,3.0,2.0,18.0,20.0,2.0,4.0,6.0,0.0,0.0,0.0,1.0,2.0,3.0,18.0,61.0,79.0,3.0,7.0,10.0,31.0,115.0,146.0,2004,JUL,3.0,2004-07-01
Mariposa,0.0,1.0,1.0,4.0,10.0,14.0,1.0,1.0,2.0,7.0,9.0,16.0,84.0,217.0,301.0,0.0,1.0,1.0,0.0,0.0,0.0,96.0,239.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2004,JUL,3.0,2004-07-01
Mendocino,6.0,42.0,48.0,95.0,436.0,531.0,4.0,21.0,25.0,140.0,171.0,311.0,603.0,1778.0,2381.0,1.0,5.0,6.0,0.0,0.0,0.0,849.0,2453.0,3302.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,4.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,5.0,7.0,4.0,21.0,25.0,2004,JUL,3.0,2004-07-01
Merced,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2004,JUL,3.0,2004-07-01
Modoc,1.0,0.0,1.0,9.0,25.0,34.0,1.0,0.0,1.0,5.0,13.0,18.0,105.0,138.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,176.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2004,JUL,3.0,2004-07-01
Mono,0.0,0.0,0.0,5.0,12.0,17.0,0.0,1.0,1.0,7.0,9.0,16.0,22.0,81.0,103.0,2.0,1.0,3.0,0.0,0.0,0.0,36.0,104.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2004,JUL,3.0,2004-07-01
Monterey,168.0,203.0,371.0,1392.0,3570.0,4962.0,48.0,98.0,146.0,11.0,7.0,18.0,447.0,742.0,1189.0,32.0,55.0,87.0,0.0,0.0,0.0,2098.0,4675.0,6773.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,5.0,3.0,3.0,6.0,3.0,6.0,9.0,0.0,17.0,17.0,3.0,4.0,7.0,7.0,5.0,12.0,0.0,1.0,1.0,23.0,48.0,71.0,4.0,12.0,16.0,48.0,98.0,146.0,2004,JUL,3.0,2004-07-01
Napa,7.0,21.0,28.0,58.0,298.0,356.0,2.0,10.0,12.0,5.0,8.0,13.0,154.0,451.0,605.0,6.0,4.0,10.0,0.0,0.0,0.0,232.0,792.0,1024.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,10.0,12.0,2004,JUL,3.0,2004-07-01
Nevada,1.0,4.0,5.0,7.0,28.0,35.0,1.0,1.0,2.0,7.0,10.0,17.0,306.0,562.0,868.0,2.0,1.0,3.0,0.0,0.0,0.0,324.0,606.0,930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2004,JUL,3.0,2004-07-01
Orange,526.0,595.0,1121.0,6276.0,10024.0,16300.0,1806.0,4388.0,6194.0,19.0,34.0,53.0,2267.0,4325.0,6592.0,33.0,115.0,148.0,0.0,2.0,2.0,10927.0,19483.0,30410.0,9.0,20.0,29.0,83.0,17.0,100.0,0.0,0.0,0.0,6.0,20.0,26.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,15.0,1688.0,4313.0,6001.0,9.0,10.0,19.0,1806.0,4388.0,6194.0,2004,JUL,3.0,2004-07-01
Placer,28.0,44.0,72.0,142.0,245.0,387.0,12.0,32.0,44.0,17.0,16.0,33.0,648.0,971.0,1619.0,4.0,6.0,10.0,14.0,28.0,42.0,865.0,1342.0,2207.0,0.0,5.0,5.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,12.0,15.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,5.0,7.0,12.0,12.0,32.0,44.0,2004,JUL,3.0,2004-07-01
Plumas,1.0,9.0,10.0,5.0,6.0,11.0,1.0,0.0,1.0,1.0,3.0,4.0,86.0,155.0,241.0,1.0,0.0,1.0,0.0,0.0,0.0,95.0,173.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2004,JUL,3.0,2004-07-01
Riverside,2998.0,1404.0,4402.0,7991.0,4703.0,12694.0,373.0,203.0,576.0,88.0,53.0,141.0,4574.0,4032.0,8606.0,54.0,40.0,94.0,1.0,0.0,1.0,16079.0,10435.0,26514.0,4.0,19.0,23.0,36.0,4.0,40.0,2.0,9.0,11.0,9.0,6.0,15.0,33.0,16.0,49.0,15.0,6.0,21.0,3.0,7.0,10.0,8.0,3.0,11.0,62.0,16.0,78.0,79.0,56.0,135.0,122.0,61.0,183.0,373.0,203.0,576.0,2004,JUL,3.0,2004-07-01
Sacramento,7440.0,4341.0,11781.0,3679.0,2146.0,5825.0,3612.0,2108.0,5720.0,190.0,111.0,301.0,9241.0,5392.0,14633.0,175.0,102.0,277.0,0.0,0.0,0.0,24337.0,14200.0,38537.0,353.0,206.0,559.0,511.0,298.0,809.0,17.0,10.0,27.0,22.0,13.0,35.0,58.0,34.0,92.0,100.0,58.0,158.0,12.0,7.0,19.0,15.0,9.0,24.0,375.0,219.0,594.0,886.0,517.0,1403.0,1263.0,737.0,2000.0,3612.0,2108.0,5720.0,2004,JUL,3.0,2004-07-01
San Benito,4.0,12.0,16.0,256.0,588.0,844.0,0.0,1.0,1.0,2.0,7.0,9.0,92.0,152.0,244.0,1.0,4.0,5.0,0.0,0.0,0.0,355.0,764.0,1119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2004,JUL,3.0,2004-07-01
San Bernardino,5716.0,5677.0,11393.0,10761.0,11116.0,21877.0,488.0,794.0,1282.0,136.0,209.0,345.0,5947.0,7814.0,13761.0,65.0,265.0,330.0,0.0,0.0,0.0,23113.0,25875.0,48988.0,17.0,51.0,68.0,101.0,119.0,220.0,8.0,19.0,27.0,17.0,28.0,45.0,69.0,60.0,129.0,24.0,46.0,70.0,15.0,13.0,28.0,18.0,22.0,40.0,22.0,27.0,49.0,197.0,409.0,606.0,0.0,0.0,0.0,488.0,794.0,1282.0,2004,JUL,3.0,2004-07-01
San Diego,2748.0,2929.0,5677.0,5310.0,5661.0,10971.0,1014.0,1081.0,2095.0,58.0,62.0,120.0,5250.0,5596.0,10846.0,334.0,356.0,690.0,0.0,0.0,0.0,14714.0,15685.0,30399.0,71.0,76.0,147.0,150.0,160.0,310.0,10.0,10.0,20.0,17.0,18.0,35.0,38.0,41.0,79.0,32.0,34.0,66.0,10.0,10.0,20.0,27.0,29.0,56.0,39.0,42.0,81.0,554.0,590.0,1144.0,66.0,71.0,137.0,1014.0,1081.0,2095.0,2004,JUL,3.0,2004-07-01
San Francisco,2573.0,5259.0,7832.0,912.0,2032.0,2944.0,1100.0,2261.0,3361.0,26.0,157.0,183.0,616.0,3843.0,4459.0,158.0,486.0,644.0,2.0,3.0,5.0,5387.0,14041.0,19428.0,472.0,1635.0,2107.0,77.0,41.0,118.0,6.0,24.0,30.0,14.0,49.0,63.0,152.0,103.0,255.0,27.0,54.0,81.0,2.0,2.0,4.0,1.0,13.0,14.0,12.0,14.0,26.0,291.0,260.0,551.0,46.0,66.0,112.0,1100.0,2261.0,3361.0,2004,JUL,3.0,2004-07-01
San Joaquin,1446.0,1851.0,3297.0,1872.0,4387.0,6259.0,827.0,1790.0,2617.0,39.0,90.0,129.0,1876.0,3288.0,5164.0,107.0,197.0,304.0,0.0,0.0,0.0,6167.0,11603.0,17770.0,3.0,16.0,19.0,417.0,645.0,1062.0,3.0,9.0,12.0,4.0,5.0,9.0,12.0,17.0,29.0,28.0,106.0,134.0,7.0,16.0,23.0,12.0,20.0,32.0,192.0,418.0,610.0,90.0,371.0,461.0,59.0,167.0,226.0,827.0,1790.0,2617.0,2004,JUL,3.0,2004-07-01
San Luis Obispo,49.0,22.0,71.0,553.0,525.0,1078.0,12.0,47.0,59.0,12.0,15.0,27.0,800.0,1029.0,1829.0,0.0,10.0,10.0,0.0,0.0,0.0,1426.0,1648.0,3074.0,3.0,0.0,3.0,9.0,5.0,14.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,12.0,47.0,59.0,2004,JUL,3.0,2004-07-01
San Mateo,357.0,436.0,793.0,770.0,934.0,1704.0,51.0,90.0,141.0,3.0,2.0,5.0,309.0,603.0,912.0,71.0,93.0,164.0,18.0,17.0,35.0,1579.0,2175.0,3754.0,7.0,43.0,50.0,10.0,15.0,25.0,2.0,2.0,4.0,2.0,3.0,5.0,15.0,8.0,23.0,4.0,2.0,6.0,2.0,2.0,4.0,1.0,0.0,1.0,2.0,0.0,2.0,6.0,15.0,21.0,0.0,0.0,0.0,51.0,90.0,141.0,2004,JUL,3.0,2004-07-01
Santa Barbara,226.0,164.0,390.0,2256.0,2219.0,4475.0,43.0,41.0,84.0,17.0,11.0,28.0,884.0,1063.0,1947.0,21.0,34.0,55.0,0.0,0.0,0.0,3447.0,3532.0,6979.0,2.0,5.0,7.0,4.0,7.0,11.0,2.0,2.0,4.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,4.0,5.0,8.0,1.0,9.0,6.0,9.0,15.0,16.0,8.0,24.0,43.0,41.0,84.0,2004,JUL,3.0,2004-07-01
Santa Clara,751.0,798.0,1549.0,5785.0,6348.0,12133.0,1683.0,3176.0,4859.0,95.0,118.0,213.0,1592.0,1775.0,3367.0,103.0,99.0,202.0,0.0,0.0,0.0,10009.0,12314.0,22323.0,86.0,168.0,254.0,481.0,495.0,976.0,3.0,10.0,13.0,22.0,7.0,29.0,76.0,111.0,187.0,3.0,32.0,35.0,31.0,2.0,33.0,24.0,13.0,37.0,19.0,65.0,84.0,884.0,2188.0,3072.0,54.0,85.0,139.0,1683.0,3176.0,4859.0,2004,JUL,3.0,2004-07-01
Santa Cruz,64.0,76.0,140.0,723.0,1277.0,2000.0,19.0,19.0,38.0,6.0,10.0,16.0,708.0,1217.0,1925.0,4.0,5.0,9.0,0.0,0.0,0.0,1524.0,2604.0,4128.0,2.0,4.0,6.0,10.0,6.0,16.0,2.0,2.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,5.0,1.0,1.0,2.0,19.0,19.0,38.0,2004,JUL,3.0,2004-07-01
Shasta,26.0,62.0,88.0,66.0,149.0,215.0,58.0,122.0,180.0,87.0,136.0,223.0,1605.0,3090.0,4695.0,4.0,8.0,12.0,0.0,0.0,0.0,1846.0,3567.0,5413.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,3.0,5.0,1.0,1.0,2.0,43.0,95.0,138.0,3.0,2.0,5.0,6.0,10.0,16.0,58.0,122.0,180.0,2004,JUL,3.0,2004-07-01
Sierra,0.0,0.0,0.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,30.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,31.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,JUL,3.0,2004-07-01
