county,black_pa,black_na,black_tot,hispanic_pa,hispanic_na,hispanic_tot,asian_pac_islander_pa,asian_pac_islander_na,asian_pac_islander_tot,am_indian_alaskan_nat_pa,am_indian_alaskan_nat_na,am_indian_alaskan_nat_tot,white_pa,white_na,white_tot,filipino_pa,filipino_na,filipino_tot,other_pa,other_na,other_tot,total_pa,total_na,total_tot,chinese_pa,chinese_na,chinese_tot,cambodian_pa,cambodian_na,cambodian_tot,japanese_pa,japanese_na,japanese_tot,korean_pa,korean_na,korean_tot,samoan_pa,samoan_na,samoan_tot,asian_indian_pa,asian_indian_na,asian_indian_tot,hawaiian_pa,hawaiian_na,hawaiian_tot,guamanian_pa,guamanian_na,guamanian_tot,laotian_pa,laotian_na,laotian_tot,vietnamese_pa,vietnamese_na,vietnamese_tot,asian_pac_islander_other_pa,asian_pac_islander_other_na,asian_pac_islander_other_tot,asian_pac_islander_total_pa,asian_pac_islander_total_na,asian_pac_islander_total_tot,year,month,quarter,fulldate
Lake,73,65,138,48,146,194,6,8,14,46,52.0,98,758,945,1703,3,8,11,0,0,0,934,1224,2158,1,0,1,0,0,0,0,0,0,1,1,2,0,0,0,1,2,3,1,2,3,0,2,2,2,1,3,0,0,0,0,0,0,6,8.0,14,2002,JUL,3.0,2002-07-01
Lassen,9,9,18,16,39,55,2,1,3,36,14.0,50,198,290,488,0,0,0,0,0,0,261,353,614,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1.0,3,2002,JUL,3.0,2002-07-01
Los Angeles,28371,53410,81781,64500,68708,133208,6200,5444,11644,76,425.0,501,15034,19984,35018,487,727,1214,1552,2649,4201,116220,151347,267567,1075,913,1988,1648,1321,2969,24,63,87,201,492,693,271,294,565,57,107,164,33,54,87,10,17,27,46,70,116,2293,1603,3896,542,510,1052,6200,5444.0,11644,2002,JUL,3.0,2002-07-01
Madera,109,100,209,720,2182,2902,4,4,8,19,22.0,41,509,686,1195,1,4,5,0,0,0,1362,2998,4360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,4,4.0,8,2002,JUL,3.0,2002-07-01
Marin,92,104,196,70,210,280,55,63,118,4,11.0,15,179,618,797,1,6,7,0,0,0,401,1012,1413,2,5,7,1,1,2,1,3,4,1,3,4,1,0,1,4,6,10,1,1,2,0,1,1,1,2,3,37,35,72,6,6,12,55,63.0,118,2002,JUL,3.0,2002-07-01
Mariposa,1,1,2,0,4,4,0,2,2,5,10.0,15,83,173,256,0,1,1,0,0,0,89,191,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.0,2,2002,JUL,3.0,2002-07-01
Mendocino,9,24,33,59,292,351,3,14,17,97,123.0,220,640,1249,1889,0,1,1,0,0,0,808,1703,2511,0,1,1,1,0,1,0,1,1,0,1,1,0,2,2,0,3,3,1,2,3,0,0,0,0,0,0,1,2,3,0,2,2,3,14.0,17,2002,JUL,3.0,2002-07-01
Merced,348,301,649,1968,1943,3911,528,321,849,32,25.0,57,1050,1021,2071,10,10,20,0,0,0,3936,3621,7557,2,2,4,1,1,2,0,3,3,9,12,21,2,0,2,1,0,1,1,2,3,0,0,0,191,112,303,1,4,5,320,185,505,528,321.0,849,2002,JUL,3.0,2002-07-01
Modoc,0,1,1,5,39,44,0,0,0,13,6.0,19,84,127,211,0,0,0,0,0,0,102,173,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2002,JUL,3.0,2002-07-01
Mono,0,1,1,1,9,10,1,0,1,8,7.0,15,20,76,96,0,0,0,0,0,0,30,93,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,1,2002,JUL,3.0,2002-07-01
Monterey,183,147,330,1439,2412,3851,76,73,149,6,12.0,18,481,542,1023,32,43,75,0,0,0,2217,3229,5446,0,2,2,2,0,2,2,2,4,5,5,10,7,4,11,3,2,5,1,3,4,1,4,5,0,0,0,46,45,91,9,6,15,76,73.0,149,2002,JUL,3.0,2002-07-01
Napa,5,9,14,42,192,234,0,9,9,1,4.0,5,113,340,453,2,2,4,0,0,0,163,556,719,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,9.0,9,2002,JUL,3.0,2002-07-01
Nevada,0,2,2,9,23,32,2,0,2,4,9.0,13,256,435,691,2,0,2,0,0,0,273,469,742,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0.0,2,2002,JUL,3.0,2002-07-01
Orange,813,474,1287,7218,6693,13911,2319,1692,4011,35,26.0,61,2097,3290,5387,47,69,116,23,167,190,12552,12411,24963,12,12,24,110,9,119,0,0,0,6,23,29,6,2,8,0,0,0,0,0,0,0,0,0,13,12,25,2163,1630,3793,9,4,13,2319,1692.0,4011,2002,JUL,3.0,2002-07-01
Placer,27,15,42,128,91,219,10,18,28,24,14.0,38,635,616,1251,2,7,9,15,16,31,841,777,1618,2,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,5,3,8,2,10,12,10,18.0,28,2002,JUL,3.0,2002-07-01
Plumas,0,2,2,2,6,8,0,0,0,0,3.0,3,77,120,197,0,1,1,0,0,0,79,132,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2002,JUL,3.0,2002-07-01
Riverside,2676,841,3517,6273,3148,9421,351,150,501,77,45.0,122,4131,2453,6584,48,31,79,1,0,1,13557,6668,20225,4,7,11,32,7,39,5,4,9,9,3,12,22,8,30,12,9,21,9,3,12,4,3,7,52,12,64,74,40,114,128,54,182,351,150.0,501,2002,JUL,3.0,2002-07-01
Sacramento,6039,3248,9287,3168,1705,4873,3355,1803,5158,161,87.0,248,8610,4631,13241,157,84,241,0,0,0,21490,11558,33048,348,187,535,458,246,704,17,9,26,19,10,29,56,30,86,84,45,129,15,8,23,9,5,14,350,188,538,823,443,1266,1176,632,1808,3355,1803.0,5158,2002,JUL,3.0,2002-07-01
San Benito,3,2,5,188,355,543,0,3,3,2,3.0,5,68,87,155,2,4,6,0,0,0,263,454,717,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3.0,3,2002,JUL,3.0,2002-07-01
San Bernardino,6376,3759,10135,10709,7534,18243,723,513,1236,166,164.0,330,7030,6248,13278,61,160,221,0,0,0,25065,18378,43443,25,27,52,139,80,219,4,12,16,15,13,28,85,38,123,21,31,52,17,8,25,11,8,19,17,14,31,389,282,671,0,0,0,723,513.0,1236,2002,JUL,3.0,2002-07-01
San Diego,2848,1977,4825,5328,3697,9025,1308,908,2216,105,73.0,178,6750,4684,11434,432,299,731,0,0,0,16771,11638,28409,99,69,168,245,170,415,11,8,19,29,20,49,30,21,51,29,20,49,11,8,19,27,18,45,55,38,93,702,487,1189,70,49,119,1308,908.0,2216,2002,JUL,3.0,2002-07-01
San Francisco,2068,3637,5705,666,1248,1914,1303,1534,2837,28,131.0,159,520,2708,3228,100,271,371,0,1,1,4685,9530,14215,581,1136,1717,96,37,133,7,16,23,18,39,57,126,41,167,21,30,51,5,4,9,2,3,5,14,6,20,400,171,571,33,51,84,1303,1534.0,2837,2002,JUL,3.0,2002-07-01
San Joaquin,1617,1042,2659,2026,3033,5059,1209,1418,2627,49,62.0,111,2047,2038,4085,84,124,208,0,0,0,7032,7717,14749,7,7,14,499,594,1093,7,8,15,7,8,15,7,8,15,21,54,75,7,7,14,7,7,14,366,317,683,197,301,498,84,107,191,1209,1418.0,2627,2002,JUL,3.0,2002-07-01
San Luis Obispo,30,32,62,367,441,808,9,19,28,7,18.0,25,717,826,1543,2,4,6,1,3,4,1133,1343,2476,1,2,3,2,3,5,0,1,1,0,3,3,2,0,2,2,3,5,0,0,0,0,1,1,1,0,1,0,2,2,1,4,5,9,19.0,28,2002,JUL,3.0,2002-07-01
San Mateo,270,285,555,508,632,1140,84,125,209,3,3.0,6,226,327,553,46,54,100,0,0,0,1137,1426,2563,10,17,27,6,8,14,1,3,4,3,0,3,11,17,28,4,4,8,0,1,1,1,1,2,2,0,2,17,12,29,29,62,91,84,125.0,209,2002,JUL,3.0,2002-07-01
Santa Barbara,202,119,321,1921,1527,3448,49,30,79,22,12.0,34,767,833,1600,22,18,40,0,0,0,2983,2539,5522,1,2,3,3,8,11,5,2,7,2,0,2,2,0,2,3,3,6,0,0,0,2,2,4,8,1,9,7,7,14,16,5,21,49,30.0,79,2002,JUL,3.0,2002-07-01
Santa Clara,620,471,1091,4257,2775,7032,1937,2068,4005,42,47.0,89,1007,1198,2205,106,179,285,0,0,0,7969,6738,14707,63,173,236,207,112,319,5,4,9,15,31,46,27,21,48,42,66,108,3,5,8,7,4,11,22,13,35,1487,1601,3088,59,38,97,1937,2068.0,4005,2002,JUL,3.0,2002-07-01
Santa Cruz,25,40,65,640,799,1439,8,22,30,3,7.0,10,537,919,1456,3,3,6,6,5,11,1222,1795,3017,0,4,4,5,10,15,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,2,2,0,0,0,0,1,1,2,2,4,8,22.0,30,2002,JUL,3.0,2002-07-01
Shasta,37,35,72,59,106,165,86,103,189,78,106.0,184,1637,2082,3719,4,6,10,0,0,0,1901,2438,4339,1,1,2,0,2,2,2,1,3,1,0,1,0,0,0,0,5,5,2,3,5,1,2,3,73,81,154,1,2,3,5,6,11,86,103.0,189,2002,JUL,3.0,2002-07-01
Sierra,0,0,0,1,0,1,0,0,0,0,0.0,0,15,26,41,0,1,1,0,0,0,16,27,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2002,JUL,3.0,2002-07-01
Siskiyou,18,21,39,23,68,91,20,30,50,37,33.0,70,384,629,1013,1,0,1,0,0,0,483,781,1264,0,0,0,6,6,12,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,13,20,33,0,0,0,0,2,2,20,30.0,50,2002,JUL,3.0,2002-07-01
Solano,1312,453,1765,471,219,690,115,38,153,21,10.0,31,875,529,1404,74,110,184,0,0,0,2868,1359,4227,4,6,10,19,4,23,4,4,8,1,3,4,10,3,13,2,5,7,4,2,6,8,4,12,25,2,27,38,5,43,0,0,0,115,38.0,153,2002,JUL,3.0,2002-07-01
Sonoma,111,130,241,381,410,791,111,72,183,98,37.0,135,885,1628,2513,2,3,5,0,0,0,1588,2280,3868,4,5,9,57,22,79,0,1,1,1,1,2,2,2,4,0,0,0,1,0,1,0,1,1,18,10,28,15,19,34,13,11,24,111,72.0,183,2002,JUL,3.0,2002-07-01
Stanislaus,395,236,631,2193,1702,3895,540,299,839,16,19.0,35,2743,1950,4693,10,4,14,0,0,0,5897,4210,10107,4,1,5,232,120,352,0,0,0,0,0,0,3,1,4,11,14,25,1,1,2,0,1,1,98,42,140,48,25,73,143,94,237,540,299.0,839,2002,JUL,3.0,2002-07-01
Sutter,24,29,53,119,444,563,20,41,61,4,10.0,14,327,502,829,1,6,7,0,0,0,495,1032,1527,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,7,23,30,0,0,0,1,1,2,6,5,11,0,1,1,3,10,13,20,41.0,61,2002,JUL,3.0,2002-07-01
Tehama,4,12,16,87,282,369,9,3,12,23,28.0,51,586,915,1501,0,2,2,0,0,0,709,1242,1951,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,1,3,2,0,2,1,0,1,3,0,3,0,1,1,0,0,0,9,3.0,12,2002,JUL,3.0,2002-07-01
Trinity,0,0,0,2,1,3,1,0,1,4,2.0,6,113,161,274,1,0,1,0,0,0,121,164,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,2002,JUL,3.0,2002-07-01
Tulare,546,191,737,6351,3252,9603,634,116,750,108,34.0,142,2028,1801,3829,71,43,114,131,48,179,9869,5485,15354,20,4,24,134,34,168,5,3,8,0,0,0,4,0,4,33,5,38,3,2,5,7,6,13,330,48,378,35,2,37,63,12,75,634,116.0,750,2002,JUL,3.0,2002-07-01
Tuolumne,3,4,7,23,18,41,3,4,7,13,12.0,25,346,410,756,1,0,1,0,0,0,389,448,837,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,2,3,4.0,7,2002,JUL,3.0,2002-07-01
Ventura,153,203,356,2206,2652,4858,35,70,105,20,18.0,38,1001,1466,2467,16,61,77,0,0,0,3431,4470,7901,0,3,3,2,0,2,1,2,3,2,2,4,4,6,10,6,4,10,1,2,3,1,2,3,0,1,1,7,25,32,11,23,34,35,70.0,105,2002,JUL,3.0,2002-07-01
Yolo,78,60,138,614,264,878,107,41,148,33,12.0,45,815,451,1266,6,5,11,36,14,50,1689,847,2536,0,0,0,19,2,21,6,0,6,0,0,0,0,0,0,8,0,8,14,2,16,0,0,0,26,17,43,34,18,52,0,2,2,107,41.0,148,2002,JUL,3.0,2002-07-01
Yuba,56,50,106,120,230,350,187,108,295,14,36.0,50,771,888,1659,2,5,7,0,0,0,1150,1317,2467,0,0,0,11,1,12,0,0,0,0,0,0,1,0,1,1,3,4,2,1,3,3,3,6,168,94,262,0,1,1,1,5,6,187,108.0,295,2002,JUL,3.0,2002-07-01
