,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
The Sort & Filter Function allows for filtering data ,,,,,,,,,,,,,,,,,,,
Data Sources:,,,,DFA 256,DFA 256,DFA 256,DFA 256,MEDS (July data access),MEDS (July data access),MEDS (July data access),CDPH & MEDS; March data access,CDPH & MEDS; March data access,CA Dept. of Finance annual projection,CA Dept. of Finance annual projection,CA Dept. of Finance annual projection,US Census Bureau ACS annual estimate,State Data Exchange annual projection,"EDD, Labor Market Info annual estimate","US Census Bureau ACS Estimates, DFA 256, MEDS"
,,,,,,,,,,,,,,,,,,,
County,Consortium,Calendar_Year,SFY,CF_Households_SFY_Avg,CF_Households_CY_Avg,CF_Persons_SFY_Avg,CF_Persons_CY_Avg,Elderly_CF_July,Children_CF_July,ESL_CF_July_CY,WIC_0-4_CF_Reachable,Percent_CF_0-4_in_WIC,Total_Pop_CY,Total_Elderly_60_plus_CY,Total_Children_under_18_CY,Total_ESL_over_5_CY,Total_SSI_Recipients_CY,Unemployment_Pct_CY,CF_Eligibles_CY
45 Shasta,C-IV,2016.0,2016/17,12696.1666667,12943.4166667,23809.8333333,24407.3333333,1906.0,12561.0,627.0,727.0,0.677409262,24955.0,1506.0,9672.0,436.0,9165.0,0.069,34951.27258
46 Sierra,C-IV,2016.0,2016/17,162.75,160.666666667,276.916666667,277.333333333,52.0,93.0,10.0,12.0,0.588235294,274.0,43.0,71.0,8.0,85.0,0.076,439.9497
47 Siskiyou,C-IV,2016.0,2016/17,3134.41666667,3213.16666667,6575.66666667,6773.33333333,608.0,3533.0,284.0,155.0,0.636554622,6888.0,493.0,2798.0,226.0,2380.0,0.085,10625.20346
48 Solano,CalWIN,2016.0,2016/17,21624.0833333,22398.1666667,40785.75,42352.6666667,3576.0,24939.0,8928.0,1035.0,0.5419684,43577.0,2927.0,19429.0,6797.0,11385.0,0.055,58480.9245
49 Sonoma,CalWIN,2016.0,2016/17,17933.25,18932.1666667,31785.5833333,33626.5833333,4239.0,20809.0,13176.0,744.0,0.595316352,34861.0,3556.0,16175.0,10272.0,8201.0,0.04,51364.9346
50 Stanislaus,C-IV,2016.0,2016/17,40674.0,41901.9166667,85291.25,88015.0833333,5541.0,54419.0,21493.0,2341.0,0.586291686,88867.0,4334.0,42829.0,16575.0,19620.0,0.085,93759.11094
51 Sutter,C-IV,2016.0,2016/17,5623.83333333,5727.33333333,12883.9166667,13128.75,726.0,8179.0,2890.0,287.0,0.645255474,13279.0,573.0,6627.0,2234.0,3760.0,0.096,19005.51096
52 Tehama,C-IV,2016.0,2016/17,4396.66666667,4567.66666667,9532.58333333,9930.58333333,700.0,6121.0,1557.0,270.0,0.613484646,10250.0,553.0,4816.0,1215.0,2998.0,0.071,14987.8581
53 Trinity,C-IV,2016.0,2016/17,988.666666667,1007.83333333,1727.91666667,1757.41666667,183.0,763.0,18.0,33.0,0.645833333,1788.0,150.0,571.0,14.0,629.0,0.071,3189.39112
54 Tulare,CalWIN,2016.0,2016/17,51694.0,52435.5833333,120271.166667,122466.75,6886.0,78665.0,48568.0,2338.0,0.641883399,124259.0,5671.0,67261.0,40041.0,17540.0,0.11,115553.38148
55 Tuolumne,C-IV,2016.0,2016/17,3019.66666667,3138.75,5270.66666667,5451.83333333,699.0,2582.0,114.0,104.0,0.674121406,5555.0,567.0,1896.0,90.0,1552.0,0.062,8881.70494
56 Ventura,CalWIN,2016.0,2016/17,36512.0,37376.4166667,73100.3333333,75010.5,7206.0,49344.0,35629.0,1582.0,0.6245,76958.0,5900.0,39335.0,28114.0,14767.0,0.052,90705.1975
57 Yolo,CalWIN,2016.0,2016/17,10257.9166667,10645.1666667,19913.3333333,20842.75,1737.0,11612.0,7002.0,480.0,0.602506091,21435.0,1406.0,9201.0,5304.0,5184.0,0.058,46097.32226
58 Yuba,C-IV,2016.0,2016/17,6022.66666667,6187.41666667,13007.5833333,13331.6666667,687.0,7810.0,1825.0,323.0,0.670113754,13429.0,542.0,6264.0,1460.0,3704.0,0.085,14544.35772
00 Statewide,n/a,2017.0,2017/18,1979531.41667,1999190.0,4046550.41667,4127650.58333,370322.0,2537628.0,1514564.0,,,4169682.0,293636.0,2039248.0,1179480.0,1154343.0,0.048,
01 Alameda,CalWIN,2017.0,2017/18,56256.75,57278.25,105001.666667,108256.25,14234.0,62680.0,45559.0,,,110302.0,11104.0,48679.0,34447.0,45115.0,0.036,
02 Alpine,C-IV,2017.0,2017/18,78.25,80.5833333333,140.0,140.833333333,19.0,60.0,0.0,,,141.0,14.0,52.0,0.0,36.0,0.061,
03 Amador,C-IV,2017.0,2017/18,1602.0,1660.83333333,2902.08333333,3038.0,384.0,1479.0,117.0,,,3047.0,303.0,1097.0,71.0,672.0,0.049,
04 Butte,C-IV,2017.0,2017/18,16863.8333333,16659.5,30914.0833333,30940.5,2568.0,15018.0,2775.0,,,31826.0,2062.0,12087.0,2244.0,10378.0,0.057,
05 Calaveras,C-IV,2017.0,2017/18,2783.58333333,2797.25,5003.91666667,5036.16666667,749.0,2162.0,139.0,,,5042.0,599.0,1638.0,91.0,988.0,0.047,
06 Colusa,C-IV,2017.0,2017/18,680.5,687.416666667,1479.25,1553.25,150.0,1162.0,627.0,,,1599.0,116.0,871.0,405.0,564.0,0.143,
07 Contra Costa,CalWIN,2017.0,2017/18,31190.4166667,31521.1666667,61940.3333333,62952.0833333,6149.0,40757.0,18260.0,,,64569.0,4737.0,31871.0,13710.0,23320.0,0.038,
08 Del Norte,C-IV,2017.0,2017/18,2568.08333333,2569.66666667,5166.5,5253.16666667,388.0,2645.0,236.0,,,5310.0,298.0,2174.0,194.0,1715.0,0.064,
09 El Dorado,C-IV,2017.0,2017/18,6579.66666667,6796.33333333,11469.9166667,12018.75,1575.0,5792.0,982.0,,,12340.0,1273.0,4507.0,752.0,2823.0,0.044,
10 Fresno,CalWIN,2017.0,2017/18,95143.25,96942.75,218927.916667,224022.333333,11258.0,141201.0,66147.0,,,223724.0,8782.0,119527.0,53200.0,41278.0,0.085,
11 Glenn,C-IV,2017.0,2017/18,1487.75,1500.83333333,3311.08333333,3363.25,257.0,2216.0,808.0,,,3473.0,210.0,1711.0,582.0,1061.0,0.075,
12 Humboldt,C-IV,2017.0,2017/18,11955.8333333,12114.6666667,20009.5,20413.75,1895.0,8887.0,1065.0,,,20828.0,1519.0,7142.0,883.0,5236.0,0.042,
13 Imperial,C-IV,2017.0,2017/18,17086.0,17266.5,40950.5833333,41816.3333333,3755.0,23942.0,27486.0,,,42372.0,3051.0,20091.0,21796.0,9988.0,0.191,
14 Inyo,C-IV,2017.0,2017/18,1022.16666667,1015.08333333,1961.16666667,1940.91666667,242.0,1033.0,254.0,,,1967.0,200.0,803.0,179.0,366.0,0.044,
15 Kern,C-IV,2017.0,2017/18,68216.6666667,68975.9166667,157302.25,159899.5,9898.0,107711.0,46482.0,,,162379.0,7901.0,87057.0,34717.0,30862.0,0.092,
16 Kings,C-IV,2017.0,2017/18,10606.0833333,10631.5,23712.4166667,24003.0,1385.0,15524.0,7192.0,,,24072.0,1109.0,12410.0,5356.0,4586.0,0.089,
17 Lake,C-IV,2017.0,2017/18,6361.16666667,6418.66666667,11684.3333333,11937.1666667,1386.0,5850.0,1285.0,,,12066.0,1139.0,4619.0,956.0,3576.0,0.057,
18 Lassen,C-IV,2017.0,2017/18,1525.08333333,1564.0,3036.25,3113.66666667,239.0,1662.0,90.0,,,3256.0,199.0,1358.0,53.0,905.0,0.056,
19 Los Angeles,LRS,2017.0,2017/18,548238.916667,539484.916667,1084400.08333,1081619.33333,92270.0,660289.0,473516.0,,,1085717.0,73289.0,538420.0,376091.0,374280.0,0.047,
20 Madera,C-IV,2017.0,2017/18,11304.25,11497.8333333,27320.1666667,28161.0833333,1343.0,20086.0,11372.0,,,27952.0,1038.0,16653.0,9131.0,4467.0,0.081,
21 Marin,C-IV,2017.0,2017/18,5982.91666667,5969.25,9827.08333333,9875.0,1655.0,5609.0,4837.0,,,9990.0,1341.0,4444.0,3839.0,2720.0,0.029,
22 Mariposa,C-IV,2017.0,2017/18,1029.25,1017.08333333,1887.33333333,1853.25,289.0,853.0,52.0,,,1886.0,238.0,631.0,41.0,426.0,0.059,
23 Mendocino,C-IV,2017.0,2017/18,6264.58333333,6286.5,11591.1666667,11737.4166667,1257.0,6338.0,2046.0,,,12068.0,1032.0,4983.0,1579.0,3031.0,0.045,
24 Merced,C-IV,2017.0,2017/18,23147.1666667,23506.8333333,53174.0,54391.6666667,3019.0,35812.0,17605.0,,,55087.0,2420.0,29720.0,13709.0,10549.0,0.093,
25 Modoc,C-IV,2017.0,2017/18,576.25,551.666666667,1197.0,1172.5,85.0,635.0,50.0,,,1177.0,66.0,516.0,37.0,410.0,0.08,
26 Mono,C-IV,2017.0,2017/18,393.833333333,413.916666667,682.75,699.333333333,86.0,436.0,233.0,,,689.0,63.0,289.0,133.0,97.0,0.044,
27 Monterey,C-IV,2017.0,2017/18,20293.3333333,21141.0833333,44718.5,46717.25,3814.0,38798.0,31264.0,,,44731.0,2961.0,27047.0,20232.0,7831.0,0.072,
28 Napa,C-IV,2017.0,2017/18,3055.0,3191.66666667,6075.16666667,6396.16666667,764.0,4556.0,3345.0,,,6434.0,604.0,3318.0,2360.0,1970.0,0.037,
29 Nevada,C-IV,2017.0,2017/18,4065.33333333,4119.25,6983.16666667,7131.91666667,1062.0,3286.0,301.0,,,7327.0,843.0,2471.0,214.0,1868.0,0.041,
30 Orange,CalWIN,2017.0,2017/18,113075.75,116210.666667,227217.083333,235735.333333,27116.0,155269.0,128041.0,,,240492.0,21610.0,124697.0,101791.0,67526.0,0.035,
31 Placer,CalWIN,2017.0,2017/18,8497.0,8725.5,15803.75,16343.9166667,2158.0,8872.0,2218.0,,,16285.0,1718.0,6464.0,1607.0,5003.0,0.038,
32 Plumas,C-IV,2017.0,2017/18,1159.91666667,1140.75,2096.5,2064.25,220.0,958.0,68.0,,,2058.0,174.0,736.0,47.0,633.0,0.089,
33 Riverside,C-IV,2017.0,2017/18,119807.75,122659.166667,262749.083333,271076.0,22037.0,171534.0,73416.0,,,273130.0,17466.0,135592.0,55786.0,58028.0,0.052,
34 Sacramento,CalWIN,2017.0,2017/18,96469.0833333,98310.4166667,201681.166667,205982.833333,14387.0,117949.0,57865.0,,,209537.0,11247.0,96865.0,47124.0,61582.0,0.046,
35 San Benito,C-IV,2017.0,2017/18,2131.5,2226.16666667,4679.83333333,4954.66666667,438.0,3471.0,1985.0,,,4956.0,335.0,2599.0,1366.0,874.0,0.059,
36 San Bernardino,C-IV,2017.0,2017/18,161508.166667,166402.25,350349.5,362853.5,27050.0,221655.0,77611.0,,,366031.0,21239.0,179841.0,60407.0,66585.0,0.049,
37 San Diego,CalWIN,2017.0,2017/18,133001.166667,134121.833333,264221.833333,269769.5,32622.0,157645.0,118919.0,,,274973.0,25554.0,124285.0,92716.0,74300.0,0.04,
38 San Francisco,CalWIN,2017.0,2017/18,33467.75,33958.8333333,49826.8333333,50941.75,12059.0,21826.0,28402.0,,,52826.0,9768.0,17152.0,21827.0,35747.0,0.029,
39 San Joaquin,C-IV,2017.0,2017/18,46849.5,48347.3333333,103075.583333,107330.583333,7391.0,68847.0,26006.0,,,108560.0,5999.0,55568.0,20009.0,26463.0,0.07,
40 San Luis Obispo,CalWIN,2017.0,2017/18,9394.08333333,9538.25,16398.9166667,16939.75,2112.0,9697.0,3999.0,,,17448.0,1680.0,7292.0,2939.0,3913.0,0.036,
41 San Mateo,CalWIN,2017.0,2017/18,13002.6666667,13596.4166667,24728.3333333,26110.4166667,4460.0,17765.0,14947.0,,,26390.0,3503.0,13330.0,11267.0,9550.0,0.027,
42 Santa Barbara,CalWIN,2017.0,2017/18,19351.4166667,18752.3333333,38251.25,38107.1666667,3231.0,28186.0,20029.0,,,38269.0,2583.0,20842.0,14114.0,7869.0,0.045,
43 Santa Clara,CalWIN,2017.0,2017/18,45129.5,47339.6666667,86571.0833333,92083.25,12738.0,56241.0,49720.0,,,91533.0,10140.0,43581.0,38302.0,40724.0,0.032,
44 Santa Cruz,CalWIN,2017.0,2017/18,14438.6666667,14471.5833333,25510.75,25965.5,3069.0,15000.0,12220.0,,,25506.0,2478.0,11455.0,8750.0,4625.0,0.057,
45 Shasta,C-IV,2017.0,2017/18,12308.6666667,12400.5,22968.0,23247.5833333,2103.0,12053.0,572.0,,,23802.0,1672.0,9275.0,413.0,9049.0,0.058,
46 Sierra,C-IV,2017.0,2017/18,152.083333333,161.0,255.666666667,272.416666667,55.0,96.0,7.0,,,272.0,47.0,73.0,5.0,79.0,0.065,
47 Siskiyou,C-IV,2017.0,2017/18,3117.66666667,3096.08333333,6370.75,6418.75,621.0,3324.0,320.0,,,6403.0,504.0,2622.0,219.0,2334.0,0.072,
48 Solano,CalWIN,2017.0,2017/18,20698.0,21073.4166667,38454.9166667,39571.75,3956.0,23191.0,8436.0,,,40602.0,3122.0,18023.0,6195.0,11067.0,0.048,
49 Sonoma,CalWIN,2017.0,2017/18,16820.0833333,17282.0833333,29291.4166667,30380.1666667,4435.0,18889.0,12107.0,,,31244.0,3560.0,14220.0,9052.0,8029.0,0.034,
50 Stanislaus,C-IV,2017.0,2017/18,38418.0,39581.3333333,80035.4166667,82744.0833333,5863.0,50355.0,20060.0,,,83867.0,4760.0,40179.0,15443.0,19222.0,0.075,
51 Sutter,C-IV,2017.0,2017/18,5313.5,5495.41666667,12131.25,12581.6666667,773.0,7883.0,2782.0,,,12660.0,628.0,6282.0,2042.0,3766.0,0.087,
52 Tehama,C-IV,2017.0,2017/18,4191.58333333,4271.75,9007.91666667,9219.0,733.0,5794.0,1513.0,,,9564.0,559.0,4505.0,1138.0,2945.0,0.064,
53 Trinity,C-IV,2017.0,2017/18,978.833333333,971.25,1674.75,1699.33333333,212.0,699.0,17.0,,,1700.0,160.0,532.0,14.0,614.0,0.06,
54 Tulare,CalWIN,2017.0,2017/18,50745.25,51259.75,116724.083333,118686.75,7325.0,76238.0,47053.0,,,120830.0,5907.0,64931.0,38463.0,17521.0,0.104,
55 Tuolumne,C-IV,2017.0,2017/18,2706.25,2840.08333333,4732.16666667,4984.66666667,727.0,2360.0,101.0,,,5071.0,578.0,1760.0,74.0,1540.0,0.054,
56 Ventura,CalWIN,2017.0,2017/18,34429.3333333,35321.6666667,67606.0,70145.5833333,7668.0,47074.0,34039.0,,,71491.0,6080.0,35864.0,25344.0,14726.0,0.045,
57 Yolo,CalWIN,2017.0,2017/18,9995.83333333,9994.5,18445.6666667,19071.3333333,1808.0,10777.0,6293.0,,,19549.0,1435.0,8311.0,4687.0,5077.0,0.05,
58 Yuba,C-IV,2017.0,2017/18,6014.5,5984.41666667,12921.25,12919.0833333,780.0,7501.0,1693.0,,,13262.0,619.0,6186.0,1337.0,3621.0,0.075,
00 Statewide,n/a,2018.0,2018/19,1946340.91667,1898515.91667,,,,,,,,4009061.0,322094.0,1913457.0,1093944.0,,,
01 Alameda,CalWIN,2018.0,2018/19,63464.25,62847.6666667,,,,,,,,103428.0,11501.0,44043.0,30654.0,,,
02 Alpine,C-IV,2018.0,2018/19,88.9166666667,82.0833333333,,,,,,,,121.0,14.0,39.0,0.0,,,
03 Amador,C-IV,2018.0,2018/19,1699.0,1720.16666667,,,,,,,,2741.0,323.0,973.0,64.0,,,
04 Butte,C-IV,2018.0,2018/19,14614.0833333,14297.1666667,,,,,,,,31270.0,2273.0,11692.0,2010.0,,,
05 Calaveras,C-IV,2018.0,2018/19,2574.5,2543.16666667,,,,,,,,4955.0,620.0,1623.0,77.0,,,
06 Colusa,C-IV,2018.0,2018/19,712.416666667,697.333333333,,,,,,,,1474.0,121.0,753.0,381.0,,,
07 Contra Costa,CalWIN,2018.0,2018/19,33275.5,33232.5,,,,,,,,62002.0,5269.0,29860.0,12644.0,,,
08 Del Norte,C-IV,2018.0,2018/19,2526.16666667,2571.16666667,,,,,,,,5025.0,328.0,2009.0,192.0,,,
09 El Dorado,C-IV,2018.0,2018/19,6369.66666667,6299.75,,,,,,,,11279.0,1272.0,4054.0,665.0,,,
10 Fresno,CalWIN,2018.0,2018/19,91823.9166667,90446.9166667,,,,,,,,212769.0,9095.0,112941.0,48747.0,,,
11 Glenn,C-IV,2018.0,2018/19,1424.5,1414.91666667,,,,,,,,3431.0,244.0,1670.0,520.0,,,
12 Humboldt,C-IV,2018.0,2018/19,8652.5,8283.66666667,,,,,,,,20001.0,1663.0,6579.0,756.0,,,
13 Imperial,C-IV,2018.0,2018/19,14566.9166667,14327.0,,,,,,,,40224.0,3134.0,18884.0,20717.0,,,
14 Inyo,C-IV,2018.0,2018/19,1019.08333333,994.583333333,,,,,,,,1943.0,218.0,764.0,148.0,,,
15 Kern,C-IV,2018.0,2018/19,59492.25,58839.5,,,,,,,,156359.0,8501.0,83589.0,33485.0,,,
16 Kings,C-IV,2018.0,2018/19,9914.0,9779.5,,,,,,,,23349.0,1183.0,11878.0,5024.0,,,
17 Lake,C-IV,2018.0,2018/19,5169.33333333,5125.83333333,,,,,,,,14094.0,1565.0,5131.0,1278.0,,,
18 Lassen,C-IV,2018.0,2018/19,1430.25,1410.66666667,,,,,,,,2919.0,227.0,1201.0,51.0,,,
19 Los Angeles,LRS,2018.0,2018/19,555795.166667,539760.0,,,,,,,,1098306.0,91132.0,520268.0,363721.0,,,
20 Madera,C-IV,2018.0,2018/19,10640.8333333,10459.1666667,,,,,,,,26781.0,1154.0,15793.0,8581.0,,,
21 Marin,C-IV,2018.0,2018/19,5720.91666667,5607.16666667,,,,,,,,9956.0,1488.0,4263.0,3685.0,,,
22 Mariposa,C-IV,2018.0,2018/19,926.5,886.0,,,,,,,,1843.0,252.0,633.0,38.0,,,
23 Mendocino,C-IV,2018.0,2018/19,6983.33333333,7083.83333333,,,,,,,,11570.0,1150.0,4668.0,1553.0,,,
24 Merced,C-IV,2018.0,2018/19,22825.9166667,22424.6666667,,,,,,,,52225.0,2557.0,27778.0,12859.0,,,
25 Modoc,C-IV,2018.0,2018/19,421.0,428.25,,,,,,,,1247.0,73.0,512.0,51.0,,,
26 Mono,C-IV,2018.0,2018/19,385.333333333,391.916666667,,,,,,,,663.0,58.0,273.0,114.0,,,
27 Monterey,C-IV,2018.0,2018/19,20616.1666667,20129.9166667,,,,,,,,41004.0,2939.0,24569.0,18334.0,,,
28 Napa,C-IV,2018.0,2018/19,3264.83333333,3367.33333333,,,,,,,,5880.0,633.0,3004.0,2117.0,,,
29 Nevada,C-IV,2018.0,2018/19,3880.58333333,3808.5,,,,,,,,7299.0,890.0,2422.0,200.0,,,
30 Orange,CalWIN,2018.0,2018/19,106478.25,102002.583333,,,,,,,,221511.0,22192.0,112029.0,90413.0,,,
31 Placer,CalWIN,2018.0,2018/19,8544.25,8276.5,,,,,,,,14868.0,1828.0,5725.0,1426.0,,,
32 Plumas,C-IV,2018.0,2018/19,803.666666667,783.416666667,,,,,,,,2029.0,182.0,725.0,39.0,,,
33 Riverside,C-IV,2018.0,2018/19,116391.0,113238.75,,,,,,,,254898.0,18050.0,125773.0,49247.0,,,
34 Sacramento,CalWIN,2018.0,2018/19,94846.4166667,93053.8333333,,,,,,,,200210.0,11983.0,91993.0,43300.0,,,
35 San Benito,C-IV,2018.0,2018/19,2669.66666667,2663.58333333,,,,,,,,4606.0,338.0,2377.0,1132.0,,,
36 San Bernardino,C-IV,2018.0,2018/19,159796.666667,156048.083333,,,,,,,,340300.0,21422.0,166608.0,53670.0,,,
37 San Diego,CalWIN,2018.0,2018/19,122331.0,116470.75,,,,,,,,265805.0,27745.0,116459.0,86280.0,,,
38 San Francisco,CalWIN,2018.0,2018/19,32232.25,32451.4166667,,,,,,,,50154.0,10215.0,15664.0,20115.0,,,
39 San Joaquin,C-IV,2018.0,2018/19,46772.3333333,45116.3333333,,,,,,,,100293.0,6208.0,50660.0,17749.0,,,
40 San Luis Obispo,CalWIN,2018.0,2018/19,9058.25,9010.58333333,,,,,,,,16236.0,1793.0,6516.0,2630.0,,,
41 San Mateo,CalWIN,2018.0,2018/19,14604.5,13893.4166667,,,,,,,,23359.0,3385.0,11435.0,9687.0,,,
42 Santa Barbara,CalWIN,2018.0,2018/19,14680.9166667,14486.25,,,,,,,,38807.0,2798.0,19884.0,13453.0,,,
43 Santa Clara,CalWIN,2018.0,2018/19,52303.5833333,50784.0,,,,,,,,79947.0,10216.0,36942.0,31912.0,,,
44 Santa Cruz,CalWIN,2018.0,2018/19,11785.0833333,11487.9166667,,,,,,,,24317.0,2543.0,10439.0,7987.0,,,
45 Shasta,C-IV,2018.0,2018/19,11790.3333333,12120.75,,,,,,,,24109.0,2007.0,9205.0,427.0,,,
46 Sierra,C-IV,2018.0,2018/19,158.75,157.833333333,,,,,,,,229.0,47.0,67.0,5.0,,,
47 Siskiyou,C-IV,2018.0,2018/19,2937.33333333,2834.16666667,,,,,,,,6366.0,577.0,2560.0,218.0,,,
48 Solano,CalWIN,2018.0,2018/19,20843.3333333,20453.5833333,,,,,,,,38324.0,3317.0,16724.0,5587.0,,,
49 Sonoma,CalWIN,2018.0,2018/19,19208.1666667,19064.25,,,,,,,,28861.0,3718.0,12845.0,7980.0,,,
50 Stanislaus,C-IV,2018.0,2018/19,41488.9166667,40826.0,,,,,,,,77897.0,4894.0,36686.0,14019.0,,,
51 Sutter,C-IV,2018.0,2018/19,5184.58333333,5070.58333333,,,,,,,,11667.0,650.0,5743.0,1905.0,,,
52 Tehama,C-IV,2018.0,2018/19,4329.41666667,4194.66666667,,,,,,,,9108.0,627.0,4207.0,1043.0,,,
53 Trinity,C-IV,2018.0,2018/19,788.583333333,789.833333333,,,,,,,,1668.0,159.0,514.0,13.0,,,
54 Tulare,CalWIN,2018.0,2018/19,46831.25,45588.6666667,,,,,,,,116271.0,6174.0,62215.0,36932.0,,,
55 Tuolumne,C-IV,2018.0,2018/19,2848.16666667,2819.66666667,,,,,,,,4790.0,576.0,1606.0,57.0,,,
56 Ventura,CalWIN,2018.0,2018/19,32654.3333333,32011.5833333,,,,,,,,66950.0,6419.0,32789.0,22650.0,,,
57 Yolo,CalWIN,2018.0,2018/19,7975.91666667,7839.41666667,,,,,,,,18423.0,1460.0,7253.0,4136.0,,,
58 Yuba,C-IV,2018.0,2018/19,5726.16666667,5717.16666667,,,,,,,,12900.0,694.0,5948.0,1266.0,,,
