,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
The Sort & Filter Function allows for filtering data ,,,,,,,,,,,,,,,,,,,
Data Sources:,,,,DFA 256,DFA 256,DFA 256,DFA 256,MEDS (July data access),MEDS (July data access),MEDS (July data access),CDPH & MEDS; March data access,CDPH & MEDS; March data access,CA Dept. of Finance annual projection,CA Dept. of Finance annual projection,CA Dept. of Finance annual projection,US Census Bureau ACS annual estimate,State Data Exchange annual projection,"EDD, Labor Market Info annual estimate","US Census Bureau ACS Estimates, DFA 256, MEDS"
,,,,,,,,,,,,,,,,,,,
County,Consortium,Calendar_Year,SFY,CF_Households_SFY_Avg,CF_Households_CY_Avg,CF_Persons_SFY_Avg,CF_Persons_CY_Avg,Elderly_CF_July,Children_CF_July,ESL_CF_July_CY,WIC_0-4_CF_Reachable,Percent_CF_0-4_in_WIC,Total_Pop_CY,Total_Elderly_60_plus_CY,Total_Children_under_18_CY,Total_ESL_over_5_CY,Total_SSI_Recipients_CY,Unemployment_Pct_CY,CF_Eligibles_CY
08 Del Norte,C-IV,2012.0,2012/13,2571.16666667,2601.5,5245.0,5379.5,157.0,2343.0,285.0,,,,,,,1869.0,0.134,5695.77379168
09 El Dorado,C-IV,2012.0,2012/13,6299.75,6098.33333333,11839.25,11655.25,581.0,4822.0,864.0,,,,,,,2818.0,0.104,19222.8583872
10 Fresno,CalWIN,2012.0,2012/13,90446.9166667,88596.8333333,218237.416667,214900.0,4650.0,122558.0,61549.0,,,,,,,40171.0,0.152,283512.805587
11 Glenn,C-IV,2012.0,2012/13,1414.91666667,1382.16666667,3515.75,3440.66666667,87.0,1908.0,769.0,,,,,,,1128.0,0.147,6413.05497288
12 Humboldt,C-IV,2012.0,2012/13,8283.66666667,8056.75,15678.0833333,15352.25,496.0,6496.0,807.0,,,,,,,5740.0,0.105,32856.8626741
13 Imperial,C-IV,2012.0,2012/13,14327.0,14065.6666667,36785.75,36155.1666667,1456.0,18176.0,17886.0,,,,,,,10349.0,0.283,44744.1895337
14 Inyo,C-IV,2012.0,2012/13,994.583333333,961.75,2000.66666667,1953.5,105.0,879.0,316.0,,,,,,,396.0,0.094,2515.10160211
15 Kern,C-IV,2012.0,2012/13,58839.5,57370.25,142745.5,139786.416667,3379.0,82189.0,37887.0,,,,,,,31095.0,0.133,213671.260959
16 Kings,C-IV,2012.0,2012/13,9779.5,9586.33333333,23223.6666667,22918.6666667,563.0,12535.0,5625.0,,,,,,,4729.0,0.153,33430.7398614
17 Lake,C-IV,2012.0,2012/13,5125.83333333,5044.0,10225.25,10126.25,477.0,4340.0,790.0,,,,,,,3701.0,0.15,19370.3412
18 Lassen,C-IV,2012.0,2012/13,1410.66666667,1397.41666667,2952.25,2943.91666667,81.0,1284.0,70.0,,,,,,,930.0,0.126,4471.13151255
19 Los Angeles,LRS,2012.0,2012/13,539760.0,514477.583333,1123919.66667,1088704.25,36571.0,599556.0,423844.0,,,,,,,385131.0,0.109,2021647.94784
20 Madera,C-IV,2012.0,2012/13,10459.1666667,10382.1666667,26577.75,26415.3333333,534.0,16732.0,10100.0,,,,,,,4441.0,0.136,38098.688852
21 Marin,C-IV,2012.0,2012/13,5607.16666667,5510.16666667,9498.58333333,9315.5,758.0,4358.0,2958.0,,,,,,,3102.0,0.063,20101.0974903
22 Mariposa,C-IV,2012.0,2012/13,886.0,862.083333333,1805.16666667,1774.58333333,83.0,709.0,47.0,,,,,,,460.0,0.11,2847.97887053
23 Mendocino,C-IV,2012.0,2012/13,7083.83333333,7084.91666667,13414.5,13552.75,591.0,5727.0,1934.0,,,,,,,3238.0,0.097,19738.82048
24 Merced,C-IV,2012.0,2012/13,22424.6666667,21825.3333333,54754.25,53643.4166667,1122.0,30744.0,15638.0,,,,,,,10745.0,0.17,67910.3069642
25 Modoc,C-IV,2012.0,2012/13,428.25,432.833333333,967.25,1006.0,25.0,486.0,78.0,,,,,,,405.0,0.135,2460.37181579
26 Mono,C-IV,2012.0,2012/13,391.916666667,429.583333333,657.833333333,695.5,32.0,326.0,226.0,,,,,,,102.0,0.105,2221.05044842
27 Monterey,C-IV,2012.0,2012/13,20129.9166667,19397.8333333,46251.75,44709.6666667,1189.0,29906.0,22110.0,,,,,,,8502.0,0.114,80399.99454
28 Napa,C-IV,2012.0,2012/13,3367.33333333,3382.75,7142.58333333,7200.83333333,292.0,4244.0,3019.0,,,,,,,2142.0,0.078,18310.8861926
29 Nevada,C-IV,2012.0,2012/13,3808.5,3634.75,7292.33333333,7025.25,314.0,2726.0,270.0,,,,,,,1771.0,0.094,14198.34296
30 Orange,CalWIN,2012.0,2012/13,102002.583333,97368.3333333,226897.083333,218440.583333,10377.0,131451.0,105140.0,,,,,,,66558.0,0.076,453553.141665
31 Placer,CalWIN,2012.0,2012/13,8276.5,8163.16666667,17758.75,17912.75,791.0,8043.0,2058.0,,,,,,,5044.0,0.094,42086.8095119
32 Plumas,C-IV,2012.0,2012/13,783.416666667,746.166666667,1679.75,1637.0,50.0,701.0,21.0,,,,,,,665.0,0.147,3547.67895457
33 Riverside,C-IV,2012.0,2012/13,113238.75,108747.083333,274719.25,267193.416667,8379.0,143506.0,62978.0,,,,,,,54970.0,0.122,482427.27523
34 Sacramento,CalWIN,2012.0,2012/13,93053.8333333,90288.8333333,208569.166667,204383.75,5103.0,102959.0,46984.0,,,,,,,60330.0,0.106,310461.567216
35 San Benito,C-IV,2012.0,2012/13,2663.58333333,2627.66666667,6252.16666667,6167.41666667,216.0,3314.0,1849.0,,,,,,,897.0,0.139,8551.01811686
36 San Bernardino,C-IV,2012.0,2012/13,156048.083333,150229.666667,368160.75,358854.833333,10026.0,187444.0,67830.0,,,,,,,65325.0,0.12,474490.903642
37 San Diego,CalWIN,2012.0,2012/13,116470.75,111643.0,254245.833333,247227.416667,11289.0,125548.0,88054.0,,,,,,,74992.0,0.089,564164.474589
38 San Francisco,CalWIN,2012.0,2012/13,32451.4166667,32800.4166667,50672.6666667,50980.9166667,4864.0,19583.0,19407.0,,,,,,,37817.0,0.073,121505.872174
39 San Joaquin,C-IV,2012.0,2012/13,45116.3333333,43422.25,110415.75,107506.75,2587.0,60071.0,23960.0,,,,,,,26908.0,0.152,138592.405117
40 San Luis Obispo,CalWIN,2012.0,2012/13,9010.58333333,8959.75,17595.75,17536.75,882.0,8140.0,3116.0,,,,,,,4420.0,0.081,43666.9310177
41 San Mateo,CalWIN,2012.0,2012/13,13893.4166667,13399.3333333,28692.0833333,27877.5,1886.0,16040.0,11878.0,,,,,,,11180.0,0.067,72926.3865695
42 Santa Barbara,CalWIN,2012.0,2012/13,14486.25,14190.75,32711.1666667,32135.9166667,866.0,20351.0,13341.0,,,,,,,8597.0,0.08,76854.9231042
43 Santa Clara,CalWIN,2012.0,2012/13,50784.0,48874.75,108648.833333,105371.083333,5507.0,56627.0,44837.0,,,,,,,43944.0,0.084,220690.563341
44 Santa Cruz,CalWIN,2012.0,2012/13,11487.9166667,10881.0,22652.75,21794.5,922.0,11666.0,8532.0,,,,,,,5104.0,0.111,37038.9680079
45 Shasta,C-IV,2012.0,2012/13,12120.75,12280.8333333,24181.9166667,24701.9166667,821.0,10508.0,495.0,,,,,,,9329.0,0.134,33388.9039856
46 Sierra,C-IV,2012.0,2012/13,157.833333333,146.416666667,302.166666667,283.75,23.0,95.0,4.0,,,,,,,99.0,0.143,622.602352941
47 Siskiyou,C-IV,2012.0,2012/13,2834.16666667,2720.0,6338.66666667,6124.08333333,220.0,2701.0,180.0,,,,,,,2441.0,0.153,10259.458525
48 Solano,CalWIN,2012.0,2012/13,20453.5833333,19838.6666667,41033.8333333,40115.4166667,1473.0,19347.0,6772.0,,,,,,,11520.0,0.101,65053.4404976
49 Sonoma,CalWIN,2012.0,2012/13,19064.25,17955.25,35087.1666667,33699.5833333,1870.0,17154.0,10341.0,,,,,,,8571.0,0.086,74079.3369985
50 Stanislaus,C-IV,2012.0,2012/13,40826.0,39576.6666667,89982.0,88080.5833333,2464.0,44790.0,17992.0,,,,,,,19745.0,0.152,117475.088631
51 Sutter,C-IV,2012.0,2012/13,5070.58333333,4927.83333333,12182.3333333,11926.4166667,306.0,6271.0,2311.0,,,,,,,3661.0,0.176,20846.288
52 Tehama,C-IV,2012.0,2012/13,4194.66666667,4126.08333333,9737.66666667,9693.58333333,259.0,4855.0,1161.0,,,,,,,3057.0,0.139,14556.1969912
53 Trinity,C-IV,2012.0,2012/13,789.833333333,774.166666667,1577.83333333,1563.33333333,74.0,604.0,8.0,,,,,,,655.0,0.158,3087.68870056
54 Tulare,CalWIN,2012.0,2012/13,45588.6666667,44133.75,113012.666667,110247.0,2949.0,64076.0,36803.0,,,,,,,17288.0,0.158,151607.168207
55 Tuolumne,C-IV,2012.0,2012/13,2819.66666667,2756.66666667,5199.33333333,5156.08333333,265.0,1962.0,65.0,,,,,,,1618.0,0.116,8975.86027789
56 Ventura,CalWIN,2012.0,2012/13,32011.5833333,30926.3333333,66646.9166667,65090.8333333,2757.0,35426.0,23314.0,,,,,,,14656.0,0.09,105819.891039
57 Yolo,CalWIN,2012.0,2012/13,7839.41666667,7708.25,16913.9166667,16837.3333333,627.0,8261.0,4871.0,,,,,,,5307.0,0.115,44017.7364353
58 Yuba,C-IV,2012.0,2012/13,5717.16666667,5702.25,12901.8333333,12882.0,298.0,6360.0,1707.0,,,,,,,3772.0,0.169,19439.97662
00 Statewide,n/a,2013.0,2013/14,2003807.66667,1946340.91667,4331799.08333,4237437.41667,176557.0,2272684.0,1314549.0,,,,,,,1187606.0,0.089,7166748.68844
01 Alameda,CalWIN,2013.0,2013/14,64105.6666667,63464.25,127744.833333,127163.666667,7267.0,63938.0,39263.0,,,,,,,48141.0,0.073,220033.771078
02 Alpine,C-IV,2013.0,2013/14,103.083333333,88.9166666667,172.083333333,156.916666667,11.0,62.0,0.0,,,,,,,42.0,0.098,221.78022827
03 Amador,C-IV,2013.0,2013/14,1725.66666667,1699.0,3347.83333333,3285.75,194.0,1298.0,98.0,,,,,,,674.0,0.103,4989.42328701
04 Butte,C-IV,2013.0,2013/14,15009.0,14614.0833333,30429.6666667,30041.5,1116.0,13523.0,2782.0,,,,,,,10914.0,0.103,57536.0654571
05 Calaveras,C-IV,2013.0,2013/14,2623.08333333,2574.5,5001.75,4973.16666667,322.0,1808.0,134.0,,,,,,,1043.0,0.1,6021.95863538
06 Colusa,C-IV,2013.0,2013/14,721.666666667,712.416666667,1724.25,1741.33333333,72.0,1032.0,553.0,,,,,,,564.0,0.19,3770.96131854
07 Contra Costa,CalWIN,2013.0,2013/14,34146.5833333,33275.5,70943.1666667,69084.1666667,3064.0,36829.0,15787.0,,,,,,,24041.0,0.075,145292.779558
08 Del Norte,C-IV,2013.0,2013/14,2513.66666667,2526.16666667,5137.08333333,5129.83333333,193.0,2218.0,262.0,,,,,,,1817.0,0.118,5923.47912356
09 El Dorado,C-IV,2013.0,2013/14,6528.41666667,6369.66666667,11952.25,11787.0,732.0,4716.0,882.0,,,,,,,2850.0,0.085,26641.3835952
10 Fresno,CalWIN,2013.0,2013/14,94385.8333333,91823.9166667,225117.916667,220594.083333,5364.0,123609.0,59175.0,,,,,,,40774.0,0.132,280018.279251
11 Glenn,C-IV,2013.0,2013/14,1458.83333333,1424.5,3590.41666667,3534.08333333,113.0,1985.0,739.0,,,,,,,1136.0,0.121,6195.80776671
12 Humboldt,C-IV,2013.0,2013/14,9335.83333333,8652.5,17294.1666667,16223.75,695.0,7000.0,886.0,,,,,,,5607.0,0.082,34042.6827341
13 Imperial,C-IV,2013.0,2013/14,15083.0833333,14566.9166667,38081.6666667,37016.1666667,1738.0,19291.0,19370.0,,,,,,,10276.0,0.249,44789.8810232
14 Inyo,C-IV,2013.0,2013/14,1047.16666667,1019.08333333,2118.0,2052.33333333,137.0,964.0,327.0,,,,,,,407.0,0.079,2765.88200729
15 Kern,C-IV,2013.0,2013/14,60340.3333333,59492.25,145892.583333,144286.333333,3983.0,84978.0,37191.0,,,,,,,31384.0,0.117,224185.425539
16 Kings,C-IV,2013.0,2013/14,10014.6666667,9914.0,23718.1666667,23489.4166667,652.0,12892.0,5451.0,,,,,,,4659.0,0.135,34890.9740076
17 Lake,C-IV,2013.0,2013/14,5258.25,5169.33333333,10575.0833333,10336.0,586.0,4436.0,814.0,,,,,,,3710.0,0.108,17452.4775
18 Lassen,C-IV,2013.0,2013/14,1487.0,1430.25,3104.41666667,2991.33333333,99.0,1319.0,67.0,,,,,,,906.0,0.106,4398.02348576
19 Los Angeles,LRS,2013.0,2013/14,569293.25,555795.166667,1170148.0,1147939.16667,46590.0,629069.0,444806.0,,,,,,,388148.0,0.098,2088070.07593
20 Madera,C-IV,2013.0,2013/14,11060.5,10640.8333333,27863.9166667,26960.5833333,619.0,16652.0,9640.0,,,,,,,4478.0,0.125,38832.0106961
21 Marin,C-IV,2013.0,2013/14,5942.33333333,5720.91666667,9994.08333333,9674.5,887.0,4734.0,3455.0,,,,,,,3107.0,0.052,22421.1445398
22 Mariposa,C-IV,2013.0,2013/14,984.583333333,926.5,1970.25,1868.33333333,119.0,714.0,30.0,,,,,,,462.0,0.105,3154.61487097
23 Mendocino,C-IV,2013.0,2013/14,7211.58333333,6983.33333333,13507.9166667,13212.5,699.0,5665.0,1823.0,,,,,,,3218.0,0.082,22380.62258
24 Merced,C-IV,2013.0,2013/14,23351.3333333,22825.9166667,55934.5833333,55300.3333333,1338.0,31540.0,15579.0,,,,,,,10849.0,0.145,70246.7962061
25 Modoc,C-IV,2013.0,2013/14,431.166666667,421.0,959.833333333,947.166666667,34.0,442.0,71.0,,,,,,,416.0,0.124,2621.53076578
26 Mono,C-IV,2013.0,2013/14,484.0,385.333333333,778.166666667,650.166666667,43.0,283.0,163.0,,,,,,,101.0,0.085,2021.29700132
27 Monterey,C-IV,2013.0,2013/14,21391.9166667,20616.1666667,48752.5,47192.6666667,1572.0,29909.0,21235.0,,,,,,,8458.0,0.103,83051.85586
28 Napa,C-IV,2013.0,2013/14,3355.41666667,3264.83333333,7034.25,6891.25,341.0,4081.0,2892.0,,,,,,,2156.0,0.068,16769.9836956
29 Nevada,C-IV,2013.0,2013/14,4021.58333333,3880.58333333,7605.25,7403.0,445.0,2951.0,255.0,,,,,,,1796.0,0.081,16674.10874
30 Orange,CalWIN,2013.0,2013/14,112077.25,106478.25,245451.333333,234687.75,13145.0,139033.0,111958.0,,,,,,,67573.0,0.065,444094.592846
31 Placer,CalWIN,2013.0,2013/14,8927.75,8544.25,18276.4166667,17888.6666667,1019.0,7868.0,2021.0,,,,,,,5056.0,0.077,39483.8388222
32 Plumas,C-IV,2013.0,2013/14,878.916666667,803.666666667,1762.58333333,1679.0,82.0,676.0,22.0,,,,,,,641.0,0.139,3815.72246761
33 Riverside,C-IV,2013.0,2013/14,120067.583333,116391.0,284875.0,279605.0,10225.0,151042.0,65355.0,,,,,,,56654.0,0.099,469029.009525
34 Sacramento,CalWIN,2013.0,2013/14,97461.8333333,94846.4166667,213802.583333,210970.0,6598.0,105467.0,47601.0,,,,,,,61371.0,0.089,306054.532733
35 San Benito,C-IV,2013.0,2013/14,2674.58333333,2669.66666667,6201.91666667,6225.91666667,246.0,3361.0,1856.0,,,,,,,882.0,0.111,8523.86921019
36 San Bernardino,C-IV,2013.0,2013/14,165319.75,159796.666667,381628.916667,373583.666667,12685.0,194878.0,70335.0,,,,,,,66969.0,0.098,441318.993738
37 San Diego,CalWIN,2013.0,2013/14,128384.833333,122331.0,273739.416667,262347.75,13842.0,131432.0,93092.0,,,,,,,75967.0,0.078,553957.513096
38 San Francisco,CalWIN,2013.0,2013/14,32454.8333333,32232.25,51006.9166667,50531.75,5459.0,19668.0,19818.0,,,,,,,37708.0,0.055,120297.206285
39 San Joaquin,C-IV,2013.0,2013/14,48180.8333333,46772.3333333,114908.333333,112816.5,3502.0,63093.0,23995.0,,,,,,,27071.0,0.124,156985.493243
40 San Luis Obispo,CalWIN,2013.0,2013/14,9312.16666667,9058.25,17891.1666667,17609.4166667,1072.0,8228.0,3239.0,,,,,,,4383.0,0.068,47790.7648747
41 San Mateo,CalWIN,2013.0,2013/14,15590.25,14604.5,31548.0,29752.25,2531.0,17242.0,13534.0,,,,,,,10953.0,0.052,68113.9921687
42 Santa Barbara,CalWIN,2013.0,2013/14,15194.75,14680.9166667,33962.6666667,33053.25,1086.0,20051.0,12614.0,,,,,,,8477.0,0.071,79413.5422011
43 Santa Clara,CalWIN,2013.0,2013/14,53632.5,52303.5833333,112331.166667,110861.416667,7200.0,59419.0,48568.0,,,,,,,44002.0,0.065,215576.674569
44 Santa Cruz,CalWIN,2013.0,2013/14,12076.0,11785.0833333,23477.5833333,23049.3333333,1290.0,11843.0,8317.0,,,,,,,5077.0,0.103,42178.8443779
45 Shasta,C-IV,2013.0,2013/14,11973.5833333,11790.3333333,23768.3333333,23489.1666667,990.0,10472.0,466.0,,,,,,,9306.0,0.118,40244.8061614
46 Sierra,C-IV,2013.0,2013/14,164.083333333,158.75,299.25,303.166666667,26.0,106.0,6.0,,,,,,,99.0,0.129,696.60781829
47 Siskiyou,C-IV,2013.0,2013/14,3074.5,2937.33333333,6769.75,6538.08333333,275.0,2872.0,192.0,,,,,,,2475.0,0.132,10390.2067401
48 Solano,CalWIN,2013.0,2013/14,21486.0833333,20843.3333333,42538.0,41574.1666667,1823.0,20249.0,6854.0,,,,,,,11691.0,0.09,61759.5140932
49 Sonoma,CalWIN,2013.0,2013/14,18904.3333333,19208.1666667,34848.0833333,35187.5,2351.0,17558.0,10432.0,,,,,,,8547.0,0.07,71126.6155845
50 Stanislaus,C-IV,2013.0,2013/14,42067.9166667,41488.9166667,91796.5833333,90975.0,2893.0,46298.0,17711.0,,,,,,,20057.0,0.129,125680.32642
51 Sutter,C-IV,2013.0,2013/14,5361.66666667,5184.58333333,12620.75,12365.8333333,369.0,6642.0,2281.0,,,,,,,3778.0,0.146,22882.8572
52 Tehama,C-IV,2013.0,2013/14,4646.16666667,4329.41666667,10462.8333333,9909.16666667,363.0,5013.0,1199.0,,,,,,,3062.0,0.117,14220.3989939
53 Trinity,C-IV,2013.0,2013/14,860.25,788.583333333,1646.66666667,1561.75,89.0,622.0,12.0,,,,,,,636.0,0.121,3100.49936517
54 Tulare,CalWIN,2013.0,2013/14,48774.4166667,46831.25,119335.25,115750.5,3459.0,67240.0,37887.0,,,,,,,17554.0,0.144,147862.592648
55 Tuolumne,C-IV,2013.0,2013/14,2910.83333333,2848.16666667,5341.16666667,5225.08333333,299.0,1955.0,66.0,,,,,,,1635.0,0.108,9822.27712053
56 Ventura,CalWIN,2013.0,2013/14,33733.1666667,32654.3333333,70276.5,68079.5833333,3498.0,37769.0,25095.0,,,,,,,14764.0,0.079,112131.893689
57 Yolo,CalWIN,2013.0,2013/14,8366.58333333,7975.91666667,17722.75,17032.9166667,774.0,8108.0,4707.0,,,,,,,5351.0,0.091,42449.3696024
58 Yuba,C-IV,2013.0,2013/14,5834.75,5726.16666667,13015.0833333,12857.3333333,341.0,6541.0,1586.0,,,,,,,3733.0,0.131,14308.2094
00 Statewide,n/a,2014.0,2014/15,2101993.58333,2063163.16667,4462182.41667,4428870.83333,234156.0,2226004.0,1337933.0,,,4464998.0,215546.0,2288471.0,1343916.0,1193089.0,0.075,6980318.99332
01 Alameda,CalWIN,2014.0,2014/15,62337.5,63775.0833333,122416.166667,125982.25,9307.0,60223.0,40011.0,,,129641.0,8668.0,61616.0,40005.0,47823.0,0.059,214362.749217
02 Alpine,C-IV,2014.0,2014/15,106.5,111.916666667,176.083333333,182.75,16.0,59.0,0.0,,,196.0,14.0,60.0,0.0,39.0,0.088,227.604
03 Amador,C-IV,2014.0,2014/15,1760.41666667,1753.91666667,3356.91666667,3367.75,250.0,1222.0,102.0,,,3395.0,227.0,1261.0,97.0,696.0,0.083,5066.8769
04 Butte,C-IV,2014.0,2014/15,16067.75,15499.1666667,31441.3333333,30891.1666667,1577.0,12850.0,2667.0,,,31808.0,1414.0,13224.0,2689.0,10866.0,0.087,54488.4573357
05 Calaveras,C-IV,2014.0,2014/15,2878.75,2754.66666667,5408.75,5204.5,437.0,1778.0,133.0,,,5271.0,404.0,1846.0,130.0,1056.0,0.081,6481.84314
06 Colusa,C-IV,2014.0,2014/15,697.5,714.833333333,1641.58333333,1694.5,84.0,1004.0,570.0,,,1784.0,76.0,1007.0,559.0,563.0,0.175,4329.11113346
07 Contra Costa,CalWIN,2014.0,2014/15,35450.4166667,35192.25,73468.25,73883.5,3876.0,36150.0,16078.0,,,73173.0,3571.0,37059.0,16216.0,24288.0,0.062,129295.012429
08 Del Norte,C-IV,2014.0,2014/15,2503.5,2526.75,5167.33333333,5196.16666667,238.0,2130.0,223.0,,,5209.0,212.0,2197.0,223.0,1816.0,0.102,5678.39890865
09 El Dorado,C-IV,2014.0,2014/15,7135.66666667,6840.91666667,12917.6666667,12445.5833333,972.0,4740.0,886.0,,,12883.0,887.0,4858.0,900.0,2851.0,0.07,27235.3906697
10 Fresno,CalWIN,2014.0,2014/15,96126.25,95691.0833333,226513.416667,226953.166667,7362.0,122849.0,60875.0,,,232939.0,6644.0,126245.0,61169.0,41053.0,0.116,281485.643863
11 Glenn,C-IV,2014.0,2014/15,1504.0,1499.25,3637.33333333,3655.91666667,148.0,1960.0,762.0,,,3751.0,137.0,2000.0,775.0,1111.0,0.107,6547.32147544
12 Humboldt,C-IV,2014.0,2014/15,11405.8333333,10376.0,20167.4166667,18791.3333333,1117.0,7428.0,900.0,,,19477.0,1011.0,7621.0,900.0,5545.0,0.068,33221.6973898
13 Imperial,C-IV,2014.0,2014/15,16647.0833333,15857.4166667,41929.0833333,40122.8333333,2213.0,19838.0,21381.0,,,41239.0,1984.0,20513.0,21382.0,10238.0,0.236,44825.9023043
14 Inyo,C-IV,2014.0,2014/15,1046.33333333,1062.08333333,2085.08333333,2138.0,154.0,928.0,296.0,,,2141.0,138.0,949.0,290.0,402.0,0.07,2967.70218
15 Kern,C-IV,2014.0,2014/15,63951.8333333,61676.4166667,151878.583333,147974.166667,5081.0,82576.0,37076.0,,,150738.0,4640.0,84788.0,37256.0,31592.0,0.104,225536.447523
16 Kings,C-IV,2014.0,2014/15,10334.8333333,10170.6666667,24168.3333333,23966.3333333,797.0,12521.0,5713.0,,,24189.0,724.0,12818.0,5750.0,4635.0,0.121,38859.0351458
17 Lake,C-IV,2014.0,2014/15,5874.83333333,5504.16666667,11557.3333333,11014.5,736.0,4622.0,817.0,,,11299.0,681.0,4736.0,824.0,3663.0,0.089,17435.21142
18 Lassen,C-IV,2014.0,2014/15,1549.41666667,1542.0,3190.91666667,3188.66666667,150.0,1345.0,71.0,,,3188.0,135.0,1376.0,69.0,880.0,0.093,4056.23815027
19 Los Angeles,LRS,2014.0,2014/15,586301.75,581170.166667,1186841.58333,1185610.16667,59648.0,614546.0,444589.0,,,1199897.0,54376.0,629908.0,446111.0,389765.0,0.083,2032449.54471
20 Madera,C-IV,2014.0,2014/15,11809.3333333,11523.8333333,29290.0,28835.0833333,799.0,16999.0,10033.0,,,29111.0,722.0,17461.0,10124.0,4505.0,0.11,38902.7225579
21 Marin,C-IV,2014.0,2014/15,6347.41666667,6176.66666667,10486.25,10307.6666667,1119.0,4831.0,3804.0,,,10636.0,1048.0,4938.0,3796.0,3034.0,0.043,22695.6318747
22 Mariposa,C-IV,2014.0,2014/15,1066.83333333,1027.08333333,2047.75,2016.75,172.0,711.0,52.0,,,1984.0,155.0,718.0,44.0,454.0,0.088,3171.7656
23 Mendocino,C-IV,2014.0,2014/15,7211.25,7421.83333333,13385.3333333,13782.75,941.0,5681.0,1931.0,,,14222.0,875.0,5810.0,1921.0,3145.0,0.069,19834.10262
24 Merced,C-IV,2014.0,2014/15,24703.6666667,24109.5833333,58014.6666667,57188.0833333,1886.0,31258.0,15688.0,,,58332.0,1691.0,32106.0,15819.0,10825.0,0.128,74498.9488995
25 Modoc,C-IV,2014.0,2014/15,471.666666667,462.416666667,1021.91666667,1005.08333333,40.0,438.0,62.0,,,1015.0,30.0,448.0,61.0,421.0,0.105,2247.36784703
26 Mono,C-IV,2014.0,2014/15,500.333333333,527.166666667,833.0,856.0,49.0,334.0,218.0,,,875.0,46.0,342.0,216.0,100.0,0.072,1714.07704
27 Monterey,C-IV,2014.0,2014/15,22531.5,22112.25,50650.0,50079.4166667,2212.0,30054.0,22043.0,,,49423.0,2049.0,30673.0,22091.0,8488.0,0.091,76819.0947
28 Napa,C-IV,2014.0,2014/15,3564.25,3503.33333333,7387.83333333,7300.75,433.0,4040.0,2923.0,,,7487.0,405.0,4107.0,2903.0,2118.0,0.056,13996.5831756
29 Nevada,C-IV,2014.0,2014/15,4225.16666667,4165.25,7702.16666667,7722.66666667,640.0,2868.0,284.0,,,7975.0,579.0,2934.0,274.0,1796.0,0.066,12648.7451
30 Orange,CalWIN,2014.0,2014/15,119900.916667,116779.416667,260159.333333,258603.0,17616.0,135615.0,114889.0,,,251725.0,16507.0,139965.0,115464.0,68202.0,0.055,443857.489635
