"This data table captures quarterly churn data on the percentage of reapplications in 30 days, 90 days, and the percentage of scheduled recertifications for 30 days, and 90 days. The data table begins in cell A2. ",,,,,,,,,,
County,FIPS,County Center X,County Center Y,Consortium,Calendar Year,Quarter,30 Day Churn Pct of Reapplications,90 Day Churn Pct of Reapplications,30 Day Percentage of Scheduled Recertifications,90 Day Percentage of Scheduled Recertifications
Trinity,US-06105,-123.5069171,40.672495,C-IV,2015.0,Q4,0.078,0.1468,0.2385,0.2661
Tulare,US-06107,-119.0889841,36.266965,CalWIN,2015.0,Q4,0.2315,0.3519,0.1928,0.2579
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,2015.0,Q4,0.1627,0.2573,0.292,0.3227
Ventura,US-06111,-119.0838699,34.47326,CalWIN,2015.0,Q4,0.1471,0.255,0.1294,0.191
Yolo,US-06113,-121.9008022,38.619495,CalWIN,2015.0,Q4,0.0835,0.1767,0.0683,0.1091
Yuba,US-06115,-121.499162,39.278915,C-IV,2015.0,Q4,0.2274,0.3081,0.4121,0.447
Statewide,,,,,2016.0,Q1,0.1166,0.1978,0.1132,0.1505
Alameda,US-06001,-121.7871814,37.680185,CalWIN,2016.0,Q1,0.11,0.2086,0.0742,0.1304
Alpine,US-06003,-120.0354892,38.6301005,C-IV,2016.0,Q1,0.0,0.0,0.0,0.0667
Amador,US-06005,-120.238969,38.46328,C-IV,2016.0,Q1,0.1307,0.2418,0.2919,0.3355
Butte,US-06007,-121.5660076,39.723785,C-IV,2016.0,Q1,0.1451,0.2232,0.2406,0.2672
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,2016.0,Q1,0.0976,0.2189,0.33,0.3838
Colusa,US-06011,-122.4386143,39.169245,C-IV,2016.0,Q1,0.1045,0.1864,0.25,0.2818
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,2016.0,Q1,0.0972,0.179,0.0623,0.0998
Del Norte,US-06015,-123.719458,41.6908155,C-IV,2016.0,Q1,0.1692,0.2291,0.3795,0.4068
El Dorado,US-06017,-120.4259625,38.78496,C-IV,2016.0,Q1,0.1181,0.1991,0.2241,0.2544
Fresno,US-06019,-120.862059,36.74633,CalWIN,2016.0,Q1,0.1529,0.2719,0.0988,0.1486
Glenn,US-06021,-122.1147288,39.591764,C-IV,2016.0,Q1,0.1487,0.2374,0.2134,0.2182
Humboldt,US-06023,-123.959972,40.73356,C-IV,2016.0,Q1,0.1396,0.2251,0.291,0.3194
Imperial,US-06025,-115.058652,33.02615,C-IV,2016.0,Q1,0.174,0.2628,0.2567,0.2959
Inyo,US-06027,-117.7797286,36.626,C-IV,2016.0,Q1,0.1397,0.2183,0.3362,0.3624
Kern,US-06029,-118.4426011,35.29441,C-IV,2016.0,Q1,0.1958,0.2923,0.1862,0.2173
Kings,US-06031,-119.6135104,36.138775,C-IV,2016.0,Q1,0.2143,0.3,0.2158,0.2474
Lake,US-06033,-122.9624445,39.124455,C-IV,2016.0,Q1,0.0803,0.1743,0.3242,0.3654
Lassen,US-06035,-120.2636913,40.446085,C-IV,2016.0,Q1,0.0525,0.1575,0.2238,0.2403
Los Angeles,US-06037,-117.9879672,34.26394,LRS,2016.0,Q1,0.0078,0.0335,0.0021,0.0275
Madera,US-06039,-119.84174,37.27052,C-IV,2016.0,Q1,0.1537,0.2492,0.1679,0.195
Marin,US-06041,-122.870429,38.068145,C-IV,2016.0,Q1,0.1864,0.2781,0.3415,0.3923
Mariposa,US-06043,-119.6495595,37.543615,C-IV,2016.0,Q1,0.088,0.1514,0.1972,0.2113
Mendocino,US-06045,-123.5709822,39.380655,C-IV,2016.0,Q1,0.2138,0.3283,0.2875,0.3496
Merced,US-06047,-120.1246993,37.18687,C-IV,2016.0,Q1,0.1874,0.2897,0.3067,0.3418
Modoc,US-06049,-120.1993372,41.590546,C-IV,2016.0,Q1,0.1456,0.2089,0.1899,0.2025
Mono,US-06051,-118.7402371,38.0878955,C-IV,2016.0,Q1,0.0593,0.1186,0.0932,0.1271
Monterey,US-06053,-120.9044897,36.35433,C-IV,2016.0,Q1,0.1526,0.2408,0.161,0.1866
Napa,US-06055,-122.5128064,38.509635,C-IV,2016.0,Q1,0.1036,0.1817,0.1742,0.2072
Nevada,US-06057,-120.3163119,39.266135,C-IV,2016.0,Q1,0.1096,0.1814,0.2716,0.2974
Orange,US-06059,-117.8002615,33.66707,CalWIN,2016.0,Q1,0.1074,0.2077,0.0715,0.1169
Placer,US-06061,-120.7858989,39.013999,CalWIN,2016.0,Q1,0.1025,0.1901,0.0674,0.1063
Plumas,US-06063,-121.1037321,40.0234855,C-IV,2016.0,Q1,0.1141,0.1892,0.1832,0.1892
Riverside,US-06065,-115.0250859,33.752845,C-IV,2016.0,Q1,0.1767,0.2728,0.203,0.2363
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,2016.0,Q1,0.1279,0.2223,0.0998,0.1506
San Benito,US-06069,-121.2131455,36.5928495,C-IV,2016.0,Q1,0.1595,0.2593,0.2772,0.3249
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,2016.0,Q1,0.23,0.3271,0.2475,0.2814
San Diego,US-06073,-116.693716,33.019645,CalWIN,2016.0,Q1,0.1339,0.2333,0.0684,0.114
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,2016.0,Q1,0.1004,0.1847,0.0846,0.1243
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,2016.0,Q1,0.1822,0.2707,0.2573,0.2911
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,2016.0,Q1,0.0777,0.1683,0.0451,0.0823
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,2016.0,Q1,0.1136,0.216,0.0665,0.1148
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,2016.0,Q1,0.0901,0.1699,0.0651,0.099
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,2016.0,Q1,0.0233,0.1279,0.0046,0.0454
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,2016.0,Q1,0.0136,0.0852,0.0066,0.0371
Shasta,US-06089,-122.0883555,40.735175,C-IV,2016.0,Q1,0.1581,0.2582,0.2683,0.3105
Sierra,US-06091,-120.0617973,39.58418,C-IV,2016.0,Q1,0.0645,0.1613,0.0323,0.0968
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,2016.0,Q1,0.1439,0.2254,0.2554,0.2854
Solano,US-06095,-121.6688337,38.2894915,CalWIN,2016.0,Q1,0.0129,0.1214,0.0044,0.0554
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,2016.0,Q1,0.1275,0.2277,0.0723,0.1197
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,2016.0,Q1,0.1859,0.2901,0.2242,0.267
Sutter,US-06101,-121.714735,39.02038,C-IV,2016.0,Q1,0.1709,0.2479,0.2577,0.2801
Tehama,US-06103,-122.6595518,40.125305,C-IV,2016.0,Q1,0.15,0.2492,0.2943,0.3238
Trinity,US-06105,-123.5069171,40.672495,C-IV,2016.0,Q1,0.1286,0.2282,0.3071,0.3485
Tulare,US-06107,-119.0889841,36.266965,CalWIN,2016.0,Q1,0.2137,0.3299,0.1377,0.1922
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,2016.0,Q1,0.1333,0.2229,0.1781,0.2087
Ventura,US-06111,-119.0838699,34.47326,CalWIN,2016.0,Q1,0.1606,0.2746,0.1148,0.1663
Yolo,US-06113,-121.9008022,38.619495,CalWIN,2016.0,Q1,0.0946,0.1794,0.0723,0.1231
Yuba,US-06115,-121.499162,39.278915,C-IV,2016.0,Q1,0.2011,0.2881,0.3424,0.3714
Statewide,,,,,2016.0,Q2,0.1511,0.2427,0.1179,0.1619
Alameda,US-06001,-121.7871814,37.680185,CalWIN,2016.0,Q2,0.1091,0.209,0.0784,0.1389
Alpine,US-06003,-120.0354892,38.6301005,C-IV,2016.0,Q2,0.1765,0.2353,0.0588,0.0588
Amador,US-06005,-120.238969,38.46328,C-IV,2016.0,Q2,0.095,0.1923,0.2511,0.2738
Butte,US-06007,-121.5660076,39.723785,C-IV,2016.0,Q2,0.1444,0.2284,0.2417,0.2764
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,2016.0,Q2,0.0867,0.1905,0.3112,0.3571
Colusa,US-06011,-122.4386143,39.169245,C-IV,2016.0,Q2,0.0784,0.1422,0.2451,0.2745
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,2016.0,Q2,0.0981,0.1776,0.0684,0.1114
Del Norte,US-06015,-123.719458,41.6908155,C-IV,2016.0,Q2,0.1686,0.2386,0.4527,0.483
El Dorado,US-06017,-120.4259625,38.78496,C-IV,2016.0,Q2,0.1232,0.2311,0.2273,0.2626
Fresno,US-06019,-120.862059,36.74633,CalWIN,2016.0,Q2,0.1563,0.2697,0.1224,0.1861
Glenn,US-06021,-122.1147288,39.591764,C-IV,2016.0,Q2,0.1294,0.1802,0.1396,0.1497
Humboldt,US-06023,-123.959972,40.73356,C-IV,2016.0,Q2,0.163,0.2382,0.2658,0.2953
Imperial,US-06025,-115.058652,33.02615,C-IV,2016.0,Q2,0.177,0.2707,0.2588,0.3019
Inyo,US-06027,-117.7797286,36.626,C-IV,2016.0,Q2,0.131,0.2421,0.3016,0.3254
Kern,US-06029,-118.4426011,35.29441,C-IV,2016.0,Q2,0.2061,0.3021,0.1977,0.234
Kings,US-06031,-119.6135104,36.138775,C-IV,2016.0,Q2,0.2235,0.3168,0.2722,0.3119
Lake,US-06033,-122.9624445,39.124455,C-IV,2016.0,Q2,0.1033,0.1805,0.4374,0.4887
Lassen,US-06035,-120.2636913,40.446085,C-IV,2016.0,Q2,0.0949,0.1572,0.2385,0.2683
Los Angeles,US-06037,-117.9879672,34.26394,LRS,2016.0,Q2,0.1581,0.2381,0.0005,0.0392
Madera,US-06039,-119.84174,37.27052,C-IV,2016.0,Q2,0.1737,0.2633,0.1898,0.2266
Marin,US-06041,-122.870429,38.068145,C-IV,2016.0,Q2,0.1507,0.2417,0.2424,0.2802
Mariposa,US-06043,-119.6495595,37.543615,C-IV,2016.0,Q2,0.14,0.225,0.27,0.285
Mendocino,US-06045,-123.5709822,39.380655,C-IV,2016.0,Q2,0.1757,0.2894,0.2802,0.3318
Merced,US-06047,-120.1246993,37.18687,C-IV,2016.0,Q2,0.1879,0.2806,0.3116,0.3437
Modoc,US-06049,-120.1993372,41.590546,C-IV,2016.0,Q2,0.2098,0.2727,0.2378,0.2587
Mono,US-06051,-118.7402371,38.0878955,C-IV,2016.0,Q2,0.0659,0.1377,0.1497,0.1617
Monterey,US-06053,-120.9044897,36.35433,C-IV,2016.0,Q2,0.1849,0.2932,0.2209,0.261
Napa,US-06055,-122.5128064,38.509635,C-IV,2016.0,Q2,0.1198,0.2045,0.2203,0.2565
Nevada,US-06057,-120.3163119,39.266135,C-IV,2016.0,Q2,0.0817,0.1464,0.2395,0.2852
Orange,US-06059,-117.8002615,33.66707,CalWIN,2016.0,Q2,0.107,0.2001,0.0809,0.128
Placer,US-06061,-120.7858989,39.013999,CalWIN,2016.0,Q2,0.0847,0.1676,0.0474,0.0782
Plumas,US-06063,-121.1037321,40.0234855,C-IV,2016.0,Q2,0.0895,0.1634,0.179,0.2335
Riverside,US-06065,-115.0250859,33.752845,C-IV,2016.0,Q2,0.1743,0.2658,0.2225,0.2633
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,2016.0,Q2,0.1418,0.2393,0.0972,0.1503
San Benito,US-06069,-121.2131455,36.5928495,C-IV,2016.0,Q2,0.1673,0.2677,0.3773,0.4182
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,2016.0,Q2,0.2286,0.3218,0.2572,0.2958
San Diego,US-06073,-116.693716,33.019645,CalWIN,2016.0,Q2,0.1236,0.22,0.0691,0.1168
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,2016.0,Q2,0.11,0.1947,0.0895,0.1334
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,2016.0,Q2,0.1753,0.2647,0.2682,0.3047
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,2016.0,Q2,0.0802,0.1554,0.0604,0.105
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,2016.0,Q2,0.1057,0.2146,0.0686,0.1151
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,2016.0,Q2,0.0929,0.1788,0.0676,0.1131
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,2016.0,Q2,0.018,0.1108,0.0092,0.0485
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,2016.0,Q2,0.0146,0.096,0.0064,0.0414
Shasta,US-06089,-122.0883555,40.735175,C-IV,2016.0,Q2,0.168,0.2597,0.2857,0.3272
Sierra,US-06091,-120.0617973,39.58418,C-IV,2016.0,Q2,0.037,0.2222,0.1481,0.1852
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,2016.0,Q2,0.112,0.2045,0.3431,0.3838
Solano,US-06095,-121.6688337,38.2894915,CalWIN,2016.0,Q2,0.0156,0.1163,0.0066,0.0588
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,2016.0,Q2,0.1151,0.2111,0.0783,0.1302
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,2016.0,Q2,0.1843,0.2843,0.2646,0.3151
Sutter,US-06101,-121.714735,39.02038,C-IV,2016.0,Q2,0.1559,0.218,0.2816,0.3081
Tehama,US-06103,-122.6595518,40.125305,C-IV,2016.0,Q2,0.1642,0.2524,0.2895,0.3224
Trinity,US-06105,-123.5069171,40.672495,C-IV,2016.0,Q2,0.0855,0.188,0.2393,0.2607
Tulare,US-06107,-119.0889841,36.266965,CalWIN,2016.0,Q2,0.2138,0.3387,0.1772,0.2547
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,2016.0,Q2,0.073,0.1728,0.139,0.1826
Ventura,US-06111,-119.0838699,34.47326,CalWIN,2016.0,Q2,0.1448,0.2575,0.1225,0.1798
Yolo,US-06113,-121.9008022,38.619495,CalWIN,2016.0,Q2,0.1157,0.214,0.0857,0.1352
Yuba,US-06115,-121.499162,39.278915,C-IV,2016.0,Q2,0.2192,0.2928,0.3725,0.4034
Statewide,,,,,2016.0,Q3,0.1416,0.2313,0.1165,0.1543
Alameda,US-06001,-121.7871814,37.680185,CalWIN,2016.0,Q3,0.1098,0.2076,0.0773,0.1304
Alpine,US-06003,-120.0354892,38.6301005,C-IV,2016.0,Q3,0.0714,0.2857,0.0,0.0714
Amador,US-06005,-120.238969,38.46328,C-IV,2016.0,Q3,0.1013,0.1696,0.2127,0.2481
Butte,US-06007,-121.5660076,39.723785,C-IV,2016.0,Q3,0.144,0.2302,0.2331,0.2642
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,2016.0,Q3,0.087,0.182,0.3076,0.3559
Colusa,US-06011,-122.4386143,39.169245,C-IV,2016.0,Q3,0.1295,0.1917,0.228,0.2539
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,2016.0,Q3,0.0823,0.1603,0.0524,0.0897
Del Norte,US-06015,-123.719458,41.6908155,C-IV,2016.0,Q3,0.2061,0.2811,0.3407,0.3663
El Dorado,US-06017,-120.4259625,38.78496,C-IV,2016.0,Q3,0.1455,0.2297,0.2525,0.2865
Fresno,US-06019,-120.862059,36.74633,CalWIN,2016.0,Q3,0.1537,0.2763,0.1163,0.1751
Glenn,US-06021,-122.1147288,39.591764,C-IV,2016.0,Q3,0.1246,0.1751,0.181,0.2047
Humboldt,US-06023,-123.959972,40.73356,C-IV,2016.0,Q3,0.1104,0.1906,0.269,0.3011
Imperial,US-06025,-115.058652,33.02615,C-IV,2016.0,Q3,0.1587,0.2454,0.2332,0.2637
Inyo,US-06027,-117.7797286,36.626,C-IV,2016.0,Q3,0.1618,0.2448,0.3527,0.361
Kern,US-06029,-118.4426011,35.29441,C-IV,2016.0,Q3,0.2076,0.3043,0.1806,0.2157
Kings,US-06031,-119.6135104,36.138775,C-IV,2016.0,Q3,0.2132,0.3157,0.2249,0.2564
Lake,US-06033,-122.9624445,39.124455,C-IV,2016.0,Q3,0.0966,0.1801,0.4219,0.4829
Lassen,US-06035,-120.2636913,40.446085,C-IV,2016.0,Q3,0.0622,0.1269,0.2761,0.3134
Los Angeles,US-06037,-117.9879672,34.26394,LRS,2016.0,Q3,0.1259,0.2017,0.0002,0.0305
Madera,US-06039,-119.84174,37.27052,C-IV,2016.0,Q3,0.2006,0.2945,0.165,0.2047
Marin,US-06041,-122.870429,38.068145,C-IV,2016.0,Q3,0.1401,0.2263,0.2328,0.2763
Mariposa,US-06043,-119.6495595,37.543615,C-IV,2016.0,Q3,0.1062,0.1549,0.2345,0.2655
Mendocino,US-06045,-123.5709822,39.380655,C-IV,2016.0,Q3,0.1645,0.2653,0.2256,0.2621
Merced,US-06047,-120.1246993,37.18687,C-IV,2016.0,Q3,0.1938,0.2823,0.2924,0.3293
Modoc,US-06049,-120.1993372,41.590546,C-IV,2016.0,Q3,0.1286,0.1857,0.3143,0.3429
Mono,US-06051,-118.7402371,38.0878955,C-IV,2016.0,Q3,0.0142,0.0851,0.1702,0.1702
Monterey,US-06053,-120.9044897,36.35433,C-IV,2016.0,Q3,0.222,0.3306,0.2468,0.2971
Napa,US-06055,-122.5128064,38.509635,C-IV,2016.0,Q3,0.1031,0.1825,0.2433,0.2835
Nevada,US-06057,-120.3163119,39.266135,C-IV,2016.0,Q3,0.0952,0.1766,0.1844,0.2165
Orange,US-06059,-117.8002615,33.66707,CalWIN,2016.0,Q3,0.1099,0.1998,0.0795,0.1228
Placer,US-06061,-120.7858989,39.013999,CalWIN,2016.0,Q3,0.0781,0.1528,0.0535,0.0812
Plumas,US-06063,-121.1037321,40.0234855,C-IV,2016.0,Q3,0.1023,0.1989,0.1705,0.2017
Riverside,US-06065,-115.0250859,33.752845,C-IV,2016.0,Q3,0.1691,0.2577,0.2075,0.2401
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,2016.0,Q3,0.1287,0.2202,0.0851,0.129
San Benito,US-06069,-121.2131455,36.5928495,C-IV,2016.0,Q3,0.1495,0.2326,0.3239,0.3605
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,2016.0,Q3,0.2263,0.312,0.2572,0.2892
San Diego,US-06073,-116.693716,33.019645,CalWIN,2016.0,Q3,0.1195,0.2106,0.0697,0.1103
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,2016.0,Q3,0.1066,0.1961,0.0889,0.1243
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,2016.0,Q3,0.1752,0.2566,0.2831,0.3129
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,2016.0,Q3,0.08,0.1576,0.0637,0.1005
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,2016.0,Q3,0.1028,0.1949,0.073,0.1098
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,2016.0,Q3,0.0886,0.1904,0.0655,0.1133
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,2016.0,Q3,0.0192,0.1058,0.0082,0.0409
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,2016.0,Q3,0.0129,0.1105,0.0048,0.0546
Shasta,US-06089,-122.0883555,40.735175,C-IV,2016.0,Q3,0.1437,0.2309,0.2679,0.3023
Sierra,US-06091,-120.0617973,39.58418,C-IV,2016.0,Q3,0.1053,0.1842,0.1053,0.1053
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,2016.0,Q3,0.1385,0.2017,0.3888,0.4204
Solano,US-06095,-121.6688337,38.2894915,CalWIN,2016.0,Q3,0.0118,0.1197,0.0041,0.0427
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,2016.0,Q3,0.1113,0.2174,0.072,0.1191
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,2016.0,Q3,0.1808,0.2713,0.2505,0.2925
Sutter,US-06101,-121.714735,39.02038,C-IV,2016.0,Q3,0.2098,0.2892,0.2824,0.3114
Tehama,US-06103,-122.6595518,40.125305,C-IV,2016.0,Q3,0.1488,0.2471,0.2149,0.2372
Trinity,US-06105,-123.5069171,40.672495,C-IV,2016.0,Q3,0.0487,0.1201,0.2273,0.25
Tulare,US-06107,-119.0889841,36.266965,CalWIN,2016.0,Q3,0.2061,0.3428,0.1546,0.2171
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,2016.0,Q3,0.0887,0.1787,0.18,0.2104
Ventura,US-06111,-119.0838699,34.47326,CalWIN,2016.0,Q3,0.1539,0.2752,0.1211,0.1686
Yolo,US-06113,-121.9008022,38.619495,CalWIN,2016.0,Q3,0.1247,0.2249,0.0918,0.1466
Yuba,US-06115,-121.499162,39.278915,C-IV,2016.0,Q3,0.1922,0.2679,0.3441,0.3718
Statewide,,,,,2016.0,Q4,0.1525,0.2561,0.1839,0.2237
Alameda,US-06001,-121.7871814,37.680185,CalWIN,2016.0,Q4,0.1142,0.2208,0.0882,0.1473
Alpine,US-06003,-120.0354892,38.6301005,C-IV,2016.0,Q4,0.0,0.0625,0.0625,0.125
Amador,US-06005,-120.238969,38.46328,C-IV,2016.0,Q4,0.0833,0.1742,0.2348,0.2652
Butte,US-06007,-121.5660076,39.723785,C-IV,2016.0,Q4,0.1583,0.2507,0.2462,0.2833
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,2016.0,Q4,0.089,0.1764,0.375,0.411
Colusa,US-06011,-122.4386143,39.169245,C-IV,2016.0,Q4,0.1121,0.1682,0.2944,0.3178
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,2016.0,Q4,0.0883,0.1836,0.0647,0.106
Del Norte,US-06015,-123.719458,41.6908155,C-IV,2016.0,Q4,0.2173,0.2968,0.4364,0.4611
El Dorado,US-06017,-120.4259625,38.78496,C-IV,2016.0,Q4,0.1564,0.2473,0.2541,0.2835
Fresno,US-06019,-120.862059,36.74633,CalWIN,2016.0,Q4,0.1646,0.3049,0.123,0.1842
Glenn,US-06021,-122.1147288,39.591764,C-IV,2016.0,Q4,0.1233,0.2493,0.2145,0.2493
Humboldt,US-06023,-123.959972,40.73356,C-IV,2016.0,Q4,0.145,0.2595,0.271,0.3017
Imperial,US-06025,-115.058652,33.02615,C-IV,2016.0,Q4,0.1683,0.2581,0.2666,0.2981
Inyo,US-06027,-117.7797286,36.626,C-IV,2016.0,Q4,0.1328,0.2461,0.4102,0.4531
Kern,US-06029,-118.4426011,35.29441,C-IV,2016.0,Q4,0.2166,0.3311,0.2006,0.2378
Kings,US-06031,-119.6135104,36.138775,C-IV,2016.0,Q4,0.2392,0.3644,0.2753,0.3107
Lake,US-06033,-122.9624445,39.124455,C-IV,2016.0,Q4,0.0813,0.1728,0.4017,0.4601
Lassen,US-06035,-120.2636913,40.446085,C-IV,2016.0,Q4,0.0992,0.1983,0.2635,0.2918
Los Angeles,US-06037,-117.9879672,34.26394,LRS,2016.0,Q4,0.1525,0.2354,0.2648,0.2902
Madera,US-06039,-119.84174,37.27052,C-IV,2016.0,Q4,0.21,0.3257,0.2015,0.2437
Marin,US-06041,-122.870429,38.068145,C-IV,2016.0,Q4,0.1283,0.2294,0.2524,0.2873
Mariposa,US-06043,-119.6495595,37.543615,C-IV,2016.0,Q4,0.1441,0.2415,0.1864,0.2415
Mendocino,US-06045,-123.5709822,39.380655,C-IV,2016.0,Q4,0.1672,0.2813,0.2985,0.3791
Merced,US-06047,-120.1246993,37.18687,C-IV,2016.0,Q4,0.1993,0.3257,0.2961,0.3302
Modoc,US-06049,-120.1993372,41.590546,C-IV,2016.0,Q4,0.1727,0.295,0.3165,0.3597
Mono,US-06051,-118.7402371,38.0878955,C-IV,2016.0,Q4,0.05,0.1111,0.0889,0.1111
Monterey,US-06053,-120.9044897,36.35433,C-IV,2016.0,Q4,0.1786,0.3205,0.2608,0.3041
Napa,US-06055,-122.5128064,38.509635,C-IV,2016.0,Q4,0.1362,0.23,0.2594,0.3146
Nevada,US-06057,-120.3163119,39.266135,C-IV,2016.0,Q4,0.0942,0.1865,0.2008,0.2407
Orange,US-06059,-117.8002615,33.66707,CalWIN,2016.0,Q4,0.1155,0.2197,0.0868,0.1314
Placer,US-06061,-120.7858989,39.013999,CalWIN,2016.0,Q4,0.1038,0.1917,0.0767,0.1214
Plumas,US-06063,-121.1037321,40.0234855,C-IV,2016.0,Q4,0.0892,0.1688,0.2484,0.2739
Riverside,US-06065,-115.0250859,33.752845,C-IV,2016.0,Q4,0.1809,0.2848,0.1978,0.2352
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,2016.0,Q4,0.13,0.236,0.0908,0.1361
San Benito,US-06069,-121.2131455,36.5928495,C-IV,2016.0,Q4,0.1516,0.2589,0.3901,0.4395
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,2016.0,Q4,0.2404,0.3483,0.2992,0.3394
San Diego,US-06073,-116.693716,33.019645,CalWIN,2016.0,Q4,0.1307,0.2341,0.0742,0.1214
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,2016.0,Q4,0.1072,0.2098,0.0954,0.1389
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,2016.0,Q4,0.1881,0.2882,0.3014,0.3411
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,2016.0,Q4,0.0882,0.1917,0.0585,0.1002
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,2016.0,Q4,0.0984,0.2058,0.0701,0.1195
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,2016.0,Q4,0.0815,0.1897,0.0583,0.1012
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,2016.0,Q4,0.021,0.1327,0.0081,0.0425
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,2016.0,Q4,0.0237,0.1352,0.0067,0.0437
Shasta,US-06089,-122.0883555,40.735175,C-IV,2016.0,Q4,0.1756,0.2844,0.3045,0.3487
Sierra,US-06091,-120.0617973,39.58418,C-IV,2016.0,Q4,0.069,0.2069,0.1724,0.1724
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,2016.0,Q4,0.142,0.2354,0.3483,0.392
Solano,US-06095,-121.6688337,38.2894915,CalWIN,2016.0,Q4,0.0142,0.1222,0.0081,0.0526
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,2016.0,Q4,0.1243,0.2396,0.0771,0.1317
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,2016.0,Q4,0.1712,0.2909,0.2258,0.2688
Sutter,US-06101,-121.714735,39.02038,C-IV,2016.0,Q4,0.1996,0.297,0.3038,0.3351
Tehama,US-06103,-122.6595518,40.125305,C-IV,2016.0,Q4,0.167,0.2702,0.259,0.296
Trinity,US-06105,-123.5069171,40.672495,C-IV,2016.0,Q4,0.1232,0.2183,0.2183,0.2535
Tulare,US-06107,-119.0889841,36.266965,CalWIN,2016.0,Q4,0.1897,0.3225,0.1266,0.1786
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,2016.0,Q4,0.0822,0.1918,0.1796,0.2161
Ventura,US-06111,-119.0838699,34.47326,CalWIN,2016.0,Q4,0.1498,0.2722,0.1165,0.1716
Yolo,US-06113,-121.9008022,38.619495,CalWIN,2016.0,Q4,0.1245,0.2291,0.085,0.1357
Yuba,US-06115,-121.499162,39.278915,C-IV,2016.0,Q4,0.2355,0.3224,0.4007,0.4336
Statewide,,,,,2017.0,Q1,0.1426,0.2516,0.1038,0.1381
Alameda,US-06001,-121.7871814,37.680185,CalWIN,2017.0,Q1,0.1125,0.2182,0.0574,0.0978
Alpine,US-06003,-120.0354892,38.6301005,C-IV,2017.0,Q1,0.0833,0.3333,0.0833,0.0833
Amador,US-06005,-120.238969,38.46328,C-IV,2017.0,Q1,0.1059,0.1783,0.2558,0.2739
Butte,US-06007,-121.5660076,39.723785,C-IV,2017.0,Q1,0.1425,0.2503,0.2313,0.2635
