"This data table captures the point in time count for Medi-Cal persons, CalFresh persons, and dual enrollment  for Medi-Cal and CalFresh persons. The data table begins in cell A2. ",,,,,,,,,,,,
County,FIPS,County Center X,County Center Y,Consortium,Month,Date,Calendar Year,Federal Fiscal Year,State Fiscal Year,MEDS MediCal Persons,MEDS CalFresh Persons,Dual Enroll Persons in Medi-Cal and CalFresh
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,July,42552.0,2016.0,2016.0,2016/17,62756.0,18643.0,17494.0
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,July,42552.0,2016.0,2016.0,2016/17,157452.0,30001.0,27771.0
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,July,42552.0,2016.0,2016.0,2016/17,147532.0,39224.0,37448.0
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,July,42552.0,2016.0,2016.0,2016/17,451457.0,104061.0,98757.0
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,July,42552.0,2016.0,2016.0,2016/17,80750.0,26606.0,24817.0
Shasta,US-06089,-122.0883555,40.735175,C-IV,July,42552.0,2016.0,2016.0,2016/17,66082.0,24931.0,23600.0
Sierra,US-06091,-120.0617973,39.58418,C-IV,July,42552.0,2016.0,2016.0,2016/17,833.0,274.0,258.0
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,July,42552.0,2016.0,2016.0,2016/17,18722.0,6881.0,6614.0
Solano,US-06095,-121.6688337,38.2894915,CalWIN,July,42552.0,2016.0,2016.0,2016/17,126075.0,43536.0,40652.0
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,July,42552.0,2016.0,2016.0,2016/17,129151.0,34833.0,32123.0
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,July,42552.0,2016.0,2016.0,2016/17,245019.0,88768.0,84882.0
Sutter,US-06101,-121.714735,39.02038,C-IV,July,42552.0,2016.0,2016.0,2016/17,42861.0,13268.0,12737.0
Tehama,US-06103,-122.6595518,40.125305,C-IV,July,42552.0,2016.0,2016.0,2016/17,28060.0,10248.0,9897.0
Trinity,US-06105,-123.5069171,40.672495,C-IV,July,42552.0,2016.0,2016.0,2016/17,5030.0,1788.0,1698.0
Tulare,US-06107,-119.0889841,36.266965,CalWIN,July,42552.0,2016.0,2016.0,2016/17,261676.0,124118.0,119960.0
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,July,42552.0,2016.0,2016.0,2016/17,14599.0,5549.0,5175.0
Ventura,US-06111,-119.0838699,34.47326,CalWIN,July,42552.0,2016.0,2016.0,2016/17,242758.0,76880.0,71129.0
Yolo,US-06113,-121.9008022,38.619495,CalWIN,July,42552.0,2016.0,2016.0,2016/17,59755.0,21415.0,19636.0
Yuba,US-06115,-121.499162,39.278915,C-IV,July,42552.0,2016.0,2016.0,2016/17,32594.0,13414.0,12835.0
Statewide,,,,,October,42644.0,2016.0,2017.0,2016/17,13577877.0,4351895.0,4005751.0
Alameda,US-06001,-121.7871814,37.680185,CalWIN,October,42644.0,2016.0,2017.0,2016/17,449588.0,117475.0,108753.0
Alpine,US-06003,-120.0354892,38.6301005,C-IV,October,42644.0,2016.0,2017.0,2016/17,337.0,145.0,139.0
Amador,US-06005,-120.238969,38.46328,C-IV,October,42644.0,2016.0,2017.0,2016/17,8424.0,3321.0,3060.0
Butte,US-06007,-121.5660076,39.723785,C-IV,October,42644.0,2016.0,2017.0,2016/17,84218.0,32747.0,30742.0
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,October,42644.0,2016.0,2017.0,2016/17,12543.0,5251.0,4889.0
Colusa,US-06011,-122.4386143,39.169245,C-IV,October,42644.0,2016.0,2017.0,2016/17,9421.0,1508.0,1456.0
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,October,42644.0,2016.0,2017.0,2016/17,280272.0,68205.0,63464.0
Del Norte,US-06015,-123.719458,41.6908155,C-IV,October,42644.0,2016.0,2017.0,2016/17,12233.0,5246.0,5127.0
El Dorado,US-06017,-120.4259625,38.78496,C-IV,October,42644.0,2016.0,2017.0,2016/17,38977.0,12768.0,11879.0
Fresno,US-06019,-120.862059,36.74633,CalWIN,October,42644.0,2016.0,2017.0,2016/17,497058.0,233787.0,222164.0
Glenn,US-06021,-122.1147288,39.591764,C-IV,October,42644.0,2016.0,2017.0,2016/17,12579.0,3594.0,3495.0
Humboldt,US-06023,-123.959972,40.73356,C-IV,October,42644.0,2016.0,2017.0,2016/17,55738.0,21545.0,19683.0
Imperial,US-06025,-115.058652,33.02615,C-IV,October,42644.0,2016.0,2017.0,2016/17,95459.0,43445.0,41953.0
Inyo,US-06027,-117.7797286,36.626,C-IV,October,42644.0,2016.0,2017.0,2016/17,5881.0,1947.0,1857.0
Kern,US-06029,-118.4426011,35.29441,C-IV,October,42644.0,2016.0,2017.0,2016/17,414602.0,166373.0,159354.0
Kings,US-06031,-119.6135104,36.138775,C-IV,October,42644.0,2016.0,2017.0,2016/17,57368.0,24566.0,23609.0
Lake,US-06033,-122.9624445,39.124455,C-IV,October,42644.0,2016.0,2017.0,2016/17,32700.0,12524.0,12016.0
Lassen,US-06035,-120.2636913,40.446085,C-IV,October,42644.0,2016.0,2017.0,2016/17,8036.0,3252.0,3029.0
Los Angeles,US-06037,-117.9879672,34.26394,LRS,October,42644.0,2016.0,2017.0,2016/17,4000208.0,1105464.0,971074.0
Madera,US-06039,-119.84174,37.27052,C-IV,October,42644.0,2016.0,2017.0,2016/17,70353.0,28927.0,27965.0
Marin,US-06041,-122.870429,38.068145,C-IV,October,42644.0,2016.0,2017.0,2016/17,46502.0,10443.0,9876.0
Mariposa,US-06043,-119.6495595,37.543615,C-IV,October,42644.0,2016.0,2017.0,2016/17,4866.0,1942.0,1851.0
Mendocino,US-06045,-123.5709822,39.380655,C-IV,October,42644.0,2016.0,2017.0,2016/17,41288.0,12484.0,11801.0
Merced,US-06047,-120.1246993,37.18687,C-IV,October,42644.0,2016.0,2017.0,2016/17,140676.0,55919.0,54342.0
Modoc,US-06049,-120.1993372,41.590546,C-IV,October,42644.0,2016.0,2017.0,2016/17,3258.0,1120.0,1073.0
Mono,US-06051,-118.7402371,38.0878955,C-IV,October,42644.0,2016.0,2017.0,2016/17,3844.0,835.0,749.0
Monterey,US-06053,-120.9044897,36.35433,C-IV,October,42644.0,2016.0,2017.0,2016/17,186279.0,46156.0,44616.0
Napa,US-06055,-122.5128064,38.509635,C-IV,October,42644.0,2016.0,2017.0,2016/17,33041.0,7213.0,6852.0
Nevada,US-06057,-120.3163119,39.266135,C-IV,October,42644.0,2016.0,2017.0,2016/17,25789.0,7782.0,7206.0
Orange,US-06059,-117.8002615,33.66707,CalWIN,October,42644.0,2016.0,2017.0,2016/17,923224.0,257219.0,238635.0
Placer,US-06061,-120.7858989,39.013999,CalWIN,October,42644.0,2016.0,2017.0,2016/17,64439.0,17363.0,15351.0
Plumas,US-06063,-121.1037321,40.0234855,C-IV,October,42644.0,2016.0,2017.0,2016/17,6357.0,2050.0,1842.0
Riverside,US-06065,-115.0250859,33.752845,C-IV,October,42644.0,2016.0,2017.0,2016/17,853294.0,289750.0,262523.0
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,October,42644.0,2016.0,2017.0,2016/17,564250.0,215951.0,201995.0
San Benito,US-06069,-121.2131455,36.5928495,C-IV,October,42644.0,2016.0,2017.0,2016/17,19415.0,5428.0,5224.0
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,October,42644.0,2016.0,2017.0,2016/17,889620.0,390446.0,358723.0
San Diego,US-06073,-116.693716,33.019645,CalWIN,October,42644.0,2016.0,2017.0,2016/17,917156.0,292801.0,266698.0
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,October,42644.0,2016.0,2017.0,2016/17,227920.0,54676.0,50005.0
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,October,42644.0,2016.0,2017.0,2016/17,303022.0,114997.0,110415.0
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,October,42644.0,2016.0,2017.0,2016/17,62784.0,18272.0,17172.0
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,October,42644.0,2016.0,2017.0,2016/17,157399.0,29170.0,27149.0
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,October,42644.0,2016.0,2017.0,2016/17,148562.0,38953.0,37210.0
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,October,42644.0,2016.0,2017.0,2016/17,450838.0,101990.0,97120.0
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,October,42644.0,2016.0,2017.0,2016/17,80341.0,25975.0,24294.0
Shasta,US-06089,-122.0883555,40.735175,C-IV,October,42644.0,2016.0,2017.0,2016/17,65678.0,24977.0,23708.0
Sierra,US-06091,-120.0617973,39.58418,C-IV,October,42644.0,2016.0,2017.0,2016/17,832.0,283.0,260.0
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,October,42644.0,2016.0,2017.0,2016/17,19052.0,6679.0,6439.0
Solano,US-06095,-121.6688337,38.2894915,CalWIN,October,42644.0,2016.0,2017.0,2016/17,126776.0,42901.0,40044.0
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,October,42644.0,2016.0,2017.0,2016/17,128973.0,33724.0,31238.0
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,October,42644.0,2016.0,2017.0,2016/17,247640.0,87491.0,83863.0
Sutter,US-06101,-121.714735,39.02038,C-IV,October,42644.0,2016.0,2017.0,2016/17,43177.0,12860.0,12385.0
Tehama,US-06103,-122.6595518,40.125305,C-IV,October,42644.0,2016.0,2017.0,2016/17,27761.0,9920.0,9556.0
Trinity,US-06105,-123.5069171,40.672495,C-IV,October,42644.0,2016.0,2017.0,2016/17,5116.0,1811.0,1694.0
Tulare,US-06107,-119.0889841,36.266965,CalWIN,October,42644.0,2016.0,2017.0,2016/17,262030.0,123182.0,119180.0
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,October,42644.0,2016.0,2017.0,2016/17,14464.0,5494.0,5133.0
Ventura,US-06111,-119.0838699,34.47326,CalWIN,October,42644.0,2016.0,2017.0,2016/17,243496.0,77259.0,71756.0
Yolo,US-06113,-121.9008022,38.619495,CalWIN,October,42644.0,2016.0,2017.0,2016/17,60019.0,20969.0,19293.0
Yuba,US-06115,-121.499162,39.278915,C-IV,October,42644.0,2016.0,2017.0,2016/17,32704.0,13320.0,12772.0
Statewide,,,,,January,42736.0,2017.0,2017.0,2016/17,13600520.0,4323395.0,4005975.0
Alameda,US-06001,-121.7871814,37.680185,CalWIN,January,42736.0,2017.0,2017.0,2016/17,447751.0,114764.0,106280.0
Alpine,US-06003,-120.0354892,38.6301005,C-IV,January,42736.0,2017.0,2017.0,2016/17,355.0,142.0,137.0
Amador,US-06005,-120.238969,38.46328,C-IV,January,42736.0,2017.0,2017.0,2016/17,8518.0,3274.0,3016.0
Butte,US-06007,-121.5660076,39.723785,C-IV,January,42736.0,2017.0,2017.0,2016/17,84853.0,31973.0,30019.0
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,January,42736.0,2017.0,2017.0,2016/17,12679.0,5214.0,4864.0
Colusa,US-06011,-122.4386143,39.169245,C-IV,January,42736.0,2017.0,2017.0,2016/17,9478.0,1639.0,1584.0
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,January,42736.0,2017.0,2017.0,2016/17,278378.0,66218.0,61689.0
Del Norte,US-06015,-123.719458,41.6908155,C-IV,January,42736.0,2017.0,2017.0,2016/17,12336.0,5257.0,5145.0
El Dorado,US-06017,-120.4259625,38.78496,C-IV,January,42736.0,2017.0,2017.0,2016/17,39627.0,12763.0,11851.0
Fresno,US-06019,-120.862059,36.74633,CalWIN,January,42736.0,2017.0,2017.0,2016/17,498475.0,232351.0,221340.0
Glenn,US-06021,-122.1147288,39.591764,C-IV,January,42736.0,2017.0,2017.0,2016/17,12789.0,3639.0,3543.0
Humboldt,US-06023,-123.959972,40.73356,C-IV,January,42736.0,2017.0,2017.0,2016/17,56773.0,21482.0,19617.0
Imperial,US-06025,-115.058652,33.02615,C-IV,January,42736.0,2017.0,2017.0,2016/17,96393.0,42806.0,41292.0
Inyo,US-06027,-117.7797286,36.626,C-IV,January,42736.0,2017.0,2017.0,2016/17,5851.0,1962.0,1844.0
Kern,US-06029,-118.4426011,35.29441,C-IV,January,42736.0,2017.0,2017.0,2016/17,416640.0,167109.0,160489.0
Kings,US-06031,-119.6135104,36.138775,C-IV,January,42736.0,2017.0,2017.0,2016/17,58414.0,24867.0,23891.0
Lake,US-06033,-122.9624445,39.124455,C-IV,January,42736.0,2017.0,2017.0,2016/17,33291.0,12529.0,12072.0
Lassen,US-06035,-120.2636913,40.446085,C-IV,January,42736.0,2017.0,2017.0,2016/17,8171.0,3234.0,3018.0
Los Angeles,US-06037,-117.9879672,34.26394,LRS,January,42736.0,2017.0,2017.0,2016/17,4003302.0,1117813.0,1003348.0
Madera,US-06039,-119.84174,37.27052,C-IV,January,42736.0,2017.0,2017.0,2016/17,71026.0,29327.0,28392.0
Marin,US-06041,-122.870429,38.068145,C-IV,January,42736.0,2017.0,2017.0,2016/17,47942.0,10360.0,9853.0
Mariposa,US-06043,-119.6495595,37.543615,C-IV,January,42736.0,2017.0,2017.0,2016/17,4883.0,1926.0,1828.0
Mendocino,US-06045,-123.5709822,39.380655,C-IV,January,42736.0,2017.0,2017.0,2016/17,41697.0,12360.0,11758.0
Merced,US-06047,-120.1246993,37.18687,C-IV,January,42736.0,2017.0,2017.0,2016/17,141404.0,56280.0,54722.0
Modoc,US-06049,-120.1993372,41.590546,C-IV,January,42736.0,2017.0,2017.0,2016/17,3283.0,1208.0,1161.0
Mono,US-06051,-118.7402371,38.0878955,C-IV,January,42736.0,2017.0,2017.0,2016/17,3869.0,784.0,702.0
Monterey,US-06053,-120.9044897,36.35433,C-IV,January,42736.0,2017.0,2017.0,2016/17,188846.0,52780.0,51228.0
Napa,US-06055,-122.5128064,38.509635,C-IV,January,42736.0,2017.0,2017.0,2016/17,33184.0,7083.0,6721.0
Nevada,US-06057,-120.3163119,39.266135,C-IV,January,42736.0,2017.0,2017.0,2016/17,25421.0,7586.0,7059.0
Orange,US-06059,-117.8002615,33.66707,CalWIN,January,42736.0,2017.0,2017.0,2016/17,924336.0,252201.0,234619.0
Placer,US-06061,-120.7858989,39.013999,CalWIN,January,42736.0,2017.0,2017.0,2016/17,64103.0,16724.0,14797.0
Plumas,US-06063,-121.1037321,40.0234855,C-IV,January,42736.0,2017.0,2017.0,2016/17,6488.0,2208.0,1995.0
Riverside,US-06065,-115.0250859,33.752845,C-IV,January,42736.0,2017.0,2017.0,2016/17,854506.0,282709.0,256546.0
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,January,42736.0,2017.0,2017.0,2016/17,567188.0,213428.0,199757.0
San Benito,US-06069,-121.2131455,36.5928495,C-IV,January,42736.0,2017.0,2017.0,2016/17,19429.0,5384.0,5155.0
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,January,42736.0,2017.0,2017.0,2016/17,894272.0,378537.0,348102.0
San Diego,US-06073,-116.693716,33.019645,CalWIN,January,42736.0,2017.0,2017.0,2016/17,915960.0,285360.0,260793.0
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,January,42736.0,2017.0,2017.0,2016/17,228433.0,53692.0,49495.0
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,January,42736.0,2017.0,2017.0,2016/17,303701.0,113115.0,108618.0
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,January,42736.0,2017.0,2017.0,2016/17,62539.0,18140.0,17050.0
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,January,42736.0,2017.0,2017.0,2016/17,155923.0,28047.0,26191.0
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,January,42736.0,2017.0,2017.0,2016/17,149594.0,41591.0,39752.0
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,January,42736.0,2017.0,2017.0,2016/17,447571.0,98691.0,94024.0
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,January,42736.0,2017.0,2017.0,2016/17,79973.0,27398.0,25732.0
Shasta,US-06089,-122.0883555,40.735175,C-IV,January,42736.0,2017.0,2017.0,2016/17,65142.0,24586.0,23268.0
Sierra,US-06091,-120.0617973,39.58418,C-IV,January,42736.0,2017.0,2017.0,2016/17,875.0,292.0,279.0
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,January,42736.0,2017.0,2017.0,2016/17,19408.0,6857.0,6614.0
Solano,US-06095,-121.6688337,38.2894915,CalWIN,January,42736.0,2017.0,2017.0,2016/17,126213.0,41791.0,39037.0
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,January,42736.0,2017.0,2017.0,2016/17,129174.0,32758.0,30510.0
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,January,42736.0,2017.0,2017.0,2016/17,250935.0,86153.0,82701.0
Sutter,US-06101,-121.714735,39.02038,C-IV,January,42736.0,2017.0,2017.0,2016/17,43179.0,13182.0,12722.0
Tehama,US-06103,-122.6595518,40.125305,C-IV,January,42736.0,2017.0,2017.0,2016/17,27871.0,9779.0,9441.0
Trinity,US-06105,-123.5069171,40.672495,C-IV,January,42736.0,2017.0,2017.0,2016/17,5096.0,1789.0,1667.0
Tulare,US-06107,-119.0889841,36.266965,CalWIN,January,42736.0,2017.0,2017.0,2016/17,261955.0,124689.0,120774.0
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,January,42736.0,2017.0,2017.0,2016/17,14439.0,5507.0,5139.0
Ventura,US-06111,-119.0838699,34.47326,CalWIN,January,42736.0,2017.0,2017.0,2016/17,243189.0,76408.0,71170.0
Yolo,US-06113,-121.9008022,38.619495,CalWIN,January,42736.0,2017.0,2017.0,2016/17,60343.0,20435.0,18881.0
Yuba,US-06115,-121.499162,39.278915,C-IV,January,42736.0,2017.0,2017.0,2016/17,33056.0,13214.0,12683.0
Statewide,,,,,April,42826.0,2017.0,2017.0,2016/17,13560110.0,4199934.0,3920745.0
Alameda,US-06001,-121.7871814,37.680185,CalWIN,April,42826.0,2017.0,2017.0,2016/17,445358.0,110730.0,102875.0
Alpine,US-06003,-120.0354892,38.6301005,C-IV,April,42826.0,2017.0,2017.0,2016/17,347.0,148.0,145.0
Amador,US-06005,-120.238969,38.46328,C-IV,April,42826.0,2017.0,2017.0,2016/17,8514.0,3143.0,2896.0
Butte,US-06007,-121.5660076,39.723785,C-IV,April,42826.0,2017.0,2017.0,2016/17,84724.0,31742.0,29876.0
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,April,42826.0,2017.0,2017.0,2016/17,12475.0,5151.0,4792.0
Colusa,US-06011,-122.4386143,39.169245,C-IV,April,42826.0,2017.0,2017.0,2016/17,9438.0,1673.0,1625.0
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,April,42826.0,2017.0,2017.0,2016/17,276070.0,64295.0,59929.0
Del Norte,US-06015,-123.719458,41.6908155,C-IV,April,42826.0,2017.0,2017.0,2016/17,12229.0,5285.0,5132.0
El Dorado,US-06017,-120.4259625,38.78496,C-IV,April,42826.0,2017.0,2017.0,2016/17,39370.0,12460.0,11576.0
Fresno,US-06019,-120.862059,36.74633,CalWIN,April,42826.0,2017.0,2017.0,2016/17,496288.0,227207.0,216654.0
Glenn,US-06021,-122.1147288,39.591764,C-IV,April,42826.0,2017.0,2017.0,2016/17,12777.0,3572.0,3474.0
Humboldt,US-06023,-123.959972,40.73356,C-IV,April,42826.0,2017.0,2017.0,2016/17,56923.0,20928.0,19221.0
Imperial,US-06025,-115.058652,33.02615,C-IV,April,42826.0,2017.0,2017.0,2016/17,96365.0,41772.0,40281.0
Inyo,US-06027,-117.7797286,36.626,C-IV,April,42826.0,2017.0,2017.0,2016/17,5845.0,1998.0,1884.0
Kern,US-06029,-118.4426011,35.29441,C-IV,April,42826.0,2017.0,2017.0,2016/17,419308.0,162957.0,156635.0
Kings,US-06031,-119.6135104,36.138775,C-IV,April,42826.0,2017.0,2017.0,2016/17,58324.0,24422.0,23541.0
Lake,US-06033,-122.9624445,39.124455,C-IV,April,42826.0,2017.0,2017.0,2016/17,33430.0,12241.0,11810.0
Lassen,US-06035,-120.2636913,40.446085,C-IV,April,42826.0,2017.0,2017.0,2016/17,8244.0,3211.0,3010.0
Los Angeles,US-06037,-117.9879672,34.26394,LRS,April,42826.0,2017.0,2017.0,2016/17,4025466.0,1082321.0,995379.0
Madera,US-06039,-119.84174,37.27052,C-IV,April,42826.0,2017.0,2017.0,2016/17,70991.0,28639.0,27762.0
Marin,US-06041,-122.870429,38.068145,C-IV,April,42826.0,2017.0,2017.0,2016/17,48194.0,10037.0,9525.0
Mariposa,US-06043,-119.6495595,37.543615,C-IV,April,42826.0,2017.0,2017.0,2016/17,4814.0,1880.0,1788.0
Mendocino,US-06045,-123.5709822,39.380655,C-IV,April,42826.0,2017.0,2017.0,2016/17,42100.0,12062.0,11552.0
Merced,US-06047,-120.1246993,37.18687,C-IV,April,42826.0,2017.0,2017.0,2016/17,141047.0,55358.0,53839.0
Modoc,US-06049,-120.1993372,41.590546,C-IV,April,42826.0,2017.0,2017.0,2016/17,3252.0,1204.0,1148.0
Mono,US-06051,-118.7402371,38.0878955,C-IV,April,42826.0,2017.0,2017.0,2016/17,3824.0,693.0,607.0
Monterey,US-06053,-120.9044897,36.35433,C-IV,April,42826.0,2017.0,2017.0,2016/17,190059.0,51873.0,50394.0
Napa,US-06055,-122.5128064,38.509635,C-IV,April,42826.0,2017.0,2017.0,2016/17,32904.0,6804.0,6465.0
Nevada,US-06057,-120.3163119,39.266135,C-IV,April,42826.0,2017.0,2017.0,2016/17,25260.0,7437.0,6932.0
Orange,US-06059,-117.8002615,33.66707,CalWIN,April,42826.0,2017.0,2017.0,2016/17,910013.0,242558.0,225822.0
Placer,US-06061,-120.7858989,39.013999,CalWIN,April,42826.0,2017.0,2017.0,2016/17,63607.0,16381.0,14569.0
Plumas,US-06063,-121.1037321,40.0234855,C-IV,April,42826.0,2017.0,2017.0,2016/17,6556.0,2203.0,2007.0
Riverside,US-06065,-115.0250859,33.752845,C-IV,April,42826.0,2017.0,2017.0,2016/17,846890.0,272255.0,248041.0
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,April,42826.0,2017.0,2017.0,2016/17,565684.0,210681.0,197600.0
San Benito,US-06069,-121.2131455,36.5928495,C-IV,April,42826.0,2017.0,2017.0,2016/17,19385.0,5268.0,5086.0
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,April,42826.0,2017.0,2017.0,2016/17,893015.0,366874.0,338474.0
San Diego,US-06073,-116.693716,33.019645,CalWIN,April,42826.0,2017.0,2017.0,2016/17,902307.0,275993.0,252729.0
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,April,42826.0,2017.0,2017.0,2016/17,226008.0,52556.0,48538.0
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,April,42826.0,2017.0,2017.0,2016/17,301432.0,110138.0,105786.0
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,April,42826.0,2017.0,2017.0,2016/17,61726.0,17891.0,16773.0
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,April,42826.0,2017.0,2017.0,2016/17,154236.0,26908.0,24980.0
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,April,42826.0,2017.0,2017.0,2016/17,149526.0,40886.0,39072.0
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,April,42826.0,2017.0,2017.0,2016/17,441456.0,93976.0,89517.0
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,April,42826.0,2017.0,2017.0,2016/17,79345.0,27192.0,25502.0
Shasta,US-06089,-122.0883555,40.735175,C-IV,April,42826.0,2017.0,2017.0,2016/17,64774.0,23847.0,22542.0
Sierra,US-06091,-120.0617973,39.58418,C-IV,April,42826.0,2017.0,2017.0,2016/17,850.0,278.0,262.0
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,April,42826.0,2017.0,2017.0,2016/17,19389.0,6668.0,6421.0
Solano,US-06095,-121.6688337,38.2894915,CalWIN,April,42826.0,2017.0,2017.0,2016/17,124786.0,40888.0,38294.0
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,April,42826.0,2017.0,2017.0,2016/17,129473.0,31776.0,29641.0
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,April,42826.0,2017.0,2017.0,2016/17,251728.0,84382.0,81120.0
Sutter,US-06101,-121.714735,39.02038,C-IV,April,42826.0,2017.0,2017.0,2016/17,43806.0,13199.0,12730.0
Tehama,US-06103,-122.6595518,40.125305,C-IV,April,42826.0,2017.0,2017.0,2016/17,27862.0,9596.0,9273.0
Trinity,US-06105,-123.5069171,40.672495,C-IV,April,42826.0,2017.0,2017.0,2016/17,5042.0,1765.0,1680.0
Tulare,US-06107,-119.0889841,36.266965,CalWIN,April,42826.0,2017.0,2017.0,2016/17,260398.0,122674.0,118971.0
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,April,42826.0,2017.0,2017.0,2016/17,14452.0,5241.0,4937.0
Ventura,US-06111,-119.0838699,34.47326,CalWIN,April,42826.0,2017.0,2017.0,2016/17,239221.0,73640.0,68715.0
Yolo,US-06113,-121.9008022,38.619495,CalWIN,April,42826.0,2017.0,2017.0,2016/17,60068.0,19919.0,18326.0
Yuba,US-06115,-121.499162,39.278915,C-IV,April,42826.0,2017.0,2017.0,2016/17,33135.0,13058.0,12590.0
Statewide,,,,,July,42917.0,2017.0,2017.0,2017/18,13455956.0,4169682.0,3892036.0
Alameda,US-06001,-121.7871814,37.680185,CalWIN,July,42917.0,2017.0,2017.0,2017/18,442197.0,110302.0,102581.0
Alpine,US-06003,-120.0354892,38.6301005,C-IV,July,42917.0,2017.0,2017.0,2017/18,326.0,141.0,137.0
Amador,US-06005,-120.238969,38.46328,C-IV,July,42917.0,2017.0,2017.0,2017/18,8378.0,3047.0,2825.0
Butte,US-06007,-121.5660076,39.723785,C-IV,July,42917.0,2017.0,2017.0,2017/18,84539.0,31826.0,29875.0
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,July,42917.0,2017.0,2017.0,2017/18,12292.0,5042.0,4675.0
Colusa,US-06011,-122.4386143,39.169245,C-IV,July,42917.0,2017.0,2017.0,2017/18,9424.0,1599.0,1554.0
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,July,42917.0,2017.0,2017.0,2017/18,273885.0,64569.0,60068.0
Del Norte,US-06015,-123.719458,41.6908155,C-IV,July,42917.0,2017.0,2017.0,2017/18,12291.0,5310.0,5167.0
El Dorado,US-06017,-120.4259625,38.78496,C-IV,July,42917.0,2017.0,2017.0,2017/18,39274.0,12340.0,11477.0
Fresno,US-06019,-120.862059,36.74633,CalWIN,July,42917.0,2017.0,2017.0,2017/18,493840.0,223724.0,213318.0
Glenn,US-06021,-122.1147288,39.591764,C-IV,July,42917.0,2017.0,2017.0,2017/18,12774.0,3473.0,3369.0
Humboldt,US-06023,-123.959972,40.73356,C-IV,July,42917.0,2017.0,2017.0,2017/18,56327.0,20828.0,19226.0
Imperial,US-06025,-115.058652,33.02615,C-IV,July,42917.0,2017.0,2017.0,2017/18,96191.0,42372.0,40909.0
Inyo,US-06027,-117.7797286,36.626,C-IV,July,42917.0,2017.0,2017.0,2017/18,5698.0,1967.0,1857.0
Kern,US-06029,-118.4426011,35.29441,C-IV,July,42917.0,2017.0,2017.0,2017/18,416059.0,162379.0,155487.0
Kings,US-06031,-119.6135104,36.138775,C-IV,July,42917.0,2017.0,2017.0,2017/18,58125.0,24072.0,23163.0
Lake,US-06033,-122.9624445,39.124455,C-IV,July,42917.0,2017.0,2017.0,2017/18,33568.0,12066.0,11641.0
Lassen,US-06035,-120.2636913,40.446085,C-IV,July,42917.0,2017.0,2017.0,2017/18,8294.0,3256.0,3060.0
