"Monthly data on CalFresh public assistance households and persons, non-assistance households and persons, CFAP public assistance household and persons, non-assistance household and persons, federal and state issuances, 30 day timeliness, negative error rate, negative error rate cases completed, applications received, and child only households and persons. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note:  The presence of an asterisk (*) in a data cell indicates that the value has been suppressed to protect individual confidentiality.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Sources:,,,,,,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,CF 296,"DFA 296X prior to July 2016, then CF 296 ",Federal SNAPQCS,RADEP,CF 296,CF 296,MEDS,MEDS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County,Consortium,Month,Calendar_Year,FFY,SFY,Fed_PA_HHs,Fed_NA_HHs,CFAP_PA_HHs,CFAP_NA_HHs,All_PA_HHs,All_NA_HHs,CF_HHs,CF_Persons,Fed_PA_Persons,Fed_ NA_Persons,All_Fed_Persons,CFAP_PA_Persons,CFAP_NA_Persons,All_CFAP_Persons,All_PA_Persons,All_NA_Persons,Fed_Issuances,State_Issuances,Total_Issuances,Timeliness_30_day_Pct,Timeliness_Exped_Pct_Monthly,Negative_Error_Rate,Active_Error_Rate,Apps_Recd,Online_Apps_Recd,Child_Only_HHs,Child_Only_Persons
56 Ventura,CalWIN,August,2016.0,2016.0,2016/17,,,,,,,37278.0,74243.0,,,,,,,,,,,,n/a,n/a,0.333,0.0824,3140.0,839.0,6761.0,15456.0
57 Yolo,CalWIN,August,2016.0,2016.0,2016/17,,,,,,,10606.0,20521.0,,,,,,,,,,,,0.9563,0.9321,0.308,0.0843,795.0,50.0,888.0,1789.0
58 Yuba,C-IV,August,2016.0,2016.0,2016/17,,,,,,,6215.0,13350.0,,,,,,,,,,,,0.9908,0.9462,0.308,0.0843,560.0,136.0,472.0,972.0
00 Statewide,n/a,September,2016.0,2016.0,2016/17,259740.0,1801617.0,1986.0,18255.0,261726.0,1819872.0,2081598.0,4315441.0,667568.0,3601274.0,4268842.0,6800.0,39799.0,46599.0,674368.0,3641073.0,591730311.0,5586518.0,597316829.0,0.9729,0.918,0.353,0.0771,143794.0,35565.0,296356.0,626899.0
01 Alameda,CalWIN,September,2016.0,2016.0,2016/17,,,,,,,60124.0,115295.0,,,,,,,,,,,,0.9901,0.97,0.37,0.0752,4458.0,1277.0,7904.0,15390.0
02 Alpine,C-IV,September,2016.0,2016.0,2016/17,,,,,,,90.0,147.0,,,,,,,,,,,,1.0,1.0,0.294,0.0835,3.0,0.0,0.0,0.0
03 Amador,C-IV,September,2016.0,2016.0,2016/17,,,,,,,1736.0,3285.0,,,,,,,,,,,,0.9753,0.8727,0.294,0.0835,134.0,20.0,51.0,90.0
04 Butte,C-IV,September,2016.0,2016.0,2016/17,,,,,,,16877.0,31886.0,,,,,,,,,,,,0.8148,0.9432,0.294,0.0835,1655.0,656.0,854.0,1495.0
05 Calaveras,C-IV,September,2016.0,2016.0,2016/17,,,,,,,2819.0,5209.0,,,,,,,,,,,,0.9748,0.8696,0.294,0.0835,175.0,29.0,60.0,112.0
06 Colusa,C-IV,September,2016.0,2016.0,2016/17,,,,,,,646.0,1477.0,,,,,,,,,,,,0.8148,1.0,0.294,0.0835,52.0,4.0,112.0,244.0
07 Contra Costa,CalWIN,September,2016.0,2016.0,2016/17,,,,,,,33326.0,66496.0,,,,,,,,,,,,0.9657,0.9861,0.5,0.0388,2362.0,684.0,4900.0,9944.0
08 Del Norte,C-IV,September,2016.0,2016.0,2016/17,,,,,,,2574.0,5240.0,,,,,,,,,,,,1.0,0.9091,0.294,0.0835,197.0,14.0,107.0,199.0
09 El Dorado,C-IV,September,2016.0,2016.0,2016/17,,,,,,,7136.0,12674.0,,,,,,,,,,,,0.9742,0.9809,0.294,0.0835,559.0,97.0,360.0,725.0
10 Fresno,CalWIN,September,2016.0,2016.0,2016/17,,,,,,,100635.0,232719.0,,,,,,,,,,,,0.9391,0.953,0.34,0.0266,5116.0,1812.0,13090.0,29537.0
11 Glenn,C-IV,September,2016.0,2016.0,2016/17,,,,,,,1559.0,3611.0,,,,,,,,,,,,0.9697,0.9444,0.294,0.0835,85.0,12.0,198.0,431.0
12 Humboldt,C-IV,September,2016.0,2016.0,2016/17,,,,,,,12431.0,21106.0,,,,,,,,,,,,0.9914,0.9553,0.294,0.0835,1393.0,253.0,596.0,1135.0
13 Imperial,C-IV,September,2016.0,2016.0,2016/17,,,,,,,17680.0,43114.0,,,,,,,,,,,,0.9656,0.9284,0.294,0.0835,1197.0,153.0,888.0,1751.0
14 Inyo,C-IV,September,2016.0,2016.0,2016/17,,,,,,,1041.0,2013.0,,,,,,,,,,,,1.0,0.9444,0.294,0.0835,88.0,5.0,63.0,127.0
15 Kern,C-IV,September,2016.0,2016.0,2016/17,,,,,,,70534.0,163823.0,,,,,,,,,,,,0.9867,0.9398,0.25,0.0135,5764.0,1521.0,9659.0,22242.0
16 Kings,C-IV,September,2016.0,2016.0,2016/17,,,,,,,10720.0,24345.0,,,,,,,,,,,,0.9901,0.9403,0.294,0.0835,793.0,123.0,1271.0,2873.0
17 Lake,C-IV,September,2016.0,2016.0,2016/17,,,,,,,6592.0,12406.0,,,,,,,,,,,,0.9256,0.9538,0.294,0.0835,401.0,53.0,389.0,791.0
18 Lassen,C-IV,September,2016.0,2016.0,2016/17,,,,,,,1575.0,3133.0,,,,,,,,,,,,0.8762,0.7162,0.294,0.0835,127.0,16.0,85.0,158.0
19 Los Angeles,LRS,September,2016.0,2016.0,2016/17,,,,,,,553594.0,1112257.0,,,,,,,,,,,,0.9646,0.8574,0.5,0.0904,33964.0,6162.0,96467.0,195542.0
20 Madera,C-IV,September,2016.0,2016.0,2016/17,,,,,,,11825.0,28762.0,,,,,,,,,,,,0.9933,0.9537,0.294,0.0835,717.0,113.0,2675.0,6491.0
21 Marin,C-IV,September,2016.0,2016.0,2016/17,,,,,,,6194.0,10182.0,,,,,,,,,,,,0.9772,0.9628,0.294,0.0835,490.0,117.0,1219.0,2252.0
22 Mariposa,C-IV,September,2016.0,2016.0,2016/17,,,,,,,1066.0,1964.0,,,,,,,,,,,,0.9706,0.96,0.294,0.0835,66.0,10.0,*,45.0
23 Mendocino,C-IV,September,2016.0,2016.0,2016/17,,,,,,,6610.0,12391.0,,,,,,,,,,,,0.9304,0.9602,0.294,0.0835,463.0,43.0,526.0,1175.0
24 Merced,C-IV,September,2016.0,2016.0,2016/17,,,,,,,24135.0,55743.0,,,,,,,,,,,,0.9185,0.9745,0.333,0.0219,1459.0,247.0,3705.0,8515.0
25 Modoc,C-IV,September,2016.0,2016.0,2016/17,,,,,,,533.0,1090.0,,,,,,,,,,,,0.8929,0.8667,0.294,0.0835,42.0,4.0,41.0,74.0
26 Mono,C-IV,September,2016.0,2016.0,2016/17,,,,,,,458.0,787.0,,,,,,,,,,,,0.963,1.0,0.294,0.0835,55.0,13.0,65.0,137.0
27 Monterey,C-IV,September,2016.0,2016.0,2016/17,,,,,,,20947.0,45892.0,,,,,,,,,,,,0.9943,0.9639,0.083,0.0409,1783.0,411.0,6106.0,13828.0
28 Napa,C-IV,September,2016.0,2016.0,2016/17,,,,,,,3469.0,7082.0,,,,,,,,,,,,0.9789,0.8714,0.294,0.0835,300.0,80.0,716.0,1524.0
29 Nevada,C-IV,September,2016.0,2016.0,2016/17,,,,,,,4362.0,7611.0,,,,,,,,,,,,n/a,n/a,0.294,0.0835,370.0,96.0,125.0,224.0
30 Orange,CalWIN,September,2016.0,2016.0,2016/17,,,,,,,123021.0,251610.0,,,,,,,,,,,,0.9896,1.0,0.404,0.0469,8339.0,2132.0,26730.0,58723.0
31 Placer,CalWIN,September,2016.0,2016.0,2016/17,,,,,,,9269.0,17399.0,,,,,,,,,,,,n/a,n/a,0.294,0.0835,630.0,253.0,649.0,1315.0
32 Plumas,C-IV,September,2016.0,2016.0,2016/17,,,,,,,1115.0,2023.0,,,,,,,,,,,,1.0,0.881,0.294,0.0835,100.0,21.0,60.0,94.0
33 Riverside,C-IV,September,2016.0,2016.0,2016/17,,,,,,,129515.0,288251.0,,,,,,,,,,,,0.997,0.9377,0.196,0.0375,10623.0,2914.0,14916.0,33742.0
34 Sacramento,CalWIN,September,2016.0,2016.0,2016/17,,,,,,,101529.0,212543.0,,,,,,,,,,,,0.9898,0.9866,0.431,0.0385,7779.0,2172.0,8502.0,17011.0
35 San Benito,C-IV,September,2016.0,2016.0,2016/17,,,,,,,2447.0,5364.0,,,,,,,,,,,,0.9076,0.9444,0.294,0.0835,180.0,38.0,336.0,775.0
36 San Bernardino,C-IV,September,2016.0,2016.0,2016/17,,,,,,,178723.0,390765.0,,,,,,,,,,,,0.994,0.9566,0.226,0.0229,11922.0,3297.0,19182.0,41666.0
37 San Diego,CalWIN,September,2016.0,2016.0,2016/17,,,,,,,141621.0,285226.0,,,,,,,,,,,,0.9787,0.9835,0.297,0.0276,11537.0,3750.0,14886.0,31066.0
38 San Francisco,CalWIN,September,2016.0,2016.0,2016/17,,,,,,,34896.0,52857.0,,,,,,,,,,,,n/a,n/a,0.429,0.0666,2725.0,758.0,3955.0,6380.0
39 San Joaquin,C-IV,September,2016.0,2016.0,2016/17,,,,,,,51225.0,114858.0,,,,,,,,,,,,0.976,0.8718,0.278,0.0358,3243.0,1153.0,6623.0,14516.0
40 San Luis Obispo,CalWIN,September,2016.0,2016.0,2016/17,,,,,,,9843.0,17834.0,,,,,,,,,,,,n/a,n/a,0.294,0.0835,693.0,194.0,1082.0,2275.0
41 San Mateo,CalWIN,September,2016.0,2016.0,2016/17,,,,,,,14840.0,28778.0,,,,,,,,,,,,0.9736,0.9027,0.294,0.0835,1316.0,266.0,3468.0,6805.0
42 Santa Barbara,CalWIN,September,2016.0,2016.0,2016/17,,,,,,,17986.0,37239.0,,,,,,,,,,,,0.9531,0.9053,0.294,0.0835,1423.0,410.0,4101.0,9466.0
43 Santa Clara,CalWIN,September,2016.0,2016.0,2016/17,,,,,,,52133.0,102328.0,,,,,,,,,,,,0.9793,0.9781,0.231,0.0554,2888.0,770.0,9423.0,19395.0
44 Santa Cruz,CalWIN,September,2016.0,2016.0,2016/17,,,,,,,14213.0,25732.0,,,,,,,,,,,,0.972,0.9735,0.294,0.0835,963.0,304.0,2269.0,4803.0
45 Shasta,C-IV,September,2016.0,2016.0,2016/17,,,,,,,12966.0,24221.0,,,,,,,,,,,,0.9193,0.965,0.294,0.0835,1008.0,246.0,575.0,914.0
46 Sierra,C-IV,September,2016.0,2016.0,2016/17,,,,,,,158.0,271.0,,,,,,,,,,,,1.0,n/a,0.294,0.0835,14.0,1.0,*,*
47 Siskiyou,C-IV,September,2016.0,2016.0,2016/17,,,,,,,3129.0,6581.0,,,,,,,,,,,,0.881,0.7901,0.294,0.0835,280.0,97.0,134.0,235.0
48 Solano,CalWIN,September,2016.0,2016.0,2016/17,,,,,,,22149.0,41939.0,,,,,,,,,,,,n/a,n/a,0.273,0.0177,1449.0,374.0,2119.0,4290.0
49 Sonoma,CalWIN,September,2016.0,2016.0,2016/17,,,,,,,18529.0,32851.0,,,,,,,,,,,,0.946,0.774,0.294,0.0835,1425.0,384.0,3026.0,6325.0
50 Stanislaus,C-IV,September,2016.0,2016.0,2016/17,,,,,,,41499.0,87093.0,,,,,,,,,,,,0.9703,0.916,0.222,0.0281,3085.0,740.0,4942.0,10775.0
51 Sutter,C-IV,September,2016.0,2016.0,2016/17,,,,,,,5615.0,12856.0,,,,,,,,,,,,0.9658,0.9059,0.294,0.0835,419.0,110.0,590.0,1311.0
52 Tehama,C-IV,September,2016.0,2016.0,2016/17,,,,,,,4497.0,9780.0,,,,,,,,,,,,0.9585,0.9412,0.294,0.0835,371.0,47.0,423.0,903.0
53 Trinity,C-IV,September,2016.0,2016.0,2016/17,,,,,,,1023.0,1782.0,,,,,,,,,,,,0.9067,0.4677,0.294,0.0835,114.0,8.0,27.0,*
54 Tulare,CalWIN,September,2016.0,2016.0,2016/17,,,,,,,51547.0,120088.0,,,,,,,,,,,,0.9613,0.9127,0.211,0.0543,2386.0,317.0,7833.0,18576.0
55 Tuolumne,C-IV,September,2016.0,2016.0,2016/17,,,,,,,3133.0,5417.0,,,,,,,,,,,,0.9873,0.9355,0.294,0.0835,232.0,35.0,101.0,162.0
56 Ventura,CalWIN,September,2016.0,2016.0,2016/17,,,,,,,37063.0,74322.0,,,,,,,,,,,,n/a,n/a,0.412,0.0822,3053.0,572.0,6800.0,15550.0
57 Yolo,CalWIN,September,2016.0,2016.0,2016/17,,,,,,,10499.0,20418.0,,,,,,,,,,,,0.9368,0.9064,0.294,0.0835,869.0,59.0,879.0,1782.0
58 Yuba,C-IV,September,2016.0,2016.0,2016/17,,,,,,,6127.0,13275.0,,,,,,,,,,,,1.0,0.9654,0.294,0.0835,460.0,118.0,465.0,948.0
00 Statewide,n/a,October,2016.0,2017.0,2016/17,261360.0,1788009.0,2192.0,17722.0,263552.0,1805731.0,2069283.0,4293222.0,669316.0,3577849.0,4247165.0,7039.0,39018.0,46057.0,676355.0,3616867.0,588460076.0,5509743.0,593969819.0,0.977208631206,0.925140496191,0.378,0.0568,138020.0,33375.0,294799.0,623987.0
01 Alameda,CalWIN,October,2016.0,2017.0,2016/17,,,,,,,59986.0,114855.0,,,,,,,,,,,,0.993162393162,0.988095238095,0.0,0.0638,4230.0,1255.0,7860.0,15244.0
02 Alpine,C-IV,October,2016.0,2017.0,2016/17,,,,,,,88.0,143.0,,,,,,,,,,,,1.0,n/a,0.286,0.1439,3.0,0.0,0.0,0.0
03 Amador,C-IV,October,2016.0,2017.0,2016/17,,,,,,,1730.0,3268.0,,,,,,,,,,,,0.987804878049,1.0,0.286,0.1439,103.0,21.0,50.0,87.0
04 Butte,C-IV,October,2016.0,2017.0,2016/17,,,,,,,16869.0,31819.0,,,,,,,,,,,,0.838252656434,0.942652329749,0.286,0.1439,1535.0,563.0,833.0,1461.0
05 Calaveras,C-IV,October,2016.0,2017.0,2016/17,,,,,,,2852.0,5216.0,,,,,,,,,,,,0.992366412214,0.916666666667,0.286,0.1439,172.0,30.0,64.0,118.0
06 Colusa,C-IV,October,2016.0,2017.0,2016/17,,,,,,,632.0,1438.0,,,,,,,,,,,,0.761904761905,0.923076923077,0.286,0.1439,53.0,9.0,100.0,222.0
07 Contra Costa,CalWIN,October,2016.0,2017.0,2016/17,,,,,,,32926.0,65866.0,,,,,,,,,,,,0.964543269231,0.915343915344,1.0,0.0924,2117.0,584.0,4879.0,9890.0
08 Del Norte,C-IV,October,2016.0,2017.0,2016/17,,,,,,,2558.0,5226.0,,,,,,,,,,,,1.0,0.924242424242,0.286,0.1439,178.0,11.0,106.0,202.0
09 El Dorado,C-IV,October,2016.0,2017.0,2016/17,,,,,,,7026.0,12467.0,,,,,,,,,,,,0.985422740525,0.988679245283,0.286,0.1439,592.0,111.0,358.0,719.0
10 Fresno,CalWIN,October,2016.0,2017.0,2016/17,,,,,,,100086.0,231861.0,,,,,,,,,,,,0.95946866485,0.965235173824,0.5,0.0105,5110.0,1685.0,13135.0,29663.0
11 Glenn,C-IV,October,2016.0,2017.0,2016/17,,,,,,,1529.0,3522.0,,,,,,,,,,,,0.981132075472,0.921052631579,0.286,0.1439,94.0,9.0,193.0,415.0
12 Humboldt,C-IV,October,2016.0,2017.0,2016/17,,,,,,,12465.0,21049.0,,,,,,,,,,,,0.961432506887,0.963597430407,0.286,0.1439,1222.0,252.0,581.0,1112.0
13 Imperial,C-IV,October,2016.0,2017.0,2016/17,,,,,,,17694.0,43062.0,,,,,,,,,,,,0.980446927374,0.926713947991,0.286,0.1439,1043.0,130.0,906.0,1778.0
14 Inyo,C-IV,October,2016.0,2017.0,2016/17,,,,,,,1029.0,1956.0,,,,,,,,,,,,1.0,0.892857142857,0.286,0.1439,78.0,4.0,61.0,125.0
15 Kern,C-IV,October,2016.0,2017.0,2016/17,,,,,,,70187.0,162909.0,,,,,,,,,,,,0.987465181058,0.92180712424,0.333,0.0195,5832.0,1487.0,9708.0,22393.0
16 Kings,C-IV,October,2016.0,2017.0,2016/17,,,,,,,10696.0,24267.0,,,,,,,,,,,,0.996774193548,0.973039215686,0.286,0.1439,854.0,116.0,1282.0,2903.0
17 Lake,C-IV,October,2016.0,2017.0,2016/17,,,,,,,6519.0,12267.0,,,,,,,,,,,,0.915750915751,0.946107784431,0.286,0.1439,374.0,57.0,373.0,758.0
18 Lassen,C-IV,October,2016.0,2017.0,2016/17,,,,,,,1578.0,3120.0,,,,,,,,,,,,0.876543209877,0.857142857143,0.286,0.1439,112.0,15.0,86.0,156.0
19 Los Angeles,LRS,October,2016.0,2017.0,2016/17,,,,,,,550768.0,1108041.0,,,,,,,,,,,,0.974277859376,0.865208897851,0.452,0.0541,31440.0,5176.0,95804.0,194254.0
20 Madera,C-IV,October,2016.0,2017.0,2016/17,,,,,,,11771.0,28637.0,,,,,,,,,,,,0.98,0.955835962145,0.286,0.1439,767.0,94.0,2680.0,6489.0
21 Marin,C-IV,October,2016.0,2017.0,2016/17,,,,,,,6169.0,10185.0,,,,,,,,,,,,0.981927710843,0.950892857143,0.286,0.1439,511.0,129.0,1223.0,2267.0
22 Mariposa,C-IV,October,2016.0,2017.0,2016/17,,,,,,,1041.0,1935.0,,,,,,,,,,,,0.971428571429,0.826086956522,0.286,0.1439,58.0,9.0,*,47.0
23 Mendocino,C-IV,October,2016.0,2017.0,2016/17,,,,,,,6559.0,13249.0,,,,,,,,,,,,0.928977272727,0.951417004049,0.286,0.1439,447.0,44.0,531.0,1181.0
24 Merced,C-IV,October,2016.0,2017.0,2016/17,,,,,,,23866.0,55112.0,,,,,,,,,,,,0.952201257862,0.958558558559,0.0,0.0139,1542.0,275.0,3653.0,8433.0
25 Modoc,C-IV,October,2016.0,2017.0,2016/17,,,,,,,540.0,1109.0,,,,,,,,,,,,0.970588235294,0.892857142857,0.286,0.1439,50.0,7.0,36.0,68.0
26 Mono,C-IV,October,2016.0,2017.0,2016/17,,,,,,,473.0,818.0,,,,,,,,,,,,0.981132075472,1.0,0.286,0.1439,62.0,19.0,63.0,135.0
27 Monterey,C-IV,October,2016.0,2017.0,2016/17,,,,,,,20476.0,44720.0,,,,,,,,,,,,0.964898595944,0.968992248062,0.0,0.0496,2340.0,409.0,5862.0,13246.0
28 Napa,C-IV,October,2016.0,2017.0,2016/17,,,,,,,3429.0,7049.0,,,,,,,,,,,,0.965034965035,0.926315789474,0.286,0.1439,249.0,54.0,710.0,1511.0
29 Nevada,C-IV,October,2016.0,2017.0,2016/17,,,,,,,4326.0,7543.0,,,,,,,,,,,,0.83185840708,0.86,0.286,0.1439,333.0,79.0,126.0,222.0
30 Orange,CalWIN,October,2016.0,2017.0,2016/17,,,,,,,122281.0,250730.0,,,,,,,,,,,,0.989920806335,1.0,0.5,0.0166,7792.0,2024.0,26692.0,58640.0
31 Placer,CalWIN,October,2016.0,2017.0,2016/17,,,,,,,9213.0,17322.0,,,,,,,,,,,,1.0,0.958333333333,0.286,0.1439,639.0,274.0,642.0,1299.0
32 Plumas,C-IV,October,2016.0,2017.0,2016/17,,,,,,,1132.0,2030.0,,,,,,,,,,,,1.0,0.775,0.286,0.1439,89.0,23.0,55.0,84.0
33 Riverside,C-IV,October,2016.0,2017.0,2016/17,,,,,,,128773.0,286308.0,,,,,,,,,,,,0.993879239041,0.943610842207,0.25,0.0433,9876.0,2637.0,14794.0,33422.0
34 Sacramento,CalWIN,October,2016.0,2017.0,2016/17,,,,,,,101002.0,211464.0,,,,,,,,,,,,0.991216396061,0.986643437863,0.25,0.0483,7397.0,2067.0,8535.0,17072.0
35 San Benito,C-IV,October,2016.0,2017.0,2016/17,,,,,,,2395.0,5281.0,,,,,,,,,,,,0.948453608247,0.946428571429,0.286,0.1439,176.0,30.0,325.0,760.0
36 San Bernardino,C-IV,October,2016.0,2017.0,2016/17,,,,,,,177172.0,387537.0,,,,,,,,,,,,0.991957778336,0.959561602419,0.0,0.0233,11469.0,3030.0,19105.0,41497.0
37 San Diego,CalWIN,October,2016.0,2017.0,2016/17,,,,,,,141023.0,284723.0,,,,,,,,,,,,0.984993614304,0.982665639445,0.714,0.0404,11113.0,3976.0,14799.0,30874.0
38 San Francisco,CalWIN,October,2016.0,2017.0,2016/17,,,,,,,34765.0,52717.0,,,,,,,,,,,,0.98204787234,0.94476744186,1.0,0.0305,2753.0,795.0,3903.0,6310.0
39 San Joaquin,C-IV,October,2016.0,2017.0,2016/17,,,,,,,50577.0,113445.0,,,,,,,,,,,,0.975215517241,0.920406435224,0.0,0.0257,2936.0,1000.0,6574.0,14452.0
40 San Luis Obispo,CalWIN,October,2016.0,2017.0,2016/17,,,,,,,9741.0,17687.0,,,,,,,,,,,,0.959459459459,0.969543147208,0.286,0.1439,659.0,197.0,1073.0,2270.0
41 San Mateo,CalWIN,October,2016.0,2017.0,2016/17,,,,,,,14695.0,28610.0,,,,,,,,,,,,0.970479704797,0.90273556231,0.286,0.1439,1133.0,248.0,3418.0,6770.0
42 Santa Barbara,CalWIN,October,2016.0,2017.0,2016/17,,,,,,,17925.0,37019.0,,,,,,,,,,,,0.96511627907,0.893081761006,0.286,0.1439,1777.0,513.0,4121.0,9569.0
43 Santa Clara,CalWIN,October,2016.0,2017.0,2016/17,,,,,,,51556.0,101253.0,,,,,,,,,,,,0.988764044944,0.970338983051,1.0,0.049,2775.0,712.0,9336.0,19238.0
44 Santa Cruz,CalWIN,October,2016.0,2017.0,2016/17,,,,,,,14144.0,25530.0,,,,,,,,,,,,0.947467166979,0.990476190476,0.286,0.1439,945.0,310.0,2302.0,4898.0
45 Shasta,C-IV,October,2016.0,2017.0,2016/17,,,,,,,12908.0,24243.0,,,,,,,,,,,,0.941074523397,0.977099236641,0.286,0.1439,1038.0,259.0,576.0,919.0
46 Sierra,C-IV,October,2016.0,2017.0,2016/17,,,,,,,164.0,279.0,,,,,,,,,,,,1.0,0.714285714286,0.286,0.1439,11.0,1.0,*,*
47 Siskiyou,C-IV,October,2016.0,2017.0,2016/17,,,,,,,3131.0,6544.0,,,,,,,,,,,,0.927631578947,0.836363636364,0.286,0.1439,262.0,72.0,142.0,249.0
48 Solano,CalWIN,October,2016.0,2017.0,2016/17,,,,,,,21992.0,41617.0,,,,,,,,,,,,0.954482758621,0.978260869565,0.0,0.0,1450.0,370.0,2124.0,4293.0
49 Sonoma,CalWIN,October,2016.0,2017.0,2016/17,,,,,,,18256.0,32490.0,,,,,,,,,,,,0.956298200514,0.694968553459,0.286,0.1439,1385.0,309.0,3023.0,6333.0
50 Stanislaus,C-IV,October,2016.0,2017.0,2016/17,,,,,,,41187.0,86397.0,,,,,,,,,,,,0.976349614396,0.920634920635,0.0,0.0417,2924.0,640.0,4869.0,10592.0
51 Sutter,C-IV,October,2016.0,2017.0,2016/17,,,,,,,5549.0,12653.0,,,,,,,,,,,,0.972602739726,0.905405405405,0.286,0.1439,400.0,105.0,591.0,1312.0
52 Tehama,C-IV,October,2016.0,2017.0,2016/17,,,,,,,4430.0,9600.0,,,,,,,,,,,,0.9,0.973451327434,0.286,0.1439,344.0,46.0,407.0,883.0
53 Trinity,C-IV,October,2016.0,2017.0,2016/17,,,,,,,999.0,1721.0,,,,,,,,,,,,0.955223880597,0.438596491228,0.286,0.1439,104.0,7.0,28.0,*
54 Tulare,CalWIN,October,2016.0,2017.0,2016/17,,,,,,,51623.0,119982.0,,,,,,,,,,,,0.961227786753,0.946705426357,0.0,0.024,2527.0,351.0,7811.0,18552.0
55 Tuolumne,C-IV,October,2016.0,2017.0,2016/17,,,,,,,3093.0,5358.0,,,,,,,,,,,,0.978723404255,0.988636363636,0.286,0.1439,215.0,35.0,93.0,148.0
56 Ventura,CalWIN,October,2016.0,2017.0,2016/17,,,,,,,37188.0,74515.0,,,,,,,,,,,,0.993837535014,0.976600985222,0.0,0.1548,3087.0,552.0,6813.0,15640.0
57 Yolo,CalWIN,October,2016.0,2017.0,2016/17,,,,,,,10440.0,20333.0,,,,,,,,,,,,0.952380952381,0.961206896552,0.286,0.1439,820.0,64.0,891.0,1809.0
58 Yuba,C-IV,October,2016.0,2017.0,2016/17,,,,,,,6061.0,13125.0,,,,,,,,,,,,0.995670995671,0.967567567568,0.286,0.1439,423.0,94.0,466.0,959.0
00 Statewide,n/a,November,2016.0,2017.0,2016/17,258944.0,1779583.0,2225.0,17839.0,261169.0,1797422.0,2058591.0,4291829.0,680174.0,3565327.0,4245501.0,7128.0,39200.0,46328.0,687302.0,3604527.0,584355895.0,5533296.0,589889191.0,0.977103378027,0.926202027373,0.418,0.0842,132858.0,30525.0,296961.0,634285.0
01 Alameda,CalWIN,November,2016.0,2017.0,2016/17,,,,,,,59482.0,114093.0,,,,,,,,,,,,0.995511669659,0.974358974359,0.5,0.0798,3910.0,1101.0,7755.0,15050.0
02 Alpine,C-IV,November,2016.0,2017.0,2016/17,,,,,,,90.0,146.0,,,,,,,,,,,,1.0,0.333333333333,0.308,0.0967,6.0,0.0,*,*
03 Amador,C-IV,November,2016.0,2017.0,2016/17,,,,,,,1736.0,3239.0,,,,,,,,,,,,0.955056179775,0.983333333333,0.308,0.0967,136.0,22.0,48.0,84.0
04 Butte,C-IV,November,2016.0,2017.0,2016/17,,,,,,,16854.0,31626.0,,,,,,,,,,,,0.861898890259,0.950909090909,0.308,0.0967,1285.0,446.0,835.0,1456.0
05 Calaveras,C-IV,November,2016.0,2017.0,2016/17,,,,,,,2851.0,5182.0,,,,,,,,,,,,0.965517241379,0.939393939394,0.308,0.0967,212.0,30.0,64.0,118.0
06 Colusa,C-IV,November,2016.0,2017.0,2016/17,,,,,,,632.0,1458.0,,,,,,,,,,,,0.857142857143,0.904761904762,0.308,0.0967,76.0,9.0,102.0,222.0
07 Contra Costa,CalWIN,November,2016.0,2017.0,2016/17,,,,,,,32647.0,65640.0,,,,,,,,,,,,0.960884353741,0.967093235832,0.5,0.0625,2028.0,515.0,4838.0,9818.0
08 Del Norte,C-IV,November,2016.0,2017.0,2016/17,,,,,,,2548.0,5228.0,,,,,,,,,,,,0.989583333333,0.897058823529,0.308,0.0967,190.0,10.0,116.0,214.0
09 El Dorado,C-IV,November,2016.0,2017.0,2016/17,,,,,,,7016.0,12464.0,,,,,,,,,,,,0.948717948718,0.964664310954,0.308,0.0967,604.0,120.0,362.0,722.0
10 Fresno,CalWIN,November,2016.0,2017.0,2016/17,,,,,,,99955.0,231514.0,,,,,,,,,,,,0.952704791345,0.926203877423,0.375,0.0571,4958.0,1654.0,13202.0,29850.0
11 Glenn,C-IV,November,2016.0,2017.0,2016/17,,,,,,,1528.0,3540.0,,,,,,,,,,,,1.0,1.0,0.308,0.0967,115.0,19.0,191.0,410.0
12 Humboldt,C-IV,November,2016.0,2017.0,2016/17,,,,,,,12438.0,20906.0,,,,,,,,,,,,0.985074626866,0.967136150235,0.308,0.0967,1108.0,236.0,574.0,1090.0
13 Imperial,C-IV,November,2016.0,2017.0,2016/17,,,,,,,17710.0,43011.0,,,,,,,,,,,,0.977777777778,0.925754060325,0.308,0.0967,953.0,106.0,897.0,1739.0
14 Inyo,C-IV,November,2016.0,2017.0,2016/17,,,,,,,1015.0,1944.0,,,,,,,,,,,,1.0,0.846153846154,0.308,0.0967,82.0,4.0,60.0,124.0
