"Monthly data on CalFresh public assistance households and persons, non-assistance households and persons, CFAP public assistance household and persons, non-assistance household and persons, federal and state issuances, 30 day timeliness, negative error rate, negative error rate cases completed, applications received, and child only households and persons. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note:  The presence of an asterisk (*) in a data cell indicates that the value has been suppressed to protect individual confidentiality.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Sources:,,,,,,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,CF 296,"DFA 296X prior to July 2016, then CF 296 ",Federal SNAPQCS,RADEP,CF 296,CF 296,MEDS,MEDS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County,Consortium,Month,Calendar_Year,FFY,SFY,Fed_PA_HHs,Fed_NA_HHs,CFAP_PA_HHs,CFAP_NA_HHs,All_PA_HHs,All_NA_HHs,CF_HHs,CF_Persons,Fed_PA_Persons,Fed_ NA_Persons,All_Fed_Persons,CFAP_PA_Persons,CFAP_NA_Persons,All_CFAP_Persons,All_PA_Persons,All_NA_Persons,Fed_Issuances,State_Issuances,Total_Issuances,Timeliness_30_day_Pct,Timeliness_Exped_Pct_Monthly,Negative_Error_Rate,Active_Error_Rate,Apps_Recd,Online_Apps_Recd,Child_Only_HHs,Child_Only_Persons
32 Plumas,C-IV,June,2016.0,2016.0,2015/16,,,,,,,1141.0,2101.0,,,,,,,,,,,,0.9344,,0.258,0.0573,,,56.0,88.0
33 Riverside,C-IV,June,2016.0,2016.0,2015/16,,,,,,,129100.0,287238.0,,,,,,,,,,,,0.9959,,0.189,0.0367,,,14964.0,33812.0
34 Sacramento,CalWIN,June,2016.0,2016.0,2015/16,,,,,,,102866.0,214284.0,,,,,,,,,,,,0.9918,,0.472,0.0377,,,8592.0,17218.0
35 San Benito,C-IV,June,2016.0,2016.0,2015/16,,,,,,,2584.0,5676.0,,,,,,,,,,,,0.898,,0.258,0.0573,,,359.0,836.0
36 San Bernardino,C-IV,June,2016.0,2016.0,2015/16,,,,,,,179768.0,392572.0,,,,,,,,,,,,0.9918,,0.289,0.0224,,,19374.0,42008.0
37 San Diego,CalWIN,June,2016.0,2016.0,2015/16,,,,,,,143140.0,287279.0,,,,,,,,,,,,0.9671,,0.373,0.0327,,,15068.0,31334.0
38 San Francisco,CalWIN,June,2016.0,2016.0,2015/16,,,,,,,35273.0,53262.0,,,,,,,,,,,,0.9845,,0.545,0.0603,,,3980.0,6405.0
39 San Joaquin,C-IV,June,2016.0,2016.0,2015/16,,,,,,,52275.0,117315.0,,,,,,,,,,,,0.9798,,0.273,0.0279,,,6691.0,14688.0
40 San Luis Obispo,CalWIN,June,2016.0,2016.0,2015/16,,,,,,,10039.0,18266.0,,,,,,,,,,,,0.9787,,0.258,0.0573,,,1079.0,2264.0
41 San Mateo,CalWIN,June,2016.0,2016.0,2015/16,,,,,,,15309.0,29694.0,,,,,,,,,,,,0.9617,,0.258,0.0573,,,3588.0,7035.0
42 Santa Barbara,CalWIN,June,2016.0,2016.0,2015/16,,,,,,,18559.0,38544.0,,,,,,,,,,,,0.9768,,0.258,0.0573,,,4444.0,10237.0
43 Santa Clara,CalWIN,June,2016.0,2016.0,2015/16,,,,,,,53268.0,104414.0,,,,,,,,,,,,0.9878,,0.278,0.0467,,,9687.0,19935.0
44 Santa Cruz,CalWIN,June,2016.0,2016.0,2015/16,,,,,,,14825.0,27046.0,,,,,,,,,,,,0.9688,,0.258,0.0573,,,2479.0,5270.0
45 Shasta,C-IV,June,2016.0,2016.0,2015/16,,,,,,,13015.0,24440.0,,,,,,,,,,,,0.9414,,0.258,0.0573,,,560.0,904.0
46 Sierra,C-IV,June,2016.0,2016.0,2015/16,,,,,,,160.0,270.0,,,,,,,,,,,,1.0,,0.258,0.0573,,,*,*
47 Siskiyou,C-IV,June,2016.0,2016.0,2015/16,,,,,,,3209.0,6757.0,,,,,,,,,,,,0.9274,,0.258,0.0573,,,135.0,238.0
48 Solano,CalWIN,June,2016.0,2016.0,2015/16,,,,,,,22598.0,42564.0,,,,,,,,,,,,0.9574,,0.25,0.0171,,,2167.0,4362.0
49 Sonoma,CalWIN,June,2016.0,2016.0,2015/16,,,,,,,19321.0,34206.0,,,,,,,,,,,,0.9256,,0.258,0.0573,,,3086.0,6414.0
50 Stanislaus,C-IV,June,2016.0,2016.0,2015/16,,,,,,,42167.0,88324.0,,,,,,,,,,,,0.9611,,0.2,0.0268,,,5004.0,10871.0
51 Sutter,C-IV,June,2016.0,2016.0,2015/16,,,,,,,5805.0,13286.0,,,,,,,,,,,,0.9721,,0.258,0.0573,,,613.0,1375.0
52 Tehama,C-IV,June,2016.0,2016.0,2015/16,,,,,,,4610.0,10050.0,,,,,,,,,,,,0.9569,,0.258,0.0573,,,420.0,901.0
53 Trinity,C-IV,June,2016.0,2016.0,2015/16,,,,,,,994.0,1753.0,,,,,,,,,,,,0.9524,,0.258,0.0573,,,*,*
54 Tulare,CalWIN,June,2016.0,2016.0,2015/16,,,,,,,52273.0,121931.0,,,,,,,,,,,,0.9953,,0.071,0.0494,,,7930.0,18689.0
55 Tuolumne,C-IV,June,2016.0,2016.0,2015/16,,,,,,,3147.0,5439.0,,,,,,,,,,,,0.9449,,0.258,0.0573,,,100.0,154.0
56 Ventura,CalWIN,June,2016.0,2016.0,2015/16,,,,,,,37554.0,75143.0,,,,,,,,,,,,0.9888,,0.417,0.0733,,,6830.0,15569.0
57 Yolo,CalWIN,June,2016.0,2016.0,2015/16,,,,,,,10809.0,21071.0,,,,,,,,,,,,0.9724,,0.258,0.0573,,,934.0,1875.0
58 Yuba,C-IV,June,2016.0,2016.0,2015/16,,,,,,,6155.0,13255.0,,,,,,,,,,,,0.9914,,0.258,0.0573,,,479.0,994.0
00 Statewide,n/a,July,2016.0,2016.0,2016/17,260151.0,1808489.0,2051.0,18372.0,262202.0,1826861.0,2089063.0,4319989.0,666772.0,3606055.0,4272827.0,7000.0,40162.0,47162.0,673772.0,3646217.0,593619123.0,5739306.0,599358429.0,0.974,0.9071,0.364,0.0708,141154.0,30661.0,297891.0,629569.0
01 Alameda,CalWIN,July,2016.0,2016.0,2016/17,,,,,,,60323.0,115631.0,,,,,,,,,,,,0.9885,0.9586,0.409,0.0705,4285.0,1185.0,8024.0,15616.0
02 Alpine,C-IV,July,2016.0,2016.0,2016/17,,,,,,,93.0,154.0,,,,,,,,,,,,1.0,1.0,0.313,0.0584,5.0,0.0,*,*
03 Amador,C-IV,July,2016.0,2016.0,2016/17,,,,,,,1765.0,3324.0,,,,,,,,,,,,1.0,0.0,0.313,0.0584,38.0,38.0,47.0,79.0
04 Butte,C-IV,July,2016.0,2016.0,2016/17,,,,,,,16974.0,32165.0,,,,,,,,,,,,0.9344,0.939,0.313,0.0584,1245.0,312.0,862.0,1487.0
05 Calaveras,C-IV,July,2016.0,2016.0,2016/17,,,,,,,2784.0,5147.0,,,,,,,,,,,,0.9857,0.8866,0.313,0.0584,195.0,23.0,63.0,114.0
06 Colusa,C-IV,July,2016.0,2016.0,2016/17,,,,,,,629.0,1410.0,,,,,,,,,,,,0.8846,0.8947,0.313,0.0584,61.0,10.0,113.0,249.0
07 Contra Costa,CalWIN,July,2016.0,2016.0,2016/17,,,,,,,33984.0,67647.0,,,,,,,,,,,,0.9692,0.9785,0.467,0.0446,2162.0,599.0,4907.0,9975.0
08 Del Norte,C-IV,July,2016.0,2016.0,2016/17,,,,,,,2608.0,5300.0,,,,,,,,,,,,n/a,n/a,0.313,0.0584,167.0,9.0,118.0,223.0
09 El Dorado,C-IV,July,2016.0,2016.0,2016/17,,,,,,,7256.0,12890.0,,,,,,,,,,,,0.971,0.9882,0.313,0.0584,531.0,79.0,365.0,728.0
10 Fresno,CalWIN,July,2016.0,2016.0,2016/17,,,,,,,101476.0,234221.0,,,,,,,,,,,,0.9546,0.9577,0.342,0.0272,4861.0,1692.0,13244.0,29926.0
11 Glenn,C-IV,July,2016.0,2016.0,2016/17,,,,,,,1585.0,3699.0,,,,,,,,,,,,1.0,1.0,0.313,0.0584,97.0,6.0,218.0,474.0
12 Humboldt,C-IV,July,2016.0,2016.0,2016/17,,,,,,,12456.0,21148.0,,,,,,,,,,,,0.9961,0.9623,0.313,0.0584,1001.0,155.0,582.0,1112.0
13 Imperial,C-IV,July,2016.0,2016.0,2016/17,,,,,,,17431.0,42490.0,,,,,,,,,,,,0.98,0.9113,0.313,0.0584,1159.0,113.0,887.0,1747.0
14 Inyo,C-IV,July,2016.0,2016.0,2016/17,,,,,,,1069.0,2072.0,,,,,,,,,,,,1.0,0.9091,0.313,0.0584,84.0,2.0,67.0,129.0
15 Kern,C-IV,July,2016.0,2016.0,2016/17,,,,,,,70466.0,163720.0,,,,,,,,,,,,0.98,0.9262,0.13,0.0137,5310.0,1320.0,9765.0,22352.0
16 Kings,C-IV,July,2016.0,2016.0,2016/17,,,,,,,10726.0,24414.0,,,,,,,,,,,,0.9864,0.9456,0.313,0.0584,825.0,98.0,1268.0,2873.0
17 Lake,C-IV,July,2016.0,2016.0,2016/17,,,,,,,6618.0,12378.0,,,,,,,,,,,,0.959,0.9426,0.313,0.0584,413.0,35.0,388.0,785.0
18 Lassen,C-IV,July,2016.0,2016.0,2016/17,,,,,,,1569.0,3147.0,,,,,,,,,,,,0.9014,0.7451,0.313,0.0584,101.0,16.0,84.0,157.0
19 Los Angeles,LRS,July,2016.0,2016.0,2016/17,,,,,,,551477.0,1099674.0,,,,,,,,,,,,0.9532,0.8247,0.59,0.0749,37337.0,5197.0,96053.0,194561.0
20 Madera,C-IV,July,2016.0,2016.0,2016/17,,,,,,,11896.0,28999.0,,,,,,,,,,,,0.9914,0.9709,0.313,0.0584,704.0,73.0,2697.0,6564.0
21 Marin,C-IV,July,2016.0,2016.0,2016/17,,,,,,,6227.0,10235.0,,,,,,,,,,,,0.9522,0.8913,0.313,0.0584,453.0,70.0,1255.0,2304.0
22 Mariposa,C-IV,July,2016.0,2016.0,2016/17,,,,,,,1085.0,1997.0,,,,,,,,,,,,1.0,0.9412,0.313,0.0584,65.0,9.0,28.0,47.0
23 Mendocino,C-IV,July,2016.0,2016.0,2016/17,,,,,,,6663.0,12443.0,,,,,,,,,,,,0.9406,0.9909,0.313,0.0584,424.0,45.0,530.0,1172.0
24 Merced,C-IV,July,2016.0,2016.0,2016/17,,,,,,,24440.0,56347.0,,,,,,,,,,,,0.9715,0.9668,0.286,0.0232,1433.0,254.0,3803.0,8745.0
25 Modoc,C-IV,July,2016.0,2016.0,2016/17,,,,,,,521.0,1088.0,,,,,,,,,,,,1.0,0.9444,0.313,0.0584,39.0,2.0,45.0,83.0
26 Mono,C-IV,July,2016.0,2016.0,2016/17,,,,,,,448.0,784.0,,,,,,,,,,,,0.95,0.9231,0.313,0.0584,44.0,5.0,62.0,129.0
27 Monterey,C-IV,July,2016.0,2016.0,2016/17,,,,,,,21783.0,47811.0,,,,,,,,,,,,0.9912,0.9475,0.1,0.0414,1523.0,249.0,6493.0,14692.0
28 Napa,C-IV,July,2016.0,2016.0,2016/17,,,,,,,3532.0,7246.0,,,,,,,,,,,,0.9669,0.9041,0.313,0.0584,287.0,56.0,734.0,1558.0
29 Nevada,C-IV,July,2016.0,2016.0,2016/17,,,,,,,4373.0,7684.0,,,,,,,,,,,,n/a,n/a,0.313,0.0584,317.0,56.0,134.0,241.0
30 Orange,CalWIN,July,2016.0,2016.0,2016/17,,,,,,,123573.0,252962.0,,,,,,,,,,,,0.9879,1.0,0.413,0.0475,7641.0,1908.0,26886.0,58941.0
31 Placer,CalWIN,July,2016.0,2016.0,2016/17,,,,,,,9397.0,17692.0,,,,,,,,,,,,n/a,n/a,0.313,0.0584,579.0,219.0,631.0,1290.0
32 Plumas,C-IV,July,2016.0,2016.0,2016/17,,,,,,,1101.0,2025.0,,,,,,,,,,,,1.0,0.9444,0.313,0.0584,66.0,11.0,57.0,91.0
33 Riverside,C-IV,July,2016.0,2016.0,2016/17,,,,,,,128747.0,286427.0,,,,,,,,,,,,0.9941,0.9337,0.175,0.0352,10353.0,2528.0,14967.0,33884.0
34 Sacramento,CalWIN,July,2016.0,2016.0,2016/17,,,,,,,102234.0,213173.0,,,,,,,,,,,,0.9897,0.9915,0.415,0.0399,7606.0,2105.0,8568.0,17114.0
35 San Benito,C-IV,July,2016.0,2016.0,2016/17,,,,,,,2514.0,5527.0,,,,,,,,,,,,0.9891,0.9394,0.313,0.0584,166.0,29.0,345.0,805.0
36 San Bernardino,C-IV,July,2016.0,2016.0,2016/17,,,,,,,179421.0,391714.0,,,,,,,,,,,,0.9945,0.9557,0.262,0.0253,12146.0,2819.0,19277.0,41798.0
37 San Diego,CalWIN,July,2016.0,2016.0,2016/17,,,,,,,142524.0,286685.0,,,,,,,,,,,,0.985,0.9905,0.328,0.0295,10308.0,3324.0,14985.0,31186.0
38 San Francisco,CalWIN,July,2016.0,2016.0,2016/17,,,,,,,35193.0,53215.0,,,,,,,,,,,,n/a,n/a,0.5,0.0658,2616.0,684.0,4004.0,6438.0
39 San Joaquin,C-IV,July,2016.0,2016.0,2016/17,,,,,,,51610.0,115760.0,,,,,,,,,,,,0.9675,0.8482,0.231,0.0346,2857.0,864.0,6634.0,14535.0
40 San Luis Obispo,CalWIN,July,2016.0,2016.0,2016/17,,,,,,,9962.0,18104.0,,,,,,,,,,,,n/a,n/a,0.313,0.0584,662.0,160.0,1062.0,2231.0
41 San Mateo,CalWIN,July,2016.0,2016.0,2016/17,,,,,,,15096.0,29256.0,,,,,,,,,,,,0.9519,0.9027,0.313,0.0584,1292.0,231.0,3519.0,6935.0
42 Santa Barbara,CalWIN,July,2016.0,2016.0,2016/17,,,,,,,18325.0,37874.0,,,,,,,,,,,,0.9666,0.884,0.313,0.0584,1433.0,414.0,4236.0,9785.0
43 Santa Clara,CalWIN,July,2016.0,2016.0,2016/17,,,,,,,52747.0,103430.0,,,,,,,,,,,,0.9827,0.9876,0.238,0.0492,2677.0,647.0,9563.0,19658.0
44 Santa Cruz,CalWIN,July,2016.0,2016.0,2016/17,,,,,,,14500.0,26340.0,,,,,,,,,,,,0.9659,0.9832,0.313,0.0584,812.0,237.0,2374.0,5040.0
45 Shasta,C-IV,July,2016.0,2016.0,2016/17,,,,,,,12960.0,24222.0,,,,,,,,,,,,0.9069,0.959,0.313,0.0584,1026.0,211.0,568.0,910.0
46 Sierra,C-IV,July,2016.0,2016.0,2016/17,,,,,,,158.0,265.0,,,,,,,,,,,,1.0,1.0,0.313,0.0584,6.0,0.0,*,*
47 Siskiyou,C-IV,July,2016.0,2016.0,2016/17,,,,,,,3172.0,6702.0,,,,,,,,,,,,0.9217,0.8831,0.313,0.0584,230.0,51.0,129.0,229.0
48 Solano,CalWIN,July,2016.0,2016.0,2016/17,,,,,,,22415.0,42303.0,,,,,,,,,,,,0.9714,0.9638,0.222,0.0153,1435.0,334.0,2128.0,4307.0
49 Sonoma,CalWIN,July,2016.0,2016.0,2016/17,,,,,,,19088.0,33804.0,,,,,,,,,,,,0.9477,0.4963,0.313,0.0584,1408.0,355.0,3040.0,6358.0
50 Stanislaus,C-IV,July,2016.0,2016.0,2016/17,,,,,,,41897.0,87686.0,,,,,,,,,,,,0.976,0.9006,0.167,0.0292,2825.0,571.0,4940.0,10717.0
51 Sutter,C-IV,July,2016.0,2016.0,2016/17,,,,,,,5725.0,13127.0,,,,,,,,,,,,0.9904,0.8623,0.313,0.0584,372.0,104.0,600.0,1333.0
52 Tehama,C-IV,July,2016.0,2016.0,2016/17,,,,,,,4572.0,9981.0,,,,,,,,,,,,0.9756,0.9571,0.313,0.0584,369.0,55.0,414.0,887.0
53 Trinity,C-IV,July,2016.0,2016.0,2016/17,,,,,,,974.0,1708.0,,,,,,,,,,,,0.9714,0.5161,0.313,0.0584,87.0,6.0,30.0,41.0
54 Tulare,CalWIN,July,2016.0,2016.0,2016/17,,,,,,,51880.0,120959.0,,,,,,,,,,,,0.9903,0.9286,0.063,0.0509,2740.0,410.0,7895.0,18657.0
55 Tuolumne,C-IV,July,2016.0,2016.0,2016/17,,,,,,,3128.0,5414.0,,,,,,,,,,,,0.9924,0.9859,0.313,0.0584,234.0,0.0,101.0,157.0
56 Ventura,CalWIN,July,2016.0,2016.0,2016/17,,,,,,,37090.0,74297.0,,,,,,,,,,,,n/a,n/a,0.385,0.0828,2897.0,543.0,6725.0,15329.0
57 Yolo,CalWIN,July,2016.0,2016.0,2016/17,,,,,,,10662.0,20820.0,,,,,,,,,,,,0.9612,0.9407,0.313,0.0584,696.0,33.0,902.0,1814.0
58 Yuba,C-IV,July,2016.0,2016.0,2016/17,,,,,,,6141.0,13252.0,,,,,,,,,,,,0.9918,0.9652,0.313,0.0584,449.0,100.0,471.0,971.0
00 Statewide,n/a,August,2016.0,2016.0,2016/17,259856.0,1816079.0,1985.0,18370.0,261841.0,1834449.0,2096290.0,4330582.0,666697.0,3617035.0,4283732.0,6794.0,40056.0,46850.0,673491.0,3657091.0,596289539.0,5647677.0,601937216.0,0.9736,0.9086,0.364,0.0749,163402.0,41355.0,298048.0,629359.0
01 Alameda,CalWIN,August,2016.0,2016.0,2016/17,,,,,,,60357.0,115341.0,,,,,,,,,,,,0.9915,0.9582,0.417,0.0765,5115.0,1617.0,7930.0,15450.0
02 Alpine,C-IV,August,2016.0,2016.0,2016/17,,,,,,,89.0,143.0,,,,,,,,,,,,1.0,0.0,0.308,0.0843,3.0,0.0,0.0,0.0
03 Amador,C-IV,August,2016.0,2016.0,2016/17,,,,,,,1750.0,3296.0,,,,,,,,,,,,0.9863,0.0,0.308,0.0843,30.0,0.0,50.0,87.0
04 Butte,C-IV,August,2016.0,2016.0,2016/17,,,,,,,16981.0,32126.0,,,,,,,,,,,,0.9026,0.9375,0.308,0.0843,1964.0,847.0,868.0,1519.0
05 Calaveras,C-IV,August,2016.0,2016.0,2016/17,,,,,,,2821.0,5219.0,,,,,,,,,,,,0.9806,0.8991,0.308,0.0843,204.0,44.0,67.0,123.0
06 Colusa,C-IV,August,2016.0,2016.0,2016/17,,,,,,,647.0,1456.0,,,,,,,,,,,,0.8286,0.9545,0.308,0.0843,73.0,13.0,114.0,247.0
07 Contra Costa,CalWIN,August,2016.0,2016.0,2016/17,,,,,,,33911.0,67128.0,,,,,,,,,,,,0.9697,0.9822,0.471,0.0388,2714.0,759.0,4915.0,9973.0
08 Del Norte,C-IV,August,2016.0,2016.0,2016/17,,,,,,,2592.0,5284.0,,,,,,,,,,,,0.9894,0.9552,0.308,0.0843,171.0,20.0,112.0,209.0
09 El Dorado,C-IV,August,2016.0,2016.0,2016/17,,,,,,,7202.0,12835.0,,,,,,,,,,,,0.9742,0.9809,0.308,0.0843,559.0,97.0,365.0,732.0
10 Fresno,CalWIN,August,2016.0,2016.0,2016/17,,,,,,,101289.0,234133.0,,,,,,,,,,,,0.9571,0.9636,0.349,0.0268,5712.0,2010.0,13212.0,29760.0
11 Glenn,C-IV,August,2016.0,2016.0,2016/17,,,,,,,1563.0,3632.0,,,,,,,,,,,,0.9848,0.8537,0.308,0.0843,109.0,16.0,210.0,458.0
12 Humboldt,C-IV,August,2016.0,2016.0,2016/17,,,,,,,12507.0,21226.0,,,,,,,,,,,,0.9953,0.9594,0.308,0.0843,1323.0,303.0,597.0,1142.0
13 Imperial,C-IV,August,2016.0,2016.0,2016/17,,,,,,,17632.0,42922.0,,,,,,,,,,,,0.9702,0.9161,0.308,0.0843,1396.0,166.0,904.0,1773.0
14 Inyo,C-IV,August,2016.0,2016.0,2016/17,,,,,,,1064.0,2054.0,,,,,,,,,,,,1.0,1.0,0.308,0.0843,64.0,7.0,69.0,134.0
15 Kern,C-IV,August,2016.0,2016.0,2016/17,,,,,,,70997.0,164367.0,,,,,,,,,,,,0.9858,0.9311,0.2,0.0136,6746.0,2016.0,9762.0,22335.0
16 Kings,C-IV,August,2016.0,2016.0,2016/17,,,,,,,10804.0,24494.0,,,,,,,,,,,,0.9954,0.9398,0.308,0.0843,931.0,143.0,1265.0,2852.0
17 Lake,C-IV,August,2016.0,2016.0,2016/17,,,,,,,6595.0,12382.0,,,,,,,,,,,,0.9603,0.8537,0.308,0.0843,471.0,74.0,392.0,793.0
18 Lassen,C-IV,August,2016.0,2016.0,2016/17,,,,,,,1568.0,3120.0,,,,,,,,,,,,0.8734,0.7119,0.308,0.0843,155.0,26.0,87.0,161.0
19 Los Angeles,LRS,August,2016.0,2016.0,2016/17,,,,,,,555559.0,1111039.0,,,,,,,,,,,,0.9527,0.8303,0.554,0.087,37082.0,7011.0,96402.0,195383.0
20 Madera,C-IV,August,2016.0,2016.0,2016/17,,,,,,,11899.0,28821.0,,,,,,,,,,,,0.9895,0.9581,0.308,0.0843,798.0,112.0,2687.0,6492.0
21 Marin,C-IV,August,2016.0,2016.0,2016/17,,,,,,,6287.0,10315.0,,,,,,,,,,,,0.9831,0.9075,0.308,0.0843,538.0,128.0,1239.0,2275.0
22 Mariposa,C-IV,August,2016.0,2016.0,2016/17,,,,,,,1089.0,2003.0,,,,,,,,,,,,0.9318,0.9143,0.308,0.0843,72.0,11.0,29.0,49.0
23 Mendocino,C-IV,August,2016.0,2016.0,2016/17,,,,,,,6740.0,12579.0,,,,,,,,,,,,0.9326,0.9684,0.308,0.0843,632.0,61.0,544.0,1196.0
24 Merced,C-IV,August,2016.0,2016.0,2016/17,,,,,,,24515.0,56382.0,,,,,,,,,,,,0.9146,0.9592,0.375,0.0234,1756.0,273.0,3767.0,8639.0
25 Modoc,C-IV,August,2016.0,2016.0,2016/17,,,,,,,521.0,1067.0,,,,,,,,,,,,0.9615,0.9091,0.308,0.0843,43.0,2.0,42.0,78.0
26 Mono,C-IV,August,2016.0,2016.0,2016/17,,,,,,,453.0,800.0,,,,,,,,,,,,1.0,1.0,0.308,0.0843,39.0,8.0,64.0,135.0
27 Monterey,C-IV,August,2016.0,2016.0,2016/17,,,,,,,21492.0,46916.0,,,,,,,,,,,,0.992,0.9706,0.091,0.0401,2022.0,471.0,6360.0,14365.0
28 Napa,C-IV,August,2016.0,2016.0,2016/17,,,,,,,3507.0,7150.0,,,,,,,,,,,,0.988,0.9222,0.308,0.0843,339.0,73.0,719.0,1521.0
29 Nevada,C-IV,August,2016.0,2016.0,2016/17,,,,,,,4372.0,7632.0,,,,,,,,,,,,0.9494,0.8393,0.308,0.0843,421.0,110.0,135.0,241.0
30 Orange,CalWIN,August,2016.0,2016.0,2016/17,,,,,,,123793.0,252589.0,,,,,,,,,,,,0.9902,1.0,0.431,0.0471,9258.0,2459.0,26851.0,58801.0
31 Placer,CalWIN,August,2016.0,2016.0,2016/17,,,,,,,9339.0,17562.0,,,,,,,,,,,,n/a,n/a,0.308,0.0843,735.0,292.0,632.0,1281.0
32 Plumas,C-IV,August,2016.0,2016.0,2016/17,,,,,,,1139.0,2078.0,,,,,,,,,,,,1.0,0.963,0.308,0.0843,151.0,24.0,62.0,96.0
33 Riverside,C-IV,August,2016.0,2016.0,2016/17,,,,,,,130293.0,289177.0,,,,,,,,,,,,0.9954,0.9431,0.2,0.0359,12411.0,3392.0,15053.0,33963.0
34 Sacramento,CalWIN,August,2016.0,2016.0,2016/17,,,,,,,102492.0,212948.0,,,,,,,,,,,,0.9934,0.9912,0.435,0.0386,9172.0,2573.0,8580.0,17093.0
35 San Benito,C-IV,August,2016.0,2016.0,2016/17,,,,,,,2483.0,5466.0,,,,,,,,,,,,0.9495,0.9508,0.308,0.0843,192.0,44.0,338.0,779.0
36 San Bernardino,C-IV,August,2016.0,2016.0,2016/17,,,,,,,180460.0,393474.0,,,,,,,,,,,,0.9953,0.9537,0.234,0.0232,14400.0,3916.0,19360.0,41909.0
37 San Diego,CalWIN,August,2016.0,2016.0,2016/17,,,,,,,142529.0,285700.0,,,,,,,,,,,,0.9855,0.9877,0.288,0.0292,12825.0,4251.0,15010.0,31218.0
38 San Francisco,CalWIN,August,2016.0,2016.0,2016/17,,,,,,,35326.0,53214.0,,,,,,,,,,,,n/a,n/a,0.462,0.0666,3107.0,852.0,3999.0,6453.0
39 San Joaquin,C-IV,August,2016.0,2016.0,2016/17,,,,,,,51802.0,116010.0,,,,,,,,,,,,0.9696,0.8596,0.25,0.0309,3619.0,1264.0,6662.0,14557.0
40 San Luis Obispo,CalWIN,August,2016.0,2016.0,2016/17,,,,,,,9898.0,17929.0,,,,,,,,,,,,n/a,n/a,0.308,0.0843,769.0,188.0,1085.0,2271.0
41 San Mateo,CalWIN,August,2016.0,2016.0,2016/17,,,,,,,14988.0,29060.0,,,,,,,,,,,,0.9619,0.9027,0.308,0.0843,1351.0,279.0,3516.0,6912.0
42 Santa Barbara,CalWIN,August,2016.0,2016.0,2016/17,,,,,,,18158.0,37441.0,,,,,,,,,,,,0.9585,0.9119,0.308,0.0843,1589.0,422.0,4187.0,9667.0
43 Santa Clara,CalWIN,August,2016.0,2016.0,2016/17,,,,,,,52504.0,102959.0,,,,,,,,,,,,0.9862,0.9848,0.261,0.0526,3345.0,803.0,9521.0,19551.0
44 Santa Cruz,CalWIN,August,2016.0,2016.0,2016/17,,,,,,,14361.0,25991.0,,,,,,,,,,,,0.9696,0.991,0.308,0.0843,944.0,272.0,2309.0,4883.0
45 Shasta,C-IV,August,2016.0,2016.0,2016/17,,,,,,,13087.0,24425.0,,,,,,,,,,,,0.9384,0.9574,0.308,0.0843,1305.0,326.0,567.0,906.0
46 Sierra,C-IV,August,2016.0,2016.0,2016/17,,,,,,,163.0,275.0,,,,,,,,,,,,1.0,1.0,0.308,0.0843,12.0,0.0,*,*
47 Siskiyou,C-IV,August,2016.0,2016.0,2016/17,,,,,,,3172.0,6659.0,,,,,,,,,,,,0.9137,0.8763,0.308,0.0843,256.0,58.0,131.0,239.0
48 Solano,CalWIN,August,2016.0,2016.0,2016/17,,,,,,,22402.0,42066.0,,,,,,,,,,,,n/a,n/a,0.2,0.0178,1712.0,449.0,2134.0,4310.0
49 Sonoma,CalWIN,August,2016.0,2016.0,2016/17,,,,,,,18830.0,33256.0,,,,,,,,,,,,0.9429,0.5122,0.308,0.0843,1583.0,424.0,3027.0,6321.0
50 Stanislaus,C-IV,August,2016.0,2016.0,2016/17,,,,,,,41974.0,87836.0,,,,,,,,,,,,0.9783,0.9149,0.286,0.0273,3533.0,908.0,4968.0,10761.0
51 Sutter,C-IV,August,2016.0,2016.0,2016/17,,,,,,,5680.0,13033.0,,,,,,,,,,,,0.979,0.8827,0.308,0.0843,510.0,138.0,594.0,1318.0
52 Tehama,C-IV,August,2016.0,2016.0,2016/17,,,,,,,4559.0,9962.0,,,,,,,,,,,,0.9644,0.9359,0.308,0.0843,399.0,47.0,420.0,890.0
53 Trinity,C-IV,August,2016.0,2016.0,2016/17,,,,,,,996.0,1739.0,,,,,,,,,,,,0.9231,0.3333,0.308,0.0843,102.0,14.0,*,*
54 Tulare,CalWIN,August,2016.0,2016.0,2016/17,,,,,,,51849.0,120370.0,,,,,,,,,,,,0.9923,0.9324,0.167,0.049,3861.0,471.0,7886.0,18647.0
55 Tuolumne,C-IV,August,2016.0,2016.0,2016/17,,,,,,,3111.0,5387.0,,,,,,,,,,,,0.9563,0.9667,0.308,0.0843,284.0,46.0,97.0,150.0
