,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
The Sort & Filter Function allows for filtering data ,,,,,,,,,,,,
Data Sources:,,,,,,DFA 256,DFA 256,MEDS,CF 296,"DFA 296X prior to July 2016, then CF 296 ",Federal SNAPQCS,RADEP
,,,,,,,,,,,,
County,Consortium,Month,Calendar_Year,FFY,SFY,CF_HHs,CF_Persons,MC_Enrollment,Timeliness_30_day_Pct,Timeliness_Exped_Pct_Monthly,Negative_Error_Rate,Active_Error_Rate
30 Orange,CalWIN,March,2015.0,2015.0,2014/15,121176.0,254534.0,850399.0,0.9826,,0.455,0.033
31 Placer,CalWIN,March,2015.0,2015.0,2014/15,9362.0,18421.0,61333.0,0.955,,0.275,0.0457
32 Plumas,C-IV,March,2015.0,2015.0,2014/15,1108.0,2069.0,5636.0,1.0,,0.275,0.0457
33 Riverside,C-IV,March,2015.0,2015.0,2014/15,126279.0,289452.0,785035.0,0.998,,0.162,0.0774
34 Sacramento,CalWIN,March,2015.0,2015.0,2014/15,103740.0,218762.0,528186.0,0.9933,,0.6,0.0
35 San Benito,C-IV,March,2015.0,2015.0,2014/15,2798.0,6296.0,17663.0,1.0,,0.275,0.0457
36 San Bernardino,C-IV,March,2015.0,2015.0,2014/15,177716.0,397914.0,831166.0,0.9999,,0.091,0.0558
37 San Diego,CalWIN,March,2015.0,2015.0,2014/15,141036.0,288873.0,834440.0,0.9101,,0.5,0.0077
38 San Francisco,CalWIN,March,2015.0,2015.0,2014/15,33422.0,51166.0,221350.0,0.9673,,0.8,0.0848
39 San Joaquin,C-IV,March,2015.0,2015.0,2014/15,52834.0,121802.0,285604.0,0.9925,,0.0,0.0178
40 San Luis Obispo,CalWIN,March,2015.0,2015.0,2014/15,9977.0,18523.0,59547.0,0.985,,0.275,0.0457
41 San Mateo,CalWIN,March,2015.0,2015.0,2014/15,16136.0,31984.0,148552.0,0.9851,,0.275,0.0457
42 Santa Barbara,CalWIN,March,2015.0,2015.0,2014/15,17397.0,37994.0,131306.0,0.8714,,0.275,0.0457
43 Santa Clara,CalWIN,March,2015.0,2015.0,2014/15,55629.0,112501.0,424842.0,0.9672,,0.571,0.0191
44 Santa Cruz,CalWIN,March,2015.0,2015.0,2014/15,13628.0,26056.0,75019.0,0.9313,,0.275,0.0457
45 Shasta,C-IV,March,2015.0,2015.0,2014/15,13017.0,25029.0,64395.0,0.9508,,0.275,0.0457
46 Sierra,C-IV,March,2015.0,2015.0,2014/15,179.0,320.0,814.0,1.0,,0.275,0.0457
47 Siskiyou,C-IV,March,2015.0,2015.0,2014/15,3255.0,7078.0,16773.0,1.0,,0.275,0.0457
48 Solano,CalWIN,March,2015.0,2015.0,2014/15,22470.0,43481.0,116013.0,0.9489,,1.0,0.0241
49 Sonoma,CalWIN,March,2015.0,2015.0,2014/15,20083.0,36101.0,121893.0,0.9232,,0.275,0.0457
50 Stanislaus,C-IV,March,2015.0,2015.0,2014/15,42979.0,92061.0,225886.0,0.9556,,0.2,0.0127
51 Sutter,C-IV,March,2015.0,2015.0,2014/15,5597.0,12980.0,39540.0,0.9721,,0.275,0.0457
52 Tehama,C-IV,March,2015.0,2015.0,2014/15,4719.0,10276.0,26747.0,0.9735,,0.275,0.0457
53 Trinity,C-IV,March,2015.0,2015.0,2014/15,1000.0,1794.0,4886.0,0.9412,,0.275,0.0457
54 Tulare,CalWIN,March,2015.0,2015.0,2014/15,52884.0,125255.0,240257.0,0.9825,,0.6,0.0461
55 Tuolumne,C-IV,March,2015.0,2015.0,2014/15,3063.0,5453.0,14183.0,0.9438,,0.275,0.0457
56 Ventura,CalWIN,March,2015.0,2015.0,2014/15,37200.0,75560.0,221528.0,0.9817,,0.667,0.0426
57 Yolo,CalWIN,March,2015.0,2015.0,2014/15,9986.0,20413.0,55359.0,0.9131,,0.275,0.0457
58 Yuba,C-IV,March,2015.0,2015.0,2014/15,6129.0,13410.0,30378.0,1.0,,0.275,0.0457
00 National Avg*,n/a,April,2015.0,2015.0,2014/15,,,,,,0.254,0.054
00 Statewide,n/a,April,2015.0,2015.0,2014/15,2119268.0,4462799.0,12671839.0,0.9721,,0.31,0.0575
01 Alameda,CalWIN,April,2015.0,2015.0,2014/15,61121.0,119790.0,422488.0,0.8351,,0.857,0.057
02 Alpine,C-IV,April,2015.0,2015.0,2014/15,102.0,163.0,358.0,1.0,,0.309,0.0397
03 Amador,C-IV,April,2015.0,2015.0,2014/15,1814.0,3438.0,7818.0,1.0,,0.309,0.0397
04 Butte,C-IV,April,2015.0,2015.0,2014/15,16430.0,31927.0,80578.0,0.9457,,0.309,0.0397
05 Calaveras,C-IV,April,2015.0,2015.0,2014/15,2928.0,5509.0,11721.0,1.0,,0.309,0.0397
06 Colusa,C-IV,April,2015.0,2015.0,2014/15,726.0,1725.0,8510.0,0.875,,0.309,0.0397
07 Contra Costa,CalWIN,April,2015.0,2015.0,2014/15,35311.0,71323.0,261629.0,0.9684,,0.571,0.0278
08 Del Norte,C-IV,April,2015.0,2015.0,2014/15,2493.0,5146.0,11270.0,1.0,,0.309,0.0397
09 El Dorado,C-IV,April,2015.0,2015.0,2014/15,7359.0,13261.0,37358.0,0.995,,0.309,0.0397
10 Fresno,CalWIN,April,2015.0,2015.0,2014/15,97856.0,229388.0,461571.0,0.941,,0.111,0.0227
11 Glenn,C-IV,April,2015.0,2015.0,2014/15,1521.0,3682.0,11605.0,1.0,,0.309,0.0397
12 Humboldt,C-IV,April,2015.0,2015.0,2014/15,11942.0,20875.0,49690.0,0.9983,,0.309,0.0397
13 Imperial,C-IV,April,2015.0,2015.0,2014/15,16913.0,42432.0,90323.0,0.9486,,0.309,0.0397
14 Inyo,C-IV,April,2015.0,2015.0,2014/15,1042.0,2073.0,5403.0,1.0,,0.309,0.0397
15 Kern,C-IV,April,2015.0,2015.0,2014/15,66165.0,157116.0,376924.0,0.9938,,0.182,0.0054
16 Kings,C-IV,April,2015.0,2015.0,2014/15,10570.0,24693.0,55088.0,0.998,,0.309,0.0397
17 Lake,C-IV,April,2015.0,2015.0,2014/15,6132.0,11957.0,29714.0,0.9803,,0.309,0.0397
18 Lassen,C-IV,April,2015.0,2015.0,2014/15,1544.0,3212.0,7449.0,0.9437,,0.309,0.0397
19 Los Angeles,LRS,April,2015.0,2015.0,2014/15,584978.0,1178282.0,3728723.0,0.9708,,0.458,0.0516
20 Madera,C-IV,April,2015.0,2015.0,2014/15,12125.0,29932.0,69136.0,1.0,,0.309,0.0397
21 Marin,C-IV,April,2015.0,2015.0,2014/15,6426.0,10485.0,42881.0,0.9693,,0.309,0.0397
22 Mariposa,C-IV,April,2015.0,2015.0,2014/15,1113.0,2127.0,4755.0,1.0,,0.309,0.0397
23 Mendocino,C-IV,April,2015.0,2015.0,2014/15,6965.0,13008.0,39289.0,1.0,,0.309,0.0397
24 Merced,C-IV,April,2015.0,2015.0,2014/15,25216.0,58981.0,134912.0,0.9966,,0.333,0.0155
25 Modoc,C-IV,April,2015.0,2015.0,2014/15,465.0,1012.0,3159.0,0.8947,,0.309,0.0397
26 Mono,C-IV,April,2015.0,2015.0,2014/15,522.0,852.0,3584.0,0.963,,0.309,0.0397
27 Monterey,C-IV,April,2015.0,2015.0,2014/15,24412.0,54990.0,169139.0,1.0,,0.1,0.0604
28 Napa,C-IV,April,2015.0,2015.0,2014/15,3705.0,7653.0,31531.0,0.9881,,0.309,0.0397
29 Nevada,C-IV,April,2015.0,2015.0,2014/15,4235.0,7675.0,23926.0,0.9889,,0.309,0.0397
30 Orange,CalWIN,April,2015.0,2015.0,2014/15,121210.0,254662.0,857035.0,0.9878,,0.4,0.0304
31 Placer,CalWIN,April,2015.0,2015.0,2014/15,9342.0,18325.0,61789.0,0.9822,,0.309,0.0397
32 Plumas,C-IV,April,2015.0,2015.0,2014/15,1126.0,2151.0,5679.0,1.0,,0.309,0.0397
33 Riverside,C-IV,April,2015.0,2015.0,2014/15,126536.0,290231.0,791869.0,0.9969,,0.143,0.0718
34 Sacramento,CalWIN,April,2015.0,2015.0,2014/15,103785.0,219096.0,531208.0,0.9919,,0.692,0.0
35 San Benito,C-IV,April,2015.0,2015.0,2014/15,2781.0,6283.0,17814.0,0.9921,,0.309,0.0397
36 San Bernardino,C-IV,April,2015.0,2015.0,2014/15,178228.0,398523.0,840942.0,0.9998,,0.1,0.0505
37 San Diego,CalWIN,April,2015.0,2015.0,2014/15,141303.0,289089.0,842963.0,0.9383,,0.5,0.0156
38 San Francisco,CalWIN,April,2015.0,2015.0,2014/15,33614.0,51449.0,221558.0,0.9696,,0.833,0.0772
39 San Joaquin,C-IV,April,2015.0,2015.0,2014/15,53153.0,122470.0,287287.0,0.994,,0.063,0.0182
40 San Luis Obispo,CalWIN,April,2015.0,2015.0,2014/15,9993.0,18578.0,59952.0,0.9805,,0.309,0.0397
41 San Mateo,CalWIN,April,2015.0,2015.0,2014/15,16200.0,31947.0,149966.0,0.9728,,0.309,0.0397
42 Santa Barbara,CalWIN,April,2015.0,2015.0,2014/15,17403.0,37966.0,132295.0,0.9529,,0.309,0.0397
43 Santa Clara,CalWIN,April,2015.0,2015.0,2014/15,55523.0,111985.0,427997.0,0.9674,,0.571,0.0162
44 Santa Cruz,CalWIN,April,2015.0,2015.0,2014/15,13787.0,26274.0,75736.0,0.9704,,0.309,0.0397
45 Shasta,C-IV,April,2015.0,2015.0,2014/15,13084.0,25180.0,64533.0,0.9669,,0.309,0.0397
46 Sierra,C-IV,April,2015.0,2015.0,2014/15,178.0,324.0,819.0,1.0,,0.309,0.0397
47 Siskiyou,C-IV,April,2015.0,2015.0,2014/15,3279.0,7132.0,16905.0,0.9848,,0.309,0.0397
48 Solano,CalWIN,April,2015.0,2015.0,2014/15,22650.0,43830.0,116893.0,0.9451,,0.5,0.0219
49 Sonoma,CalWIN,April,2015.0,2015.0,2014/15,20098.0,36090.0,122660.0,0.9183,,0.309,0.0397
50 Stanislaus,C-IV,April,2015.0,2015.0,2014/15,43265.0,92704.0,227832.0,0.9859,,0.167,0.0176
51 Sutter,C-IV,April,2015.0,2015.0,2014/15,5646.0,13160.0,39941.0,0.9682,,0.309,0.0397
52 Tehama,C-IV,April,2015.0,2015.0,2014/15,4754.0,10371.0,26881.0,0.9649,,0.309,0.0397
53 Trinity,C-IV,April,2015.0,2015.0,2014/15,1004.0,1808.0,4939.0,0.9388,,0.309,0.0397
54 Tulare,CalWIN,April,2015.0,2015.0,2014/15,52745.0,125269.0,241689.0,0.9853,,0.5,0.0398
55 Tuolumne,C-IV,April,2015.0,2015.0,2014/15,3126.0,5559.0,14250.0,0.9509,,0.309,0.0397
56 Ventura,CalWIN,April,2015.0,2015.0,2014/15,37080.0,75528.0,223446.0,0.9842,,0.5,0.0424
57 Yolo,CalWIN,April,2015.0,2015.0,2014/15,10077.0,20591.0,55910.0,0.9536,,0.309,0.0397
58 Yuba,C-IV,April,2015.0,2015.0,2014/15,6167.0,13517.0,30519.0,1.0,,0.309,0.0397
00 National Avg*,n/a,May,2015.0,2015.0,2014/15,,,,,,0.254,0.054
00 Statewide,n/a,May,2015.0,2015.0,2014/15,2124142.0,4467237.0,12714221.0,0.9767,,0.292,0.0521
01 Alameda,CalWIN,May,2015.0,2015.0,2014/15,61465.0,120287.0,421856.0,0.8107,,0.875,0.0508
02 Alpine,C-IV,May,2015.0,2015.0,2014/15,101.0,170.0,358.0,1.0,,0.297,0.0376
03 Amador,C-IV,May,2015.0,2015.0,2014/15,1818.0,3449.0,7831.0,1.0,,0.297,0.0376
04 Butte,C-IV,May,2015.0,2015.0,2014/15,16559.0,31989.0,80876.0,0.9416,,0.297,0.0376
05 Calaveras,C-IV,May,2015.0,2015.0,2014/15,2926.0,5513.0,11735.0,1.0,,0.297,0.0376
06 Colusa,C-IV,May,2015.0,2015.0,2014/15,720.0,1710.0,8536.0,1.0,,0.297,0.0376
07 Contra Costa,CalWIN,May,2015.0,2015.0,2014/15,35317.0,71701.0,261692.0,0.9659,,0.5,0.025
08 Del Norte,C-IV,May,2015.0,2015.0,2014/15,2482.0,5109.0,11306.0,1.0,,0.297,0.0376
09 El Dorado,C-IV,May,2015.0,2015.0,2014/15,7387.0,13311.0,37358.0,0.9972,,0.297,0.0376
10 Fresno,CalWIN,May,2015.0,2015.0,2014/15,98200.0,228879.0,462781.0,0.9526,,0.182,0.0266
11 Glenn,C-IV,May,2015.0,2015.0,2014/15,1503.0,3612.0,11635.0,1.0,,0.297,0.0376
12 Humboldt,C-IV,May,2015.0,2015.0,2014/15,12022.0,20952.0,49769.0,0.9979,,0.297,0.0376
13 Imperial,C-IV,May,2015.0,2015.0,2014/15,16977.0,42572.0,90622.0,0.9641,,0.297,0.0376
14 Inyo,C-IV,May,2015.0,2015.0,2014/15,1040.0,2050.0,5376.0,1.0,,0.297,0.0376
15 Kern,C-IV,May,2015.0,2015.0,2014/15,66771.0,159123.0,379605.0,0.9942,,0.179,0.008
16 Kings,C-IV,May,2015.0,2015.0,2014/15,10621.0,24789.0,55263.0,1.0,,0.297,0.0376
17 Lake,C-IV,May,2015.0,2015.0,2014/15,6177.0,12038.0,29800.0,0.9667,,0.297,0.0376
18 Lassen,C-IV,May,2015.0,2015.0,2014/15,1569.0,3242.0,7490.0,0.9333,,0.297,0.0376
19 Los Angeles,LRS,May,2015.0,2015.0,2014/15,584304.0,1176878.0,3751791.0,0.9771,,0.419,0.0468
20 Madera,C-IV,May,2015.0,2015.0,2014/15,12141.0,29983.0,69280.0,0.9921,,0.297,0.0376
21 Marin,C-IV,May,2015.0,2015.0,2014/15,6501.0,10609.0,42973.0,0.9773,,0.297,0.0376
22 Mariposa,C-IV,May,2015.0,2015.0,2014/15,1118.0,2133.0,4726.0,0.9524,,0.297,0.0376
23 Mendocino,C-IV,May,2015.0,2015.0,2014/15,6944.0,12963.0,39271.0,1.0,,0.297,0.0376
24 Merced,C-IV,May,2015.0,2015.0,2014/15,25259.0,58915.0,135425.0,0.9975,,0.286,0.0138
25 Modoc,C-IV,May,2015.0,2015.0,2014/15,467.0,1011.0,3132.0,1.0,,0.297,0.0376
26 Mono,C-IV,May,2015.0,2015.0,2014/15,525.0,854.0,3593.0,1.0,,0.297,0.0376
27 Monterey,C-IV,May,2015.0,2015.0,2014/15,23959.0,53794.0,170437.0,1.0,,0.286,0.0605
28 Napa,C-IV,May,2015.0,2015.0,2014/15,3663.0,7576.0,31441.0,0.9739,,0.297,0.0376
29 Nevada,C-IV,May,2015.0,2015.0,2014/15,4244.0,7728.0,24006.0,0.9689,,0.297,0.0376
30 Orange,CalWIN,May,2015.0,2015.0,2014/15,121571.0,255037.0,856972.0,0.9871,,0.333,0.0358
31 Placer,CalWIN,May,2015.0,2015.0,2014/15,9306.0,18279.0,61911.0,0.9733,,0.297,0.0376
32 Plumas,C-IV,May,2015.0,2015.0,2014/15,1130.0,2023.0,5677.0,1.0,,0.297,0.0376
33 Riverside,C-IV,May,2015.0,2015.0,2014/15,127058.0,290676.0,794370.0,0.9985,,0.164,0.0617
34 Sacramento,CalWIN,May,2015.0,2015.0,2014/15,104366.0,220122.0,530559.0,0.9893,,0.625,0.0012
35 San Benito,C-IV,May,2015.0,2015.0,2014/15,2779.0,6227.0,17789.0,1.0,,0.297,0.0376
36 San Bernardino,C-IV,May,2015.0,2015.0,2014/15,178811.0,399048.0,844157.0,0.9997,,0.083,0.0446
37 San Diego,CalWIN,May,2015.0,2015.0,2014/15,142260.0,290993.0,842355.0,0.971,,0.429,0.0122
38 San Francisco,CalWIN,May,2015.0,2015.0,2014/15,33793.0,51839.0,221190.0,0.9809,,0.833,0.0685
39 San Joaquin,C-IV,May,2015.0,2015.0,2014/15,53207.0,122293.0,288133.0,0.9956,,0.095,0.0223
40 San Luis Obispo,CalWIN,May,2015.0,2015.0,2014/15,10070.0,18689.0,60096.0,0.9714,,0.297,0.0376
41 San Mateo,CalWIN,May,2015.0,2015.0,2014/15,16245.0,32034.0,150630.0,0.9681,,0.297,0.0376
42 Santa Barbara,CalWIN,May,2015.0,2015.0,2014/15,17283.0,37584.0,132972.0,0.9382,,0.297,0.0376
43 Santa Clara,CalWIN,May,2015.0,2015.0,2014/15,55531.0,111660.0,430244.0,0.9754,,0.5,0.0175
44 Santa Cruz,CalWIN,May,2015.0,2015.0,2014/15,13861.0,26154.0,76204.0,0.9851,,0.297,0.0376
45 Shasta,C-IV,May,2015.0,2015.0,2014/15,13117.0,25256.0,64639.0,0.9767,,0.297,0.0376
46 Sierra,C-IV,May,2015.0,2015.0,2014/15,176.0,326.0,830.0,1.0,,0.297,0.0376
47 Siskiyou,C-IV,May,2015.0,2015.0,2014/15,3288.0,7109.0,16935.0,0.991,,0.297,0.0376
48 Solano,CalWIN,May,2015.0,2015.0,2014/15,22818.0,43974.0,117086.0,0.9623,,0.5,0.0225
49 Sonoma,CalWIN,May,2015.0,2015.0,2014/15,20228.0,36237.0,122823.0,0.9434,,0.297,0.0376
50 Stanislaus,C-IV,May,2015.0,2015.0,2014/15,43587.0,92989.0,228928.0,0.9815,,0.143,0.0167
51 Sutter,C-IV,May,2015.0,2015.0,2014/15,5687.0,13207.0,40191.0,0.9628,,0.297,0.0376
52 Tehama,C-IV,May,2015.0,2015.0,2014/15,4780.0,10458.0,26943.0,0.9801,,0.297,0.0376
53 Trinity,C-IV,May,2015.0,2015.0,2014/15,1005.0,1813.0,4937.0,1.0,,0.297,0.0376
54 Tulare,CalWIN,May,2015.0,2015.0,2014/15,52745.0,124980.0,242550.0,0.9906,,0.429,0.037
55 Tuolumne,C-IV,May,2015.0,2015.0,2014/15,3147.0,5576.0,14329.0,0.9528,,0.297,0.0376
56 Ventura,CalWIN,May,2015.0,2015.0,2014/15,37155.0,75585.0,224466.0,0.9751,,0.444,0.0493
57 Yolo,CalWIN,May,2015.0,2015.0,2014/15,10153.0,20602.0,55828.0,0.9552,,0.297,0.0376
58 Yuba,C-IV,May,2015.0,2015.0,2014/15,6205.0,13527.0,30513.0,1.0,,0.297,0.0376
00 National Avg*,n/a,June,2015.0,2015.0,2014/15,,,,,,0.254,0.054
00 Statewide,n/a,June,2015.0,2015.0,2014/15,2136207.0,4475536.0,12761623.0,0.9726,,0.284,0.0462
01 Alameda,CalWIN,June,2015.0,2015.0,2014/15,62196.0,121033.0,423922.0,0.7968,,0.9,0.0461
02 Alpine,C-IV,June,2015.0,2015.0,2014/15,101.0,178.0,356.0,1.0,,0.299,0.0287
03 Amador,C-IV,June,2015.0,2015.0,2014/15,1831.0,3473.0,7927.0,0.9889,,0.299,0.0287
04 Butte,C-IV,June,2015.0,2015.0,2014/15,16678.0,32182.0,80853.0,0.919,,0.299,0.0287
05 Calaveras,C-IV,June,2015.0,2015.0,2014/15,2909.0,5462.0,11702.0,1.0,,0.299,0.0287
06 Colusa,C-IV,June,2015.0,2015.0,2014/15,686.0,1618.0,8551.0,1.0,,0.299,0.0287
07 Contra Costa,CalWIN,June,2015.0,2015.0,2014/15,35631.0,71768.0,262026.0,0.9547,,0.444,0.0228
08 Del Norte,C-IV,June,2015.0,2015.0,2014/15,2485.0,5124.0,11345.0,1.0,,0.299,0.0287
09 El Dorado,C-IV,June,2015.0,2015.0,2014/15,7398.0,13284.0,37259.0,1.0,,0.299,0.0287
10 Fresno,CalWIN,June,2015.0,2015.0,2014/15,98149.0,228327.0,465332.0,0.9449,,0.154,0.0245
11 Glenn,C-IV,June,2015.0,2015.0,2014/15,1519.0,3644.0,11690.0,1.0,,0.299,0.0287
12 Humboldt,C-IV,June,2015.0,2015.0,2014/15,12208.0,21206.0,49871.0,1.0,,0.299,0.0287
13 Imperial,C-IV,June,2015.0,2015.0,2014/15,17134.0,42903.0,90600.0,0.9756,,0.299,0.0287
14 Inyo,C-IV,June,2015.0,2015.0,2014/15,1046.0,2070.0,5426.0,1.0,,0.299,0.0287
15 Kern,C-IV,June,2015.0,2015.0,2014/15,67619.0,159735.0,379173.0,0.9958,,0.162,0.0078
16 Kings,C-IV,June,2015.0,2015.0,2014/15,10726.0,24869.0,55023.0,0.9981,,0.299,0.0287
17 Lake,C-IV,June,2015.0,2015.0,2014/15,6194.0,12029.0,29810.0,0.9758,,0.299,0.0287
18 Lassen,C-IV,June,2015.0,2015.0,2014/15,1570.0,3251.0,7505.0,0.9492,,0.299,0.0287
19 Los Angeles,LRS,June,2015.0,2015.0,2014/15,586149.0,1178369.0,3779398.0,0.9688,,0.425,0.0405
20 Madera,C-IV,June,2015.0,2015.0,2014/15,12172.0,29950.0,69008.0,0.9974,,0.299,0.0287
21 Marin,C-IV,June,2015.0,2015.0,2014/15,6504.0,10674.0,42825.0,0.979,,0.299,0.0287
22 Mariposa,C-IV,June,2015.0,2015.0,2014/15,1128.0,2144.0,4689.0,1.0,,0.299,0.0287
23 Mendocino,C-IV,June,2015.0,2015.0,2014/15,7014.0,13115.0,39398.0,1.0,,0.299,0.0287
24 Merced,C-IV,June,2015.0,2015.0,2014/15,25407.0,59053.0,135403.0,0.9967,,0.222,0.012
25 Modoc,C-IV,June,2015.0,2015.0,2014/15,461.0,985.0,3102.0,1.0,,0.299,0.0287
26 Mono,C-IV,June,2015.0,2015.0,2014/15,527.0,867.0,3579.0,1.0,,0.299,0.0287
27 Monterey,C-IV,June,2015.0,2015.0,2014/15,23132.0,51671.0,170593.0,1.0,,0.25,0.0552
28 Napa,C-IV,June,2015.0,2015.0,2014/15,3660.0,7496.0,31327.0,1.0,,0.299,0.0287
29 Nevada,C-IV,June,2015.0,2015.0,2014/15,4294.0,7803.0,24110.0,0.9956,,0.299,0.0287
30 Orange,CalWIN,June,2015.0,2015.0,2014/15,122853.0,256383.0,860197.0,0.9819,,0.381,0.0398
31 Placer,CalWIN,June,2015.0,2015.0,2014/15,9376.0,18372.0,62077.0,0.9664,,0.299,0.0287
32 Plumas,C-IV,June,2015.0,2015.0,2014/15,1108.0,2073.0,5684.0,1.0,,0.299,0.0287
33 Riverside,C-IV,June,2015.0,2015.0,2014/15,128538.0,293280.0,792000.0,0.9985,,0.149,0.0562
34 Sacramento,CalWIN,June,2015.0,2015.0,2014/15,105099.0,220476.0,531563.0,0.9892,,0.579,0.0028
35 San Benito,C-IV,June,2015.0,2015.0,2014/15,2760.0,6123.0,17711.0,1.0,,0.299,0.0287
36 San Bernardino,C-IV,June,2015.0,2015.0,2014/15,180636.0,401562.0,843769.0,0.9999,,0.082,0.0374
37 San Diego,CalWIN,June,2015.0,2015.0,2014/15,143702.0,292474.0,848389.0,0.96,,0.455,0.0102
38 San Francisco,CalWIN,June,2015.0,2015.0,2014/15,34200.0,52121.0,221477.0,0.9669,,0.714,0.063
39 San Joaquin,C-IV,June,2015.0,2015.0,2014/15,53379.0,122269.0,288628.0,0.9946,,0.077,0.0222
40 San Luis Obispo,CalWIN,June,2015.0,2015.0,2014/15,10060.0,18604.0,60208.0,0.9902,,0.299,0.0287
41 San Mateo,CalWIN,June,2015.0,2015.0,2014/15,16459.0,32186.0,151724.0,0.9804,,0.299,0.0287
42 Santa Barbara,CalWIN,June,2015.0,2015.0,2014/15,17095.0,36940.0,133792.0,0.9673,,0.299,0.0287
43 Santa Clara,CalWIN,June,2015.0,2015.0,2014/15,55599.0,111394.0,432488.0,0.9814,,0.5,0.0204
44 Santa Cruz,CalWIN,June,2015.0,2015.0,2014/15,13896.0,25985.0,76749.0,0.9479,,0.299,0.0287
45 Shasta,C-IV,June,2015.0,2015.0,2014/15,13070.0,25185.0,64671.0,0.9566,,0.299,0.0287
46 Sierra,C-IV,June,2015.0,2015.0,2014/15,174.0,317.0,820.0,1.0,,0.299,0.0287
47 Siskiyou,C-IV,June,2015.0,2015.0,2014/15,3283.0,7039.0,16932.0,0.9926,,0.299,0.0287
48 Solano,CalWIN,June,2015.0,2015.0,2014/15,23070.0,44061.0,117443.0,0.9667,,0.667,0.0202
49 Sonoma,CalWIN,June,2015.0,2015.0,2014/15,20245.0,36302.0,122938.0,0.9546,,0.299,0.0287
50 Stanislaus,C-IV,June,2015.0,2015.0,2014/15,43676.0,92933.0,228293.0,0.9921,,0.111,0.0145
51 Sutter,C-IV,June,2015.0,2015.0,2014/15,5707.0,13246.0,40199.0,0.9648,,0.299,0.0287
52 Tehama,C-IV,June,2015.0,2015.0,2014/15,4812.0,10504.0,26825.0,0.98,,0.299,0.0287
53 Trinity,C-IV,June,2015.0,2015.0,2014/15,1006.0,1831.0,4950.0,0.9815,,0.299,0.0287
54 Tulare,CalWIN,June,2015.0,2015.0,2014/15,52859.0,124359.0,243873.0,0.9942,,0.375,0.034
55 Tuolumne,C-IV,June,2015.0,2015.0,2014/15,3174.0,5596.0,14334.0,0.9313,,0.299,0.0287
56 Ventura,CalWIN,June,2015.0,2015.0,2014/15,37335.0,75343.0,225365.0,0.9766,,0.4,0.067
57 Yolo,CalWIN,June,2015.0,2015.0,2014/15,10209.0,20645.0,56290.0,0.9464,,0.299,0.0287
58 Yuba,C-IV,June,2015.0,2015.0,2014/15,6299.0,13650.0,30431.0,1.0,,0.299,0.0287
00 National Avg*,n/a,July,2015.0,2015.0,2015/16,,,,,,0.254,0.054
00 Statewide,n/a,July,2015.0,2015.0,2015/16,2140719.0,4480570.0,12834234.0,0.9684,,0.297,0.0437
01 Alameda,CalWIN,July,2015.0,2015.0,2015/16,62663.0,121577.0,425013.0,0.7846,,0.833,0.0411
02 Alpine,C-IV,July,2015.0,2015.0,2015/16,101.0,171.0,361.0,1.0,,0.28,0.0263
03 Amador,C-IV,July,2015.0,2015.0,2015/16,1823.0,3445.0,7980.0,1.0,,0.28,0.0263
04 Butte,C-IV,July,2015.0,2015.0,2015/16,16729.0,32207.0,81470.0,0.9201,,0.28,0.0263
05 Calaveras,C-IV,July,2015.0,2015.0,2015/16,2924.0,5498.0,11710.0,1.0,,0.28,0.0263
06 Colusa,C-IV,July,2015.0,2015.0,2015/16,661.0,1563.0,8600.0,1.0,,0.28,0.0263
07 Contra Costa,CalWIN,July,2015.0,2015.0,2015/16,36075.0,72362.0,262413.0,0.9657,,0.5,0.0258
08 Del Norte,C-IV,July,2015.0,2015.0,2015/16,2514.0,5205.0,11407.0,1.0,,0.28,0.0263
09 El Dorado,C-IV,July,2015.0,2015.0,2015/16,7405.0,13278.0,37403.0,1.0,,0.28,0.0263
10 Fresno,CalWIN,July,2015.0,2015.0,2015/16,97947.0,227770.0,468553.0,0.9442,,0.267,0.0271
11 Glenn,C-IV,July,2015.0,2015.0,2015/16,1528.0,3645.0,11768.0,1.0,,0.28,0.0263
12 Humboldt,C-IV,July,2015.0,2015.0,2015/16,12084.0,21066.0,50161.0,1.0,,0.28,0.0263
13 Imperial,C-IV,July,2015.0,2015.0,2015/16,17367.0,43485.0,91240.0,0.9763,,0.28,0.0263
14 Inyo,C-IV,July,2015.0,2015.0,2015/16,1049.0,2076.0,5500.0,1.0,,0.28,0.0263
15 Kern,C-IV,July,2015.0,2015.0,2015/16,67912.0,160254.0,382279.0,0.9916,,0.175,0.0068
16 Kings,C-IV,July,2015.0,2015.0,2015/16,10785.0,24942.0,55440.0,0.9981,,0.28,0.0263
17 Lake,C-IV,July,2015.0,2015.0,2015/16,6253.0,12127.0,30020.0,0.9902,,0.28,0.0263
18 Lassen,C-IV,July,2015.0,2015.0,2015/16,1540.0,3205.0,7575.0,0.8852,,0.28,0.0263
19 Los Angeles,LRS,July,2015.0,2015.0,2015/16,588075.0,1183107.0,3807563.0,0.9598,,0.439,0.0362
20 Madera,C-IV,July,2015.0,2015.0,2015/16,12063.0,29699.0,68833.0,0.9881,,0.28,0.0263
21 Marin,C-IV,July,2015.0,2015.0,2015/16,6511.0,10687.0,43077.0,0.9942,,0.28,0.0263
