,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
The Sort & Filter Function allows for filtering data ,,,,,,,,,,,,
Data Sources:,,,,,,DFA 256,DFA 256,MEDS,CF 296,"DFA 296X prior to July 2016, then CF 296 ",Federal SNAPQCS,RADEP
,,,,,,,,,,,,
County,Consortium,Month,Calendar_Year,FFY,SFY,CF_HHs,CF_Persons,MC_Enrollment,Timeliness_30_day_Pct,Timeliness_Exped_Pct_Monthly,Negative_Error_Rate,Active_Error_Rate
22 Mariposa,C-IV,July,2015.0,2015.0,2015/16,1122.0,2152.0,4705.0,1.0,,0.28,0.0263
23 Mendocino,C-IV,July,2015.0,2015.0,2015/16,7077.0,13204.0,39634.0,0.9951,,0.28,0.0263
24 Merced,C-IV,July,2015.0,2015.0,2015/16,25373.0,58778.0,136013.0,0.9977,,0.2,0.0144
25 Modoc,C-IV,July,2015.0,2015.0,2015/16,455.0,966.0,3103.0,1.0,,0.28,0.0263
26 Mono,C-IV,July,2015.0,2015.0,2015/16,520.0,856.0,3596.0,0.9615,,0.28,0.0263
27 Monterey,C-IV,July,2015.0,2015.0,2015/16,22745.0,50601.0,171822.0,1.0,,0.294,0.0532
28 Napa,C-IV,July,2015.0,2015.0,2015/16,3632.0,7444.0,31510.0,0.9699,,0.28,0.0263
29 Nevada,C-IV,July,2015.0,2015.0,2015/16,4272.0,7776.0,24184.0,1.0,,0.28,0.0263
30 Orange,CalWIN,July,2015.0,2015.0,2015/16,123718.0,257750.0,864479.0,0.9867,,0.458,0.0404
31 Placer,CalWIN,July,2015.0,2015.0,2015/16,9410.0,18190.0,62234.0,0.9466,,0.28,0.0263
32 Plumas,C-IV,July,2015.0,2015.0,2015/16,1061.0,1993.0,5723.0,1.0,,0.28,0.0263
33 Riverside,C-IV,July,2015.0,2015.0,2015/16,129532.0,295239.0,797759.0,0.9985,,0.148,0.0561
34 Sacramento,CalWIN,July,2015.0,2015.0,2015/16,105023.0,219932.0,533138.0,0.9894,,0.591,0.0025
35 San Benito,C-IV,July,2015.0,2015.0,2015/16,2702.0,5988.0,17842.0,0.9908,,0.28,0.0263
36 San Bernardino,C-IV,July,2015.0,2015.0,2015/16,181362.0,403228.0,845971.0,0.9995,,0.098,0.0339
37 San Diego,CalWIN,July,2015.0,2015.0,2015/16,143440.0,291188.0,851874.0,0.9515,,0.462,0.0108
38 San Francisco,CalWIN,July,2015.0,2015.0,2015/16,34244.0,52180.0,222391.0,0.9668,,0.75,0.0756
39 San Joaquin,C-IV,July,2015.0,2015.0,2015/16,53401.0,122077.0,290129.0,0.992,,0.071,0.0259
40 San Luis Obispo,CalWIN,July,2015.0,2015.0,2015/16,10090.0,18642.0,60449.0,0.9646,,0.28,0.0263
41 San Mateo,CalWIN,July,2015.0,2015.0,2015/16,16305.0,31752.0,152671.0,0.988,,0.28,0.0263
42 Santa Barbara,CalWIN,July,2015.0,2015.0,2015/16,17002.0,36443.0,134769.0,0.9645,,0.28,0.0263
43 Santa Clara,CalWIN,July,2015.0,2015.0,2015/16,55399.0,110974.0,434587.0,0.98,,0.455,0.018
44 Santa Cruz,CalWIN,July,2015.0,2015.0,2015/16,13892.0,25934.0,77000.0,0.9731,,0.28,0.0263
45 Shasta,C-IV,July,2015.0,2015.0,2015/16,13115.0,25293.0,64849.0,0.9668,,0.28,0.0263
46 Sierra,C-IV,July,2015.0,2015.0,2015/16,171.0,317.0,815.0,1.0,,0.28,0.0263
47 Siskiyou,C-IV,July,2015.0,2015.0,2015/16,3250.0,6992.0,17030.0,0.9854,,0.28,0.0263
48 Solano,CalWIN,July,2015.0,2015.0,2015/16,23149.0,44119.0,118008.0,0.9752,,0.75,0.0207
49 Sonoma,CalWIN,July,2015.0,2015.0,2015/16,20183.0,36183.0,123126.0,0.925,,0.28,0.0263
50 Stanislaus,C-IV,July,2015.0,2015.0,2015/16,43553.0,92572.0,230211.0,0.9917,,0.1,0.0154
51 Sutter,C-IV,July,2015.0,2015.0,2015/16,5712.0,13236.0,40564.0,0.9787,,0.28,0.0263
52 Tehama,C-IV,July,2015.0,2015.0,2015/16,4816.0,10543.0,26942.0,0.9548,,0.28,0.0263
53 Trinity,C-IV,July,2015.0,2015.0,2015/16,1035.0,1867.0,5023.0,0.9836,,0.28,0.0263
54 Tulare,CalWIN,July,2015.0,2015.0,2015/16,52900.0,123955.0,245243.0,0.991,,0.333,0.0319
55 Tuolumne,C-IV,July,2015.0,2015.0,2015/16,3156.0,5603.0,14409.0,0.8767,,0.28,0.0263
56 Ventura,CalWIN,July,2015.0,2015.0,2015/16,37333.0,75003.0,226602.0,0.9783,,0.4,0.0681
57 Yolo,CalWIN,July,2015.0,2015.0,2015/16,10254.0,20610.0,56786.0,0.9476,,0.28,0.0263
58 Yuba,C-IV,July,2015.0,2015.0,2015/16,6306.0,13621.0,30677.0,1.0,,0.28,0.0263
00 National Avg*,n/a,August,2015.0,2015.0,2015/16,,,,,,0.254,0.054
00 Statewide,n/a,August,2015.0,2015.0,2015/16,2144408.0,4489067.0,12961488.0,0.9709,,0.317,0.0446
01 Alameda,CalWIN,August,2015.0,2015.0,2015/16,62557.0,121947.0,429357.0,0.8852,,0.813,0.0356
02 Alpine,C-IV,August,2015.0,2015.0,2015/16,99.0,172.0,362.0,1.0,,0.276,0.0239
03 Amador,C-IV,August,2015.0,2015.0,2015/16,1782.0,3390.0,8009.0,0.9444,,0.276,0.0239
04 Butte,C-IV,August,2015.0,2015.0,2015/16,16634.0,32123.0,82056.0,0.875,,0.276,0.0239
05 Calaveras,C-IV,August,2015.0,2015.0,2015/16,2913.0,5462.0,11759.0,1.0,,0.276,0.0239
06 Colusa,C-IV,August,2015.0,2015.0,2015/16,645.0,1506.0,8609.0,0.9565,,0.276,0.0239
07 Contra Costa,CalWIN,August,2015.0,2015.0,2015/16,35924.0,72366.0,264643.0,0.9685,,0.462,0.0234
08 Del Norte,C-IV,August,2015.0,2015.0,2015/16,2521.0,5191.0,11526.0,0.9899,,0.276,0.0239
09 El Dorado,C-IV,August,2015.0,2015.0,2015/16,7301.0,13117.0,37682.0,1.0,,0.276,0.0239
10 Fresno,CalWIN,August,2015.0,2015.0,2015/16,98413.0,228719.0,472610.0,0.9548,,0.263,0.0254
11 Glenn,C-IV,August,2015.0,2015.0,2015/16,1505.0,3553.0,11823.0,1.0,,0.276,0.0239
12 Humboldt,C-IV,August,2015.0,2015.0,2015/16,12055.0,21035.0,50631.0,0.998,,0.276,0.0239
13 Imperial,C-IV,August,2015.0,2015.0,2015/16,17504.0,43873.0,92165.0,0.9702,,0.276,0.0239
14 Inyo,C-IV,August,2015.0,2015.0,2015/16,1048.0,2049.0,5568.0,1.0,,0.276,0.0239
15 Kern,C-IV,August,2015.0,2015.0,2015/16,68560.0,161466.0,386562.0,0.9957,,0.159,0.0078
16 Kings,C-IV,August,2015.0,2015.0,2015/16,10805.0,24914.0,55951.0,0.9977,,0.276,0.0239
17 Lake,C-IV,August,2015.0,2015.0,2015/16,6287.0,12211.0,30291.0,0.9923,,0.276,0.0239
18 Lassen,C-IV,August,2015.0,2015.0,2015/16,1553.0,3222.0,7702.0,0.7711,,0.276,0.0239
19 Los Angeles,LRS,August,2015.0,2015.0,2015/16,586748.0,1179266.0,3844329.0,0.9567,,0.482,0.0386
20 Madera,C-IV,August,2015.0,2015.0,2015/16,12137.0,29875.0,69306.0,0.9957,,0.276,0.0239
21 Marin,C-IV,August,2015.0,2015.0,2015/16,6477.0,10669.0,43350.0,0.9862,,0.276,0.0239
22 Mariposa,C-IV,August,2015.0,2015.0,2015/16,1127.0,2153.0,4756.0,1.0,,0.276,0.0239
23 Mendocino,C-IV,August,2015.0,2015.0,2015/16,7092.0,13257.0,40008.0,0.9923,,0.276,0.0239
24 Merced,C-IV,August,2015.0,2015.0,2015/16,25338.0,58614.0,136832.0,0.9932,,0.182,0.013
25 Modoc,C-IV,August,2015.0,2015.0,2015/16,447.0,958.0,3105.0,1.0,,0.276,0.0239
26 Mono,C-IV,August,2015.0,2015.0,2015/16,496.0,820.0,3619.0,1.0,,0.276,0.0239
27 Monterey,C-IV,August,2015.0,2015.0,2015/16,22336.0,49542.0,173262.0,1.0,,0.278,0.0547
28 Napa,C-IV,August,2015.0,2015.0,2015/16,3600.0,7378.0,31748.0,0.9871,,0.276,0.0239
29 Nevada,C-IV,August,2015.0,2015.0,2015/16,4273.0,7752.0,24342.0,0.9902,,0.276,0.0239
30 Orange,CalWIN,August,2015.0,2015.0,2015/16,124097.0,258800.0,874721.0,0.9829,,0.4,0.0383
31 Placer,CalWIN,August,2015.0,2015.0,2015/16,9381.0,18156.0,62786.0,0.9638,,0.276,0.0239
32 Plumas,C-IV,August,2015.0,2015.0,2015/16,1063.0,2017.0,5760.0,1.0,,0.276,0.0239
33 Riverside,C-IV,August,2015.0,2015.0,2015/16,130923.0,297717.0,806351.0,0.9981,,0.176,0.0576
34 Sacramento,CalWIN,August,2015.0,2015.0,2015/16,105471.0,221342.0,538226.0,0.9781,,0.552,0.0022
35 San Benito,C-IV,August,2015.0,2015.0,2015/16,2700.0,5982.0,18027.0,1.0,,0.276,0.0239
36 San Bernardino,C-IV,August,2015.0,2015.0,2015/16,182115.0,404596.0,855222.0,0.9998,,0.111,0.0312
37 San Diego,CalWIN,August,2015.0,2015.0,2015/16,143930.0,292683.0,862670.0,0.9655,,0.42,0.0109
38 San Francisco,CalWIN,August,2015.0,2015.0,2015/16,34358.0,52477.0,224429.0,0.9754,,0.8,0.0764
39 San Joaquin,C-IV,August,2015.0,2015.0,2015/16,53544.0,122090.0,292843.0,0.9895,,0.129,0.0276
40 San Luis Obispo,CalWIN,August,2015.0,2015.0,2015/16,10019.0,18549.0,60795.0,0.9717,,0.276,0.0239
41 San Mateo,CalWIN,August,2015.0,2015.0,2015/16,16351.0,31960.0,154015.0,0.9636,,0.276,0.0239
42 Santa Barbara,CalWIN,August,2015.0,2015.0,2015/16,17045.0,36342.0,136237.0,0.9688,,0.276,0.0239
43 Santa Clara,CalWIN,August,2015.0,2015.0,2015/16,55319.0,110835.0,438573.0,0.979,,0.5,0.0186
44 Santa Cruz,CalWIN,August,2015.0,2015.0,2015/16,13893.0,25832.0,77626.0,0.9587,,0.276,0.0239
45 Shasta,C-IV,August,2015.0,2015.0,2015/16,13122.0,25356.0,64872.0,0.969,,0.276,0.0239
46 Sierra,C-IV,August,2015.0,2015.0,2015/16,162.0,297.0,810.0,1.0,,0.276,0.0239
47 Siskiyou,C-IV,August,2015.0,2015.0,2015/16,3277.0,7018.0,17201.0,0.9855,,0.276,0.0239
48 Solano,CalWIN,August,2015.0,2015.0,2015/16,23396.0,44475.0,119420.0,0.9694,,0.8,0.0182
49 Sonoma,CalWIN,August,2015.0,2015.0,2015/16,20080.0,36122.0,124099.0,0.9355,,0.276,0.0239
50 Stanislaus,C-IV,August,2015.0,2015.0,2015/16,43765.0,93228.0,232570.0,0.9931,,0.091,0.0155
51 Sutter,C-IV,August,2015.0,2015.0,2015/16,5697.0,13149.0,40642.0,0.9901,,0.276,0.0239
52 Tehama,C-IV,August,2015.0,2015.0,2015/16,4853.0,10675.0,27074.0,0.9623,,0.276,0.0239
53 Trinity,C-IV,August,2015.0,2015.0,2015/16,1043.0,1890.0,5044.0,1.0,,0.276,0.0239
54 Tulare,CalWIN,August,2015.0,2015.0,2015/16,53294.0,124868.0,247715.0,0.9829,,0.333,0.0293
55 Tuolumne,C-IV,August,2015.0,2015.0,2015/16,3162.0,5635.0,14525.0,0.964,,0.276,0.0239
56 Ventura,CalWIN,August,2015.0,2015.0,2015/16,37409.0,75621.0,228883.0,0.9701,,0.385,0.0629
57 Yolo,CalWIN,August,2015.0,2015.0,2015/16,10413.0,20971.0,57394.0,0.9263,,0.276,0.0239
58 Yuba,C-IV,August,2015.0,2015.0,2015/16,6349.0,13784.0,30995.0,1.0,,0.276,0.0239
00 National Avg*,n/a,September,2015.0,2015.0,2015/16,,,,,,0.254,0.054
00 Statewide,n/a,September,2015.0,2015.0,2015/16,2147893.0,4488728.0,13054801.0,0.9671,,0.325,0.0455
01 Alameda,CalWIN,September,2015.0,2015.0,2015/16,62511.0,121514.0,432134.0,0.8563,,0.7,0.0334
02 Alpine,C-IV,September,2015.0,2015.0,2015/16,98.0,166.0,360.0,1.0,,0.254,0.0236
03 Amador,C-IV,September,2015.0,2015.0,2015/16,1775.0,3408.0,8030.0,0.9747,,0.254,0.0236
04 Butte,C-IV,September,2015.0,2015.0,2015/16,16656.0,32212.0,82652.0,0.884,,0.254,0.0236
05 Calaveras,C-IV,September,2015.0,2015.0,2015/16,2895.0,5427.0,11862.0,0.991,,0.254,0.0236
06 Colusa,C-IV,September,2015.0,2015.0,2015/16,624.0,1427.0,8664.0,0.913,,0.254,0.0236
07 Contra Costa,CalWIN,September,2015.0,2015.0,2015/16,35800.0,71994.0,266898.0,0.9662,,0.563,0.0209
08 Del Norte,C-IV,September,2015.0,2015.0,2015/16,2552.0,5276.0,11693.0,1.0,,0.254,0.0236
09 El Dorado,C-IV,September,2015.0,2015.0,2015/16,7263.0,13017.0,38011.0,1.0,,0.254,0.0236
10 Fresno,CalWIN,September,2015.0,2015.0,2015/16,98333.0,228204.0,474922.0,0.9311,,0.333,0.0271
11 Glenn,C-IV,September,2015.0,2015.0,2015/16,1515.0,3571.0,11830.0,1.0,,0.254,0.0236
12 Humboldt,C-IV,September,2015.0,2015.0,2015/16,12159.0,21181.0,51255.0,0.9903,,0.254,0.0236
13 Imperial,C-IV,September,2015.0,2015.0,2015/16,17683.0,44217.0,92986.0,0.9663,,0.254,0.0236
14 Inyo,C-IV,September,2015.0,2015.0,2015/16,1055.0,2065.0,5613.0,1.0,,0.254,0.0236
15 Kern,C-IV,September,2015.0,2015.0,2015/16,69012.0,161775.0,390496.0,0.997,,0.208,0.0082
16 Kings,C-IV,September,2015.0,2015.0,2015/16,10754.0,24794.0,56167.0,1.0,,0.254,0.0236
17 Lake,C-IV,September,2015.0,2015.0,2015/16,6487.0,12494.0,30528.0,0.993,,0.254,0.0236
18 Lassen,C-IV,September,2015.0,2015.0,2015/16,1542.0,3187.0,7749.0,0.8657,,0.254,0.0236
19 Los Angeles,LRS,September,2015.0,2015.0,2015/16,587889.0,1180032.0,3870846.0,0.9573,,0.51,0.0374
20 Madera,C-IV,September,2015.0,2015.0,2015/16,12103.0,29748.0,69787.0,0.9952,,0.254,0.0236
21 Marin,C-IV,September,2015.0,2015.0,2015/16,6466.0,10645.0,43654.0,0.9965,,0.254,0.0236
22 Mariposa,C-IV,September,2015.0,2015.0,2015/16,1109.0,2094.0,4796.0,1.0,,0.254,0.0236
23 Mendocino,C-IV,September,2015.0,2015.0,2015/16,7125.0,13391.0,40269.0,1.0,,0.254,0.0236
24 Merced,C-IV,September,2015.0,2015.0,2015/16,25244.0,58213.0,137383.0,0.9988,,0.167,0.0126
25 Modoc,C-IV,September,2015.0,2015.0,2015/16,448.0,977.0,3106.0,0.9231,,0.254,0.0236
26 Mono,C-IV,September,2015.0,2015.0,2015/16,472.0,792.0,3674.0,1.0,,0.254,0.0236
27 Monterey,C-IV,September,2015.0,2015.0,2015/16,22095.0,48884.0,174319.0,1.0,,0.25,0.0618
28 Napa,C-IV,September,2015.0,2015.0,2015/16,3637.0,7493.0,31963.0,0.9308,,0.254,0.0236
29 Nevada,C-IV,September,2015.0,2015.0,2015/16,4304.0,7801.0,24519.0,0.9955,,0.254,0.0236
30 Orange,CalWIN,September,2015.0,2015.0,2015/16,124457.0,259162.0,882370.0,0.984,,0.444,0.037
31 Placer,CalWIN,September,2015.0,2015.0,2015/16,9483.0,18205.0,63152.0,0.974,,0.254,0.0236
32 Plumas,C-IV,September,2015.0,2015.0,2015/16,1079.0,2027.0,5859.0,0.9865,,0.254,0.0236
33 Riverside,C-IV,September,2015.0,2015.0,2015/16,131862.0,299627.0,813728.0,0.994,,0.196,0.0558
34 Sacramento,CalWIN,September,2015.0,2015.0,2015/16,105233.0,220624.0,541246.0,0.9839,,0.5,0.0043
35 San Benito,C-IV,September,2015.0,2015.0,2015/16,2710.0,6015.0,18101.0,1.0,,0.254,0.0236
36 San Bernardino,C-IV,September,2015.0,2015.0,2015/16,182950.0,405772.0,862349.0,0.9996,,0.133,0.0309
37 San Diego,CalWIN,September,2015.0,2015.0,2015/16,144010.0,292234.0,870409.0,0.9476,,0.393,0.013
38 San Francisco,CalWIN,September,2015.0,2015.0,2015/16,34311.0,52489.0,225932.0,0.9764,,0.667,0.0676
39 San Joaquin,C-IV,September,2015.0,2015.0,2015/16,53351.0,121533.0,294583.0,0.9838,,0.147,0.0312
40 San Luis Obispo,CalWIN,September,2015.0,2015.0,2015/16,10077.0,18636.0,60965.0,0.9591,,0.254,0.0236
41 San Mateo,CalWIN,September,2015.0,2015.0,2015/16,16276.0,31755.0,155107.0,0.9718,,0.254,0.0236
42 Santa Barbara,CalWIN,September,2015.0,2015.0,2015/16,17208.0,36422.0,137316.0,0.9376,,0.254,0.0236
43 Santa Clara,CalWIN,September,2015.0,2015.0,2015/16,55319.0,109813.0,440645.0,0.9731,,0.421,0.0273
44 Santa Cruz,CalWIN,September,2015.0,2015.0,2015/16,13867.0,25698.0,78070.0,0.9686,,0.254,0.0236
45 Shasta,C-IV,September,2015.0,2015.0,2015/16,13035.0,25135.0,65071.0,0.9709,,0.254,0.0236
46 Sierra,C-IV,September,2015.0,2015.0,2015/16,164.0,297.0,819.0,1.0,,0.254,0.0236
47 Siskiyou,C-IV,September,2015.0,2015.0,2015/16,3267.0,6982.0,17445.0,1.0,,0.254,0.0236
48 Solano,CalWIN,September,2015.0,2015.0,2015/16,23332.0,44434.0,120289.0,0.9665,,0.667,0.021
49 Sonoma,CalWIN,September,2015.0,2015.0,2015/16,20051.0,35934.0,125255.0,0.9185,,0.254,0.0236
50 Stanislaus,C-IV,September,2015.0,2015.0,2015/16,43461.0,92311.0,234296.0,0.9958,,0.083,0.0173
51 Sutter,C-IV,September,2015.0,2015.0,2015/16,5732.0,13196.0,40813.0,0.9664,,0.254,0.0236
52 Tehama,C-IV,September,2015.0,2015.0,2015/16,4840.0,10610.0,27163.0,0.9733,,0.254,0.0236
53 Trinity,C-IV,September,2015.0,2015.0,2015/16,1027.0,1848.0,5060.0,1.0,,0.254,0.0236
54 Tulare,CalWIN,September,2015.0,2015.0,2015/16,53353.0,125197.0,248741.0,0.9808,,0.333,0.0339
55 Tuolumne,C-IV,September,2015.0,2015.0,2015/16,3199.0,5734.0,14648.0,0.9882,,0.254,0.0236
56 Ventura,CalWIN,September,2015.0,2015.0,2015/16,37748.0,76256.0,230176.0,0.7077,,0.333,0.0594
57 Yolo,CalWIN,September,2015.0,2015.0,2015/16,10522.0,20991.0,57657.0,0.9322,,0.254,0.0236
58 Yuba,C-IV,September,2015.0,2015.0,2015/16,6363.0,13792.0,31370.0,0.9963,,0.254,0.0236
00 National Avg*,n/a,October,2015.0,2016.0,2015/16,,,,,,0.254,0.054
00 Statewide,n/a,October,2015.0,2016.0,2015/16,2148157.0,4488298.0,13134343.0,0.9702,,0.284,0.0494
01 Alameda,CalWIN,October,2015.0,2016.0,2015/16,62653.0,121539.0,434830.0,0.8561,,0.667,0.0
02 Alpine,C-IV,October,2015.0,2016.0,2015/16,98.0,164.0,362.0,1.0,,0.167,0.0
03 Amador,C-IV,October,2015.0,2016.0,2015/16,1780.0,3440.0,8057.0,0.9765,,0.167,0.0
04 Butte,C-IV,October,2015.0,2016.0,2015/16,16800.0,32287.0,82815.0,0.8198,,0.167,0.0
05 Calaveras,C-IV,October,2015.0,2016.0,2015/16,2909.0,5406.0,11905.0,1.0,,0.167,0.0
06 Colusa,C-IV,October,2015.0,2016.0,2015/16,589.0,1319.0,8723.0,1.0,,0.167,0.0
07 Contra Costa,CalWIN,October,2015.0,2016.0,2015/16,35848.0,71977.0,268970.0,0.9543,,1.0,0.0208
08 Del Norte,C-IV,October,2015.0,2016.0,2015/16,2573.0,5281.0,11724.0,1.0,,0.167,0.0
09 El Dorado,C-IV,October,2015.0,2016.0,2015/16,7287.0,13063.0,38204.0,0.9973,,0.167,0.0
10 Fresno,CalWIN,October,2015.0,2016.0,2015/16,97917.0,227643.0,478594.0,0.935,,0.667,0.0464
11 Glenn,C-IV,October,2015.0,2016.0,2015/16,1504.0,3551.0,11845.0,1.0,,0.167,0.0
12 Humboldt,C-IV,October,2015.0,2016.0,2015/16,12380.0,21435.0,51896.0,0.9986,,0.167,0.0
13 Imperial,C-IV,October,2015.0,2016.0,2015/16,17814.0,44547.0,92777.0,0.9762,,0.167,0.0
14 Inyo,C-IV,October,2015.0,2016.0,2015/16,1080.0,2138.0,5635.0,1.0,,0.167,0.0
15 Kern,C-IV,October,2015.0,2016.0,2015/16,69411.0,161315.0,392161.0,0.9962,,0.5,0.0
16 Kings,C-IV,October,2015.0,2016.0,2015/16,10733.0,24665.0,56104.0,1.0,,0.167,0.0
17 Lake,C-IV,October,2015.0,2016.0,2015/16,7319.0,14694.0,30612.0,0.9889,,0.167,0.0
18 Lassen,C-IV,October,2015.0,2016.0,2015/16,1520.0,3144.0,7812.0,0.7705,,0.167,0.0
19 Los Angeles,LRS,October,2015.0,2016.0,2015/16,584840.0,1176870.0,3904313.0,0.9652,,0.5,0.022
20 Madera,C-IV,October,2015.0,2016.0,2015/16,12081.0,29653.0,69686.0,1.0,,0.167,0.0
21 Marin,C-IV,October,2015.0,2016.0,2015/16,6508.0,10717.0,43873.0,1.0,,0.167,0.0
22 Mariposa,C-IV,October,2015.0,2016.0,2015/16,1103.0,2075.0,4771.0,0.9762,,0.167,0.0
23 Mendocino,C-IV,October,2015.0,2016.0,2015/16,7127.0,13395.0,40460.0,0.9907,,0.167,0.0
24 Merced,C-IV,October,2015.0,2016.0,2015/16,25121.0,57934.0,137647.0,0.9963,,0.0,0.0
25 Modoc,C-IV,October,2015.0,2016.0,2015/16,445.0,972.0,3119.0,0.9231,,0.167,0.0
26 Mono,C-IV,October,2015.0,2016.0,2015/16,456.0,768.0,3659.0,1.0,,0.167,0.0
27 Monterey,C-IV,October,2015.0,2016.0,2015/16,21738.0,48021.0,174535.0,1.0,,0.0,0.1408
28 Napa,C-IV,October,2015.0,2016.0,2015/16,3600.0,7414.0,31837.0,0.9716,,0.167,0.0
29 Nevada,C-IV,October,2015.0,2016.0,2015/16,4334.0,7833.0,24631.0,1.0,,0.167,0.0
30 Orange,CalWIN,October,2015.0,2016.0,2015/16,125010.0,260178.0,889602.0,0.9872,,0.4,0.0259
31 Placer,CalWIN,October,2015.0,2016.0,2015/16,9366.0,18090.0,63581.0,0.967,,0.167,0.0
32 Plumas,C-IV,October,2015.0,2016.0,2015/16,1078.0,2010.0,5864.0,0.9767,,0.167,0.0
33 Riverside,C-IV,October,2015.0,2016.0,2015/16,132172.0,299730.0,812475.0,0.9948,,0.2,0.062
34 Sacramento,CalWIN,October,2015.0,2016.0,2015/16,105259.0,220373.0,544532.0,0.9816,,0.0,0.0636
35 San Benito,C-IV,October,2015.0,2016.0,2015/16,2681.0,5936.0,18057.0,1.0,,0.167,0.0
36 San Bernardino,C-IV,October,2015.0,2016.0,2015/16,183260.0,405834.0,861154.0,0.9995,,0.0,0.0215
37 San Diego,CalWIN,October,2015.0,2016.0,2015/16,144574.0,293435.0,879465.0,0.9593,,0.167,0.005
38 San Francisco,CalWIN,October,2015.0,2016.0,2015/16,34461.0,52684.0,228389.0,0.9541,,1.0,0.0374
39 San Joaquin,C-IV,October,2015.0,2016.0,2015/16,53309.0,121228.0,294682.0,0.9936,,0.0,0.0523
40 San Luis Obispo,CalWIN,October,2015.0,2016.0,2015/16,10103.0,18677.0,61445.0,0.9568,,0.167,0.0
41 San Mateo,CalWIN,October,2015.0,2016.0,2015/16,16116.0,31527.0,155473.0,0.9653,,0.167,0.0
42 Santa Barbara,CalWIN,October,2015.0,2016.0,2015/16,17512.0,36809.0,138970.0,0.9578,,0.167,0.0
43 Santa Clara,CalWIN,October,2015.0,2016.0,2015/16,55144.0,109453.0,443244.0,0.9821,,0.5,0.0529
44 Santa Cruz,CalWIN,October,2015.0,2016.0,2015/16,14042.0,25930.0,78516.0,0.9594,,0.167,0.0
45 Shasta,C-IV,October,2015.0,2016.0,2015/16,13124.0,25247.0,65050.0,0.98,,0.167,0.0
46 Sierra,C-IV,October,2015.0,2016.0,2015/16,168.0,307.0,826.0,1.0,,0.167,0.0
47 Siskiyou,C-IV,October,2015.0,2016.0,2015/16,3304.0,7026.0,17607.0,1.0,,0.167,0.0
48 Solano,CalWIN,October,2015.0,2016.0,2015/16,23249.0,44388.0,121001.0,0.9584,,0.0,0.0
49 Sonoma,CalWIN,October,2015.0,2016.0,2015/16,20022.0,35691.0,126071.0,0.8905,,0.167,0.0
50 Stanislaus,C-IV,October,2015.0,2016.0,2015/16,43474.0,92379.0,235730.0,0.9905,,0.0,0.034
51 Sutter,C-IV,October,2015.0,2016.0,2015/16,5739.0,13230.0,40943.0,0.9905,,0.167,0.0
52 Tehama,C-IV,October,2015.0,2016.0,2015/16,4815.0,10600.0,27241.0,0.9752,,0.167,0.0
53 Trinity,C-IV,October,2015.0,2016.0,2015/16,1052.0,1862.0,5048.0,0.9245,,0.167,0.0
54 Tulare,CalWIN,October,2015.0,2016.0,2015/16,53356.0,125031.0,251252.0,0.9821,,0.0,0.0
55 Tuolumne,C-IV,October,2015.0,2016.0,2015/16,3179.0,5707.0,14711.0,0.9712,,0.167,0.0
56 Ventura,CalWIN,October,2015.0,2016.0,2015/16,37981.0,76720.0,232357.0,0.9861,,0.0,0.1244
57 Yolo,CalWIN,October,2015.0,2016.0,2015/16,10634.0,21088.0,57979.0,0.9492,,0.167,0.0
58 Yuba,C-IV,October,2015.0,2016.0,2015/16,6405.0,13868.0,31521.0,1.0,,0.167,0.0
00 National Avg*,n/a,November,2015.0,2016.0,2015/16,,,,,,0.254,0.054
00 Statewide,n/a,November,2015.0,2016.0,2015/16,2144145.0,4470592.0,13229335.0,0.9719,,0.313,0.0519
01 Alameda,CalWIN,November,2015.0,2016.0,2015/16,62107.0,121060.0,439836.0,0.8964,,0.4,0.0
02 Alpine,C-IV,November,2015.0,2016.0,2015/16,100.0,167.0,359.0,1.0,,0.19,0.0152
03 Amador,C-IV,November,2015.0,2016.0,2015/16,1754.0,3342.0,8109.0,0.9878,,0.19,0.0152
04 Butte,C-IV,November,2015.0,2016.0,2015/16,16888.0,32252.0,82811.0,0.8561,,0.19,0.0152
05 Calaveras,C-IV,November,2015.0,2016.0,2015/16,2850.0,5291.0,11915.0,0.9912,,0.19,0.0152
06 Colusa,C-IV,November,2015.0,2016.0,2015/16,591.0,1327.0,8786.0,1.0,,0.19,0.0152
07 Contra Costa,CalWIN,November,2015.0,2016.0,2015/16,35723.0,71729.0,272103.0,0.9466,,0.5,0.0489
08 Del Norte,C-IV,November,2015.0,2016.0,2015/16,2581.0,5269.0,11732.0,1.0,,0.19,0.0152
09 El Dorado,C-IV,November,2015.0,2016.0,2015/16,7177.0,12846.0,38057.0,0.9968,,0.19,0.0152
10 Fresno,CalWIN,November,2015.0,2016.0,2015/16,98096.0,227596.0,484650.0,0.9573,,0.667,0.0386
11 Glenn,C-IV,November,2015.0,2016.0,2015/16,1486.0,3469.0,11887.0,1.0,,0.19,0.0152
12 Humboldt,C-IV,November,2015.0,2016.0,2015/16,12326.0,21260.0,52240.0,0.9938,,0.19,0.0152
13 Imperial,C-IV,November,2015.0,2016.0,2015/16,17749.0,44232.0,92849.0,0.9538,,0.19,0.0152
14 Inyo,C-IV,November,2015.0,2016.0,2015/16,1068.0,2098.0,5602.0,1.0,,0.19,0.0152
