county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,total_households,quarter,fulldate
Fresno,15921.0,94.0,0.0,69858.0,521.0,119.0,85779.0,615.0,119.0,42089.0,165949.0,208038.0,246.0,104.0,1515.0,572.0,1761.0,676.0,0.0,153.0,153.0,0.0,0.0,0.0,93487.0,93487.0,0.0,31298242.0,106124.0,31404366.0,2011,DEC,86513.0,4.0,2011-12-01
Glenn,263.0,1.0,0.0,1050.0,9.0,1.0,1313.0,10.0,1.0,688.0,2603.0,3291.0,3.0,1.0,28.0,9.0,31.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,1460.0,1460.0,0.0,453475.0,1269.0,454744.0,2011,DEC,1324.0,4.0,2011-12-01
Humboldt,1086.0,1.0,0.0,6736.0,13.0,2.0,7822.0,14.0,2.0,2713.0,12255.0,14968.0,1.0,1.0,38.0,14.0,39.0,15.0,0.0,3.0,3.0,0.0,0.0,0.0,8566.0,8566.0,0.0,2254716.0,2797.0,2257513.0,2011,DEC,7838.0,4.0,2011-12-01
Imperial,2417.0,39.0,0.0,11017.0,246.0,45.0,13434.0,285.0,45.0,6864.0,27436.0,34300.0,94.0,40.0,705.0,265.0,799.0,305.0,0.0,51.0,51.0,0.0,0.0,0.0,14600.0,14600.0,0.0,4881218.0,47116.0,4928334.0,2011,DEC,13764.0,4.0,2011-12-01
Inyo,134.0,0.0,0.0,780.0,6.0,0.0,914.0,6.0,0.0,381.0,1504.0,1885.0,0.0,0.0,18.0,8.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,1005.0,0.0,257824.0,800.0,258624.0,2011,DEC,920.0,4.0,2011-12-01
Kern,12162.0,90.0,3.0,41766.0,504.0,112.0,53928.0,594.0,115.0,33012.0,100027.0,133039.0,230.0,100.0,1592.0,553.0,1822.0,653.0,3.0,145.0,148.0,0.0,0.0,0.0,58370.0,58370.0,0.0,19687650.0,105146.0,19792796.0,2011,DEC,54637.0,4.0,2011-12-01
Kings,1737.0,10.0,1.0,7504.0,72.0,41.0,9241.0,82.0,42.0,4596.0,17657.0,22253.0,20.0,10.0,230.0,80.0,250.0,90.0,1.0,53.0,54.0,0.0,0.0,0.0,10072.0,10072.0,0.0,3160656.0,20080.0,3180736.0,2011,DEC,9365.0,4.0,2011-12-01
Lake,746.0,3.0,0.0,4116.0,17.0,6.0,4862.0,20.0,6.0,1909.0,7990.0,9899.0,9.0,3.0,38.0,18.0,47.0,21.0,0.0,7.0,7.0,0.0,0.0,0.0,5259.0,5259.0,0.0,1493693.0,4204.0,1497897.0,2011,DEC,4888.0,4.0,2011-12-01
Lassen,247.0,0.0,0.0,1109.0,6.0,2.0,1356.0,6.0,2.0,642.0,2266.0,2908.0,0.0,0.0,21.0,6.0,21.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,1483.0,1483.0,0.0,440594.0,1196.0,441790.0,2011,DEC,1364.0,4.0,2011-12-01
Los Angeles,94729.0,1737.0,41.0,390948.0,5276.0,2618.0,485677.0,7013.0,2659.0,217661.0,815876.0,1033537.0,3381.0,2347.0,13446.0,6333.0,16827.0,8680.0,59.0,3337.0,3396.0,0.0,0.0,0.0,1061589.0,1061589.0,0.0,163515417.0,1683955.0,165199372.0,2011,DEC,495349.0,4.0,2011-12-01
Madera,1973.0,9.0,1.0,8096.0,49.0,2.0,10069.0,58.0,3.0,5297.0,20261.0,25558.0,16.0,10.0,150.0,56.0,166.0,66.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3748306.0,9506.0,3757812.0,2011,DEC,10130.0,4.0,2011-12-01
Marin,832.0,33.0,3.0,4333.0,72.0,30.0,5165.0,105.0,33.0,1765.0,6790.0,8555.0,71.0,38.0,154.0,87.0,225.0,125.0,3.0,40.0,43.0,0.0,0.0,0.0,5574.0,5574.0,0.0,1383810.0,22941.0,1406751.0,2011,DEC,5303.0,4.0,2011-12-01
Mariposa,125.0,0.0,0.0,688.0,1.0,0.0,813.0,1.0,0.0,326.0,1374.0,1700.0,0.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,878.0,878.0,0.0,252296.0,125.0,252421.0,2011,DEC,814.0,4.0,2011-12-01
Mendocino,857.0,1.0,0.0,5959.0,30.0,10.0,6816.0,31.0,10.0,2149.0,11016.0,13165.0,2.0,1.0,89.0,33.0,91.0,34.0,0.0,14.0,14.0,0.0,0.0,0.0,7232.0,7232.0,0.0,1957127.0,6925.0,1964052.0,2011,DEC,6857.0,4.0,2011-12-01
Merced,4907.0,16.0,1.0,15781.0,88.0,7.0,20688.0,104.0,8.0,13393.0,37924.0,51317.0,35.0,17.0,279.0,97.0,314.0,114.0,1.0,7.0,8.0,0.0,0.0,0.0,22121.0,22121.0,0.0,7525324.0,16389.0,7541713.0,2011,DEC,20800.0,4.0,2011-12-01
Modoc,77.0,0.0,0.0,333.0,0.0,0.0,410.0,0.0,0.0,203.0,795.0,998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,450.0,0.0,135001.0,0.0,135001.0,2011,DEC,410.0,4.0,2011-12-01
Mono,22.0,0.0,0.0,405.0,1.0,0.0,427.0,1.0,0.0,50.0,628.0,678.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,470.0,0.0,102258.0,144.0,102402.0,2011,DEC,428.0,4.0,2011-12-01
