county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail,issuances_contract_otc,issuances_other_otc,issuances_ebt,issuances_total,issuances_ebt_conv_coupon,val_issuances_fed_only,val_issuences_st_only,val_issuances_tot_all,year,month,total_households,quarter,fulldate
Santa Barbara,3226.0,20.0,0.0,4481.0,60.0,17.0,7707.0,80.0,17.0,5291.0,11773.0,17064.0,20.0,20.0,170.0,100.0,190.0,120.0,0.0,22.0,22.0,0.0,0.0,0.0,8388.0,8388.0,0.0,1715299.0,6636.0,1721935.0,2005,JUL,7804.0,3.0,2005-07-01
Santa Clara,10262.0,756.0,575.0,11914.0,271.0,445.0,22176.0,1027.0,1020.0,26323.0,24618.0,50941.0,1121.0,1939.0,672.0,398.0,1793.0,2337.0,2114.0,659.0,2773.0,0.0,0.0,0.0,27196.0,27196.0,0.0,5060440.0,528560.0,5589000.0,2005,JUL,24223.0,3.0,2005-07-01
Santa Cruz,1626.0,6.0,1.0,2976.0,34.0,3.0,4602.0,40.0,4.0,3985.0,6136.0,10121.0,15.0,6.0,116.0,35.0,131.0,41.0,4.0,3.0,7.0,0.0,0.0,0.0,5455.0,5455.0,0.0,1000769.36,4078.0,1004847.36,2005,JUL,4646.0,3.0,2005-07-01
Shasta,1651.0,0.0,0.0,3845.0,1.0,2.0,5496.0,1.0,2.0,4216.0,8885.0,13101.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,6005.0,6005.0,0.0,1252733.0,545.0,1253278.0,2005,JUL,5499.0,3.0,2005-07-01
Sierra,24.0,0.0,0.0,47.0,0.0,0.0,71.0,0.0,0.0,69.0,98.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0,14137.0,0.0,14137.0,2005,JUL,71.0,3.0,2005-07-01
Siskiyou,531.0,0.0,0.0,1215.0,1.0,1.0,1746.0,1.0,1.0,1471.0,2688.0,4159.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1907.0,1907.0,0.0,385815.0,268.0,386083.0,2005,JUL,1748.0,3.0,2005-07-01
Solano,3062.0,3.0,0.0,3620.0,12.0,8.0,6682.0,15.0,8.0,8222.0,8232.0,16454.0,11.0,3.0,27.0,16.0,38.0,19.0,0.0,14.0,14.0,0.0,0.0,0.0,7385.0,7385.0,0.0,1534398.0,2846.0,1537244.0,2005,JUL,6705.0,3.0,2005-07-01
Sonoma,1850.0,8.0,0.0,4061.0,20.0,8.0,5911.0,28.0,8.0,4320.0,8309.0,12629.0,19.0,8.0,50.0,28.0,69.0,36.0,0.0,9.0,9.0,0.0,0.0,0.0,6426.0,6426.0,0.0,1237412.0,4202.0,1241614.0,2005,JUL,5947.0,3.0,2005-07-01
Stanislaus,5893.0,45.0,1.0,8942.0,98.0,12.0,14835.0,143.0,13.0,15822.0,23522.0,39344.0,98.0,52.0,305.0,108.0,403.0,160.0,1.0,18.0,19.0,0.0,0.0,0.0,16298.0,16298.0,0.0,3725263.0,13894.0,3739157.0,2005,JUL,14991.0,3.0,2005-07-01
Sutter,509.0,0.0,0.0,1520.0,8.0,1.0,2029.0,8.0,1.0,1457.0,4037.0,5494.0,0.0,0.0,19.0,9.0,19.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,2152.0,2152.0,0.0,501598.0,477.0,502075.0,2005,JUL,2038.0,3.0,2005-07-01
Tehama,633.0,6.0,1.0,1454.0,14.0,6.0,2087.0,20.0,7.0,1728.0,3546.0,5274.0,15.0,8.0,37.0,19.0,52.0,27.0,4.0,8.0,12.0,0.0,0.0,0.0,2314.0,2314.0,0.0,493967.0,3445.0,497412.0,2005,JUL,2114.0,3.0,2005-07-01
Trinity,109.0,0.0,0.0,267.0,0.0,0.0,376.0,0.0,0.0,310.0,639.0,949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.0,376.0,0.0,89849.0,0.0,89849.0,2005,JUL,376.0,3.0,2005-07-01
Tulare,8518.0,114.0,1.0,12534.0,333.0,47.0,21052.0,447.0,48.0,24273.0,33506.0,57779.0,271.0,117.0,1055.0,737.0,1326.0,854.0,1.0,53.0,54.0,0.0,0.0,0.0,23438.0,23438.0,0.0,5193828.0,25073.0,5218901.0,2005,JUL,21547.0,3.0,2005-07-01
Tuolumne,362.0,0.0,0.0,843.0,0.0,2.0,1205.0,0.0,2.0,950.0,1830.0,2780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1294.0,1294.0,0.0,242560.0,255.0,242815.0,2005,JUL,1207.0,3.0,2005-07-01
Ventura,3963.0,14.0,3.0,6392.0,101.0,73.0,10355.0,115.0,76.0,10936.0,15008.0,25944.0,37.0,17.0,272.0,118.0,309.0,135.0,14.0,106.0,120.0,0.0,0.0,0.0,11329.0,11329.0,0.0,2415935.0,22084.0,2438019.0,2005,JUL,10546.0,3.0,2005-07-01
Yolo,1464.0,6.0,1.0,1880.0,27.0,18.0,3344.0,33.0,19.0,3974.0,4582.0,8556.0,8.0,9.0,70.0,34.0,78.0,43.0,2.0,28.0,30.0,0.0,0.0,0.0,4133.0,4133.0,0.0,860090.38,8658.07,868748.45,2005,JUL,3396.0,3.0,2005-07-01
Yuba,901.0,1.0,0.0,1960.0,5.0,0.0,2861.0,6.0,0.0,2739.0,5369.0,8108.0,1.0,1.0,18.0,5.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3009.0,3009.0,0.0,733753.0,455.0,734208.0,2005,JUL,2867.0,3.0,2005-07-01
