,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,CDSS Use Only
Sacramento,1751.0,2097.0,-346.0,7113.0,8864.0,6504.0,4260.0,4.0,31.0,2.0,2067.0,0.0,71.0,0.0,175.0,2360.0,13967.0,80489.0,14130.0,80004.0,-163.0,485.0,941.0,7823.0,447.0,22.0,1.0,3723.0,34.0,33.0,470.0,3790.0,-275.0,275.0,23.0,142.0,45.0,173.0,678.0,3443.0,14908.0,88312.0,14361.0,86627.0,214476.0,141.0,2452.0,538.0,1091.0,816.0,8.0,9.0,594.0,901.0,8173.0,14007.0,80139.0,1123.0,4561.0,1059.0,41.0,1.0,4246.0,73.0,16.0,1101.0,4335.0,21.0,1.0,0.0,216.0,8.0,2.0,22.0,226.0,0.0,0.0,
San Benito,64.0,66.0,-2.0,158.0,222.0,164.0,98.0,0.0,10.0,0.0,59.0,0.0,2.0,0.0,7.0,58.0,262.0,2145.0,262.0,2145.0,0.0,0.0,5.0,196.0,6.0,0.0,0.0,92.0,0.0,0.0,6.0,92.0,-7.0,7.0,1.0,7.0,1.0,13.0,4.0,77.0,267.0,2341.0,264.0,2319.0,5694.0,3.0,22.0,3.0,20.0,2.0,0.0,0.0,2.0,22.0,238.0,245.0,2103.0,26.0,187.0,26.0,0.0,0.0,186.0,0.0,0.0,26.0,186.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
San Bernardino,3349.0,3400.0,-51.0,12888.0,16237.0,12625.0,9059.0,8.0,66.0,4.0,3271.0,0.0,20.0,0.0,291.0,3612.0,24385.0,144963.0,24384.0,144973.0,1.0,-10.0,1155.0,12163.0,429.0,5.0,0.0,8556.0,42.0,27.0,434.0,8625.0,-99.0,99.0,47.0,183.0,67.0,703.0,706.0,2553.0,25540.0,157126.0,25358.0,155793.0,395611.0,126.0,1185.0,172.0,940.0,458.0,73.0,10.0,393.0,1461.0,11654.0,24079.0,145472.0,2683.0,13597.0,2639.0,26.0,0.0,13398.0,84.0,15.0,2665.0,13497.0,18.0,0.0,0.0,97.0,3.0,0.0,18.0,100.0,0.0,0.0,
San Diego  a/,7744.0,7760.0,-16.0,10866.0,18610.0,9977.0,6223.0,10.0,86.0,6.0,3512.0,0.0,339.0,0.0,236.0,8633.0,13344.0,120349.0,13347.0,119641.0,-3.0,708.0,494.0,9615.0,248.0,5.0,1.0,5828.0,91.0,50.0,254.0,5969.0,-259.0,259.0,10.0,103.0,11.0,234.0,478.0,3050.0,13838.0,129964.0,13507.0,127410.0,289139.0,265.0,2510.0,323.0,1765.0,981.0,38.0,8.0,789.0,776.0,10241.0,13062.0,119723.0,1151.0,6309.0,1089.0,17.0,0.0,5646.0,107.0,31.0,1106.0,5784.0,45.0,0.0,0.0,510.0,11.0,4.0,45.0,525.0,0.0,0.0,
San Francisco,733.0,782.0,-49.0,2429.0,3162.0,2385.0,1681.0,5.0,21.0,0.0,609.0,0.0,31.0,0.0,95.0,777.0,2333.0,30072.0,2185.0,29940.0,148.0,132.0,110.0,2442.0,79.0,10.0,0.0,1490.0,40.0,62.0,89.0,1592.0,-60.0,60.0,0.0,0.0,0.0,0.0,81.0,790.0,2443.0,32514.0,2293.0,30845.0,52187.0,88.0,1235.0,142.0,829.0,1145.0,56.0,8.0,840.0,175.0,2477.0,2268.0,30037.0,161.0,1378.0,151.0,5.0,0.0,1291.0,36.0,23.0,156.0,1350.0,5.0,0.0,0.0,25.0,2.0,1.0,5.0,28.0,0.0,0.0,
San Joaquin,1150.0,1200.0,-50.0,3283.0,4433.0,3162.0,2075.0,3.0,39.0,2.0,952.0,0.0,10.0,0.0,133.0,1271.0,7186.0,41987.0,7188.0,41997.0,-2.0,-10.0,358.0,3301.0,182.0,2.0,0.0,1858.0,23.0,10.0,184.0,1891.0,-109.0,109.0,37.0,103.0,53.0,374.0,193.0,824.0,7544.0,45288.0,7467.0,44652.0,117412.0,51.0,623.0,77.0,478.0,204.0,23.0,0.0,158.0,360.0,3452.0,7184.0,41836.0,886.0,3976.0,869.0,12.0,0.0,3877.0,41.0,12.0,881.0,3930.0,5.0,0.0,0.0,45.0,1.0,0.0,5.0,46.0,0.0,0.0,
San Luis Obispo,466.0,466.0,0.0,734.0,1200.0,673.0,375.0,0.0,8.0,0.0,205.0,0.0,13.0,0.0,93.0,527.0,876.0,8402.0,876.0,8402.0,0.0,0.0,20.0,746.0,22.0,0.0,0.0,350.0,3.0,0.0,22.0,353.0,-38.0,38.0,2.0,17.0,14.0,114.0,20.0,224.0,896.0,9148.0,891.0,9093.0,18193.0,0.0,65.0,5.0,49.0,4.0,4.0,0.0,6.0,55.0,775.0,841.0,8373.0,80.0,454.0,79.0,0.0,0.0,412.0,1.0,0.0,79.0,413.0,1.0,0.0,0.0,40.0,1.0,0.0,1.0,41.0,0.0,0.0,
San Mateo,6023.0,6023.0,0.0,1163.0,7186.0,1151.0,653.0,5.0,20.0,1.0,402.0,0.0,53.0,0.0,95.0,6035.0,871.0,13182.0,882.0,13176.0,-11.0,6.0,38.0,1261.0,13.0,0.0,0.0,612.0,19.0,9.0,13.0,640.0,-22.0,22.0,19.0,20.0,0.0,110.0,28.0,469.0,909.0,14443.0,880.0,13813.0,29071.0,47.0,598.0,28.0,451.0,224.0,14.0,1.0,179.0,40.0,1370.0,869.0,13073.0,93.0,616.0,87.0,4.0,0.0,566.0,23.0,4.0,91.0,593.0,2.0,0.0,0.0,23.0,0.0,0.0,2.0,23.0,0.0,0.0,
Santa Barbara,881.0,876.0,5.0,1194.0,2075.0,1194.0,776.0,5.0,13.0,1.0,346.0,0.0,35.0,0.0,71.0,881.0,2036.0,14889.0,2115.0,14824.0,-79.0,65.0,90.0,1331.0,49.0,1.0,0.0,719.0,3.0,4.0,50.0,726.0,-64.0,64.0,4.0,23.0,0.0,1.0,100.0,517.0,2126.0,16220.0,2109.0,16024.0,38301.0,16.0,149.0,16.0,135.0,3.0,75.0,1.0,61.0,158.0,1531.0,1968.0,14689.0,152.0,702.0,148.0,0.0,0.0,656.0,7.0,2.0,148.0,665.0,4.0,0.0,0.0,37.0,0.0,0.0,4.0,37.0,0.0,0.0,
Santa Clara,2642.0,2742.0,-100.0,2868.0,5510.0,2730.0,1802.0,1.0,21.0,2.0,599.0,0.0,32.0,0.0,327.0,2780.0,4451.0,45967.0,4444.0,45814.0,7.0,153.0,170.0,3243.0,135.0,1.0,1.0,1581.0,29.0,55.0,137.0,1665.0,-130.0,130.0,14.0,45.0,12.0,145.0,137.0,1258.0,4621.0,49210.0,4509.0,47650.0,103055.0,111.0,1158.0,107.0,853.0,977.0,10.0,5.0,707.0,267.0,3725.0,4354.0,45485.0,382.0,3105.0,355.0,9.0,1.0,2708.0,48.0,28.0,365.0,2784.0,17.0,0.0,0.0,306.0,11.0,4.0,17.0,321.0,0.0,0.0,
Santa Cruz,1200.0,1270.0,-70.0,844.0,2044.0,820.0,449.0,1.0,13.0,1.0,318.0,0.0,37.0,0.0,52.0,1224.0,1051.0,12759.0,1099.0,12655.0,-48.0,104.0,60.0,955.0,21.0,2.0,0.0,422.0,2.0,2.0,23.0,426.0,-27.0,27.0,1.0,16.0,0.0,2.0,63.0,484.0,1111.0,13714.0,1108.0,13653.0,26851.0,3.0,62.0,3.0,52.0,0.0,12.0,0.0,9.0,61.0,1262.0,1050.0,12452.0,100.0,603.0,94.0,0.0,0.0,570.0,2.0,1.0,94.0,573.0,6.0,0.0,0.0,30.0,0.0,0.0,6.0,30.0,0.0,0.0,
Shasta,346.0,348.0,-2.0,1203.0,1549.0,1143.0,665.0,1.0,38.0,1.0,464.0,0.0,10.0,0.0,13.0,406.0,1298.0,10752.0,1298.0,10752.0,0.0,0.0,35.0,1142.0,28.0,0.0,0.0,633.0,2.0,2.0,28.0,637.0,-33.0,33.0,3.0,30.0,8.0,138.0,29.0,304.0,1333.0,11894.0,1330.0,11845.0,24696.0,5.0,35.0,3.0,32.0,18.0,0.0,0.0,17.0,76.0,1095.0,1257.0,10799.0,173.0,973.0,173.0,0.0,0.0,952.0,1.0,1.0,173.0,954.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,
Sierra,5.0,5.0,0.0,7.0,12.0,9.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,7.0,144.0,7.0,144.0,0.0,0.0,2.0,9.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,7.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,153.0,9.0,153.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,144.0,1.0,16.0,1.0,0.0,0.0,16.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Siskiyou,135.0,141.0,-6.0,253.0,388.0,245.0,124.0,0.0,9.0,0.0,111.0,0.0,6.0,0.0,10.0,143.0,381.0,2568.0,381.0,2568.0,0.0,0.0,-4.0,300.0,4.0,0.0,0.0,120.0,0.0,0.0,4.0,120.0,-31.0,31.0,3.0,6.0,0.0,23.0,20.0,120.0,377.0,2868.0,375.0,2858.0,6804.0,0.0,11.0,2.0,7.0,4.0,0.0,0.0,3.0,26.0,285.0,351.0,2583.0,41.0,255.0,39.0,1.0,0.0,250.0,0.0,0.0,40.0,250.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,
Solano,642.0,709.0,-67.0,1415.0,2057.0,1327.0,846.0,8.0,28.0,0.0,379.0,0.0,42.0,0.0,102.0,730.0,2561.0,18333.0,2561.0,18231.0,0.0,102.0,100.0,1670.0,66.0,1.0,0.0,766.0,10.0,3.0,67.0,779.0,-82.0,82.0,14.0,43.0,4.0,78.0,97.0,688.0,2661.0,20003.0,2640.0,19774.0,42261.0,224.0,196.0,21.0,171.0,79.0,58.0,0.0,58.0,149.0,1804.0,2512.0,18199.0,233.0,1055.0,229.0,1.0,0.0,998.0,10.0,0.0,230.0,1008.0,3.0,0.0,0.0,47.0,0.0,0.0,3.0,47.0,0.0,0.0,
Sonoma,762.0,854.0,-92.0,1367.0,2129.0,1421.0,901.0,0.0,67.0,1.0,447.0,0.0,56.0,0.0,72.0,708.0,1477.0,16483.0,1475.0,16406.0,2.0,77.0,34.0,1404.0,37.0,0.0,0.0,854.0,6.0,4.0,37.0,864.0,-54.0,54.0,8.0,15.0,21.0,156.0,22.0,315.0,1511.0,17887.0,1475.0,17593.0,34465.0,24.0,310.0,34.0,239.0,66.0,5.0,2.0,55.0,78.0,1564.0,1433.0,16323.0,109.0,924.0,106.0,2.0,0.0,788.0,12.0,0.0,108.0,800.0,1.0,0.0,0.0,123.0,1.0,0.0,1.0,124.0,0.0,0.0,
Stanislaus,837.0,868.0,-31.0,3126.0,3963.0,3130.0,1977.0,11.0,66.0,0.0,1018.0,0.0,16.0,0.0,135.0,833.0,5450.0,34127.0,5450.0,34130.0,0.0,-3.0,257.0,2912.0,110.0,1.0,0.0,1857.0,8.0,1.0,111.0,1866.0,-51.0,51.0,15.0,64.0,44.0,248.0,138.0,683.0,5707.0,37039.0,5672.0,36824.0,88965.0,19.0,225.0,35.0,178.0,44.0,3.0,0.0,37.0,354.0,3087.0,5353.0,33952.0,605.0,3201.0,599.0,3.0,0.0,3161.0,13.0,0.0,602.0,3174.0,3.0,0.0,0.0,26.0,1.0,0.0,3.0,27.0,0.0,0.0,
Sutter,128.0,145.0,-17.0,417.0,545.0,414.0,215.0,0.0,6.0,0.0,182.0,0.0,1.0,0.0,17.0,131.0,726.0,4718.0,726.0,4719.0,0.0,-1.0,10.0,425.0,11.0,0.0,0.0,201.0,2.0,1.0,11.0,204.0,-35.0,35.0,8.0,18.0,2.0,44.0,24.0,124.0,736.0,5143.0,717.0,5079.0,13344.0,8.0,76.0,19.0,51.0,11.0,4.0,0.0,13.0,38.0,485.0,698.0,4658.0,115.0,429.0,111.0,4.0,0.0,408.0,4.0,0.0,115.0,412.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,
Tehama,101.0,108.0,-7.0,379.0,480.0,370.0,209.0,2.0,7.0,1.0,131.0,0.0,1.0,0.0,29.0,110.0,527.0,3782.0,527.0,3783.0,0.0,-1.0,18.0,357.0,12.0,0.0,0.0,193.0,3.0,1.0,12.0,197.0,-5.0,5.0,5.0,18.0,1.0,33.0,5.0,104.0,545.0,4139.0,545.0,4105.0,10130.0,0.0,44.0,0.0,31.0,3.0,0.0,0.0,3.0,20.0,396.0,525.0,3743.0,76.0,356.0,75.0,0.0,0.0,347.0,3.0,1.0,75.0,351.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,
Trinity,27.0,28.0,-1.0,64.0,91.0,71.0,42.0,0.0,2.0,1.0,27.0,1.0,0.0,0.0,1.0,20.0,63.0,862.0,63.0,862.0,0.0,0.0,4.0,85.0,1.0,0.0,0.0,41.0,0.0,0.0,1.0,41.0,1.0,-1.0,0.0,3.0,0.0,12.0,2.0,30.0,67.0,947.0,67.0,947.0,1783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,101.0,61.0,846.0,3.0,64.0,3.0,0.0,0.0,62.0,0.0,0.0,3.0,62.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,
Tulare  a/,6128.0,6128.0,0.0,2740.0,8868.0,2491.0,1944.0,1.0,8.0,5.0,477.0,1.0,47.0,0.0,65.0,6377.0,7807.0,44466.0,7620.0,44292.0,187.0,174.0,49.0,3406.0,173.0,3.0,0.0,1727.0,32.0,9.0,176.0,1768.0,-263.0,263.0,9.0,36.0,67.0,465.0,60.0,874.0,7856.0,47872.0,7802.0,46842.0,123019.0,276.0,993.0,53.0,815.0,267.0,5.0,1.0,215.0,491.0,4108.0,7365.0,43764.0,604.0,2653.0,590.0,7.0,1.0,2496.0,39.0,14.0,598.0,2549.0,6.0,0.0,0.0,97.0,6.0,1.0,6.0,104.0,0.0,0.0,
Tuolumne,74.0,79.0,-5.0,229.0,303.0,215.0,127.0,0.0,7.0,0.0,74.0,0.0,2.0,0.0,14.0,88.0,289.0,2685.0,289.0,2685.0,0.0,0.0,5.0,227.0,4.0,0.0,0.0,123.0,0.0,0.0,4.0,123.0,-7.0,7.0,4.0,12.0,3.0,42.0,1.0,43.0,294.0,2912.0,293.0,2901.0,5511.0,2.0,9.0,1.0,8.0,5.0,0.0,0.0,3.0,20.0,272.0,274.0,2640.0,34.0,207.0,33.0,0.0,0.0,204.0,1.0,0.0,33.0,205.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,
Ventura,4391.0,4391.0,0.0,2562.0,6953.0,2429.0,1690.0,2.0,17.0,0.0,631.0,0.0,45.0,0.0,108.0,4524.0,2789.0,32177.0,2775.0,31952.0,14.0,225.0,47.0,2698.0,73.0,1.0,0.0,1581.0,24.0,11.0,74.0,1616.0,-99.0,99.0,0.0,0.0,0.0,0.0,72.0,983.0,2836.0,34875.0,2816.0,34327.0,76317.0,50.0,428.0,20.0,355.0,251.0,0.0,0.0,193.0,132.0,3312.0,2704.0,31563.0,238.0,1496.0,230.0,2.0,0.0,1412.0,21.0,5.0,232.0,1438.0,6.0,0.0,0.0,57.0,1.0,0.0,6.0,58.0,0.0,0.0,
Yolo,331.0,331.0,0.0,660.0,991.0,671.0,435.0,3.0,9.0,0.0,198.0,0.0,13.0,0.0,38.0,320.0,946.0,9005.0,941.0,8971.0,5.0,34.0,28.0,833.0,27.0,0.0,0.0,400.0,7.0,1.0,27.0,408.0,-42.0,42.0,5.0,22.0,1.0,3.0,37.0,358.0,974.0,9838.0,928.0,9609.0,20682.0,16.0,295.0,45.0,168.0,86.0,0.0,1.0,61.0,66.0,953.0,908.0,8885.0,73.0,616.0,64.0,5.0,0.0,525.0,9.0,3.0,69.0,537.0,4.0,0.0,0.0,78.0,0.0,1.0,4.0,79.0,0.0,0.0,
Yuba,91.0,92.0,-1.0,445.0,536.0,407.0,232.0,0.0,2.0,0.0,162.0,0.0,0.0,0.0,13.0,129.0,773.0,5082.0,773.0,5082.0,0.0,0.0,18.0,406.0,7.0,0.0,0.0,225.0,0.0,0.0,7.0,225.0,-20.0,20.0,2.0,28.0,3.0,23.0,26.0,110.0,791.0,5488.0,786.0,5452.0,13395.0,1.0,46.0,5.0,29.0,7.0,0.0,0.0,7.0,30.0,443.0,761.0,5045.0,104.0,397.0,104.0,0.0,0.0,385.0,1.0,0.0,104.0,386.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,11.0,0.0,0.0,
