,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,CDSS Use Only
Contra Costa,2007.0,2098.0,-91.0,3472.0,5479.0,3305.0,1583.0,7.0,73.0,1.0,1393.0,0.0,81.0,0.0,328.0,2174.0,5337.0,24039.0,5502.0,23592.0,-165.0,447.0,243.0,3532.0,147.0,1.0,0.0,1414.0,14.0,7.0,148.0,1435.0,-1.0,1.0,14.0,35.0,1.0,35.0,81.0,2026.0,5580.0,27571.0,5520.0,27226.0,68852.0,28.0,342.0,60.0,249.0,135.0,0.0,0.0,96.0,98.0,3237.0,5482.0,24334.0,506.0,1350.0,499.0,5.0,0.0,1309.0,13.0,4.0,504.0,1326.0,2.0,0.0,0.0,24.0,0.0,0.0,2.0,24.0,0.0,0.0,
Del Norte  a/,48.0,48.0,0.0,227.0,275.0,201.0,115.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,9.0,74.0,417.0,1896.0,424.0,1896.0,-7.0,0.0,9.0,223.0,9.0,0.0,0.0,106.0,0.0,0.0,9.0,106.0,-12.0,12.0,1.0,2.0,0.0,31.0,11.0,72.0,426.0,2119.0,425.0,2112.0,5150.0,0.0,3.0,1.0,2.0,6.0,0.0,0.0,5.0,17.0,211.0,409.0,1908.0,79.0,203.0,77.0,0.0,0.0,190.0,0.0,0.0,77.0,190.0,2.0,0.0,0.0,13.0,0.0,0.0,2.0,13.0,0.0,0.0,
El Dorado,314.0,320.0,-6.0,833.0,1147.0,767.0,411.0,1.0,1.0,0.0,300.0,0.0,0.0,0.0,56.0,380.0,561.0,5199.0,562.0,5199.0,-1.0,0.0,14.0,687.0,18.0,0.0,0.0,392.0,1.0,0.0,18.0,393.0,-19.0,19.0,1.0,8.0,0.0,80.0,14.0,187.0,575.0,5886.0,574.0,5850.0,11797.0,0.0,28.0,1.0,24.0,15.0,1.0,0.0,12.0,14.0,717.0,561.0,5169.0,96.0,479.0,96.0,0.0,0.0,458.0,1.0,2.0,96.0,461.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,
Fresno  a/,2541.0,2735.0,-194.0,5385.0,7926.0,5341.0,3451.0,13.0,257.0,1.0,1742.0,0.0,588.0,0.0,147.0,2585.0,14776.0,70607.0,15032.0,66179.0,-256.0,4428.0,274.0,3292.0,260.0,1.0,0.0,3151.0,261.0,20.0,261.0,3190.0,3.0,-3.0,7.0,31.0,1.0,4.0,2.0,70.0,15050.0,73899.0,14918.0,73267.0,215029.0,38.0,658.0,126.0,484.0,188.0,0.0,6.0,148.0,222.0,7109.0,14828.0,66790.0,1460.0,4944.0,1428.0,15.0,1.0,4203.0,32.0,16.0,1444.0,4251.0,16.0,0.0,0.0,685.0,7.0,1.0,16.0,693.0,2.0,11.0,
Glenn,48.0,51.0,-3.0,151.0,199.0,163.0,87.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,19.0,36.0,226.0,1117.0,226.0,1117.0,0.0,0.0,1.0,133.0,6.0,0.0,0.0,81.0,0.0,0.0,6.0,81.0,-8.0,8.0,1.0,4.0,0.0,17.0,2.0,23.0,227.0,1250.0,227.0,1236.0,3524.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,10.0,123.0,217.0,1127.0,30.0,123.0,28.0,1.0,0.0,115.0,0.0,0.0,29.0,115.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,0.0,
Humboldt,458.0,467.0,-9.0,1235.0,1693.0,1136.0,517.0,0.0,23.0,0.0,531.0,0.0,26.0,0.0,88.0,557.0,981.0,6935.0,981.0,6935.0,0.0,0.0,14.0,1083.0,25.0,0.0,1.0,490.0,1.0,0.0,26.0,491.0,-33.0,33.0,2.0,15.0,0.0,78.0,19.0,466.0,995.0,8018.0,991.0,8003.0,16789.0,1.0,13.0,3.0,9.0,10.0,0.0,1.0,6.0,17.0,1002.0,978.0,7016.0,156.0,720.0,155.0,0.0,0.0,683.0,2.0,0.0,155.0,685.0,1.0,0.0,0.0,35.0,0.0,0.0,1.0,35.0,0.0,0.0,
Imperial,754.0,755.0,-1.0,1444.0,2198.0,1324.0,731.0,1.0,46.0,0.0,514.0,0.0,23.0,0.0,79.0,874.0,2026.0,11626.0,2028.0,11623.0,-2.0,3.0,54.0,1056.0,49.0,1.0,0.0,660.0,20.0,1.0,50.0,681.0,-15.0,15.0,4.0,8.0,2.0,123.0,13.0,229.0,2080.0,12682.0,2058.0,12361.0,37275.0,13.0,327.0,22.0,291.0,32.0,8.0,0.0,30.0,31.0,929.0,2049.0,11753.0,273.0,1342.0,266.0,4.0,0.0,1227.0,33.0,2.0,270.0,1262.0,3.0,0.0,0.0,77.0,3.0,0.0,3.0,80.0,0.0,0.0,
Inyo,27.0,28.0,-1.0,84.0,111.0,90.0,55.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,5.0,21.0,113.0,853.0,113.0,853.0,0.0,0.0,5.0,73.0,4.0,0.0,0.0,50.0,0.0,1.0,4.0,51.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,19.0,118.0,926.0,117.0,919.0,2124.0,0.0,10.0,1.0,6.0,1.0,0.0,0.0,1.0,4.0,108.0,114.0,818.0,21.0,67.0,19.0,0.0,0.0,52.0,0.0,0.0,19.0,52.0,2.0,0.0,0.0,15.0,0.0,0.0,2.0,15.0,0.0,0.0,
Kern,2950.0,2941.0,9.0,5587.0,8537.0,5528.0,3115.0,1.0,33.0,0.0,2152.0,0.0,14.0,0.0,261.0,3009.0,11325.0,44244.0,11325.0,44244.0,0.0,0.0,12.0,4750.0,230.0,3.0,0.0,2824.0,50.0,8.0,233.0,2882.0,-290.0,290.0,9.0,50.0,3.0,519.0,57.0,1009.0,11337.0,48994.0,11283.0,48250.0,145716.0,23.0,688.0,51.0,597.0,178.0,18.0,3.0,147.0,150.0,4563.0,11187.0,44431.0,1595.0,4990.0,1562.0,12.0,0.0,4617.0,56.0,5.0,1574.0,4678.0,21.0,0.0,0.0,307.0,5.0,0.0,21.0,312.0,0.0,0.0,
Kings,2480.0,2480.0,0.0,837.0,3317.0,800.0,458.0,0.0,2.0,0.0,320.0,0.0,1.0,0.0,22.0,2517.0,534.0,6433.0,534.0,6433.0,0.0,0.0,52.0,831.0,32.0,0.0,0.0,416.0,9.0,1.0,32.0,426.0,-5.0,5.0,3.0,6.0,1.0,91.0,21.0,303.0,586.0,7264.0,577.0,7138.0,23611.0,7.0,90.0,9.0,88.0,35.0,3.0,0.0,38.0,3.0,819.0,583.0,6445.0,221.0,828.0,218.0,1.0,0.0,782.0,13.0,2.0,219.0,797.0,2.0,0.0,0.0,31.0,0.0,0.0,2.0,31.0,0.0,0.0,
Lake,290.0,292.0,-2.0,468.0,758.0,446.0,202.0,1.0,12.0,0.0,215.0,0.0,4.0,0.0,29.0,312.0,605.0,4274.0,609.0,4269.0,-4.0,5.0,12.0,376.0,10.0,0.0,0.0,189.0,1.0,2.0,10.0,192.0,-4.0,4.0,1.0,12.0,1.0,17.0,4.0,151.0,617.0,4650.0,614.0,4632.0,10478.0,0.0,15.0,3.0,10.0,8.0,1.0,0.0,8.0,15.0,443.0,602.0,4207.0,121.0,385.0,119.0,0.0,0.0,372.0,0.0,0.0,119.0,372.0,2.0,0.0,0.0,13.0,0.0,0.0,2.0,13.0,0.0,0.0,
Lassen,57.0,58.0,-1.0,193.0,250.0,169.0,108.0,0.0,0.0,0.0,57.0,0.0,2.0,0.0,4.0,81.0,244.0,1046.0,244.0,1047.0,0.0,-1.0,10.0,171.0,7.0,0.0,0.0,101.0,0.0,0.0,7.0,101.0,-6.0,6.0,1.0,0.0,2.0,26.0,6.0,38.0,254.0,1217.0,254.0,1216.0,3061.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,139.0,244.0,1078.0,40.0,144.0,38.0,0.0,0.0,135.0,0.0,0.0,38.0,135.0,2.0,0.0,0.0,8.0,1.0,0.0,2.0,9.0,0.0,0.0,
Los Angeles,13022.0,21652.0,-8630.0,58818.0,71840.0,49295.0,31183.0,130.0,634.0,2450.0,12116.0,156.0,501.0,1008.0,2538.0,22545.0,85298.0,425358.0,87413.0,422062.0,-2115.0,3296.0,5489.0,50147.0,2345.0,57.0,7.0,28146.0,372.0,256.0,2409.0,28774.0,150.0,40.0,346.0,129.0,1438.0,1982.0,1146.0,19222.0,90787.0,475505.0,88825.0,466795.0,1150473.0,702.0,8888.0,1896.0,5655.0,3815.0,286.0,66.0,3055.0,6138.0,49365.0,84649.0,426140.0,6497.0,25834.0,5938.0,105.0,2.0,23490.0,297.0,162.0,6045.0,23949.0,442.0,10.0,0.0,1831.0,43.0,11.0,452.0,1885.0,132.0,687.0,
Madera,2665.0,2665.0,0.0,875.0,3540.0,850.0,516.0,0.0,3.0,0.0,278.0,0.0,1.0,0.0,56.0,2690.0,2005.0,7718.0,2005.0,7718.0,0.0,0.0,-3.0,802.0,22.0,0.0,0.0,490.0,4.0,0.0,22.0,494.0,-52.0,52.0,1.0,11.0,0.0,44.0,26.0,201.0,2002.0,8520.0,1995.0,8473.0,26448.0,2.0,53.0,6.0,41.0,5.0,10.0,1.0,6.0,52.0,795.0,1950.0,7725.0,226.0,834.0,223.0,1.0,0.0,761.0,3.0,1.0,224.0,765.0,2.0,0.0,0.0,68.0,1.0,0.0,2.0,69.0,0.0,0.0,
Marin,288.0,291.0,-3.0,563.0,851.0,531.0,310.0,1.0,9.0,0.0,191.0,0.0,5.0,0.0,30.0,320.0,764.0,4631.0,764.0,4631.0,0.0,0.0,15.0,467.0,17.0,0.0,0.0,286.0,3.0,4.0,17.0,293.0,-13.0,13.0,2.0,8.0,0.0,33.0,9.0,120.0,779.0,5098.0,735.0,4939.0,9667.0,6.0,185.0,40.0,127.0,40.0,9.0,4.0,32.0,24.0,412.0,755.0,4686.0,95.0,406.0,87.0,7.0,0.0,383.0,13.0,3.0,94.0,399.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,7.0,0.0,0.0,
Mariposa,24.0,24.0,0.0,85.0,109.0,77.0,46.0,1.0,3.0,0.0,21.0,0.0,2.0,0.0,10.0,32.0,111.0,754.0,111.0,754.0,0.0,0.0,7.0,71.0,4.0,0.0,0.0,41.0,1.0,0.0,4.0,42.0,1.0,-1.0,1.0,3.0,0.0,13.0,1.0,14.0,118.0,825.0,118.0,823.0,1892.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,79.0,114.0,746.0,9.0,64.0,9.0,0.0,0.0,63.0,0.0,0.0,9.0,63.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Mendocino,228.0,230.0,-2.0,629.0,857.0,586.0,409.0,1.0,3.0,0.0,164.0,0.0,2.0,0.0,13.0,271.0,874.0,5587.0,874.0,5587.0,0.0,0.0,13.0,644.0,22.0,0.0,0.0,383.0,0.0,4.0,22.0,387.0,-19.0,19.0,4.0,8.0,0.0,92.0,6.0,138.0,887.0,6231.0,884.0,6190.0,13474.0,3.0,31.0,3.0,28.0,16.0,0.0,0.0,13.0,28.0,610.0,859.0,5621.0,77.0,496.0,71.0,0.0,0.0,483.0,2.0,1.0,71.0,486.0,6.0,0.0,0.0,10.0,0.0,0.0,6.0,10.0,0.0,0.0,
Merced,572.0,591.0,-19.0,1665.0,2237.0,1576.0,940.0,3.0,4.0,0.0,434.0,0.0,4.0,0.0,202.0,661.0,4684.0,16799.0,4689.0,16796.0,-5.0,3.0,97.0,1564.0,97.0,1.0,0.0,836.0,6.0,0.0,98.0,842.0,-92.0,92.0,16.0,19.0,7.0,205.0,68.0,406.0,4781.0,18363.0,4761.0,18266.0,55590.0,2.0,111.0,19.0,87.0,8.0,5.0,1.0,10.0,117.0,1611.0,4664.0,16752.0,705.0,1676.0,692.0,5.0,0.0,1598.0,10.0,0.0,697.0,1608.0,8.0,0.0,0.0,67.0,1.0,0.0,8.0,68.0,0.0,0.0,
Modoc,36.0,36.0,0.0,52.0,88.0,52.0,28.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,5.0,36.0,69.0,306.0,69.0,306.0,0.0,0.0,-8.0,49.0,2.0,0.0,0.0,26.0,0.0,0.0,2.0,26.0,-11.0,11.0,0.0,0.0,0.0,3.0,1.0,9.0,61.0,355.0,61.0,354.0,938.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,60.0,304.0,10.0,45.0,10.0,0.0,0.0,35.0,0.0,0.0,10.0,35.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,
Mono,28.0,28.0,0.0,64.0,92.0,46.0,27.0,1.0,2.0,0.0,15.0,0.0,1.0,0.0,4.0,46.0,20.0,306.0,20.0,306.0,0.0,0.0,-1.0,49.0,1.0,0.0,0.0,26.0,0.0,0.0,1.0,26.0,-2.0,2.0,0.0,0.0,0.0,12.0,0.0,9.0,19.0,355.0,19.0,355.0,622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.0,18.0,289.0,1.0,24.0,1.0,0.0,0.0,21.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,
Monterey,617.0,627.0,-10.0,1818.0,2435.0,1783.0,942.0,0.0,0.0,0.0,769.0,0.0,0.0,0.0,72.0,652.0,3442.0,14958.0,3443.0,14955.0,-1.0,3.0,-163.0,1765.0,55.0,0.0,0.0,879.0,7.0,1.0,55.0,887.0,-260.0,260.0,4.0,14.0,1.0,150.0,37.0,454.0,3279.0,16723.0,3267.0,16590.0,45202.0,9.0,136.0,10.0,120.0,19.0,4.0,2.0,13.0,40.0,2002.0,3239.0,14721.0,550.0,1612.0,545.0,2.0,1.0,1450.0,8.0,0.0,548.0,1458.0,2.0,0.0,0.0,154.0,0.0,0.0,2.0,154.0,0.0,0.0,
Napa,316.0,320.0,-4.0,401.0,717.0,362.0,165.0,1.0,44.0,0.0,140.0,0.0,9.0,0.0,57.0,355.0,370.0,2511.0,369.0,2510.0,1.0,1.0,4.0,329.0,7.0,0.0,0.0,153.0,5.0,0.0,7.0,158.0,-9.0,9.0,1.0,4.0,0.0,18.0,5.0,140.0,374.0,2840.0,367.0,2778.0,6720.0,5.0,67.0,6.0,59.0,5.0,0.0,1.0,3.0,7.0,338.0,367.0,2502.0,45.0,286.0,43.0,1.0,0.0,254.0,16.0,0.0,44.0,270.0,1.0,0.0,0.0,15.0,1.0,0.0,1.0,16.0,0.0,0.0,
Nevada,149.0,155.0,-6.0,424.0,573.0,403.0,238.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,14.0,170.0,422.0,3118.0,422.0,3117.0,0.0,1.0,24.0,414.0,6.0,0.0,0.0,232.0,0.0,0.0,6.0,232.0,4.0,-4.0,2.0,3.0,1.0,49.0,11.0,134.0,446.0,3532.0,446.0,3524.0,7589.0,3.0,2.0,0.0,5.0,4.0,0.0,0.0,3.0,11.0,371.0,435.0,3161.0,69.0,317.0,69.0,0.0,0.0,302.0,0.0,0.0,69.0,302.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,
Orange,10132.0,10132.0,0.0,8980.0,19112.0,8685.0,5663.0,0.0,15.0,153.0,2558.0,3.0,44.0,50.0,261.0,10427.0,23806.0,70117.0,23806.0,70117.0,0.0,0.0,384.0,8718.0,287.0,10.0,0.0,5207.0,111.0,48.0,297.0,5366.0,1.0,-1.0,3.0,20.0,1.0,12.0,82.0,3321.0,24190.0,78835.0,24034.0,76146.0,235731.0,229.0,2631.0,153.0,1874.0,1133.0,2.0,3.0,815.0,182.0,7928.0,24008.0,70907.0,1100.0,5634.0,1083.0,9.0,1.0,5021.0,107.0,28.0,1093.0,5156.0,7.0,0.0,0.0,461.0,14.0,3.0,7.0,478.0,0.0,0.0,
Placer,294.0,294.0,0.0,883.0,1177.0,872.0,455.0,1.0,2.0,0.0,343.0,0.0,1.0,0.0,74.0,305.0,954.0,6550.0,954.0,6550.0,0.0,0.0,69.0,945.0,46.0,2.0,0.0,407.0,0.0,0.0,48.0,407.0,0.0,0.0,3.0,26.0,9.0,119.0,9.0,393.0,1023.0,7495.0,1010.0,7446.0,17728.0,0.0,68.0,13.0,37.0,9.0,6.0,0.0,12.0,80.0,743.0,943.0,6752.0,86.0,410.0,82.0,2.0,0.0,382.0,1.0,0.0,84.0,383.0,2.0,0.0,0.0,27.0,0.0,0.0,2.0,27.0,0.0,0.0,
Plumas,40.0,42.0,-2.0,131.0,171.0,106.0,59.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,9.0,65.0,87.0,615.0,87.0,615.0,0.0,0.0,4.0,90.0,2.0,0.0,0.0,57.0,0.0,0.0,2.0,57.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,28.0,91.0,705.0,91.0,703.0,1603.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,79.0,88.0,626.0,14.0,65.0,14.0,0.0,0.0,61.0,0.0,0.0,14.0,61.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,
Riverside,4749.0,4781.0,-32.0,13609.0,18358.0,13544.0,7191.0,6.0,12.0,0.0,5791.0,0.0,22.0,0.0,562.0,4814.0,19026.0,88922.0,19028.0,88922.0,-2.0,0.0,286.0,10879.0,445.0,5.0,2.0,6638.0,85.0,16.0,452.0,6739.0,-451.0,451.0,47.0,108.0,7.0,928.0,231.0,2653.0,19312.0,99801.0,19180.0,98487.0,283090.0,107.0,1196.0,125.0,1042.0,320.0,32.0,7.0,272.0,325.0,9296.0,18987.0,90505.0,2757.0,10288.0,2672.0,24.0,0.0,9621.0,104.0,17.0,2696.0,9742.0,60.0,1.0,0.0,538.0,5.0,3.0,61.0,546.0,0.0,0.0,
