,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,CDSS Use Only
Sacramento,2272.0,2429.0,-157.0,7194.0,9466.0,6938.0,4299.0,2.0,33.0,4.0,2091.0,0.0,43.0,0.0,544.0,2528.0,16041.0,78626.0,16041.0,78626.0,0.0,0.0,1023.0,8655.0,447.0,15.0,1.0,3779.0,30.0,27.0,463.0,3836.0,-106.0,831.0,15.0,68.0,45.0,177.0,606.0,3743.0,17064.0,87281.0,16629.0,85758.0,220722.0,124.0,1896.0,426.0,926.0,822.0,0.0,9.0,597.0,1005.0,7304.0,16059.0,79977.0,1300.0,4534.0,1239.0,40.0,0.0,4247.0,64.0,25.0,1279.0,4336.0,21.0,0.0,0.0,190.0,8.0,0.0,21.0,198.0,0.0,0.0,
San Benito,71.0,72.0,-1.0,217.0,288.0,216.0,126.0,0.0,1.0,0.0,82.0,0.0,0.0,0.0,8.0,72.0,324.0,2237.0,324.0,2237.0,0.0,0.0,26.0,242.0,5.0,0.0,0.0,121.0,0.0,0.0,5.0,121.0,11.0,-11.0,3.0,13.0,1.0,13.0,6.0,106.0,350.0,2479.0,347.0,2452.0,6347.0,3.0,31.0,3.0,26.0,1.0,0.0,0.0,1.0,16.0,186.0,334.0,2293.0,31.0,207.0,31.0,0.0,0.0,206.0,1.0,0.0,31.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
San Bernardino,2802.0,2865.0,-63.0,12676.0,15478.0,12348.0,8128.0,0.0,2.0,10.0,3923.0,0.0,1.0,0.0,287.0,3130.0,26753.0,140959.0,26753.0,140963.0,0.0,-4.0,1721.0,11757.0,389.0,3.0,1.0,7651.0,62.0,22.0,393.0,7735.0,268.0,-268.0,60.0,154.0,99.0,695.0,901.0,3441.0,28474.0,152716.0,28275.0,151285.0,401801.0,114.0,1359.0,192.0,1070.0,434.0,41.0,7.0,361.0,1363.0,10104.0,27111.0,142612.0,2935.0,12755.0,2894.0,18.0,0.0,12548.0,75.0,16.0,2912.0,12639.0,23.0,0.0,0.0,115.0,1.0,0.0,23.0,116.0,0.0,0.0,
San Diego,5472.0,5926.0,-454.0,11126.0,16598.0,10531.0,6839.0,27.0,395.0,27.0,3506.0,2.0,252.0,2.0,157.0,6067.0,16977.0,124878.0,16747.0,123141.0,230.0,1737.0,1061.0,10626.0,374.0,8.0,0.0,6321.0,90.0,46.0,382.0,6457.0,-8.0,8.0,22.0,90.0,18.0,156.0,647.0,3915.0,18038.0,135504.0,17710.0,133084.0,291856.0,266.0,2447.0,319.0,1709.0,913.0,12.0,9.0,711.0,916.0,8337.0,17122.0,127167.0,1250.0,5793.0,1205.0,18.0,1.0,5234.0,100.0,18.0,1224.0,5352.0,26.0,0.0,0.0,426.0,11.0,4.0,26.0,441.0,0.0,0.0,
San Francisco,1430.0,1528.0,-98.0,2431.0,3861.0,2387.0,1712.0,13.0,39.0,1.0,586.0,0.0,45.0,0.0,88.0,1474.0,2319.0,28791.0,2345.0,28529.0,-26.0,262.0,204.0,2300.0,79.0,7.0,1.0,1546.0,35.0,44.0,87.0,1625.0,-2.0,2.0,0.0,0.0,0.0,0.0,119.0,673.0,2523.0,31091.0,2363.0,29351.0,50702.0,64.0,1161.0,150.0,724.0,1068.0,21.0,10.0,1016.0,176.0,2100.0,2347.0,28991.0,201.0,1206.0,188.0,8.0,0.0,1124.0,45.0,12.0,196.0,1181.0,5.0,0.0,0.0,22.0,1.0,2.0,5.0,25.0,0.0,0.0,
San Joaquin  a/,1158.0,1186.0,-28.0,3143.0,4301.0,3163.0,1847.0,0.0,11.0,1.0,1180.0,0.0,3.0,0.0,135.0,1138.0,8655.0,41693.0,8655.0,41694.0,0.0,-1.0,341.0,3134.0,158.0,1.0,0.0,1657.0,22.0,9.0,159.0,1688.0,-63.0,63.0,25.0,100.0,67.0,284.0,153.0,999.0,8996.0,44827.0,8922.0,44182.0,122802.0,49.0,645.0,73.0,501.0,182.0,20.0,1.0,144.0,360.0,2600.0,8636.0,42227.0,836.0,3531.0,825.0,6.0,0.0,3433.0,42.0,14.0,831.0,3489.0,4.0,1.0,0.0,41.0,1.0,0.0,5.0,42.0,0.0,0.0,
San Luis Obispo,407.0,407.0,0.0,726.0,1133.0,707.0,410.0,1.0,7.0,0.0,207.0,0.0,13.0,0.0,90.0,426.0,1045.0,8190.0,1045.0,8190.0,0.0,0.0,83.0,720.0,27.0,0.0,0.0,379.0,3.0,1.0,27.0,383.0,19.0,-19.0,4.0,7.0,13.0,75.0,20.0,274.0,1128.0,8910.0,1123.0,8845.0,18495.0,0.0,69.0,5.0,54.0,8.0,6.0,0.0,11.0,52.0,660.0,1076.0,8250.0,89.0,415.0,88.0,0.0,0.0,388.0,3.0,1.0,88.0,392.0,1.0,0.0,0.0,23.0,0.0,0.0,1.0,23.0,0.0,0.0,
San Mateo,4931.0,4931.0,0.0,1347.0,6278.0,1224.0,661.0,2.0,16.0,4.0,484.0,1.0,29.0,0.0,75.0,5054.0,1148.0,13588.0,1170.0,13672.0,-22.0,-84.0,71.0,1479.0,18.0,1.0,0.0,600.0,29.0,13.0,19.0,642.0,1.0,-1.0,14.0,14.0,0.0,192.0,37.0,632.0,1219.0,15067.0,1177.0,14437.0,31516.0,51.0,615.0,41.0,449.0,229.0,3.0,1.0,181.0,67.0,1043.0,1152.0,14024.0,83.0,751.0,77.0,5.0,0.0,700.0,27.0,5.0,82.0,732.0,1.0,0.0,0.0,18.0,1.0,0.0,1.0,19.0,0.0,0.0,
Santa Barbara,954.0,934.0,20.0,1253.0,2207.0,1298.0,849.0,1.0,39.0,0.0,368.0,0.0,40.0,0.0,81.0,909.0,2585.0,13050.0,2686.0,12987.0,-101.0,63.0,160.0,1430.0,59.0,1.0,0.0,779.0,5.0,5.0,60.0,789.0,1.0,-1.0,1.0,27.0,0.0,11.0,98.0,604.0,2745.0,14480.0,2729.0,14318.0,37762.0,18.0,132.0,15.0,122.0,1.0,53.0,1.0,40.0,180.0,1335.0,2565.0,13145.0,176.0,740.0,169.0,1.0,0.0,705.0,6.0,3.0,170.0,714.0,6.0,0.0,0.0,26.0,0.0,0.0,6.0,26.0,0.0,0.0,
Santa Clara,2825.0,2966.0,-141.0,3407.0,6232.0,3252.0,2147.0,8.0,62.0,3.0,737.0,1.0,45.0,0.0,365.0,2980.0,5404.0,45940.0,5470.0,45704.0,-66.0,236.0,498.0,4210.0,173.0,10.0,0.0,1876.0,40.0,48.0,183.0,1964.0,2.0,-2.0,12.0,40.0,34.0,140.0,267.0,2068.0,5902.0,50150.0,5774.0,48441.0,110461.0,107.0,1240.0,122.0,896.0,1147.0,4.0,6.0,813.0,496.0,3711.0,5406.0,46439.0,424.0,2924.0,406.0,7.0,1.0,2754.0,54.0,20.0,414.0,2828.0,10.0,0.0,0.0,90.0,2.0,4.0,10.0,96.0,0.0,0.0,
Santa Cruz,1154.0,1158.0,-4.0,967.0,2121.0,963.0,609.0,0.0,18.0,0.0,305.0,0.0,37.0,0.0,49.0,1158.0,1187.0,11278.0,1219.0,11170.0,-32.0,108.0,93.0,1233.0,27.0,0.0,0.0,574.0,6.0,2.0,27.0,582.0,0.0,0.0,0.0,8.0,0.0,11.0,66.0,632.0,1280.0,12511.0,1276.0,12444.0,26061.0,4.0,56.0,4.0,56.0,0.0,11.0,0.0,11.0,94.0,1149.0,1186.0,11362.0,98.0,744.0,94.0,1.0,0.0,689.0,2.0,0.0,95.0,691.0,3.0,0.0,0.0,53.0,0.0,0.0,3.0,53.0,0.0,0.0,
Shasta,343.0,349.0,-6.0,1090.0,1433.0,1062.0,543.0,0.0,18.0,1.0,500.0,0.0,7.0,0.0,18.0,371.0,1424.0,10720.0,1424.0,10720.0,0.0,0.0,86.0,1095.0,24.0,0.0,0.0,517.0,1.0,1.0,24.0,519.0,9.0,-9.0,8.0,28.0,5.0,105.0,40.0,452.0,1510.0,11815.0,1506.0,11773.0,25505.0,4.0,30.0,4.0,27.0,22.0,0.0,0.0,15.0,58.0,1001.0,1452.0,10814.0,186.0,1012.0,185.0,1.0,0.0,992.0,1.0,0.0,186.0,993.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,
Sierra,1.0,1.0,0.0,8.0,9.0,6.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,7.0,167.0,7.0,167.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,170.0,8.0,170.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,155.0,2.0,14.0,2.0,0.0,0.0,14.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Siskiyou,89.0,91.0,-2.0,258.0,347.0,243.0,132.0,0.0,2.0,0.0,101.0,0.0,0.0,0.0,10.0,104.0,420.0,2629.0,420.0,2629.0,0.0,0.0,16.0,257.0,8.0,0.0,0.0,121.0,2.0,1.0,8.0,124.0,-9.0,9.0,2.0,8.0,2.0,29.0,13.0,87.0,436.0,2886.0,436.0,2876.0,7203.0,1.0,5.0,0.0,6.0,3.0,1.0,0.0,4.0,27.0,182.0,409.0,2704.0,48.0,227.0,48.0,0.0,0.0,223.0,0.0,0.0,48.0,223.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,
Solano,613.0,695.0,-82.0,1437.0,2050.0,1358.0,893.0,4.0,45.0,0.0,365.0,0.0,45.0,0.0,100.0,692.0,2848.0,17845.0,2846.0,17661.0,2.0,184.0,226.0,1865.0,78.0,0.0,0.0,796.0,12.0,7.0,78.0,815.0,2.0,2.0,5.0,45.0,8.0,81.0,133.0,922.0,3074.0,19710.0,3053.0,19486.0,43552.0,200.0,185.0,21.0,166.0,78.0,60.0,0.0,58.0,151.0,1570.0,2923.0,18140.0,244.0,1080.0,232.0,1.0,0.0,1044.0,5.0,1.0,233.0,1050.0,11.0,0.0,0.0,28.0,1.0,1.0,11.0,30.0,0.0,0.0,
Sonoma,742.0,828.0,-86.0,1373.0,2115.0,1350.0,894.0,1.0,72.0,0.0,405.0,0.0,111.0,0.0,51.0,765.0,1767.0,17087.0,1784.0,16896.0,-17.0,191.0,103.0,1285.0,45.0,3.0,0.0,826.0,13.0,7.0,48.0,846.0,2.0,-2.0,5.0,6.0,16.0,134.0,32.0,301.0,1870.0,18372.0,1831.0,18085.0,36621.0,13.0,292.0,36.0,222.0,86.0,0.0,3.0,65.0,88.0,1307.0,1782.0,17065.0,134.0,892.0,130.0,2.0,0.0,765.0,9.0,1.0,132.0,775.0,2.0,0.0,0.0,114.0,2.0,1.0,2.0,117.0,0.0,0.0,
Stanislaus,1026.0,1042.0,-16.0,3100.0,4126.0,3262.0,1986.0,3.0,25.0,1.0,1153.0,0.0,16.0,0.0,122.0,864.0,6058.0,34447.0,6059.0,34450.0,-1.0,-3.0,383.0,3111.0,101.0,0.0,0.0,1874.0,9.0,2.0,101.0,1885.0,38.0,-38.0,34.0,67.0,42.0,232.0,168.0,965.0,6441.0,37558.0,6407.0,37361.0,93593.0,19.0,198.0,31.0,164.0,38.0,9.0,3.0,33.0,323.0,2526.0,6118.0,35032.0,604.0,3177.0,599.0,2.0,0.0,3136.0,15.0,1.0,601.0,3152.0,3.0,0.0,0.0,25.0,0.0,0.0,3.0,25.0,0.0,0.0,
Sutter,140.0,153.0,-13.0,503.0,643.0,463.0,220.0,1.0,6.0,1.0,211.0,0.0,5.0,0.0,31.0,180.0,756.0,4454.0,756.0,4454.0,0.0,0.0,48.0,451.0,24.0,0.0,0.0,193.0,1.0,2.0,24.0,196.0,-19.0,19.0,8.0,20.0,5.0,34.0,30.0,182.0,804.0,4905.0,791.0,4857.0,13192.0,6.0,59.0,12.0,40.0,8.0,3.0,1.0,8.0,35.0,354.0,769.0,4551.0,100.0,412.0,98.0,0.0,1.0,400.0,1.0,0.0,99.0,401.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,11.0,0.0,0.0,
Tehama,126.0,130.0,-4.0,387.0,513.0,399.0,228.0,1.0,7.0,0.0,146.0,0.0,4.0,0.0,25.0,114.0,624.0,3824.0,624.0,3824.0,0.0,0.0,16.0,392.0,9.0,2.0,0.0,215.0,2.0,0.0,11.0,217.0,-12.0,12.0,6.0,18.0,0.0,16.0,11.0,129.0,640.0,4216.0,636.0,4191.0,10522.0,0.0,32.0,4.0,23.0,2.0,0.0,0.0,2.0,28.0,355.0,612.0,3861.0,65.0,366.0,65.0,0.0,0.0,354.0,3.0,0.0,65.0,357.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,
Trinity,19.0,20.0,-1.0,70.0,89.0,76.0,49.0,1.0,2.0,0.0,25.0,0.0,0.0,0.0,2.0,13.0,65.0,871.0,65.0,871.0,0.0,0.0,3.0,89.0,2.0,0.0,0.0,47.0,0.0,0.0,2.0,47.0,-6.0,6.0,0.0,6.0,1.0,8.0,6.0,22.0,68.0,960.0,68.0,960.0,1849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,92.0,64.0,868.0,7.0,54.0,6.0,0.0,0.0,54.0,0.0,0.0,6.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Tulare,6049.0,6049.0,0.0,2389.0,8438.0,2306.0,1831.0,6.0,21.0,6.0,417.0,0.0,21.0,0.0,52.0,6132.0,29838.0,54690.0,29838.0,54690.0,0.0,0.0,724.0,4206.0,178.0,1.0,0.0,1622.0,21.0,9.0,179.0,1652.0,3.0,-3.0,228.0,1101.0,35.0,332.0,279.0,1124.0,30562.0,58896.0,30501.0,58020.0,126822.0,489.0,850.0,58.0,689.0,241.0,3.0,3.0,187.0,477.0,3115.0,30085.0,55781.0,758.0,2516.0,749.0,2.0,0.0,2395.0,28.0,8.0,751.0,2431.0,6.0,1.0,0.0,82.0,1.0,2.0,7.0,85.0,0.0,0.0,
Tuolumne,97.0,100.0,-3.0,271.0,368.0,268.0,163.0,0.0,8.0,0.0,93.0,0.0,5.0,0.0,12.0,100.0,318.0,2581.0,318.0,2581.0,0.0,0.0,42.0,234.0,9.0,0.0,0.0,153.0,1.0,0.0,9.0,154.0,24.0,-24.0,4.0,18.0,0.0,17.0,5.0,69.0,360.0,2815.0,358.0,2808.0,5622.0,1.0,8.0,2.0,5.0,4.0,0.0,0.0,2.0,17.0,189.0,343.0,2626.0,33.0,230.0,33.0,0.0,0.0,222.0,1.0,1.0,33.0,224.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,
Ventura,2002.0,2002.0,0.0,2572.0,4574.0,2550.0,1768.0,1.0,27.0,0.0,670.0,0.0,103.0,0.0,112.0,2024.0,3272.0,31298.0,3290.0,31007.0,-18.0,291.0,150.0,2690.0,65.0,0.0,0.0,1670.0,20.0,13.0,65.0,1703.0,-1.0,1.0,0.0,0.0,0.0,0.0,86.0,986.0,3422.0,33988.0,3392.0,33456.0,76936.0,45.0,460.0,30.0,363.0,212.0,0.0,0.0,169.0,164.0,2732.0,3258.0,31256.0,255.0,1382.0,246.0,3.0,0.0,1293.0,19.0,2.0,249.0,1314.0,6.0,0.0,0.0,67.0,1.0,0.0,6.0,68.0,0.0,0.0,
Yolo,384.0,384.0,0.0,809.0,1193.0,806.0,517.0,4.0,20.0,0.0,249.0,0.0,28.0,0.0,40.0,387.0,1000.0,8284.0,1011.0,8176.0,-11.0,108.0,71.0,804.0,26.0,1.0,0.0,478.0,7.0,5.0,27.0,490.0,-1.0,1.0,4.0,8.0,0.0,4.0,41.0,301.0,1071.0,9088.0,1023.0,8852.0,20186.0,20.0,295.0,47.0,167.0,97.0,0.0,1.0,69.0,77.0,694.0,994.0,8394.0,69.0,568.0,56.0,9.0,0.0,459.0,9.0,1.0,65.0,469.0,4.0,0.0,0.0,95.0,3.0,1.0,4.0,99.0,0.0,0.0,
Yuba,102.0,102.0,0.0,498.0,600.0,467.0,233.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,16.0,133.0,886.0,4934.0,886.0,4934.0,0.0,0.0,50.0,428.0,10.0,0.0,0.0,221.0,0.0,2.0,10.0,223.0,9.0,-9.0,0.0,27.0,2.0,22.0,29.0,165.0,936.0,5362.0,930.0,5324.0,13684.0,3.0,42.0,6.0,34.0,5.0,0.0,0.0,4.0,38.0,356.0,898.0,5006.0,110.0,474.0,109.0,1.0,0.0,448.0,3.0,1.0,110.0,452.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0,0.0,0.0,
