county,qtr_calfresh_hh_ly,qtr_calfresh_hh_prev_qtr,qtr_calfresh_hh_curr_qtr,qtr_calfresh_pers_ly,qtr_calfresh_pers_prev_qtr,qtr_calfresh_pers_curr_qtr,qtr_medical_rcv_calfresh_ly,qtr_medical_rcv_calfresh_prev_qtr,qtr_medical_rcv_calfresh_curr_qtr,qtr_calfresh_rcv_medical_ly,qtr_calfresh_rcv_medical_prev_qtr,qtr_calfresh_rcv_medical_curr_qtr,qtr_pct_calfresh_rcv_medical_ly,qtr_pct_calfresh_rcv_medical_prev_qtr,qtr_pct_calfresh_rcv_medical_curr_qtr,qtr_timeliness_30d_ly,qtr_timeliness_30d_prev_qtr,qtr_timeliness_30d_curr_qtr,qtr_timeliness_exp_ly,qtr_timeliness_exp_prev_qtr,qtr_timeliness_exp_curr_qtr,qtr_active_err_rt_ly,qtr_active_err_rt_prev_qtr,qtr_active_err_rt_curr_qtr,qtr_30d_churn_reapps_ly,qtr_30d_churn_reapps_prev_qtr,qtr_30d_churn_reapps_curr_qtr,qtr_90d_churn_reapps_ly,qtr_90d_churn_reapps_prev_qtr,qtr_90d_churn_reapps_curr_qtr,qtr_30d_churn_recerts_ly,qtr_30d_churn_recerts_prev_qtr,qtr_30d_churn_recerts_curr_qtr,qtr_90d_churn_recerts_ly,qtr_90d_churn_recerts_prev_qtr,qtr_90d_churn_recerts_curr_qtr,ann_hh_2yr_prior,ann_hh_1yr_prior,ann_hh_yr_of_report,ann_pers_2yr_prior,ann_pers_1yr_prior,ann_pers_yr_of_report,ann_elderly_2yr_prior,ann_elderly_1yr_prior,ann_elderly_yr_of_report,ann_children_2yr_prior,ann_children_1yr_prior,ann_children_yr_of_report,ann_child_only_hh_2yr_prior,ann_child_only_hh_1yr_prior,ann_child_only_hh_yr_of_report,ann_child_only_pers_2yr_prior,ann_child_only_pers_1yr_prior,ann_child_only_pers_yr_of_report,ann_esl_2yr_prior,ann_esl_1yr_prior,ann_esl_yr_of_report,ann_tot_pop_2yr_prior,ann_tot_pop_1yr_prior,ann_tot_pop_yr_of_report,ann_elderly_over60_2yr_prior,ann_elderly_over60_1yr_prior,ann_elderly_over60_yr_of_report,ann_children_less18_2yr_prior,ann_children_less18_1yr_prior,ann_children_less18_yr_of_report,ann_tot_pop_greater5_2yr_prior,ann_tot_pop_greater5_1yr_prior,ann_tot_pop_greater5_yr_of_report,ann_tot_esl_greater5_2yr_prior,ann_tot_esl_greater5_1yr_prior,ann_tot_esl_greater5_yr_of_report,ann_medical_2yr_prior,ann_medical_1yr_prior,ann_medical_yr_of_report,ann_ssi_rcpt_2yr_prior,ann_ssi_rcpt_1yr_prior,ann_ssi_rcpt_yr_of_report,ann_unempl_pct_2yr_prior,ann_unempl_pct_1yr_prior,ann_unempl_pct_yr_of_report,ann_calfresh_eligibles_2yr_prior,ann_calfresh_eligibles_1yr_prior,ann_calfresh_eligibles_yr_of_report,ann_eligibles_excl_undocs_ssi_2yr_prior,ann_eligibles_excl_undocs_ssi_1yr_prior,ann_eligibles_excl_undocs_ssi_yr_of_report,year,month,quarter,fulldate,consortium,state_fiscal_year,ann_calfresh_hh_sfy_avg,ann_calfresh_hh_cy_avg,ann_calfresh_persons_sfy_avg,ann_calfresh_persons_cy_avg,ann_elderly,ann_children,ann_child_only_hh,ann_esl,ann_wic_calfresh_reachable,ann_calfresh_in_wic,ann_tot_pop,ann_elderly_over60,ann_children_under18,ann_tot_esl_over5,ann_tot_ssi_recipients,unemployment_pct,ann_calfresh_eligibles,federal_fiscal_year,mth_calfresh_hh,mth_calfresh_persons,mth_medical_enrollment,mth_timeliness_30d_pct,mth_timeliness_exp_pct,mth_negative_error_completed_cases,mth_negative_error_pct,mth_active_error_rate_pct,pri_est_frequency,calfresh_persons_cy_avg,calfresh_eligibles,five_yr_est_range,pri_us_census_est_pct,qtr_medical_rcv_calfresh_pct,qtr_calfresh_persons_rcv_medical,qtr_calfresh_persons_rcv_medical_pct,qtr_timeliness_exp_pct,qtr_30d_churn_reapps_pct,qtr_90d_churn_reapps_pct,qtr_30d_churn_recerts_pct,qtr_90d_churn_recerts_pct
Inyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2015.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,0.352127659574,1986.0,0.939007092199,,,,,
Inyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,201415.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,0.9052,0.1295,0.2455,0.3036,0.3438
Kern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2014/15,,,,,,,,,,,,,,,,,,2015.0,66165.0,157116.0,376924.0,0.9938,\N,22.0,0.182,0.0054,,,,,,,,,,,,,
Kern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2015.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,0.396816772417,151909.0,0.945895963835,,,,,
Kern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,201415.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,0.9474,0.1779,0.2606,0.1754,0.2039
Kings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2014/15,,,,,,,,,,,,,,,,,,2015.0,10570.0,24693.0,55088.0,0.998,\N,55.0,0.309,0.0397,,,,,,,,,,,,,
Kings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2015.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,0.426308944827,23930.0,0.953538412496,,,,,
Kings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,201415.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,0.9678,0.1943,0.2742,0.2895,0.3204
Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2014/15,,,,,,,,,,,,,,,,,,2015.0,6132.0,11957.0,29714.0,0.9803,\N,55.0,0.309,0.0397,,,,,,,,,,,,,
Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2015.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,0.380208503546,11634.0,0.953372121609,,,,,
Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,201415.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,0.9566,0.0789,0.1523,0.307,0.3516
Lassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2014/15,,,,,,,,,,,,,,,,,,2015.0,1544.0,3212.0,7449.0,0.9437,\N,55.0,0.309,0.0397,,,,,,,,,,,,,
Lassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2015.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,0.403973509934,3111.0,0.938744719372,,,,,
Lassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,201415.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,0.7337,0.0744,0.141,0.2718,0.3051
Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,LRS,2014/15,,,,,,,,,,,,,,,,,,2015.0,584978.0,1178282.0,3728723.0,0.9708,\N,59.0,0.458,0.0516,,,,,,,,,,,,,
Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,LRS,2015.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,0.276288497416,1038448.0,0.866126141304,,,,,
Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,LRS,201415.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,0.9494,0.0816,0.1522,0.0102,0.0133
Madera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2014/15,,,,,,,,,,,,,,,,,,2015.0,12125.0,29932.0,69136.0,1.0,\N,55.0,0.309,0.0397,,,,,,,,,,,,,
Madera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2015.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,0.419549800454,29225.0,0.966914805624,,,,,
Madera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,201415.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,0.8496,0.1447,0.2266,0.2503,0.289
Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2014/15,,,,,,,,,,,,,,,,,,2015.0,6426.0,10485.0,42881.0,0.9693,\N,55.0,0.309,0.0397,,,,,,,,,,,,,
Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2015.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,0.236206068644,10330.0,0.94406872601,,,,,
Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,201415.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,0.9209,0.1807,0.2595,0.2645,0.3046
Mariposa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2014/15,,,,,,,,,,,,,,,,,,2015.0,1113.0,2127.0,4755.0,1.0,\N,55.0,0.309,0.0397,,,,,,,,,,,,,
Mariposa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2015.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,0.426606446315,2078.0,0.960702727693,,,,,
Mariposa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,201415.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,0.9639,0.125,0.1991,0.287,0.3056
Mendocino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2014/15,,,,,,,,,,,,,,,,,,2015.0,6965.0,13008.0,39289.0,1.0,\N,55.0,0.309,0.0397,,,,,,,,,,,,,
Mendocino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2015.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,0.319045733518,12892.0,0.936510242627,,,,,
Mendocino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,201415.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,0.972,0.1571,0.2734,0.2521,0.3142
Merced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2014/15,,,,,,,,,,,,,,,,,,2015.0,25216.0,58981.0,134912.0,0.9966,\N,6.0,0.333,0.0155,,,,,,,,,,,,,
Merced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2015.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,0.426294820717,58208.0,0.96830968343,,,,,
Merced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,201415.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,0.9655,0.1586,0.2375,0.3213,0.3558
Modoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2014/15,,,,,,,,,,,,,,,,,,2015.0,465.0,1012.0,3159.0,0.8947,\N,55.0,0.309,0.0397,,,,,,,,,,,,,
Modoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2015.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,0.309265571738,998.0,0.966118102614,,,,,
Modoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,201415.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,0.94,0.1203,0.1729,0.2707,0.2857
Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2014/15,,,,,,,,,,,,,,,,,,2015.0,522.0,852.0,3584.0,0.963,\N,55.0,0.309,0.0397,,,,,,,,,,,,,
Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2015.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,0.20956284153,767.0,0.865688487585,,,,,
Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,201415.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,0.9806,0.0237,0.1374,0.0379,0.0569
Monterey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2014/15,,,,,,,,,,,,,,,,,,2015.0,24412.0,54990.0,169139.0,1.0,\N,10.0,0.1,0.0604,,,,,,,,,,,,,
Monterey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2015.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,0.315118702953,54421.0,0.963971304579,,,,,
Monterey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,201415.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,0.9601,0.1426,0.2213,0.1764,0.205
Napa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2014/15,,,,,,,,,,,,,,,,,,2015.0,3705.0,7653.0,31531.0,0.9881,\N,55.0,0.309,0.0397,,,,,,,,,,,,,
Napa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2015.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,0.230360141818,7407.0,0.941049421929,,,,,
Napa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,201415.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,0.9738,0.11,0.1675,0.1655,0.1984
Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2014/15,,,,,,,,,,,,,,,,,,2015.0,4235.0,7675.0,23926.0,0.9889,\N,55.0,0.309,0.0397,,,,,,,,,,,,,
Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2015.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,0.30595852799,7466.0,0.931154901472,,,,,
Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,201415.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,0.8252,0.1112,0.2045,0.2498,0.2875
Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,CalWIN,2014/15,,,,,,,,,,,,,,,,,,2015.0,121210.0,254662.0,857035.0,0.9878,\N,15.0,0.4,0.0304,,,,,,,,,,,,,
Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,CalWIN,2015.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,0.269659848442,236640.0,0.920874955735,,,,,
Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,CalWIN,201415.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,0.9971,0.1084,0.1991,0.0857,0.1336
Placer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,CalWIN,2014/15,,,,,,,,,,,,,,,,,,2015.0,9342.0,18325.0,61789.0,0.9822,\N,55.0,0.309,0.0397,,,,,,,,,,,,,
Placer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,CalWIN,2015.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,0.253827609879,15899.0,0.87573671165,,,,,
Placer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,CalWIN,201415.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,0.9377,0.111,0.2013,0.08,0.129
Plumas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2014/15,,,,,,,,,,,,,,,,,,2015.0,1126.0,2151.0,5679.0,1.0,\N,55.0,0.309,0.0397,,,,,,,,,,,,,
Plumas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2015.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,0.3386790826,1964.0,0.900917431193,,,,,
Plumas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,201415.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,0.9028,0.1184,0.1673,0.1918,0.2122
Riverside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2014/15,,,,,,,,,,,,,,,,,,2015.0,126536.0,290231.0,791869.0,0.9969,\N,49.0,0.143,0.0718,,,,,,,,,,,,,
Riverside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2015.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,0.332907308445,267248.0,0.89852100151,,,,,
Riverside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,201415.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,0.9207,0.17,0.2565,0.2292,0.263
Sacramento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,CalWIN,2014/15,,,,,,,,,,,,,,,,,,2015.0,103785.0,219096.0,531208.0,0.9919,\N,13.0,0.692,0.0,,,,,,,,,,,,,
Sacramento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,CalWIN,2015.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,0.376422314106,203288.0,0.922903709084,,,,,
Sacramento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,CalWIN,201415.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,0.9868,0.1219,0.2073,0.0948,0.145
San Benito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2014/15,,,,,,,,,,,,,,,,,,2015.0,2781.0,6283.0,17814.0,0.9921,\N,55.0,0.309,0.0397,,,,,,,,,,,,,
San Benito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,2015.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,0.331607629428,6085.0,0.949594257179,,,,,
San Benito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,APR,2.0,2015-04-01,C-IV,201415.0,,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,0.9298,0.1203,0.2141,0.2484,0.2891
