county,qtr_calfresh_hh_ly,qtr_calfresh_hh_prev_qtr,qtr_calfresh_hh_curr_qtr,qtr_calfresh_pers_ly,qtr_calfresh_pers_prev_qtr,qtr_calfresh_pers_curr_qtr,qtr_medical_rcv_calfresh_ly,qtr_medical_rcv_calfresh_prev_qtr,qtr_medical_rcv_calfresh_curr_qtr,qtr_calfresh_rcv_medical_ly,qtr_calfresh_rcv_medical_prev_qtr,qtr_calfresh_rcv_medical_curr_qtr,qtr_pct_calfresh_rcv_medical_ly,qtr_pct_calfresh_rcv_medical_prev_qtr,qtr_pct_calfresh_rcv_medical_curr_qtr,qtr_timeliness_30d_ly,qtr_timeliness_30d_prev_qtr,qtr_timeliness_30d_curr_qtr,qtr_timeliness_exp_ly,qtr_timeliness_exp_prev_qtr,qtr_timeliness_exp_curr_qtr,qtr_active_err_rt_ly,qtr_active_err_rt_prev_qtr,qtr_active_err_rt_curr_qtr,qtr_30d_churn_reapps_ly,qtr_30d_churn_reapps_prev_qtr,qtr_30d_churn_reapps_curr_qtr,qtr_90d_churn_reapps_ly,qtr_90d_churn_reapps_prev_qtr,qtr_90d_churn_reapps_curr_qtr,qtr_30d_churn_recerts_ly,qtr_30d_churn_recerts_prev_qtr,qtr_30d_churn_recerts_curr_qtr,qtr_90d_churn_recerts_ly,qtr_90d_churn_recerts_prev_qtr,qtr_90d_churn_recerts_curr_qtr,ann_hh_2yr_prior,ann_hh_1yr_prior,ann_hh_yr_of_report,ann_pers_2yr_prior,ann_pers_1yr_prior,ann_pers_yr_of_report,ann_elderly_2yr_prior,ann_elderly_1yr_prior,ann_elderly_yr_of_report,ann_children_2yr_prior,ann_children_1yr_prior,ann_children_yr_of_report,ann_child_only_hh_2yr_prior,ann_child_only_hh_1yr_prior,ann_child_only_hh_yr_of_report,ann_child_only_pers_2yr_prior,ann_child_only_pers_1yr_prior,ann_child_only_pers_yr_of_report,ann_esl_2yr_prior,ann_esl_1yr_prior,ann_esl_yr_of_report,ann_tot_pop_2yr_prior,ann_tot_pop_1yr_prior,ann_tot_pop_yr_of_report,ann_elderly_over60_2yr_prior,ann_elderly_over60_1yr_prior,ann_elderly_over60_yr_of_report,ann_children_less18_2yr_prior,ann_children_less18_1yr_prior,ann_children_less18_yr_of_report,ann_tot_pop_greater5_2yr_prior,ann_tot_pop_greater5_1yr_prior,ann_tot_pop_greater5_yr_of_report,ann_tot_esl_greater5_2yr_prior,ann_tot_esl_greater5_1yr_prior,ann_tot_esl_greater5_yr_of_report,ann_medical_2yr_prior,ann_medical_1yr_prior,ann_medical_yr_of_report,ann_ssi_rcpt_2yr_prior,ann_ssi_rcpt_1yr_prior,ann_ssi_rcpt_yr_of_report,ann_unempl_pct_2yr_prior,ann_unempl_pct_1yr_prior,ann_unempl_pct_yr_of_report,ann_calfresh_eligibles_2yr_prior,ann_calfresh_eligibles_1yr_prior,ann_calfresh_eligibles_yr_of_report,ann_eligibles_excl_undocs_ssi_2yr_prior,ann_eligibles_excl_undocs_ssi_1yr_prior,ann_eligibles_excl_undocs_ssi_yr_of_report,year,month,quarter,fulldate,consortium,state_fiscal_year,ann_calfresh_hh_sfy_avg,ann_calfresh_hh_cy_avg,ann_calfresh_persons_sfy_avg,ann_calfresh_persons_cy_avg,ann_elderly,ann_children,ann_child_only_hh,ann_esl,ann_wic_calfresh_reachable,ann_calfresh_in_wic,ann_tot_pop,ann_elderly_over60,ann_children_under18,ann_tot_esl_over5,ann_tot_ssi_recipients,unemployment_pct,ann_calfresh_eligibles,federal_fiscal_year,mth_calfresh_hh,mth_calfresh_persons,mth_medical_enrollment,mth_timeliness_30d_pct,mth_timeliness_exp_pct,mth_negative_error_completed_cases,mth_negative_error_pct,mth_active_error_rate_pct,pri_est_frequency,calfresh_persons_cy_avg,calfresh_eligibles,five_yr_est_range,pri_us_census_est_pct,qtr_medical_rcv_calfresh_pct,qtr_calfresh_persons_rcv_medical,qtr_calfresh_persons_rcv_medical_pct,qtr_timeliness_exp_pct,qtr_30d_churn_reapps_pct,qtr_90d_churn_reapps_pct,qtr_30d_churn_recerts_pct,qtr_90d_churn_recerts_pct
Fresno,88850.0,91601.0,90783.0,215016.0,220493.0,217757.0,0.534958754555,0.516833106037,0.51330652376,175421.0,176222.0,174998.0,0.797890437377,0.785385381791,0.78891007906,0.967714285714,0.959844054581,0.918587249327,0.97279706275,0.932670060157,0.834818888678,0.0145,0.41,0.35,0.157,0.1572,0.1649,0.2719,0.2786,0.2943,0.0925,0.0971,0.0973,0.1489,0.1523,0.1451,84399.0,88850.0,90783.0,206749.0,215016.0,217757.0,3822.0,4650.0,5364.0,119928.0,122558.0,123609.0,15136.0,15452.0,14216.0,,,,60894.0,61549.0,59175.0,939278.0,946823.0,958260.0,138663.053048,143085.712488,147191.0,276363.132752,275523.561194,276923.203209,,,,112468.0,115573.0,108885.0,313221.0,316699.0,299363.0,39741.0,40171.0,40774.0,0.165,0.152,0.132,261011.888029,283512.805587,280018.279251,0.789128807715,0.757990453217,0.782936225206,2013,SEP,3.0,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn,1389.0,1451.0,1431.0,3419.0,3606.0,3549.0,0.391229153799,0.391703983031,0.38138664796,3167.0,3324.0,3262.0,0.904340376927,0.906111111111,0.911434055388,1.0,1.0,1.0,0.981651376147,0.993103448276,0.992125984252,0.0545,0.059,0.0529,0.024,0.1369,0.1854,0.1158,0.2111,0.2521,0.1118,0.1137,0.1,0.1238,0.123,0.1146,1323.0,1389.0,1431.0,3422.0,3419.0,3549.0,63.0,87.0,113.0,1955.0,1908.0,1985.0,219.0,231.0,237.0,,,,744.0,769.0,739.0,28255.0,28208.0,28599.0,5356.20520791,5498.60082429,5834.0,7775.78084176,7656.59479157,7588.22108211,,,,2387.0,2433.0,2638.0,7202.0,7157.0,6747.0,1118.0,1128.0,1136.0,0.158,0.147,0.121,6093.96743448,6413.05497288,6195.80776671,0.543789143766,0.536509772833,0.568507573022,2013,SEP,3.0,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt,8114.0,8426.0,8812.0,15495.0,15819.0,16507.0,0.416090234935,0.419755374351,0.424931728836,13354.0,13590.0,14160.0,0.83745139847,0.831571529246,0.826592056444,0.978761061947,0.989228007181,0.950693374422,0.944078947368,0.932973805855,0.897471910112,0.0545,0.059,0.0529,0.0346,0.1183,0.114,0.1245,0.1834,0.1806,0.1838,0.1856,0.1778,0.207,0.206,0.2068,7731.0,8114.0,8812.0,14836.0,15495.0,16507.0,422.0,496.0,695.0,6696.0,6496.0,7000.0,657.0,685.0,684.0,,,,843.0,807.0,886.0,135218.0,134923.0,136480.0,27991.8516469,29077.9417925,30216.0,26889.7469991,26337.1826776,26024.6730832,,,,2150.0,2104.0,2347.0,27304.0,27113.0,24939.0,5830.0,5740.0,5607.0,0.114,0.105,0.082,29446.6608208,32856.8626741,34042.6827341,0.499592582768,0.46724637566,0.474035923418,2013,SEP,3.0,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imperial,14037.0,14164.0,14518.0,36091.0,36277.0,37083.0,0.503433299179,0.502879019908,0.506859249411,32919.0,32838.0,33548.0,0.890978969876,0.879716795595,0.88046975547,1.0,1.0,0.930666666667,0.983783783784,0.988917306053,0.91443452381,0.0545,0.059,0.0529,0.0344,0.1919,0.1634,0.1212,0.2803,0.2386,0.1681,0.1355,0.1371,0.1863,0.1552,0.1546,13153.0,14037.0,14518.0,34438.0,36091.0,37083.0,1259.0,1456.0,1738.0,18301.0,18176.0,19291.0,891.0,994.0,1028.0,,,,17336.0,17886.0,19370.0,177229.0,178659.0,179326.0,26621.1879176,27470.3087692,28182.0,51037.3509061,50931.5399829,51426.3935883,,,,31970.0,32769.0,32195.0,58086.0,58377.0,55474.0,10249.0,10349.0,10276.0,0.297,0.283,0.249,52830.0108063,44744.1895337,44789.8810232,0.650984156071,0.80804160369,0.814640171622,2013,SEP,3.0,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inyo,957.0,1038.0,1058.0,1951.0,2058.0,2132.0,0.391019855596,0.412900295253,0.419420552286,1733.0,1818.0,1853.0,0.884635017866,0.863869463869,0.855126999059,1.0,1.0,1.0,0.992753623188,0.977611940299,0.992424242424,0.0545,0.059,0.0529,0.0536,0.163,0.1714,0.1607,0.2431,0.2829,0.125,0.1961,0.1571,0.128,0.2265,0.1714,869.0,957.0,1058.0,1813.0,1951.0,2132.0,92.0,105.0,137.0,866.0,879.0,964.0,91.0,105.0,103.0,,,,267.0,316.0,327.0,18687.0,18637.0,19241.0,5024.54371961,5120.8498982,5510.0,3816.00617229,3726.62206828,3659.83488104,,,,454.0,490.0,532.0,3541.0,3534.0,3188.0,390.0,396.0,407.0,0.099,0.094,0.079,2628.31244483,2515.10160211,2765.88200729,0.687893862678,0.776708184816,0.739464923624,2013,SEP,3.0,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,57915.0,59622.0,59623.0,140798.0,144678.0,144653.0,0.471421702196,0.452817172197,0.44406528523,117648.0,120117.0,118680.0,0.813795679512,0.806715834551,0.810041474188,0.989473684211,0.991410164639,0.992189940644,0.951384853767,0.951675009626,0.901584653878,0.0317,0.0248,0.0224,0.054,0.2093,0.2059,0.1587,0.2948,0.2929,0.1568,0.1251,0.1244,0.1815,0.1479,0.1469,53773.0,57915.0,59623.0,134833.0,140798.0,144653.0,2783.0,3379.0,3983.0,81944.0,82189.0,84978.0,11845.0,11952.0,10703.0,,,,37108.0,37887.0,37191.0,848839.0,855522.0,869797.0,114796.86474,119415.121342,122971.0,252109.158714,251296.053858,252027.910679,,,,84185.0,85452.0,88100.0,239601.0,240099.0,224473.0,30734.0,31095.0,31384.0,0.149,0.133,0.117,213704.922834,213671.260959,224185.425539,0.62580136929,0.654212532089,0.64036520264,2013,SEP,3.0,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings,9624.0,10012.0,9956.0,22949.0,23729.0,23543.0,0.508053972718,0.491171601986,0.479885386819,20596.0,21364.0,20935.0,0.886306911094,0.881213957991,0.880626545754,0.996233521657,0.9836400818,0.995918367347,0.882105263158,0.969264544457,0.961538461538,0.0545,0.059,0.0529,0.0428,0.2097,0.1988,0.1444,0.2941,0.2891,0.1447,0.1791,0.1951,0.1639,0.2066,0.2166,9036.0,9624.0,9956.0,22067.0,22949.0,23543.0,448.0,563.0,652.0,12407.0,12535.0,12892.0,1524.0,1554.0,1396.0,,,,5421.0,5625.0,5451.0,151655.0,150843.0,152456.0,18146.01456,18666.4737339,19636.0,41507.9174804,40865.8553768,41136.3282297,,,,14643.0,14061.0,14426.0,36327.0,36030.0,33393.0,4723.0,4729.0,4659.0,0.162,0.153,0.135,28207.5939281,33430.7398614,34890.9740076,0.783335156354,0.685556669152,0.669300474371,2013,SEP,3.0,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake,5041.0,5165.0,5227.0,10039.0,10263.0,10453.0,0.42001446829,0.416833667335,0.417766827817,8709.0,8736.0,8987.0,0.851569375183,0.855904761905,0.849309741396,0.955390334572,0.9609375,0.947368421053,0.939958592133,0.951851851852,0.871584699454,0.0545,0.059,0.0529,0.0153,0.1113,0.1059,0.0826,0.1715,0.1729,0.2562,0.1742,0.1566,0.2784,0.1954,0.1786,4751.0,5041.0,5227.0,9789.0,10039.0,10453.0,382.0,477.0,586.0,4333.0,4340.0,4436.0,232.0,256.0,385.0,,,,789.0,790.0,814.0,64419.0,64394.0,64782.0,16937.5032881,17355.2571527,18045.0,13318.7568023,13100.2074618,12881.5759389,,,,1826.0,1920.0,1792.0,18109.0,17709.0,16443.0,3653.0,3701.0,3710.0,0.168,0.15,0.108,17844.07128,19370.3412,17452.4775,0.520340893864,0.522757957408,0.589944894643,2013,SEP,3.0,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,1386.0,1419.0,1426.0,2933.0,2954.0,2971.0,0.475240594926,0.468414569769,0.469157560804,2716.0,2662.0,2662.0,0.901128069011,0.879418566237,0.882041086812,0.957264957265,0.989247311828,0.978947368421,0.929824561404,0.958549222798,0.912442396313,0.0545,0.059,0.0529,0.0551,0.1545,0.1558,0.177,0.2339,0.2354,0.1586,0.1288,0.1788,0.1736,0.1459,0.1894,1402.0,1386.0,1426.0,3018.0,2933.0,2971.0,61.0,81.0,99.0,1342.0,1284.0,1319.0,78.0,87.0,91.0,,,,74.0,70.0,67.0,34668.0,33650.0,34966.0,5525.62553471,5593.48035717,6186.0,6094.59384001,5682.26140156,5573.9663543,,,,745.0,704.0,769.0,5145.0,4859.0,4436.0,928.0,930.0,906.0,0.134,0.126,0.106,4148.87512676,4471.13151255,4398.02348576,0.716860974553,0.658427661634,0.677804475044,2013,SEP,3.0,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,516984.0,549697.0,557570.0,1093422.0,1134472.0,1148512.0,0.343867094413,0.329906502979,0.333896317588,865215.0,875815.0,889822.0,0.777926231358,0.764226036292,0.767650711761,0.977433971263,0.967082330111,0.975224290412,0.958564780063,0.961305606739,0.957096061147,0.0369,0.0313,0.0272,0.1045,0.0962,0.078,0.1774,0.1787,0.1535,0.0001,0.0097,0.0084,0.0029,0.0155,0.0125,478664.0,516984.0,557570.0,1027412.0,1093422.0,1148512.0,30250.0,36571.0,46590.0,589565.0,599556.0,629069.0,119837.0,124537.0,117585.0,,,,413819.0,423844.0,444806.0,9860836.0,9911665.0,10010961.0,1574822.53977,1620299.44289,1701464.0,2357593.35953,2341123.39232,2329493.74966,,,,1413525.0,1372113.0,1402433.0,2418773.0,2410140.0,2250353.0,382816.0,385131.0,388148.0,0.123,0.109,0.098,1963598.15603,2021647.94784,2088070.07593,0.521027853989,0.538523164314,0.542114947696,2013,SEP,3.0,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera,10437.0,10722.0,10608.0,26670.0,27189.0,26856.0,0.490868356304,0.46331114338,0.461151805068,24539.0,24568.0,24679.0,0.900150398004,0.90878627191,0.905332203265,0.991379310345,0.978165938865,0.975225225225,0.991573033708,0.981527093596,0.971941638608,0.0545,0.059,0.0529,0.0543,0.1714,0.1658,0.1605,0.2563,0.2657,0.1802,0.1739,0.1833,0.2152,0.1957,0.2158,10006.0,10437.0,10608.0,25675.0,26670.0,26856.0,467.0,534.0,619.0,16252.0,16732.0,16652.0,3162.0,3223.0,2773.0,,,,9919.0,10100.0,9640.0,152008.0,151790.0,153409.0,25106.1880126,25433.1761551,26873.0,42605.2259282,42036.3097616,42148.781274,,,,19401.0,20218.0,20706.0,45597.0,45875.0,42230.0,4466.0,4441.0,4478.0,0.151,0.136,0.125,33539.0434836,38098.688852,38832.0106961,0.75664054082,0.693339695651,0.690962277371,2013,SEP,3.0,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin,5541.0,5648.0,5762.0,9408.0,9542.0,9774.0,0.320805726906,0.304308667771,0.309406728694,8425.0,8447.0,8746.0,0.873056994819,0.881297863765,0.876972591362,0.994152046784,0.950617283951,0.975535168196,0.943514644351,0.950704225352,0.954468802698,0.0545,0.059,0.0529,0.0371,0.1323,0.1425,0.1178,0.1985,0.2129,0.1375,0.1488,0.138,0.1598,0.1742,0.1569,5241.0,5541.0,5762.0,8890.0,9408.0,9774.0,659.0,758.0,887.0,4267.0,4358.0,4734.0,1168.0,1245.0,1271.0,,,,2668.0,2958.0,3455.0,254359.0,254882.0,256264.0,63398.4571943,65061.5872783,69445.0,51982.6701127,51762.7703853,51412.293987,,,,8250.0,11689.0,8867.0,22986.0,22611.0,21230.0,3120.0,3102.0,3107.0,0.074,0.063,0.052,28283.7785738,20101.0974903,22421.1445398,0.310546083641,0.463432407334,0.419766098333,2013,SEP,3.0,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa,875.0,913.0,920.0,1804.0,1828.0,1855.0,0.456934306569,0.455117209834,0.468697123519,1565.0,1592.0,1662.0,0.858475041141,0.885455514118,0.874244920373,1.0,0.911111111111,0.936170212766,0.988636363636,0.943181818182,0.987179487179,0.0545,0.059,0.0529,0.028,0.1617,0.1486,0.1014,0.2468,0.1993,0.1538,0.2553,0.0777,0.1783,0.2681,0.098,796.0,875.0,920.0,1730.0,1804.0,1855.0,77.0,83.0,119.0,727.0,709.0,714.0,39.0,41.0,37.0,,,,42.0,47.0,30.0,17977.0,17817.0,18101.0,5579.63702684,5675.19688398,5971.0,3136.04262708,3055.6834625,2987.83680235,,,,331.0,155.0,227.0,2868.0,2854.0,2652.0,450.0,460.0,462.0,0.119,0.11,0.105,2927.50656558,2847.97887053,3154.61487097,0.57361101073,0.623102703359,0.587825681488,2013,SEP,3.0,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocino,7242.0,6971.0,6923.0,13660.0,13205.0,13202.0,0.402587276271,0.383236671092,0.384427049209,11359.0,10969.0,11148.0,0.830032882718,0.845955380179,0.841697360344,0.991228070175,1.0,0.995623632385,0.986528497409,0.988851727982,0.994582881907,0.0545,0.059,0.0529,0.0338,0.1824,0.1596,0.1324,0.2862,0.2574,0.1534,0.1856,0.1805,0.1829,0.2255,0.2105,6735.0,7242.0,6923.0,13122.0,13660.0,13202.0,490.0,591.0,699.0,5593.0,5727.0,5665.0,571.0,592.0,688.0,,,,1861.0,1934.0,1823.0,88071.0,88566.0,88931.0,21515.1655102,22245.395654,23290.0,19199.9338388,19078.076016,18865.396848,,,,4077.0,4188.0,4171.0,22789.0,23130.0,21783.0,3247.0,3238.0,3218.0,0.109,0.097,0.082,21297.91534,19738.82048,22380.62258,0.610810954609,0.686616508506,0.587919301752,2013,SEP,3.0,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merced,22003.0,22906.0,22956.0,53940.0,55780.0,55568.0,0.50663298252,0.512404179645,0.500268572619,44721.0,46390.0,45636.0,0.818196787296,0.818729817008,0.820800452953,0.997440273038,0.997833152763,0.996794871795,0.977348066298,0.992393212405,0.948211425521,0.0195,0.57,0.0131,0.0493,0.178,0.1702,0.1556,0.2644,0.2558,0.2465,0.2349,0.221,0.2698,0.2588,0.2439,20289.0,22003.0,22956.0,51328.0,53940.0,55568.0,917.0,1122.0,1338.0,30050.0,30744.0,31540.0,3935.0,4110.0,4036.0,,,,15243.0,15638.0,15579.0,259289.0,261708.0,263441.0,35643.4671088,36840.9177066,37818.0,80296.7677958,79581.6320612,79353.469835,,,,36166.0,31663.0,35644.0,84350.0,84983.0,80292.0,10642.0,10745.0,10849.0,0.183,0.17,0.145,80133.0812975,67910.3069642,70246.7962061,0.632479110741,0.78991568533,0.785658606239,2013,SEP,3.0,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modoc,438.0,433.0,415.0,997.0,955.0,935.0,0.369915254237,0.363947031183,0.363130881095,873.0,852.0,849.0,0.868656716418,0.868986693961,0.893081761006,0.954545454545,1.0,1.0,1.0,0.923076923077,1.0,0.0545,0.059,0.0529,0.0491,0.22,0.1075,0.1104,0.28,0.1882,0.1227,0.1,0.1183,0.1288,0.1267,0.129,402.0,438.0,415.0,956.0,997.0,935.0,20.0,25.0,34.0,519.0,486.0,442.0,24.0,20.0,42.0,,,,69.0,78.0,71.0,9565.0,9518.0,9457.0,2781.40735811,2833.72376461,2876.0,2071.73574559,2010.31135606,1951.85954149,,,,279.0,280.0,335.0,2094.0,2012.0,1865.0,404.0,405.0,416.0,0.15,0.135,0.124,2395.17849311,2460.37181579,2621.53076578,0.414060999149,0.40888128922,0.360996578303,2013,SEP,3.0,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mono,447.0,335.0,400.0,709.0,606.0,656.0,0.328316610925,0.282751091703,0.278521692555,589.0,518.0,520.0,0.723587223587,0.760233918129,0.765140324963,0.909090909091,1.0,0.971428571429,0.95,0.957627118644,0.848484848485,0.0545,0.059,0.0529,0.0155,0.0181,0.0484,0.1443,0.1444,0.1559,0.0825,0.0433,0.0968,0.0979,0.0469,0.129,383.0,447.0,400.0,619.0,709.0,656.0,21.0,32.0,43.0,272.0,326.0,283.0,3.0,3.0,74.0,,,,172.0,226.0,163.0,14305.0,14258.0,14376.0,2323.24071584,2415.40201314,2711.0,2995.78023247,2971.37434277,3013.42913006,,,,954.0,870.0,937.0,1381.0,1413.0,1248.0,98.0,102.0,101.0,0.101,0.105,0.085,2448.99714788,2221.05044842,2021.29700132,0.231727505478,0.313140118224,0.315548967521,2013,SEP,3.0,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,19325.0,21740.0,20213.0,44518.0,50064.0,46145.0,0.370869463323,0.354430798769,0.327562430425,37980.0,42828.0,39430.0,0.837966640191,0.843819551447,0.85268879288,1.0,1.0,1.0,0.993939393939,0.995330220147,0.991860465116,0.0193,0.0178,0.0242,0.025,0.1791,0.2403,0.1214,0.2501,0.3278,0.1466,0.1218,0.1206,0.1643,0.1378,0.1442,17107.0,19325.0,20213.0,40060.0,44518.0,46145.0,936.0,1189.0,1572.0,27488.0,29906.0,29909.0,6060.0,6608.0,6960.0,,,,19759.0,22110.0,21235.0,419998.0,422868.0,424119.0,66497.5744444,68145.1987423,71183.0,111651.188037,111805.990502,112481.047917,,,,78905.0,79767.0,64059.0,94574.0,96221.0,88589.0,8492.0,8502.0,8458.0,0.125,0.114,0.103,84701.2284,80399.99454,83051.85586,0.475683774145,0.556094565128,0.564695388373,2013,SEP,3.0,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Napa,3452.0,3358.0,3193.0,7287.0,7097.0,6710.0,0.32548697127,0.299086645273,0.289925933098,6333.0,6058.0,5989.0,0.830448465775,0.84998580755,0.839406955799,0.995192307692,0.634146341463,0.75,0.984939759036,0.965635738832,0.899082568807,0.0545,0.059,0.0529,0.0253,0.1151,0.1313,0.0918,0.1846,0.2068,0.2286,0.2331,0.2299,0.2532,0.2617,0.2593,3231.0,3452.0,3193.0,6899.0,7287.0,6710.0,230.0,292.0,341.0,4223.0,4244.0,4081.0,1012.0,1098.0,909.0,,,,2859.0,3019.0,2892.0,137634.0,138577.0,139831.0,29908.6294072,30642.899855,32036.0,31218.7616778,31124.6462491,31002.4061978,,,,11887.0,12388.0,12782.0,17142.0,17126.0,15421.0,2126.0,2142.0,2156.0,0.091,0.078,0.068,22176.6482822,18310.8861926,16769.9836956,0.311930966542,0.393254223612,0.406613936823,2013,SEP,3.0,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,3667.0,3840.0,3898.0,7105.0,7327.0,7452.0,0.42023903242,0.423196840574,0.420936010206,5872.0,6108.0,6269.0,0.811610228058,0.824109372946,0.811802232855,1.0,1.0,0.996078431373,0.988023952096,0.974137931034,0.951680672269,0.0545,0.059,0.0529,0.0224,0.1219,0.1264,0.0942,0.2089,0.1964,0.1359,0.1584,0.145,0.1614,0.1817,0.1607,3128.0,3667.0,3898.0,6272.0,7105.0,7452.0,247.0,314.0,445.0,2600.0,2726.0,2951.0,169.0,219.0,186.0,,,,247.0,270.0,255.0,98593.0,98202.0,98317.0,29011.5782498,29760.7649532,31210.0,18477.1685768,18018.1274075,17565.30215,,,,1308.0,1312.0,1576.0,11559.0,11428.0,10758.0,1749.0,1771.0,1796.0,0.106,0.094,0.081,15526.17726,14198.34296,16674.10874,0.395139118745,0.494776046739,0.442482420803,2013,SEP,3.0,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange,97956.0,104202.0,105823.0,218827.0,230478.0,232862.0,0.356281341997,0.329526398699,0.331525095378,173426.0,181573.0,184136.0,0.772495445455,0.77381722825,0.773378368593,0.99849652321,0.997508305648,0.997634643377,0.995488721805,0.995691976306,0.996038662653,0.0185,0.0245,0.0219,0.0834,0.0902,0.0832,0.1626,0.1813,0.17,0.0465,0.053,0.0465,0.0743,0.0868,0.0713,84958.0,97956.0,105823.0,195627.0,218827.0,232862.0,7953.0,10377.0,13145.0,122531.0,131451.0,139033.0,29734.0,31940.0,29922.0,,,,97060.0,105140.0,111958.0,3047120.0,3071933.0,3097966.0,517519.421261,533454.837515,559090.0,728891.010787,724925.759909,721291.807208,,,,333989.0,322892.0,316852.0,453202.0,460035.0,467937.0,65415.0,66558.0,67573.0,0.088,0.076,0.065,433176.02988,453553.141665,444094.592846,0.450235746857,0.481620703875,0.517885366348,2013,SEP,3.0,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Placer,8227.0,8372.0,8480.0,17815.0,17632.0,17673.0,0.366780853063,0.342098979165,0.338705916642,12099.0,11461.0,11621.0,0.671681563315,0.652095841984,0.647477543642,0.966426858513,0.994520547945,0.997175141243,0.962962962963,0.974137931034,0.974151857835,0.0545,0.059,0.0529,0.0995,0.0813,0.0715,0.1801,0.1623,0.1483,0.0401,0.0337,0.0407,0.07,0.0622,0.0684,7692.0,8227.0,8480.0,17524.0,17815.0,17673.0,598.0,791.0,1019.0,8196.0,8043.0,7868.0,860.0,871.0,677.0,,,,2095.0,2058.0,2021.0,356367.0,360680.0,365125.0,77238.3123752,79176.7530122,85049.0,85423.508115,85224.3687751,84418.8906757,,,,8075.0,6656.0,8063.0,31025.0,31306.0,28497.0,4956.0,5044.0,5056.0,0.108,0.094,0.077,41528.3547221,42086.8095119,39483.8388222,0.4164945481,0.425614348242,0.449767448766,2013,SEP,3.0,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plumas,756.0,802.0,773.0,1654.0,1729.0,1604.0,0.366006256517,0.390089615182,0.383565240221,1404.0,1480.0,1461.0,0.832740213523,0.873281530185,0.863477246208,0.947368421053,1.0,1.0,0.9375,0.978021978022,0.969696969697,0.0545,0.059,0.0529,0.0213,0.1718,0.1354,0.0912,0.2214,0.1902,0.1489,0.1145,0.1153,0.1581,0.1183,0.1354,638.0,756.0,773.0,1497.0,1654.0,1604.0,46.0,50.0,82.0,683.0,701.0,676.0,19.0,27.0,34.0,,,,25.0,21.0,22.0,19953.0,19523.0,19466.0,6265.51690765,6395.16462572,6703.0,3502.90108076,3316.55433149,3262.70957488,,,,164.0,261.0,217.0,3112.0,3224.0,3027.0,657.0,665.0,641.0,0.16,0.147,0.139,3314.25892632,3547.67895457,3815.72246761,0.447209074372,0.461428449689,0.438544378049,2013,SEP,3.0,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
