county,consortium,year,state_fiscal_year,ann_calfresh_hh_sfy_avg,ann_calfresh_hh_cy_avg,ann_calfresh_persons_sfy_avg,ann_calfresh_persons_cy_avg,ann_elderly,ann_children,ann_child_only_hh,ann_esl,ann_wic_calfresh_reachable,ann_calfresh_in_wic,ann_tot_pop,ann_elderly_over60,ann_children_under18,ann_tot_esl_over5,ann_tot_ssi_recipients,unemployment_pct,ann_calfresh_eligibles,month,quarter,fulldate
Siskiyou,C-IV,2012,2012/13,2834.166667,2720.0,6338.666667,6124.083333,220.0,2701.0,137.0,180.0,0.0,0.0,44765.0,13411.0,9047.0,820.0,2441.0,0.153,10259.45853,DEC,4.0,2012-12-01
Solano,CalWIN,2012,2012/13,20453.58333,19838.66667,41033.83333,40115.41667,1473.0,19347.0,3060.0,6772.0,0.0,0.0,417443.0,77123.0,99754.0,21564.0,11520.0,0.101,65053.4405,DEC,4.0,2012-12-01
Sonoma,CalWIN,2012,2012/13,19064.25,17955.25,35087.16667,33699.58333,1870.0,17154.0,3946.0,10341.0,0.0,0.0,489752.0,110173.0,102681.0,29280.0,8571.0,0.086,74079.337,DEC,4.0,2012-12-01
Stanislaus,C-IV,2012,2012/13,40826.0,39576.66667,89982.0,88080.58333,2464.0,44790.0,5991.0,17992.0,0.0,0.0,523596.0,83920.0,145557.0,48024.0,19745.0,0.152,117475.0886,DEC,4.0,2012-12-01
Sutter,C-IV,2012,2012/13,5070.583333,4927.833333,12182.33333,11926.41667,306.0,6271.0,830.0,2311.0,0.0,0.0,96047.0,17509.0,25761.0,9590.0,3661.0,0.176,20846.288,DEC,4.0,2012-12-01
Tehama,C-IV,2012,2012/13,4194.666667,4126.083333,9737.666667,9693.583333,259.0,4855.0,469.0,1161.0,0.0,0.0,63711.0,14824.0,15640.0,2546.0,3057.0,0.139,14556.19699,DEC,4.0,2012-12-01
Trinity,C-IV,2012,2012/13,789.8333333,774.1666667,1577.833333,1563.333333,74.0,604.0,5.0,8.0,0.0,0.0,13704.0,4397.0,2376.0,21.0,655.0,0.158,3087.688701,DEC,4.0,2012-12-01
Tulare,CalWIN,2012,2012/13,45588.66667,44133.75,113012.6667,110247.0,2949.0,64076.0,8010.0,36803.0,0.0,0.0,452135.0,64585.0,143994.0,60886.0,17288.0,0.158,151607.1682,DEC,4.0,2012-12-01
Tuolumne,C-IV,2012,2012/13,2819.666667,2756.666667,5199.333333,5156.083333,265.0,1962.0,149.0,65.0,0.0,0.0,55033.0,17126.0,9453.0,653.0,1618.0,0.116,8975.860278,DEC,4.0,2012-12-01
Ventura,CalWIN,2012,2012/13,32011.58333,30926.33333,66646.91667,65090.83333,2757.0,35426.0,8035.0,23314.0,0.0,0.0,836553.0,150596.0,206972.0,79320.0,14656.0,0.09,105819.891,DEC,4.0,2012-12-01
Yolo,CalWIN,2012,2012/13,7839.416667,7708.25,16913.91667,16837.33333,627.0,8261.0,1070.0,4871.0,0.0,0.0,205408.0,31294.0,46026.0,13923.0,5307.0,0.115,44017.73644,DEC,4.0,2012-12-01
Yuba,C-IV,2012,2012/13,5717.166667,5702.25,12901.83333,12882.0,298.0,6360.0,644.0,1707.0,0.0,0.0,73704.0,11463.0,21261.0,3903.0,3772.0,0.169,19439.97662,DEC,4.0,2012-12-01
California,n/a,2013,2013/14,2003805.833,1946340.833,4331799.083,4237437.417,176557.0,2272684.0,341378.0,1314549.0,0.0,0.0,38373434.0,6838104.0,9224243.0,3750293.0,1187606.0,0.089,7166748.688,DEC,4.0,2013-12-01
Alameda,CalWIN,2013,2013/14,64105.66667,63464.25,127744.8333,127163.6667,7267.0,63938.0,9990.0,39263.0,0.0,0.0,1575797.0,279128.0,340838.0,133681.0,48141.0,0.073,220033.7711,DEC,4.0,2013-12-01
Alpine,C-IV,2013,2013/14,103.0833333,88.91666667,172.0833333,156.9166667,11.0,62.0,0.0,0.0,0.0,0.0,1164.0,329.0,235.0,25.0,42.0,0.098,221.7802283,DEC,4.0,2013-12-01
Amador,C-IV,2013,2013/14,1725.583333,1699.0,3347.833333,3285.75,194.0,1298.0,69.0,98.0,0.0,0.0,37582.0,12428.0,6034.0,484.0,674.0,0.103,4989.423287,DEC,4.0,2013-12-01
Butte,C-IV,2013,2013/14,15009.0,14614.08333,30429.66667,30041.5,1116.0,13523.0,1063.0,2782.0,0.0,0.0,222229.0,51289.0,45592.0,4375.0,10914.0,0.103,57536.06546,DEC,4.0,2013-12-01
Calaveras,C-IV,2013,2013/14,2623.083333,2574.5,5001.75,4973.166667,322.0,1808.0,103.0,134.0,0.0,0.0,45116.0,15204.0,7991.0,410.0,1043.0,0.1,6021.958635,DEC,4.0,2013-12-01
Colusa,C-IV,2013,2013/14,721.5833333,712.4166667,1724.25,1741.333333,72.0,1032.0,164.0,553.0,0.0,0.0,21972.0,4009.0,6223.0,2986.0,564.0,0.19,3770.961319,DEC,4.0,2013-12-01
Contra Costa,CalWIN,2013,2013/14,34146.58333,33275.5,70943.16667,69084.16667,3064.0,36829.0,5449.0,15787.0,0.0,0.0,1089656.0,217528.0,254300.0,66244.0,24041.0,0.075,145292.7796,DEC,4.0,2013-12-01
Del Norte,C-IV,2013,2013/14,2513.583333,2526.083333,5137.083333,5129.833333,193.0,2218.0,167.0,262.0,0.0,0.0,27543.0,6139.0,5946.0,733.0,1817.0,0.118,5923.479124,DEC,4.0,2013-12-01
El Dorado,C-IV,2013,2013/14,6528.083333,6369.666667,11952.25,11787.0,732.0,4716.0,417.0,882.0,0.0,0.0,182280.0,45482.0,38499.0,3580.0,2850.0,0.085,26641.3836,DEC,4.0,2013-12-01
Fresno,CalWIN,2013,2013/14,94385.83333,91823.91667,225117.9167,220594.0833,5364.0,123609.0,14216.0,59175.0,0.0,0.0,959506.0,147427.0,277393.0,108885.0,40774.0,0.132,280018.2793,DEC,4.0,2013-12-01
Glenn,C-IV,2013,2013/14,1458.833333,1424.5,3590.416667,3534.083333,113.0,1985.0,237.0,739.0,0.0,0.0,28684.0,5704.0,7682.0,2638.0,1136.0,0.121,6195.807767,DEC,4.0,2013-12-01
Humboldt,C-IV,2013,2013/14,9335.833333,8652.5,17294.16667,16223.75,695.0,7000.0,684.0,886.0,0.0,0.0,134923.0,29972.0,27424.0,2347.0,5607.0,0.082,34042.68273,DEC,4.0,2013-12-01
Imperial,C-IV,2013,2013/14,15083.08333,14566.91667,38081.66667,37016.16667,1738.0,19291.0,1028.0,19370.0,0.0,0.0,180300.0,28632.0,52883.0,32195.0,10276.0,0.249,44789.88102,DEC,4.0,2013-12-01
Inyo,C-IV,2013,2013/14,1047.166667,1019.083333,2118.0,2052.333333,137.0,964.0,103.0,327.0,0.0,0.0,18585.0,5260.0,3867.0,532.0,407.0,0.079,2765.882007,DEC,4.0,2013-12-01
Kern,C-IV,2013,2013/14,60340.33333,59492.25,145892.5833,144286.3333,3983.0,84978.0,10703.0,37191.0,0.0,0.0,868594.0,122646.0,255255.0,88100.0,31384.0,0.117,224185.4255,DEC,4.0,2013-12-01
Kings,C-IV,2013,2013/14,10014.66667,9914.0,23718.16667,23489.41667,652.0,12892.0,1396.0,5451.0,0.0,0.0,150276.0,19553.0,44622.0,14426.0,4659.0,0.135,34890.97401,DEC,4.0,2013-12-01
Lake,C-IV,2013,2013/14,5258.25,5169.333333,10575.08333,10336.0,586.0,4436.0,385.0,814.0,0.0,0.0,64781.0,17890.0,13482.0,1792.0,3710.0,0.108,17452.4775,DEC,4.0,2013-12-01
Lassen,C-IV,2013,2013/14,1487.0,1430.25,3104.416667,2991.333333,99.0,1319.0,91.0,67.0,0.0,0.0,32295.0,6153.0,5674.0,769.0,906.0,0.106,4398.023486,DEC,4.0,2013-12-01
Los Angeles,LRS,2013,2013/14,569293.25,555795.1667,1170148.0,1147939.167,46590.0,629069.0,117585.0,444806.0,0.0,0.0,10055477.0,1703951.0,2347353.0,1402433.0,388148.0,0.098,2088070.076,DEC,4.0,2013-12-01
Madera,C-IV,2013,2013/14,11060.5,10640.83333,27863.91667,26960.58333,619.0,16652.0,2773.0,9640.0,0.0,0.0,152235.0,26826.0,42521.0,20706.0,4478.0,0.125,38832.0107,DEC,4.0,2013-12-01
Marin,C-IV,2013,2013/14,5942.333333,5720.916667,9994.083333,9674.5,887.0,4734.0,1271.0,3455.0,0.0,0.0,258569.0,69013.0,52768.0,8867.0,3107.0,0.052,22421.14454,DEC,4.0,2013-12-01
Mariposa,C-IV,2013,2013/14,984.5833333,926.5,1970.25,1868.333333,119.0,714.0,37.0,30.0,0.0,0.0,18154.0,5972.0,3041.0,227.0,462.0,0.105,3154.614871,DEC,4.0,2013-12-01
Mendocino,C-IV,2013,2013/14,7211.5,6983.333333,13507.91667,13212.5,699.0,5665.0,688.0,1823.0,0.0,0.0,88064.0,22806.0,19177.0,4171.0,3218.0,0.082,22380.62258,DEC,4.0,2013-12-01
Merced,C-IV,2013,2013/14,23351.33333,22825.91667,55934.58333,55300.33333,1338.0,31540.0,4036.0,15579.0,0.0,0.0,264783.0,37754.0,79930.0,35644.0,10849.0,0.145,70246.79621,DEC,4.0,2013-12-01
Modoc,C-IV,2013,2013/14,431.1666667,421.0,959.8333333,947.1666667,34.0,442.0,42.0,71.0,0.0,0.0,9603.0,2943.0,1938.0,335.0,416.0,0.124,2621.530766,DEC,4.0,2013-12-01
Mono,C-IV,2013,2013/14,483.8333333,385.3333333,778.1666667,650.1666667,43.0,283.0,74.0,163.0,0.0,0.0,13902.0,2435.0,2885.0,937.0,101.0,0.085,2021.297001,DEC,4.0,2013-12-01
Monterey,C-IV,2013,2013/14,21391.91667,20616.16667,48752.5,47192.66667,1572.0,29909.0,6960.0,21235.0,0.0,0.0,426453.0,72349.0,112710.0,64059.0,8458.0,0.103,83051.85586,DEC,4.0,2013-12-01
Napa,C-IV,2013,2013/14,3355.416667,3264.833333,7034.25,6891.25,341.0,4081.0,909.0,2892.0,0.0,0.0,139298.0,31686.0,30651.0,12782.0,2156.0,0.068,16769.9837,DEC,4.0,2013-12-01
Nevada,C-IV,2013,2013/14,4021.166667,3880.583333,7605.25,7403.0,445.0,2951.0,186.0,255.0,0.0,0.0,97727.0,30971.0,17288.0,1576.0,1796.0,0.081,16674.10874,DEC,4.0,2013-12-01
Orange,CalWIN,2013,2013/14,112077.25,106478.25,245451.3333,234687.75,13145.0,139033.0,29922.0,111958.0,0.0,0.0,3110802.0,559177.0,732435.0,316852.0,67573.0,0.065,444094.5928,DEC,4.0,2013-12-01
Placer,CalWIN,2013,2013/14,8927.75,8544.25,18276.41667,17888.66667,1019.0,7868.0,677.0,2021.0,0.0,0.0,364242.0,86331.0,81413.0,8063.0,5056.0,0.077,39483.83882,DEC,4.0,2013-12-01
Plumas,C-IV,2013,2013/14,878.9166667,803.6666667,1762.583333,1679.0,82.0,676.0,34.0,22.0,0.0,0.0,19769.0,6746.0,3341.0,217.0,641.0,0.139,3815.722468,DEC,4.0,2013-12-01
Riverside,C-IV,2013,2013/14,120067.5833,116391.0,284875.0,279605.0,10225.0,151042.0,17000.0,65355.0,0.0,0.0,2276765.0,403451.0,606027.0,173255.0,56654.0,0.099,469029.0095,DEC,4.0,2013-12-01
Sacramento,CalWIN,2013,2013/14,97461.83333,94846.41667,213802.5833,210970.0,6598.0,105467.0,9994.0,47601.0,0.0,0.0,1455602.0,254263.0,359273.0,101446.0,61371.0,0.089,306054.5327,DEC,4.0,2013-12-01
San Benito,C-IV,2013,2013/14,2674.583333,2669.666667,6201.916667,6225.916667,246.0,3361.0,472.0,1856.0,0.0,0.0,56750.0,9308.0,15284.0,5777.0,882.0,0.111,8523.86921,DEC,4.0,2013-12-01
San Bernardino,C-IV,2013,2013/14,165319.75,159796.6667,381628.9167,373583.6667,12685.0,194878.0,21323.0,70335.0,0.0,0.0,2092149.0,304215.0,582138.0,156056.0,66969.0,0.098,441318.9937,DEC,4.0,2013-12-01
San Diego,CalWIN,2013,2013/14,128384.8333,122331.0,273739.4167,262347.75,13842.0,131432.0,15919.0,93092.0,0.0,0.0,3208946.0,565956.0,758400.0,236315.0,75967.0,0.078,553957.5131,DEC,4.0,2013-12-01
San Francisco,CalWIN,2013,2013/14,32454.83333,32232.25,51006.91667,50531.75,5459.0,19668.0,4243.0,19818.0,0.0,0.0,843735.0,171722.0,115569.0,96046.0,37708.0,0.055,120297.2063,DEC,4.0,2013-12-01
San Joaquin,C-IV,2013,2013/14,48180.83333,46772.33333,114908.3333,112816.5,3502.0,63093.0,7295.0,23995.0,0.0,0.0,705767.0,113339.0,197747.0,64800.0,27071.0,0.124,156985.4932,DEC,4.0,2013-12-01
San Luis Obispo,CalWIN,2013,2013/14,9312.166667,9058.25,17891.16667,17609.41667,1072.0,8228.0,1089.0,3239.0,0.0,0.0,273494.0,67011.0,50160.0,10073.0,4383.0,0.068,47790.76487,DEC,4.0,2013-12-01
San Mateo,CalWIN,2013,2013/14,15590.25,14604.5,31548.0,29752.25,2531.0,17242.0,4025.0,13534.0,0.0,0.0,748761.0,154350.0,160497.0,58256.0,10953.0,0.052,68113.99217,DEC,4.0,2013-12-01
Santa Barbara,CalWIN,2013,2013/14,15194.66667,14680.91667,33962.66667,33053.25,1086.0,20051.0,4170.0,12614.0,0.0,0.0,435241.0,81286.0,98542.0,46332.0,8477.0,0.071,79413.5422,DEC,4.0,2013-12-01
Santa Clara,CalWIN,2013,2013/14,53632.5,52303.58333,112331.1667,110861.4167,7200.0,59419.0,11654.0,48568.0,0.0,0.0,1866208.0,320385.0,436884.0,176036.0,44002.0,0.065,215576.6746,DEC,4.0,2013-12-01
Santa Cruz,CalWIN,2013,2013/14,12076.0,11785.08333,23477.58333,23049.33333,1290.0,11843.0,2423.0,8317.0,0.0,0.0,270416.0,53284.0,57070.0,20137.0,5077.0,0.103,42178.84438,DEC,4.0,2013-12-01
Shasta,C-IV,2013,2013/14,11973.58333,11790.33333,23768.33333,23489.16667,990.0,10472.0,713.0,466.0,0.0,0.0,178725.0,45337.0,38582.0,3086.0,9306.0,0.118,40244.80616,DEC,4.0,2013-12-01
