,PART A.  PARTICIPATION DURING THE MONTH,,,,,,,,,"PART A.  PARTICIPATION DURING THE MONTH, Cont'd",,,,,,,,,"PART A.  PARTICIPATION, Cont'd",,,PART B.  ISSUANCES DURING THE MONTH,,,,,,PART C.  VALUE OF BENEFIT ISSUANCES DURING THE MONTH,,
Monterey,1975.0,1.0,0.0,7589.0,68.0,2.0,9564.0,69.0,2.0,5400.0,18019.0,23419.0,4.0,1.0,205.0,72.0,209.0,73.0,0.0,2.0,2.0,0.0,0.0,0.0,10917.0,10917.0,0.0,2826499.0,4922.0,2831421.0
Napa,239.0,0.0,0.0,1322.0,6.0,3.0,1561.0,6.0,3.0,636.0,2885.0,3521.0,0.0,0.0,18.0,6.0,18.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,1740.0,1740.0,0.0,445581.0,1126.0,446707.0
Nevada,367.0,0.0,0.0,1421.0,0.0,0.0,1788.0,0.0,0.0,961.0,2761.0,3722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1903.0,1903.0,0.0,482089.0,0.0,482089.0
Orange,10202.0,141.0,1.0,29930.0,818.0,306.0,40132.0,959.0,307.0,26281.0,74571.0,100852.0,341.0,177.0,2028.0,1069.0,2369.0,1246.0,1.0,397.0,398.0,0.0,0.0,0.0,46483.0,46483.0,0.0,12406528.0,147053.0,12553581.0
Placer,1138.0,14.0,0.0,3329.0,34.0,19.0,4467.0,48.0,19.0,3026.0,7479.0,10505.0,30.0,17.0,107.0,44.0,137.0,61.0,0.0,26.0,26.0,0.0,0.0,0.0,4949.0,4949.0,0.0,1313328.0,10272.0,1323600.0
Plumas,86.0,0.0,0.0,269.0,0.0,0.0,355.0,0.0,0.0,227.0,639.0,866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,384.0,0.0,103402.0,0.0,103402.0
Riverside,15738.0,192.0,0.0,32623.0,676.0,120.0,48361.0,868.0,120.0,43911.0,90902.0,134813.0,530.0,203.0,2244.0,763.0,2774.0,966.0,0.0,150.0,150.0,0.0,0.0,0.0,53920.0,53920.0,0.0,16385181.0,106937.0,16492118.0
Sacramento,17810.0,669.0,2.0,40042.0,668.0,259.0,57852.0,1337.0,261.0,46195.0,93677.0,139872.0,1701.0,1038.0,1709.0,961.0,3410.0,1999.0,2.0,351.0,353.0,0.0,0.0,0.0,34712.0,34712.0,0.0,18724738.0,215929.0,18940667.0
San Benito,338.0,0.0,0.0,1409.0,7.0,2.0,1747.0,7.0,2.0,962.0,3155.0,4117.0,0.0,0.0,21.0,9.0,21.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,1756.0,1756.0,0.0,524975.0,1002.0,525977.0
San Bernardino,23212.0,227.0,3.0,49950.0,909.0,295.0,73162.0,1136.0,298.0,63863.0,135466.0,199329.0,604.0,254.0,2778.0,1039.0,3382.0,1293.0,3.0,379.0,382.0,0.0,0.0,0.0,82562.0,82562.0,0.0,24925857.0,180020.0,25105877.0
San Diego,16093.0,317.0,4.0,28695.0,571.0,199.0,44788.0,888.0,203.0,43686.0,72288.0,115974.0,798.0,368.0,1601.0,652.0,2399.0,1020.0,7.0,258.0,265.0,0.0,0.0,0.0,52504.0,52504.0,0.0,14771081.0,125196.0,14896277.0
San Francisco,2953.0,136.0,2.0,17130.0,293.0,391.0,20083.0,429.0,393.0,6626.0,24532.0,31158.0,260.0,161.0,611.0,413.0,871.0,574.0,2.0,508.0,510.0,0.0,0.0,0.0,22399.0,22399.0,0.0,4253473.0,112883.0,4366356.0
San Joaquin,6036.0,10.0,0.0,18966.0,320.0,79.0,25002.0,330.0,79.0,16520.0,50092.0,66612.0,27.0,10.0,771.0,320.0,798.0,330.0,0.0,101.0,101.0,0.0,0.0,0.0,27403.0,27403.0,0.0,8451570.0,15521.0,8467091.0
San Luis Obispo,1219.0,7.0,0.0,3881.0,29.0,17.0,5100.0,36.0,17.0,2928.0,7705.0,10633.0,14.0,7.0,94.0,31.0,108.0,38.0,0.0,21.0,21.0,0.0,0.0,0.0,6119.0,6119.0,0.0,1319847.0,6103.0,1325950.0
San Mateo,1514.0,39.0,0.0,3581.0,88.0,36.0,5095.0,127.0,36.0,3610.0,7242.0,10852.0,84.0,43.0,225.0,99.0,309.0,142.0,0.0,40.0,40.0,0.0,0.0,0.0,6155.0,6155.0,0.0,1447430.0,16698.0,1464128.0
Santa Barbara,3775.0,16.0,0.0,5012.0,46.0,6.0,8787.0,62.0,6.0,6989.0,13925.0,20914.0,49.0,18.0,161.0,55.0,210.0,73.0,0.0,6.0,6.0,0.0,0.0,0.0,10136.0,10136.0,0.0,2557231.0,6494.0,2563725.0
Santa Clara,8565.0,115.0,2.0,20428.0,439.0,441.0,28993.0,554.0,443.0,21066.0,45609.0,66675.0,239.0,134.0,956.0,601.0,1195.0,735.0,2.0,618.0,620.0,0.0,0.0,0.0,33615.0,33615.0,0.0,8400440.0,160416.0,8560856.0
Santa Cruz,1420.0,10.0,0.0,4989.0,46.0,10.0,6409.0,56.0,10.0,3317.0,10248.0,13565.0,17.0,0.0,139.0,52.0,156.0,52.0,0.0,14.0,14.0,0.0,0.0,0.0,7608.0,7608.0,0.0,1778569.0,8197.0,1786766.0
Shasta,1642.0,0.0,0.0,6112.0,11.0,5.0,7754.0,11.0,5.0,4158.0,12852.0,17010.0,0.0,0.0,31.0,13.0,31.0,13.0,0.0,7.0,7.0,0.0,0.0,0.0,8401.0,8401.0,0.0,2064243.0,2043.0,2066286.0
Sierra,9.0,0.0,0.0,57.0,0.0,0.0,66.0,0.0,0.0,29.0,111.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0,16654.0,0.0,16654.0
Siskiyou,474.0,1.0,0.0,1298.0,3.0,2.0,1772.0,4.0,2.0,1301.0,2918.0,4219.0,8.0,1.0,6.0,4.0,14.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,1980.0,1980.0,0.0,528044.0,558.0,528602.0
Solano,3673.0,39.0,7.0,8673.0,86.0,39.0,12346.0,125.0,46.0,9203.0,17597.0,26800.0,106.0,45.0,237.0,102.0,343.0,147.0,15.0,47.0,62.0,0.0,0.0,0.0,14341.0,14341.0,0.0,3589996.0,23725.0,3613721.0
Sonoma,2256.0,24.0,0.0,6607.0,57.0,33.0,8863.0,81.0,33.0,5335.0,12230.0,17565.0,59.0,27.0,149.0,61.0,208.0,88.0,0.0,47.0,47.0,0.0,0.0,0.0,9978.0,9978.0,0.0,2299199.28,13873.15,2313072.43
Stanislaus,6907.0,28.0,0.0,15123.0,108.0,10.0,22030.0,136.0,10.0,17853.0,36047.0,53900.0,66.0,31.0,344.0,120.0,410.0,151.0,0.0,14.0,14.0,0.0,0.0,0.0,24035.0,24035.0,0.0,6728364.0,17467.0,6745831.0
Sutter,691.0,0.0,0.0,2380.0,38.0,12.0,3071.0,38.0,12.0,2017.0,6003.0,8020.0,0.0,0.0,106.0,51.0,106.0,51.0,0.0,12.0,12.0,0.0,0.0,0.0,3333.0,3333.0,0.0,986297.0,7887.0,994184.0
Tehama,577.0,2.0,0.0,2072.0,18.0,5.0,2649.0,20.0,5.0,1464.0,4839.0,6303.0,8.0,2.0,56.0,23.0,64.0,25.0,0.0,5.0,5.0,0.0,0.0,0.0,3069.0,3069.0,0.0,814530.0,3139.0,817669.0
Trinity,104.0,0.0,0.0,401.0,0.0,0.0,505.0,0.0,0.0,275.0,892.0,1167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,505.0,0.0,145875.0,0.0,145875.0
Tulare,8610.0,83.0,0.0,20559.0,465.0,66.0,29169.0,548.0,66.0,23650.0,51563.0,75213.0,204.0,88.0,1328.0,453.0,1532.0,541.0,0.0,75.0,75.0,0.0,0.0,0.0,33260.0,33260.0,0.0,9569422.0,61774.0,9631196.0
Tuolumne,494.0,0.0,0.0,1312.0,0.0,1.0,1806.0,0.0,1.0,1366.0,2654.0,4020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1955.0,1955.0,0.0,461716.0,421.0,462137.0
Ventura,4090.0,48.0,0.0,13580.0,187.0,82.0,17670.0,235.0,82.0,10350.0,29530.0,39880.0,114.0,57.0,524.0,213.0,638.0,270.0,0.0,109.0,109.0,0.0,0.0,0.0,19879.0,19879.0,0.0,5066547.0,35874.0,5102421.0
Yolo,1251.0,38.0,0.0,3410.0,73.0,44.0,4661.0,111.0,44.0,3276.0,7810.0,11086.0,99.0,60.0,206.0,93.0,305.0,153.0,0.0,60.0,60.0,0.0,0.0,0.0,5272.0,5272.0,0.0,1439207.0,22324.0,1461531.0
Yuba,754.0,0.0,0.0,3320.0,21.0,14.0,4074.0,21.0,14.0,2082.0,7701.0,9783.0,0.0,0.0,63.0,26.0,63.0,26.0,0.0,24.0,24.0,0.0,0.0,0.0,4392.0,4392.0,0.0,1210615.0,5488.0,1216103.0
