December 2014,PART A.  PARTICIPATION DURING THE MONTH,,,,,,,,,PART A.  PARTICIPATION DURING THE MONTH (Continued),,,,,,,,,PART A.  PARTICIPATION (Continued),,,PART B.  ISSUANCES DURING THE MONTH,,,,,,PART C.  VALUE OF BENEFIT ISSUANCES DURING THE MONTH,,,CDSS Use Only:
,Number of Households,,,,,,,,,Number of persons in federal only households,,,Number of federal and state persons in federal/state households,,,,,,Number of persons in state only households,,,,,,,,,,,,1313071609.62
,A.  Public Assistance,,,B.  Non-Public Assistance,,,Total,,,,,,A. Public Assistance,,B. Non-Public Assistance,,Total,,,,,,,,,,,,,,
,,,,,,,,,,A.,B.,,,,,,,,A.,B.,,,Contracted,Other,,,EBT,,,,
,,Federal/,,,Federal/,,,Federal/,,Public,Non-Public,,,,,,,,Public,Non-Public,Total,,Over the,Over the,EBT,,Converted,Federal,State,TOTAL,
,Federal,State,State,Federal,State,State,Federal,State,State,Assistance,Assistance,Total,Federal,State,Federal,State,Federal,State,Assistance,Assistance,,Mail,Counter,Counter,Issuances,Total,to Coupons,Only,Only,ISSUANCES,
San Francisco,2513.0,155.0,4.0,28843.0,692.0,946.0,31356.0,847.0,950.0,5536.0,42047.0,47583.0,272.0,178.0,1327.0,867.0,1599.0,1045.0,4.0,968.0,972.0,0.0,0.0,0.0,36030.0,36030.0,0.0,7554437.0,253360.0,7807797.0,
San Joaquin  ,9101.0,66.0,1.0,42007.0,478.0,135.0,51108.0,544.0,136.0,23344.0,94526.0,117870.0,161.0,68.0,1317.0,575.0,1478.0,643.0,1.0,202.0,203.0,0.0,0.0,0.0,54543.0,54543.0,0.0,16943700.0,97306.0,17041006.0,
San Luis Obispo,1119.0,3.0,0.0,8559.0,52.0,14.0,9678.0,55.0,14.0,2792.0,15170.0,17962.0,7.0,3.0,140.0,59.0,147.0,62.0,0.0,16.0,16.0,0.0,0.0,0.0,10584.0,10584.0,0.0,2587701.0,7686.0,2595387.0,
San Mateo,1251.0,53.0,3.0,14180.0,456.0,161.0,15431.0,509.0,164.0,3023.0,27119.0,30142.0,117.0,67.0,1074.0,562.0,1191.0,629.0,4.0,196.0,200.0,0.0,0.0,0.0,18462.0,18462.0,0.0,4323376.0,87603.0,4410979.0,
Santa Barbara,2581.0,15.0,1.0,13944.0,107.0,34.0,16525.0,122.0,35.0,6575.0,29254.0,35829.0,32.0,15.0,286.0,114.0,318.0,129.0,1.0,42.0,43.0,0.0,0.0,0.0,20433.0,20433.0,0.0,5016171.0,20163.0,5036334.0,
Santa Clara,6188.0,114.0,5.0,47432.0,837.0,790.0,53620.0,951.0,795.0,14945.0,93546.0,108491.0,231.0,138.0,1718.0,1104.0,1949.0,1242.0,7.0,1133.0,1140.0,0.0,0.0,0.0,58547.0,58547.0,0.0,15826427.0,317196.0,16143623.0,
Santa Cruz,1318.0,4.0,0.0,11670.0,35.0,9.0,12988.0,39.0,9.0,3231.0,21427.0,24658.0,11.0,4.0,88.0,40.0,99.0,44.0,0.0,10.0,10.0,0.0,0.0,0.0,15772.0,15772.0,0.0,3569068.92,6158.22,3575227.14,
Shasta,1509.0,6.0,0.0,11288.0,28.0,13.0,12797.0,34.0,13.0,3733.0,20906.0,24639.0,7.0,6.0,70.0,30.0,77.0,36.0,0.0,20.0,20.0,0.0,0.0,0.0,13625.0,13625.0,0.0,3423707.0,7770.0,3431477.0,
Sierra,8.0,0.0,0.0,165.0,0.0,0.0,173.0,0.0,0.0,22.0,303.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,185.0,0.0,43261.0,0.0,43261.0,
Siskiyou,454.0,0.0,0.0,2767.0,3.0,1.0,3221.0,3.0,1.0,1242.0,5731.0,6973.0,0.0,0.0,10.0,3.0,10.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,3439.0,3439.0,0.0,973831.0,258.0,974089.0,
