county,food_stamp_work_registrants,food_stamp_work_registrants_deferred,fset_mandatory_participants,job_club_participants_total,job_club_participants_abawd,job_club_participants_nonabawd,job_search_participants_total,job_search_participants_abawd,job_search_participants_nonabawd,workfare_participants_total,workfare_participants_abawd,workfare_participants_nonabawd,selfinitiated_workfare_participants_total,selfinitiated_workfare_participants_abawd,selfinitiated_workfare_participants_nonabawd,onthejob_training_participants_total,onthejob_training_participants_abawd,onthejob_training_participants_nonabawd,work_experience_participants_total,work_experience_participants_abawd,work_experience_participants_nonabawd,vocational_training_participants_total,vocational_training_participants_abawd,vocational_training_participants_nonabawd,education_participants_total,education_participants_abawd,education_participants_nonabawd,participants_in_other_components_total,participants_in_other_components_abawd,participants_in_other_components_nonabawd,participants_in_all_components_total,participants_in_all_components_abawd,participants_in_all_components_nonabawd,year,month,quarter,fulldate
Kern,18570.0,13953.0,4617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OCT,4.0,2013-10-01
Kings,1997.0,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OCT,4.0,2013-10-01
Lake,2958.0,2958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OCT,4.0,2013-10-01
Lassen,784.0,784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OCT,4.0,2013-10-01
Los Angeles,251627.0,3597.0,248030.0,552.0,400.0,152.0,990.0,675.0,315.0,19.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,232.0,82.0,844.0,692.0,152.0,15.0,12.0,3.0,2734.0,2019.0,715.0,2013,OCT,4.0,2013-10-01
Madera,3203.0,3203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OCT,4.0,2013-10-01
Marin,2235.0,1.0,2234.0,42.0,23.0,19.0,34.0,25.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,48.0,28.0,2013,OCT,4.0,2013-10-01
Mariposa,500.0,500.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2013,OCT,4.0,2013-10-01
Mendocino,2980.0,59.0,2921.0,30.0,24.0,6.0,30.0,24.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,65.0,52.0,13.0,2013,OCT,4.0,2013-10-01
Merced,9608.0,9608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OCT,4.0,2013-10-01
Modoc,187.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OCT,4.0,2013-10-01
Mono,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OCT,4.0,2013-10-01
Monterey,4823.0,30.0,4793.0,0.0,0.0,0.0,0.0,0.0,0.0,4793.0,1678.0,3115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4793.0,1678.0,3115.0,2013,OCT,4.0,2013-10-01
Napa,1048.0,1048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OCT,4.0,2013-10-01
Nevada,1901.0,0.0,1901.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2013,OCT,4.0,2013-10-01
Orange,20162.0,0.0,20162.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,253.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,253.0,125.0,2013,OCT,4.0,2013-10-01
Placer,3720.0,3720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OCT,4.0,2013-10-01
Plumas,332.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OCT,4.0,2013-10-01
Riverside,45644.0,1306.0,44338.0,0.0,0.0,0.0,15.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,6.0,2013,OCT,4.0,2013-10-01
Sacramento,38631.0,0.0,38631.0,97.0,88.0,9.0,835.0,658.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932.0,746.0,186.0,2013,OCT,4.0,2013-10-01
San Benito,787.0,787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OCT,4.0,2013-10-01
San Bernardino,52438.0,52438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OCT,4.0,2013-10-01
San Diego,30964.0,1.0,30963.0,0.0,0.0,0.0,362.0,343.0,19.0,362.0,343.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724.0,686.0,38.0,2013,OCT,4.0,2013-10-01
San Francisco,14801.0,14801.0,0.0,0.0,0.0,0.0,65.0,42.0,23.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,59.0,25.0,2013,OCT,4.0,2013-10-01
San Joaquin,15754.0,215.0,15539.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,69.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,69.0,68.0,2013,OCT,4.0,2013-10-01
San Luis Obispo,2124.0,0.0,2124.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,17.0,0.0,17.0,2013,OCT,4.0,2013-10-01
San Mateo,2116.0,2.0,2114.0,5.0,0.0,5.0,7.0,0.0,7.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,34.0,15.0,19.0,2013,OCT,4.0,2013-10-01
Santa Barbara,1662.0,0.0,1662.0,2.0,2.0,0.0,5.0,5.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,97.0,0.0,2013,OCT,4.0,2013-10-01
Santa Clara,12743.0,0.0,12743.0,12.0,8.0,4.0,763.0,414.0,349.0,79.0,43.0,36.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,869.0,480.0,389.0,2013,OCT,4.0,2013-10-01
Santa Cruz,1652.0,0.0,1652.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,134.0,0.0,2013,OCT,4.0,2013-10-01
Shasta,5515.0,2.0,5513.0,7.0,7.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,2013,OCT,4.0,2013-10-01
Sierra,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OCT,4.0,2013-10-01
Siskiyou,1450.0,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OCT,4.0,2013-10-01
Solano,9098.0,9098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OCT,4.0,2013-10-01
Sonoma,5724.0,197.0,5527.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,511.0,511.0,0.0,2013,OCT,4.0,2013-10-01
Stanislaus,17145.0,17145.0,0.0,18.0,18.0,0.0,35.0,35.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0,2013,OCT,4.0,2013-10-01
Sutter,2012.0,2012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OCT,4.0,2013-10-01
Tehama,1131.0,1131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OCT,4.0,2013-10-01
Trinity,504.0,0.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OCT,4.0,2013-10-01
Tulare,17617.0,17617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OCT,4.0,2013-10-01
Tuolumne,1272.0,1272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OCT,4.0,2013-10-01
Ventura,7024.0,16.0,7008.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,2013,OCT,4.0,2013-10-01
Yolo,3501.0,3501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OCT,4.0,2013-10-01
Yuba,2686.0,2686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OCT,4.0,2013-10-01
