county,req_exped_service_pend_prev_qtr,req_exped_service_reported_pending_end_prev_qtr,req_exped_service_adjustment,req_exped_service_rcv_this_qtr,req_exped_service_tot_this_qtr,req_exped_service_tot_pacf_disposed_this_qtr,req_exped_service_tot_disposed_pacf_entitled_to_exped_service,req_exped_service_disposed_entitled_pacf_1_to_3_days,req_exped_service_disposed_entitled_pacf_4_to_7_days,req_exped_service_disposed_entitled_pacf_over_7_days,req_exped_service_tot_nacf_disposed_this_qtr,req_exped_service_tot_disposed_nacf_entitled_to_exped_service,req_exped_service_disposed_entitled_nacf_1_to_3_days,req_exped_service_disposed_entitled_nacf_4_to_7_days,req_exped_service_disposed_entitled_nacf_over_7_days,req_exped_service_tot_disposed_this_qtr,req_exped_service_tot_disposed_entitled_to_exped_service,req_exped_service_disposed_entitled_tot_1_to_3_days,req_exped_service_disposed_entitled_tot_4_to_7_days,req_exped_service_disposed_entitled_tot_over_7_days,req_exped_service_disposed_pacf_not_entitled,req_exped_service_disposed_nacf_not_entitled,req_exped_service_disposed_tot_not_entitled,req_exped_service_disposed_pending_end_qtr,app_compliance_info_pacf_fail_complete_app_process,app_compliance_info_nacf_fail_complete_app_process,app_compliance_info_tot_hh_fail_complete_app_process,year,month,quarter,fulldate
Del Norte,27.0,27.0,0.0,468.0,495.0,37.0,19.0,18.0,1.0,0.0,411.0,244.0,243.0,1.0,0.0,448.0,263.0,261.0,2.0,0.0,18.0,167.0,185.0,47.0,0.0,0.0,0.0,2011,APR,2.0,2011-04-01
El Dorado,9.0,41.0,-32.0,1710.0,1719.0,77.0,42.0,42.0,0.0,0.0,1603.0,768.0,712.0,41.0,15.0,1680.0,810.0,754.0,41.0,15.0,35.0,835.0,870.0,39.0,0.0,7.0,7.0,2011,APR,2.0,2011-04-01
Fresno,347.0,274.0,73.0,12326.0,12673.0,354.0,197.0,179.0,12.0,6.0,11997.0,5685.0,5392.0,222.0,71.0,12351.0,5882.0,5571.0,234.0,77.0,157.0,6312.0,6469.0,322.0,0.0,26.0,26.0,2011,APR,2.0,2011-04-01
Glenn,2.0,14.0,-12.0,286.0,288.0,26.0,16.0,16.0,0.0,0.0,256.0,123.0,123.0,0.0,0.0,282.0,139.0,139.0,0.0,0.0,10.0,133.0,143.0,6.0,0.0,1.0,1.0,2011,APR,2.0,2011-04-01
Humboldt,19.0,158.0,-139.0,2838.0,2857.0,121.0,44.0,42.0,2.0,0.0,2610.0,1085.0,960.0,52.0,73.0,2731.0,1129.0,1002.0,54.0,73.0,77.0,1525.0,1602.0,126.0,0.0,14.0,14.0,2011,APR,2.0,2011-04-01
Imperial,9.0,88.0,-79.0,2244.0,2253.0,197.0,119.0,116.0,3.0,0.0,1962.0,844.0,833.0,9.0,2.0,2159.0,963.0,949.0,12.0,2.0,78.0,1118.0,1196.0,94.0,0.0,4.0,4.0,2011,APR,2.0,2011-04-01
Inyo,0.0,10.0,-10.0,240.0,240.0,16.0,6.0,6.0,0.0,0.0,217.0,97.0,96.0,1.0,0.0,233.0,103.0,102.0,1.0,0.0,10.0,120.0,130.0,7.0,0.0,0.0,0.0,2011,APR,2.0,2011-04-01
Kern,48.0,633.0,-585.0,14440.0,14488.0,2595.0,527.0,510.0,9.0,8.0,11123.0,4569.0,4425.0,93.0,51.0,13718.0,5096.0,4935.0,102.0,59.0,2068.0,6554.0,8622.0,770.0,0.0,2.0,2.0,2011,APR,2.0,2011-04-01
Kings,83.0,163.0,-80.0,2035.0,2118.0,171.0,72.0,68.0,2.0,2.0,1723.0,806.0,740.0,37.0,29.0,1894.0,878.0,808.0,39.0,31.0,99.0,917.0,1016.0,224.0,0.0,0.0,0.0,2011,APR,2.0,2011-04-01
Lake,9.0,107.0,-98.0,1112.0,1121.0,53.0,27.0,26.0,0.0,1.0,981.0,432.0,408.0,13.0,11.0,1034.0,459.0,434.0,13.0,12.0,26.0,549.0,575.0,87.0,0.0,0.0,0.0,2011,APR,2.0,2011-04-01
Lassen,4.0,11.0,-7.0,385.0,389.0,30.0,13.0,12.0,0.0,1.0,346.0,174.0,163.0,8.0,3.0,376.0,187.0,175.0,8.0,4.0,17.0,172.0,189.0,13.0,0.0,0.0,0.0,2011,APR,2.0,2011-04-01
Los Angeles,2465.0,3824.0,-1359.0,91336.0,93801.0,5929.0,3212.0,3007.0,154.0,51.0,81758.0,33899.0,32159.0,1222.0,518.0,87687.0,37111.0,35166.0,1376.0,569.0,2717.0,47859.0,50576.0,6114.0,65.0,6358.0,6423.0,2011,APR,2.0,2011-04-01
Madera,19.0,99.0,-80.0,1194.0,1213.0,104.0,71.0,71.0,0.0,0.0,1037.0,704.0,682.0,12.0,10.0,1141.0,775.0,753.0,12.0,10.0,33.0,333.0,366.0,72.0,0.0,3.0,3.0,2011,APR,2.0,2011-04-01
Marin,5.0,67.0,-62.0,1551.0,1556.0,85.0,42.0,41.0,0.0,1.0,1392.0,534.0,513.0,13.0,8.0,1477.0,576.0,554.0,13.0,9.0,43.0,858.0,901.0,79.0,0.0,5.0,5.0,2011,APR,2.0,2011-04-01
Mariposa,10.0,10.0,0.0,279.0,289.0,33.0,8.0,8.0,0.0,0.0,253.0,79.0,76.0,2.0,1.0,286.0,87.0,84.0,2.0,1.0,25.0,174.0,199.0,3.0,0.0,0.0,0.0,2011,APR,2.0,2011-04-01
Mendocino,0.0,17.0,-17.0,1960.0,1960.0,79.0,41.0,40.0,1.0,0.0,1876.0,931.0,926.0,2.0,3.0,1955.0,972.0,966.0,3.0,3.0,38.0,945.0,983.0,5.0,0.0,0.0,0.0,2011,APR,2.0,2011-04-01
Merced,34.0,289.0,-255.0,4237.0,4271.0,582.0,204.0,190.0,7.0,7.0,3420.0,1316.0,1258.0,40.0,18.0,4002.0,1520.0,1448.0,47.0,25.0,378.0,2104.0,2482.0,269.0,1.0,8.0,9.0,2011,APR,2.0,2011-04-01
Modoc,0.0,5.0,-5.0,62.0,62.0,12.0,6.0,6.0,0.0,0.0,49.0,37.0,37.0,0.0,0.0,61.0,43.0,43.0,0.0,0.0,6.0,12.0,18.0,1.0,0.0,1.0,1.0,2011,APR,2.0,2011-04-01
Mono,2.0,20.0,-18.0,342.0,344.0,8.0,3.0,2.0,1.0,0.0,315.0,134.0,126.0,6.0,2.0,323.0,137.0,128.0,7.0,2.0,5.0,181.0,186.0,21.0,0.0,0.0,0.0,2011,APR,2.0,2011-04-01
Monterey,16.0,574.0,-558.0,4032.0,4048.0,485.0,138.0,137.0,1.0,0.0,3318.0,1104.0,1087.0,13.0,4.0,3803.0,1242.0,1224.0,14.0,4.0,347.0,2214.0,2561.0,245.0,1.0,8.0,9.0,2011,APR,2.0,2011-04-01
Napa,26.0,61.0,-35.0,1283.0,1309.0,74.0,22.0,21.0,0.0,1.0,1206.0,352.0,337.0,7.0,8.0,1280.0,374.0,358.0,7.0,9.0,52.0,854.0,906.0,29.0,0.0,3.0,3.0,2011,APR,2.0,2011-04-01
Nevada,876.0,876.0,0.0,1045.0,1921.0,44.0,18.0,17.0,1.0,0.0,947.0,444.0,417.0,8.0,19.0,991.0,462.0,434.0,9.0,19.0,26.0,503.0,529.0,930.0,0.0,9.0,9.0,2011,APR,2.0,2011-04-01
Orange,38.0,37.0,1.0,14895.0,14933.0,1234.0,408.0,406.0,2.0,0.0,13627.0,5093.0,5052.0,35.0,6.0,14861.0,5501.0,5458.0,37.0,6.0,826.0,8534.0,9360.0,72.0,0.0,26.0,26.0,2011,APR,2.0,2011-04-01
Placer,81.0,81.0,0.0,803.0,884.0,11.0,11.0,6.0,2.0,3.0,836.0,269.0,183.0,56.0,30.0,847.0,280.0,189.0,58.0,33.0,0.0,567.0,567.0,37.0,0.0,2.0,2.0,2011,APR,2.0,2011-04-01
Plumas,0.0,21.0,-21.0,219.0,219.0,19.0,5.0,5.0,0.0,0.0,190.0,59.0,59.0,0.0,0.0,209.0,64.0,64.0,0.0,0.0,14.0,131.0,145.0,10.0,0.0,0.0,0.0,2011,APR,2.0,2011-04-01
Riverside,215.0,2043.0,-1828.0,30786.0,31001.0,3024.0,1003.0,963.0,22.0,18.0,24944.0,8056.0,7281.0,310.0,465.0,27968.0,9059.0,8244.0,332.0,483.0,2021.0,16888.0,18909.0,3033.0,6.0,84.0,90.0,2011,APR,2.0,2011-04-01
Sacramento,5025.0,5025.0,0.0,18436.0,23461.0,760.0,220.0,216.0,3.0,1.0,17410.0,4193.0,4153.0,37.0,3.0,18170.0,4413.0,4369.0,40.0,4.0,540.0,13217.0,13757.0,5291.0,0.0,16.0,16.0,2011,APR,2.0,2011-04-01
San Benito,7.0,36.0,-29.0,745.0,752.0,77.0,38.0,37.0,0.0,1.0,632.0,211.0,204.0,2.0,5.0,709.0,249.0,241.0,2.0,6.0,39.0,421.0,460.0,43.0,0.0,3.0,3.0,2011,APR,2.0,2011-04-01
San Bernardino,274.0,1484.0,-1210.0,39136.0,39410.0,3141.0,759.0,704.0,35.0,20.0,34499.0,12836.0,11942.0,682.0,212.0,37640.0,13595.0,12646.0,717.0,232.0,2382.0,21663.0,24045.0,1770.0,10.0,277.0,287.0,2011,APR,2.0,2011-04-01
San Diego,10131.0,10131.0,0.0,26497.0,36628.0,788.0,413.0,389.0,15.0,9.0,24918.0,10689.0,10370.0,230.0,89.0,25706.0,11102.0,10759.0,245.0,98.0,375.0,14229.0,14604.0,10922.0,3.0,231.0,234.0,2011,APR,2.0,2011-04-01
San Francisco,364.0,375.0,-11.0,5394.0,5758.0,200.0,138.0,137.0,1.0,0.0,5146.0,2353.0,2313.0,28.0,12.0,5346.0,2491.0,2450.0,29.0,12.0,62.0,2793.0,2855.0,412.0,0.0,4.0,4.0,2011,APR,2.0,2011-04-01
San Joaquin,1170.0,1595.0,-425.0,6471.0,7641.0,753.0,489.0,484.0,1.0,4.0,5421.0,2865.0,2735.0,77.0,53.0,6174.0,3354.0,3219.0,78.0,57.0,264.0,2556.0,2820.0,1467.0,0.0,1.0,1.0,2011,APR,2.0,2011-04-01
San Luis Obispo,269.0,269.0,0.0,1591.0,1860.0,71.0,28.0,23.0,3.0,2.0,1480.0,535.0,458.0,46.0,31.0,1551.0,563.0,481.0,49.0,33.0,43.0,945.0,988.0,309.0,0.0,5.0,5.0,2011,APR,2.0,2011-04-01
San Mateo,2704.0,2704.0,0.0,1856.0,4560.0,34.0,34.0,25.0,5.0,4.0,1706.0,756.0,620.0,62.0,74.0,1740.0,790.0,645.0,67.0,78.0,0.0,950.0,950.0,2820.0,0.0,10.0,10.0,2011,APR,2.0,2011-04-01
Santa Barbara,215.0,215.0,0.0,1129.0,1344.0,21.0,9.0,7.0,2.0,0.0,988.0,634.0,539.0,74.0,21.0,1009.0,643.0,546.0,76.0,21.0,12.0,354.0,366.0,335.0,0.0,8.0,8.0,2011,APR,2.0,2011-04-01
Santa Clara,352.0,368.0,-16.0,7011.0,7363.0,263.0,102.0,78.0,7.0,17.0,5698.0,1581.0,1317.0,97.0,167.0,5961.0,1683.0,1395.0,104.0,184.0,161.0,4117.0,4278.0,1402.0,1.0,3.0,4.0,2011,APR,2.0,2011-04-01
Santa Cruz,423.0,423.0,0.0,2734.0,3157.0,70.0,37.0,23.0,10.0,4.0,2795.0,848.0,546.0,205.0,97.0,2865.0,885.0,569.0,215.0,101.0,33.0,1947.0,1980.0,292.0,0.0,5.0,5.0,2011,APR,2.0,2011-04-01
Shasta,13.0,147.0,-134.0,3338.0,3351.0,170.0,62.0,53.0,5.0,4.0,3071.0,1167.0,958.0,143.0,66.0,3241.0,1229.0,1011.0,148.0,70.0,108.0,1904.0,2012.0,110.0,0.0,1.0,1.0,2011,APR,2.0,2011-04-01
Sierra,0.0,2.0,-2.0,45.0,45.0,3.0,1.0,1.0,0.0,0.0,41.0,17.0,17.0,0.0,0.0,44.0,18.0,18.0,0.0,0.0,2.0,24.0,26.0,1.0,0.0,1.0,1.0,2011,APR,2.0,2011-04-01
Siskiyou,4.0,169.0,-165.0,862.0,866.0,44.0,13.0,12.0,0.0,1.0,751.0,218.0,208.0,6.0,4.0,795.0,231.0,220.0,6.0,5.0,31.0,533.0,564.0,71.0,1.0,6.0,7.0,2011,APR,2.0,2011-04-01
Solano,8.0,39.0,-31.0,1804.0,1812.0,66.0,40.0,35.0,2.0,3.0,1701.0,945.0,904.0,33.0,8.0,1767.0,985.0,939.0,35.0,11.0,26.0,756.0,782.0,45.0,1.0,6.0,7.0,2011,APR,2.0,2011-04-01
Sonoma,997.0,1022.0,-25.0,3507.0,4504.0,23.0,23.0,6.0,5.0,12.0,3370.0,1044.0,524.0,238.0,282.0,3393.0,1067.0,530.0,243.0,294.0,0.0,2326.0,2326.0,1111.0,0.0,15.0,15.0,2011,APR,2.0,2011-04-01
Stanislaus,55.0,577.0,-522.0,9630.0,9685.0,730.0,231.0,231.0,0.0,0.0,8398.0,3075.0,3020.0,31.0,24.0,9128.0,3306.0,3251.0,31.0,24.0,499.0,5323.0,5822.0,557.0,0.0,6.0,6.0,2011,APR,2.0,2011-04-01
Sutter,7.0,47.0,-40.0,1440.0,1447.0,125.0,38.0,34.0,2.0,2.0,1264.0,411.0,383.0,20.0,8.0,1389.0,449.0,417.0,22.0,10.0,87.0,853.0,940.0,58.0,0.0,0.0,0.0,2011,APR,2.0,2011-04-01
Tehama,1.0,15.0,-14.0,545.0,546.0,46.0,31.0,31.0,0.0,0.0,477.0,314.0,308.0,3.0,3.0,523.0,345.0,339.0,3.0,3.0,15.0,163.0,178.0,23.0,0.0,1.0,1.0,2011,APR,2.0,2011-04-01
Trinity,1.0,32.0,-31.0,276.0,277.0,13.0,1.0,1.0,0.0,0.0,251.0,103.0,103.0,0.0,0.0,264.0,104.0,104.0,0.0,0.0,12.0,148.0,160.0,13.0,0.0,2.0,2.0,2011,APR,2.0,2011-04-01
Tulare,1008.0,1008.0,0.0,5174.0,6182.0,197.0,103.0,92.0,9.0,2.0,5173.0,2604.0,2541.0,49.0,14.0,5370.0,2707.0,2633.0,58.0,16.0,94.0,2569.0,2663.0,812.0,0.0,11.0,11.0,2011,APR,2.0,2011-04-01
Tuolumne,7.0,57.0,-50.0,970.0,977.0,70.0,20.0,20.0,0.0,0.0,865.0,325.0,307.0,17.0,1.0,935.0,345.0,327.0,17.0,1.0,50.0,540.0,590.0,42.0,1.0,3.0,4.0,2011,APR,2.0,2011-04-01
Ventura,128.0,128.0,0.0,3063.0,3191.0,91.0,58.0,56.0,1.0,1.0,2887.0,1963.0,1867.0,32.0,64.0,2978.0,2021.0,1923.0,33.0,65.0,33.0,924.0,957.0,213.0,0.0,26.0,26.0,2011,APR,2.0,2011-04-01
Yolo,607.0,607.0,0.0,1449.0,2056.0,36.0,36.0,24.0,5.0,7.0,1377.0,561.0,523.0,25.0,13.0,1413.0,597.0,547.0,30.0,20.0,0.0,816.0,816.0,643.0,0.0,4.0,4.0,2011,APR,2.0,2011-04-01
Yuba,9.0,49.0,-40.0,1765.0,1774.0,147.0,31.0,31.0,0.0,0.0,1564.0,598.0,588.0,9.0,1.0,1711.0,629.0,619.0,9.0,1.0,116.0,966.0,1082.0,63.0,1.0,25.0,26.0,2011,APR,2.0,2011-04-01
