county,req_exped_service_pend_prev_qtr,req_exped_service_reported_pending_end_prev_qtr,req_exped_service_adjustment,req_exped_service_rcv_this_qtr,req_exped_service_tot_this_qtr,req_exped_service_tot_pacf_disposed_this_qtr,req_exped_service_tot_disposed_pacf_entitled_to_exped_service,req_exped_service_disposed_entitled_pacf_1_to_3_days,req_exped_service_disposed_entitled_pacf_4_to_7_days,req_exped_service_disposed_entitled_pacf_over_7_days,req_exped_service_tot_nacf_disposed_this_qtr,req_exped_service_tot_disposed_nacf_entitled_to_exped_service,req_exped_service_disposed_entitled_nacf_1_to_3_days,req_exped_service_disposed_entitled_nacf_4_to_7_days,req_exped_service_disposed_entitled_nacf_over_7_days,req_exped_service_tot_disposed_this_qtr,req_exped_service_tot_disposed_entitled_to_exped_service,req_exped_service_disposed_entitled_tot_1_to_3_days,req_exped_service_disposed_entitled_tot_4_to_7_days,req_exped_service_disposed_entitled_tot_over_7_days,req_exped_service_disposed_pacf_not_entitled,req_exped_service_disposed_nacf_not_entitled,req_exped_service_disposed_tot_not_entitled,req_exped_service_disposed_pending_end_qtr,app_compliance_info_pacf_fail_complete_app_process,app_compliance_info_nacf_fail_complete_app_process,app_compliance_info_tot_hh_fail_complete_app_process,year,month,quarter,fulldate
Mariposa,7.0,7.0,0.0,233.0,240.0,16.0,6.0,6.0,0.0,0.0,217.0,76.0,73.0,0.0,3.0,233.0,82.0,79.0,0.0,3.0,10.0,141.0,151.0,7.0,0.0,0.0,0.0,2012,OCT,4.0,2012-10-01
Mendocino,7.0,33.0,-26.0,1623.0,1630.0,79.0,34.0,34.0,0.0,0.0,1538.0,819.0,811.0,3.0,5.0,1617.0,853.0,845.0,3.0,5.0,45.0,719.0,764.0,13.0,0.0,0.0,0.0,2012,OCT,4.0,2012-10-01
Merced,18.0,135.0,-117.0,4369.0,4387.0,513.0,192.0,189.0,2.0,1.0,3756.0,1664.0,1641.0,11.0,12.0,4269.0,1856.0,1830.0,13.0,13.0,321.0,2092.0,2413.0,118.0,2.0,42.0,44.0,2012,OCT,4.0,2012-10-01
Modoc,1.0,2.0,-1.0,87.0,88.0,11.0,7.0,7.0,0.0,0.0,73.0,42.0,42.0,0.0,0.0,84.0,49.0,49.0,0.0,0.0,4.0,31.0,35.0,4.0,0.0,1.0,1.0,2012,OCT,4.0,2012-10-01
Mono,0.0,18.0,-18.0,288.0,288.0,1.0,0.0,0.0,0.0,0.0,273.0,109.0,103.0,5.0,1.0,274.0,109.0,103.0,5.0,1.0,1.0,164.0,165.0,14.0,0.0,0.0,0.0,2012,OCT,4.0,2012-10-01
Monterey,8.0,364.0,-356.0,6214.0,6222.0,925.0,290.0,288.0,0.0,2.0,4554.0,1726.0,1713.0,8.0,5.0,5479.0,2016.0,2001.0,8.0,7.0,635.0,2828.0,3463.0,743.0,0.0,1.0,1.0,2012,OCT,4.0,2012-10-01
Napa,13.0,40.0,-27.0,1249.0,1262.0,58.0,16.0,16.0,0.0,0.0,1163.0,355.0,341.0,6.0,8.0,1221.0,371.0,357.0,6.0,8.0,42.0,808.0,850.0,41.0,0.0,0.0,0.0,2012,OCT,4.0,2012-10-01
Nevada,7.0,60.0,-53.0,1071.0,1078.0,62.0,28.0,28.0,0.0,0.0,976.0,459.0,444.0,7.0,8.0,1038.0,487.0,472.0,7.0,8.0,34.0,517.0,551.0,40.0,0.0,15.0,15.0,2012,OCT,4.0,2012-10-01
Orange,85.0,85.0,0.0,15504.0,15589.0,1185.0,354.0,352.0,2.0,0.0,14363.0,5210.0,5176.0,28.0,6.0,15548.0,5564.0,5528.0,30.0,6.0,831.0,9153.0,9984.0,41.0,0.0,36.0,36.0,2012,OCT,4.0,2012-10-01
Placer,35.0,35.0,0.0,1302.0,1337.0,12.0,12.0,5.0,2.0,5.0,1308.0,529.0,508.0,13.0,8.0,1320.0,541.0,513.0,15.0,13.0,0.0,779.0,779.0,17.0,0.0,5.0,5.0,2012,OCT,4.0,2012-10-01
Plumas,0.0,12.0,-12.0,280.0,280.0,21.0,4.0,4.0,0.0,0.0,250.0,105.0,100.0,4.0,1.0,271.0,109.0,104.0,4.0,1.0,17.0,145.0,162.0,9.0,0.0,1.0,1.0,2012,OCT,4.0,2012-10-01
Riverside,260.0,1769.0,-1509.0,31150.0,31410.0,2531.0,884.0,868.0,8.0,8.0,28005.0,9841.0,9231.0,241.0,369.0,30536.0,10725.0,10099.0,249.0,377.0,1647.0,18164.0,19811.0,874.0,6.0,176.0,182.0,2012,OCT,4.0,2012-10-01
Sacramento,5910.0,5910.0,0.0,15840.0,21750.0,387.0,121.0,119.0,2.0,0.0,15599.0,3999.0,3892.0,94.0,13.0,15986.0,4120.0,4011.0,96.0,13.0,266.0,11600.0,11866.0,5764.0,0.0,46.0,46.0,2012,OCT,4.0,2012-10-01
San Benito,6.0,27.0,-21.0,782.0,788.0,77.0,32.0,32.0,0.0,0.0,669.0,230.0,229.0,0.0,1.0,746.0,262.0,261.0,0.0,1.0,45.0,439.0,484.0,42.0,0.0,0.0,0.0,2012,OCT,4.0,2012-10-01
San Bernardino,245.0,1107.0,-862.0,37070.0,37315.0,2250.0,596.0,563.0,22.0,11.0,34408.0,13354.0,12491.0,624.0,239.0,36658.0,13950.0,13054.0,646.0,250.0,1654.0,21054.0,22708.0,657.0,8.0,134.0,142.0,2012,OCT,4.0,2012-10-01
San Diego,13340.0,13340.0,0.0,29339.0,42679.0,850.0,484.0,421.0,40.0,23.0,28325.0,11330.0,10112.0,795.0,423.0,29175.0,11814.0,10533.0,835.0,446.0,366.0,16995.0,17361.0,13504.0,1.0,341.0,342.0,2012,OCT,4.0,2012-10-01
San Francisco,377.0,378.0,-1.0,4857.0,5234.0,134.0,93.0,90.0,3.0,0.0,4808.0,1962.0,1786.0,130.0,46.0,4942.0,2055.0,1876.0,133.0,46.0,41.0,2846.0,2887.0,292.0,1.0,4.0,5.0,2012,OCT,4.0,2012-10-01
San Joaquin,1660.0,1590.0,70.0,6595.0,8255.0,730.0,471.0,458.0,4.0,9.0,5684.0,3134.0,3012.0,64.0,58.0,6414.0,3605.0,3470.0,68.0,67.0,259.0,2550.0,2809.0,1841.0,0.0,0.0,0.0,2012,OCT,4.0,2012-10-01
San Luis Obispo,334.0,334.0,0.0,1463.0,1797.0,44.0,22.0,18.0,2.0,2.0,1455.0,536.0,483.0,30.0,23.0,1499.0,558.0,501.0,32.0,25.0,22.0,919.0,941.0,298.0,1.0,8.0,9.0,2012,OCT,4.0,2012-10-01
San Mateo,2698.0,2698.0,0.0,1999.0,4697.0,46.0,33.0,25.0,3.0,5.0,1934.0,947.0,785.0,89.0,73.0,1980.0,980.0,810.0,92.0,78.0,13.0,987.0,1000.0,2717.0,0.0,29.0,29.0,2012,OCT,4.0,2012-10-01
Santa Barbara,25.0,18.0,7.0,1060.0,1085.0,58.0,33.0,25.0,6.0,2.0,994.0,548.0,517.0,24.0,7.0,1052.0,581.0,542.0,30.0,9.0,25.0,446.0,471.0,33.0,0.0,10.0,10.0,2012,OCT,4.0,2012-10-01
Santa Clara,786.0,829.0,-43.0,6388.0,7174.0,279.0,120.0,72.0,24.0,24.0,6368.0,1579.0,1374.0,111.0,94.0,6647.0,1699.0,1446.0,135.0,118.0,159.0,4789.0,4948.0,527.0,0.0,5.0,5.0,2012,OCT,4.0,2012-10-01
Santa Cruz,307.0,307.0,0.0,2684.0,2991.0,55.0,27.0,23.0,3.0,1.0,2641.0,715.0,637.0,73.0,5.0,2696.0,742.0,660.0,76.0,6.0,28.0,1926.0,1954.0,295.0,0.0,8.0,8.0,2012,OCT,4.0,2012-10-01
Shasta,20.0,95.0,-75.0,3256.0,3276.0,199.0,53.0,50.0,1.0,2.0,2954.0,1005.0,898.0,39.0,68.0,3153.0,1058.0,948.0,40.0,70.0,146.0,1949.0,2095.0,123.0,0.0,2.0,2.0,2012,OCT,4.0,2012-10-01
Sierra,1.0,1.0,0.0,45.0,46.0,4.0,2.0,2.0,0.0,0.0,42.0,22.0,21.0,1.0,0.0,46.0,24.0,23.0,1.0,0.0,2.0,20.0,22.0,0.0,0.0,0.0,0.0,2012,OCT,4.0,2012-10-01
Siskiyou,2.0,19.0,-17.0,887.0,889.0,80.0,28.0,28.0,0.0,0.0,778.0,253.0,239.0,5.0,9.0,858.0,281.0,267.0,5.0,9.0,52.0,525.0,577.0,31.0,0.0,2.0,2.0,2012,OCT,4.0,2012-10-01
Solano,57.0,57.0,0.0,2344.0,2401.0,73.0,50.0,45.0,4.0,1.0,2289.0,1266.0,1223.0,30.0,13.0,2362.0,1316.0,1268.0,34.0,14.0,23.0,1023.0,1046.0,39.0,1.0,18.0,19.0,2012,OCT,4.0,2012-10-01
Sonoma,112.0,124.0,-12.0,3621.0,3733.0,50.0,26.0,22.0,1.0,3.0,3534.0,1121.0,692.0,282.0,147.0,3584.0,1147.0,714.0,283.0,150.0,24.0,2413.0,2437.0,149.0,0.0,25.0,25.0,2012,OCT,4.0,2012-10-01
Stanislaus,49.0,239.0,-190.0,9334.0,9383.0,777.0,239.0,233.0,1.0,5.0,8396.0,3298.0,3153.0,93.0,52.0,9173.0,3537.0,3386.0,94.0,57.0,538.0,5098.0,5636.0,210.0,0.0,6.0,6.0,2012,OCT,4.0,2012-10-01
Sutter,4.0,36.0,-32.0,1291.0,1295.0,115.0,50.0,49.0,1.0,0.0,1151.0,514.0,492.0,14.0,8.0,1266.0,564.0,541.0,15.0,8.0,65.0,637.0,702.0,29.0,0.0,2.0,2.0,2012,OCT,4.0,2012-10-01
Tehama,6.0,21.0,-15.0,600.0,606.0,33.0,22.0,22.0,0.0,0.0,560.0,392.0,387.0,3.0,2.0,593.0,414.0,409.0,3.0,2.0,11.0,168.0,179.0,13.0,0.0,7.0,7.0,2012,OCT,4.0,2012-10-01
Trinity,2.0,17.0,-15.0,225.0,227.0,14.0,7.0,7.0,0.0,0.0,203.0,85.0,75.0,7.0,3.0,217.0,92.0,82.0,7.0,3.0,7.0,118.0,125.0,10.0,0.0,0.0,0.0,2012,OCT,4.0,2012-10-01
Tulare,850.0,850.0,0.0,7327.0,8177.0,279.0,144.0,142.0,1.0,1.0,7011.0,3276.0,3204.0,58.0,14.0,7290.0,3420.0,3346.0,59.0,15.0,135.0,3735.0,3870.0,887.0,0.0,25.0,25.0,2012,OCT,4.0,2012-10-01
Tuolumne,4.0,21.0,-17.0,810.0,814.0,44.0,16.0,16.0,0.0,0.0,755.0,310.0,297.0,11.0,2.0,799.0,326.0,313.0,11.0,2.0,28.0,445.0,473.0,15.0,0.0,1.0,1.0,2012,OCT,4.0,2012-10-01
Ventura,532.0,532.0,0.0,2439.0,2971.0,86.0,61.0,59.0,1.0,1.0,2670.0,1733.0,1652.0,55.0,26.0,2756.0,1794.0,1711.0,56.0,27.0,25.0,937.0,962.0,215.0,0.0,29.0,29.0,2012,OCT,4.0,2012-10-01
Yolo,625.0,625.0,0.0,1538.0,2163.0,40.0,27.0,23.0,3.0,1.0,1485.0,661.0,600.0,36.0,25.0,1525.0,688.0,623.0,39.0,26.0,13.0,824.0,837.0,638.0,1.0,12.0,13.0,2012,OCT,4.0,2012-10-01
Yuba,5.0,31.0,-26.0,1509.0,1514.0,113.0,36.0,34.0,1.0,1.0,1307.0,612.0,586.0,22.0,4.0,1420.0,648.0,620.0,23.0,5.0,77.0,695.0,772.0,94.0,0.0,20.0,20.0,2012,OCT,4.0,2012-10-01
