county,req_exped_service_pend_prev_qtr,req_exped_service_reported_pending_end_prev_qtr,req_exped_service_adjustment,req_exped_service_rcv_this_qtr,req_exped_service_tot_this_qtr,req_exped_service_tot_pacf_disposed_this_qtr,req_exped_service_tot_disposed_pacf_entitled_to_exped_service,req_exped_service_disposed_entitled_pacf_1_to_3_days,req_exped_service_disposed_entitled_pacf_4_to_7_days,req_exped_service_disposed_entitled_pacf_over_7_days,req_exped_service_tot_nacf_disposed_this_qtr,req_exped_service_tot_disposed_nacf_entitled_to_exped_service,req_exped_service_disposed_entitled_nacf_1_to_3_days,req_exped_service_disposed_entitled_nacf_4_to_7_days,req_exped_service_disposed_entitled_nacf_over_7_days,req_exped_service_tot_disposed_this_qtr,req_exped_service_tot_disposed_entitled_to_exped_service,req_exped_service_disposed_entitled_tot_1_to_3_days,req_exped_service_disposed_entitled_tot_4_to_7_days,req_exped_service_disposed_entitled_tot_over_7_days,req_exped_service_disposed_pacf_not_entitled,req_exped_service_disposed_nacf_not_entitled,req_exped_service_disposed_tot_not_entitled,req_exped_service_disposed_pending_end_qtr,app_compliance_info_pacf_fail_complete_app_process,app_compliance_info_nacf_fail_complete_app_process,app_compliance_info_tot_hh_fail_complete_app_process,year,month,quarter,fulldate
Fresno,252.0,161.0,91.0,11028.0,11280.0,268.0,156.0,127.0,21.0,8.0,10738.0,5374.0,4822.0,475.0,77.0,11006.0,5530.0,4949.0,496.0,85.0,112.0,5364.0,5476.0,274.0,0.0,36.0,36.0,2011,JAN,1.0,2011-01-01
Glenn,5.0,5.0,0.0,229.0,234.0,14.0,11.0,11.0,0.0,0.0,206.0,117.0,117.0,0.0,0.0,220.0,128.0,128.0,0.0,0.0,3.0,89.0,92.0,14.0,0.0,2.0,2.0,2011,JAN,1.0,2011-01-01
Humboldt,28.0,119.0,-91.0,2803.0,2831.0,127.0,46.0,44.0,1.0,1.0,2546.0,1097.0,1006.0,51.0,40.0,2673.0,1143.0,1050.0,52.0,41.0,81.0,1449.0,1530.0,158.0,0.0,15.0,15.0,2011,JAN,1.0,2011-01-01
Imperial,6.0,49.0,-43.0,1810.0,1816.0,134.0,73.0,73.0,0.0,0.0,1594.0,763.0,749.0,11.0,3.0,1728.0,836.0,822.0,11.0,3.0,61.0,831.0,892.0,88.0,0.0,1.0,1.0,2011,JAN,1.0,2011-01-01
Inyo,1.0,7.0,-6.0,257.0,258.0,24.0,10.0,10.0,0.0,0.0,224.0,86.0,84.0,2.0,0.0,248.0,96.0,94.0,2.0,0.0,14.0,138.0,152.0,10.0,0.0,1.0,1.0,2011,JAN,1.0,2011-01-01
Kern,329.0,423.0,-94.0,12371.0,12700.0,1613.0,619.0,611.0,4.0,4.0,10454.0,4231.0,4077.0,90.0,64.0,12067.0,4850.0,4688.0,94.0,68.0,994.0,6223.0,7217.0,633.0,4.0,6.0,10.0,2011,JAN,1.0,2011-01-01
Kings,87.0,70.0,17.0,1791.0,1878.0,140.0,76.0,67.0,3.0,6.0,1575.0,875.0,825.0,27.0,23.0,1715.0,951.0,892.0,30.0,29.0,64.0,700.0,764.0,163.0,0.0,3.0,3.0,2011,JAN,1.0,2011-01-01
Lake,9.0,105.0,-96.0,1142.0,1151.0,67.0,33.0,33.0,0.0,0.0,977.0,452.0,417.0,23.0,12.0,1044.0,485.0,450.0,23.0,12.0,34.0,525.0,559.0,107.0,1.0,1.0,2.0,2011,JAN,1.0,2011-01-01
Lassen,1.0,11.0,-10.0,411.0,412.0,25.0,9.0,7.0,2.0,0.0,376.0,173.0,163.0,7.0,3.0,401.0,182.0,170.0,9.0,3.0,16.0,203.0,219.0,11.0,0.0,0.0,0.0,2011,JAN,1.0,2011-01-01
Los Angeles,2443.0,4687.0,-2244.0,87558.0,90001.0,5979.0,3031.0,2739.0,138.0,154.0,80198.0,31902.0,30284.0,1151.0,467.0,86177.0,34933.0,33023.0,1289.0,621.0,2948.0,48296.0,51244.0,3824.0,98.0,6470.0,6568.0,2011,JAN,1.0,2011-01-01
Madera,9.0,57.0,-48.0,1275.0,1284.0,106.0,83.0,83.0,0.0,0.0,1079.0,763.0,756.0,5.0,2.0,1185.0,846.0,839.0,5.0,2.0,23.0,316.0,339.0,99.0,1.0,2.0,3.0,2011,JAN,1.0,2011-01-01
Marin,5.0,38.0,-33.0,1609.0,1614.0,85.0,45.0,43.0,1.0,1.0,1462.0,608.0,594.0,8.0,6.0,1547.0,653.0,637.0,9.0,7.0,40.0,854.0,894.0,67.0,0.0,0.0,0.0,2011,JAN,1.0,2011-01-01
Mariposa,3.0,3.0,0.0,260.0,263.0,21.0,6.0,6.0,0.0,0.0,232.0,88.0,86.0,2.0,0.0,253.0,94.0,92.0,2.0,0.0,15.0,144.0,159.0,10.0,0.0,0.0,0.0,2011,JAN,1.0,2011-01-01
Mendocino,0.0,5.0,-5.0,2034.0,2034.0,115.0,55.0,55.0,0.0,0.0,1902.0,818.0,809.0,7.0,2.0,2017.0,873.0,864.0,7.0,2.0,60.0,1084.0,1144.0,17.0,0.0,1.0,1.0,2011,JAN,1.0,2011-01-01
Merced,33.0,384.0,-351.0,4214.0,4247.0,660.0,253.0,235.0,11.0,7.0,3298.0,1329.0,1221.0,55.0,53.0,3958.0,1582.0,1456.0,66.0,60.0,407.0,1969.0,2376.0,289.0,0.0,17.0,17.0,2011,JAN,1.0,2011-01-01
Modoc,1.0,8.0,-7.0,67.0,68.0,7.0,2.0,2.0,0.0,0.0,56.0,31.0,30.0,1.0,0.0,63.0,33.0,32.0,1.0,0.0,5.0,25.0,30.0,5.0,0.0,0.0,0.0,2011,JAN,1.0,2011-01-01
Mono,4.0,12.0,-8.0,191.0,195.0,4.0,1.0,1.0,0.0,0.0,171.0,71.0,64.0,4.0,3.0,175.0,72.0,65.0,4.0,3.0,3.0,100.0,103.0,20.0,0.0,1.0,1.0,2011,JAN,1.0,2011-01-01
Monterey,440.0,411.0,29.0,5064.0,5504.0,763.0,294.0,291.0,1.0,2.0,4167.0,1410.0,1392.0,9.0,9.0,4930.0,1704.0,1683.0,10.0,11.0,469.0,2757.0,3226.0,574.0,0.0,9.0,9.0,2011,JAN,1.0,2011-01-01
Napa,44.0,44.0,0.0,624.0,668.0,16.0,7.0,6.0,1.0,0.0,410.0,163.0,158.0,3.0,2.0,426.0,170.0,164.0,4.0,2.0,9.0,247.0,256.0,242.0,0.0,0.0,0.0,2011,JAN,1.0,2011-01-01
Nevada,808.0,808.0,0.0,928.0,1736.0,37.0,14.0,13.0,0.0,1.0,823.0,375.0,360.0,9.0,6.0,860.0,389.0,373.0,9.0,7.0,23.0,448.0,471.0,876.0,0.0,22.0,22.0,2011,JAN,1.0,2011-01-01
Orange,15.0,15.0,0.0,13746.0,13761.0,1163.0,445.0,441.0,3.0,1.0,12561.0,4751.0,4712.0,31.0,8.0,13724.0,5196.0,5153.0,34.0,9.0,718.0,7810.0,8528.0,37.0,1.0,21.0,22.0,2011,JAN,1.0,2011-01-01
Placer,14.0,14.0,0.0,643.0,657.0,3.0,3.0,1.0,2.0,0.0,573.0,195.0,140.0,31.0,24.0,576.0,198.0,141.0,33.0,24.0,0.0,378.0,378.0,81.0,0.0,0.0,0.0,2011,JAN,1.0,2011-01-01
Plumas,2.0,2.0,0.0,251.0,253.0,12.0,6.0,6.0,0.0,0.0,220.0,66.0,66.0,0.0,0.0,232.0,72.0,72.0,0.0,0.0,6.0,154.0,160.0,21.0,0.0,1.0,1.0,2011,JAN,1.0,2011-01-01
Riverside,541.0,542.0,-1.0,17826.0,18367.0,2546.0,663.0,545.0,103.0,15.0,15294.0,6090.0,4887.0,779.0,424.0,17840.0,6753.0,5432.0,882.0,439.0,1883.0,9204.0,11087.0,527.0,21.0,125.0,146.0,2011,JAN,1.0,2011-01-01
Sacramento,4695.0,4695.0,0.0,17504.0,22199.0,764.0,253.0,249.0,2.0,2.0,16410.0,3943.0,3850.0,85.0,8.0,17174.0,4196.0,4099.0,87.0,10.0,511.0,12467.0,12978.0,5025.0,0.0,34.0,34.0,2011,JAN,1.0,2011-01-01
San Benito,5.0,57.0,-52.0,830.0,835.0,126.0,36.0,31.0,0.0,5.0,673.0,254.0,246.0,4.0,4.0,799.0,290.0,277.0,4.0,9.0,90.0,419.0,509.0,36.0,0.0,0.0,0.0,2011,JAN,1.0,2011-01-01
San Bernardino,193.0,843.0,-650.0,34518.0,34711.0,2784.0,625.0,573.0,34.0,18.0,30443.0,11725.0,10774.0,725.0,226.0,33227.0,12350.0,11347.0,759.0,244.0,2159.0,18718.0,20877.0,1484.0,15.0,384.0,399.0,2011,JAN,1.0,2011-01-01
San Diego,9269.0,9269.0,0.0,24025.0,33294.0,724.0,382.0,362.0,11.0,9.0,22439.0,9782.0,9394.0,276.0,112.0,23163.0,10164.0,9756.0,287.0,121.0,342.0,12657.0,12999.0,10131.0,5.0,216.0,221.0,2011,JAN,1.0,2011-01-01
San Francisco,289.0,271.0,18.0,5581.0,5870.0,107.0,107.0,105.0,2.0,0.0,5388.0,2353.0,2293.0,53.0,7.0,5495.0,2460.0,2398.0,55.0,7.0,0.0,3035.0,3035.0,375.0,0.0,5.0,5.0,2011,JAN,1.0,2011-01-01
San Joaquin,1171.0,1113.0,58.0,6931.0,8102.0,835.0,534.0,518.0,9.0,7.0,5672.0,2778.0,2604.0,100.0,74.0,6507.0,3312.0,3122.0,109.0,81.0,301.0,2894.0,3195.0,1595.0,0.0,0.0,0.0,2011,JAN,1.0,2011-01-01
San Luis Obispo,245.0,245.0,0.0,1732.0,1977.0,62.0,27.0,19.0,3.0,5.0,1646.0,622.0,509.0,68.0,45.0,1708.0,649.0,528.0,71.0,50.0,35.0,1024.0,1059.0,269.0,0.0,4.0,4.0,2011,JAN,1.0,2011-01-01
San Mateo,2596.0,2596.0,0.0,1691.0,4287.0,24.0,24.0,17.0,2.0,5.0,1559.0,805.0,664.0,70.0,71.0,1583.0,829.0,681.0,72.0,76.0,0.0,754.0,754.0,2704.0,0.0,12.0,12.0,2011,JAN,1.0,2011-01-01
Santa Barbara,207.0,207.0,0.0,857.0,1064.0,26.0,17.0,6.0,6.0,5.0,823.0,527.0,352.0,87.0,88.0,849.0,544.0,358.0,93.0,93.0,9.0,296.0,305.0,215.0,0.0,7.0,7.0,2011,JAN,1.0,2011-01-01
Santa Clara,412.0,434.0,-22.0,8068.0,8480.0,320.0,103.0,68.0,25.0,10.0,7792.0,1551.0,904.0,474.0,173.0,8112.0,1654.0,972.0,499.0,183.0,217.0,6241.0,6458.0,368.0,0.0,7.0,7.0,2011,JAN,1.0,2011-01-01
Santa Cruz,662.0,662.0,0.0,3043.0,3705.0,84.0,42.0,23.0,11.0,8.0,2889.0,944.0,488.0,289.0,167.0,2973.0,986.0,511.0,300.0,175.0,42.0,1945.0,1987.0,732.0,0.0,5.0,5.0,2011,JAN,1.0,2011-01-01
Shasta,28.0,147.0,-119.0,3104.0,3132.0,171.0,64.0,60.0,2.0,2.0,2814.0,1137.0,900.0,94.0,143.0,2985.0,1201.0,960.0,96.0,145.0,107.0,1677.0,1784.0,147.0,0.0,4.0,4.0,2011,JAN,1.0,2011-01-01
Sierra,0.0,0.0,0.0,44.0,44.0,4.0,2.0,2.0,0.0,0.0,40.0,16.0,15.0,1.0,0.0,44.0,18.0,17.0,1.0,0.0,2.0,24.0,26.0,0.0,0.0,0.0,0.0,2011,JAN,1.0,2011-01-01
Siskiyou,166.0,162.0,4.0,750.0,916.0,62.0,19.0,19.0,0.0,0.0,685.0,203.0,177.0,10.0,16.0,747.0,222.0,196.0,10.0,16.0,43.0,482.0,525.0,169.0,1.0,2.0,3.0,2011,JAN,1.0,2011-01-01
Solano,28.0,502.0,-474.0,1631.0,1659.0,57.0,37.0,32.0,4.0,1.0,1563.0,875.0,838.0,28.0,9.0,1620.0,912.0,870.0,32.0,10.0,20.0,688.0,708.0,39.0,0.0,14.0,14.0,2011,JAN,1.0,2011-01-01
Sonoma,985.0,1018.0,-33.0,3065.0,4050.0,5.0,5.0,1.0,3.0,1.0,3023.0,965.0,325.0,207.0,433.0,3028.0,970.0,326.0,210.0,434.0,0.0,2058.0,2058.0,1022.0,0.0,14.0,14.0,2011,JAN,1.0,2011-01-01
Stanislaus,50.0,455.0,-405.0,9985.0,10035.0,865.0,282.0,276.0,2.0,4.0,8593.0,3017.0,2951.0,22.0,44.0,9458.0,3299.0,3227.0,24.0,48.0,583.0,5576.0,6159.0,577.0,0.0,4.0,4.0,2011,JAN,1.0,2011-01-01
Sutter,9.0,30.0,-21.0,1371.0,1380.0,156.0,58.0,53.0,2.0,3.0,1177.0,411.0,379.0,25.0,7.0,1333.0,469.0,432.0,27.0,10.0,98.0,766.0,864.0,47.0,0.0,0.0,0.0,2011,JAN,1.0,2011-01-01
Tehama,1.0,18.0,-17.0,491.0,492.0,35.0,27.0,27.0,0.0,0.0,442.0,333.0,328.0,5.0,0.0,477.0,360.0,355.0,5.0,0.0,8.0,109.0,117.0,15.0,0.0,0.0,0.0,2011,JAN,1.0,2011-01-01
Trinity,9.0,8.0,1.0,237.0,246.0,16.0,6.0,6.0,0.0,0.0,198.0,95.0,92.0,3.0,0.0,214.0,101.0,98.0,3.0,0.0,10.0,103.0,113.0,32.0,0.0,0.0,0.0,2011,JAN,1.0,2011-01-01
Tulare,993.0,993.0,0.0,5391.0,6384.0,255.0,113.0,100.0,11.0,2.0,5121.0,2487.0,2419.0,50.0,18.0,5376.0,2600.0,2519.0,61.0,20.0,142.0,2634.0,2776.0,1008.0,0.0,8.0,8.0,2011,JAN,1.0,2011-01-01
Tuolumne,7.0,31.0,-24.0,934.0,941.0,71.0,15.0,14.0,0.0,1.0,813.0,320.0,291.0,26.0,3.0,884.0,335.0,305.0,26.0,4.0,56.0,493.0,549.0,57.0,0.0,4.0,4.0,2011,JAN,1.0,2011-01-01
Ventura,96.0,96.0,0.0,3464.0,3560.0,114.0,82.0,76.0,6.0,0.0,3318.0,2285.0,2140.0,63.0,82.0,3432.0,2367.0,2216.0,69.0,82.0,32.0,1033.0,1065.0,128.0,1.0,19.0,20.0,2011,JAN,1.0,2011-01-01
Yolo,534.0,534.0,0.0,1527.0,2061.0,27.0,27.0,21.0,4.0,2.0,1427.0,631.0,589.0,21.0,21.0,1454.0,658.0,610.0,25.0,23.0,0.0,796.0,796.0,607.0,0.0,5.0,5.0,2011,JAN,1.0,2011-01-01
Yuba,6.0,35.0,-29.0,1609.0,1615.0,167.0,49.0,48.0,0.0,1.0,1399.0,605.0,594.0,10.0,1.0,1566.0,654.0,642.0,10.0,2.0,118.0,794.0,912.0,49.0,2.0,21.0,23.0,2011,JAN,1.0,2011-01-01
