county,req_exped_service_pend_prev_qtr,req_exped_service_reported_pending_end_prev_qtr,req_exped_service_adjustment,req_exped_service_rcv_this_qtr,req_exped_service_tot_this_qtr,req_exped_service_tot_pacf_disposed_this_qtr,req_exped_service_tot_disposed_pacf_entitled_to_exped_service,req_exped_service_disposed_entitled_pacf_1_to_3_days,req_exped_service_disposed_entitled_pacf_4_to_7_days,req_exped_service_disposed_entitled_pacf_over_7_days,req_exped_service_tot_nacf_disposed_this_qtr,req_exped_service_tot_disposed_nacf_entitled_to_exped_service,req_exped_service_disposed_entitled_nacf_1_to_3_days,req_exped_service_disposed_entitled_nacf_4_to_7_days,req_exped_service_disposed_entitled_nacf_over_7_days,req_exped_service_tot_disposed_this_qtr,req_exped_service_tot_disposed_entitled_to_exped_service,req_exped_service_disposed_entitled_tot_1_to_3_days,req_exped_service_disposed_entitled_tot_4_to_7_days,req_exped_service_disposed_entitled_tot_over_7_days,req_exped_service_disposed_pacf_not_entitled,req_exped_service_disposed_nacf_not_entitled,req_exped_service_disposed_tot_not_entitled,req_exped_service_disposed_pending_end_qtr,app_compliance_info_pacf_fail_complete_app_process,app_compliance_info_nacf_fail_complete_app_process,app_compliance_info_tot_hh_fail_complete_app_process,year,month,quarter,fulldate
Merced,96.0,114.0,-18.0,3978.0,4074.0,365.0,159.0,156.0,1.0,2.0,3562.0,1550.0,1540.0,8.0,2.0,3927.0,1709.0,1696.0,9.0,4.0,206.0,2012.0,2218.0,147.0,0.0,24.0,24.0,2013,APR,2.0,2013-04-01
Modoc,4.0,5.0,-1.0,121.0,125.0,5.0,4.0,4.0,0.0,0.0,101.0,35.0,32.0,3.0,0.0,106.0,39.0,36.0,3.0,0.0,1.0,66.0,67.0,19.0,0.0,0.0,0.0,2013,APR,2.0,2013-04-01
Mono,14.0,16.0,-2.0,321.0,335.0,1.0,0.0,0.0,0.0,0.0,310.0,118.0,113.0,4.0,1.0,311.0,118.0,113.0,4.0,1.0,1.0,192.0,193.0,24.0,0.0,1.0,1.0,2013,APR,2.0,2013-04-01
Monterey,248.0,383.0,-135.0,3452.0,3700.0,231.0,124.0,124.0,0.0,0.0,3274.0,1375.0,1368.0,4.0,3.0,3505.0,1499.0,1492.0,4.0,3.0,107.0,1899.0,2006.0,195.0,0.0,2.0,2.0,2013,APR,2.0,2013-04-01
Napa,33.0,33.0,0.0,964.0,997.0,42.0,18.0,18.0,0.0,0.0,916.0,273.0,263.0,3.0,7.0,958.0,291.0,281.0,3.0,7.0,24.0,643.0,667.0,39.0,0.0,0.0,0.0,2013,APR,2.0,2013-04-01
Nevada,39.0,48.0,-9.0,1120.0,1159.0,56.0,27.0,27.0,0.0,0.0,1024.0,437.0,425.0,9.0,3.0,1080.0,464.0,452.0,9.0,3.0,29.0,587.0,616.0,79.0,0.0,11.0,11.0,2013,APR,2.0,2013-04-01
Orange,52.0,52.0,0.0,14549.0,14601.0,1009.0,332.0,330.0,2.0,0.0,13531.0,5239.0,5217.0,20.0,2.0,14540.0,5571.0,5547.0,22.0,2.0,677.0,8292.0,8969.0,61.0,2.0,35.0,37.0,2013,APR,2.0,2013-04-01
Placer,24.0,24.0,0.0,1493.0,1517.0,8.0,8.0,7.0,1.0,0.0,1494.0,688.0,671.0,12.0,5.0,1502.0,696.0,678.0,13.0,5.0,0.0,806.0,806.0,15.0,0.0,1.0,1.0,2013,APR,2.0,2013-04-01
Plumas,20.0,22.0,-2.0,213.0,233.0,7.0,3.0,3.0,0.0,0.0,205.0,88.0,86.0,1.0,1.0,212.0,91.0,89.0,1.0,1.0,4.0,117.0,121.0,21.0,0.0,2.0,2.0,2013,APR,2.0,2013-04-01
Riverside,1386.0,1524.0,-138.0,31423.0,32809.0,2271.0,1036.0,1020.0,8.0,8.0,28149.0,10306.0,9850.0,225.0,231.0,30420.0,11342.0,10870.0,233.0,239.0,1235.0,17843.0,19078.0,2389.0,4.0,242.0,246.0,2013,APR,2.0,2013-04-01
Sacramento,5639.0,5639.0,0.0,16016.0,21655.0,375.0,130.0,127.0,2.0,1.0,15573.0,4004.0,3941.0,42.0,21.0,15948.0,4134.0,4068.0,44.0,22.0,245.0,11569.0,11814.0,5707.0,0.0,33.0,33.0,2013,APR,2.0,2013-04-01
San Benito,28.0,38.0,-10.0,699.0,727.0,32.0,13.0,12.0,0.0,1.0,661.0,234.0,229.0,4.0,1.0,693.0,247.0,241.0,4.0,2.0,19.0,427.0,446.0,34.0,0.0,0.0,0.0,2013,APR,2.0,2013-04-01
San Bernardino,994.0,1157.0,-163.0,37628.0,38622.0,2012.0,696.0,659.0,17.0,20.0,34833.0,14153.0,13175.0,736.0,242.0,36845.0,14849.0,13834.0,753.0,262.0,1316.0,20680.0,21996.0,1777.0,2.0,91.0,93.0,2013,APR,2.0,2013-04-01
San Diego,13699.0,13699.0,0.0,22905.0,36604.0,555.0,347.0,290.0,45.0,12.0,22055.0,8112.0,7292.0,631.0,189.0,22610.0,8459.0,7582.0,676.0,201.0,208.0,13943.0,14151.0,13994.0,2.0,276.0,278.0,2013,APR,2.0,2013-04-01
San Francisco,329.0,321.0,8.0,5142.0,5471.0,188.0,151.0,146.0,4.0,1.0,4808.0,2033.0,1815.0,171.0,47.0,4996.0,2184.0,1961.0,175.0,48.0,37.0,2775.0,2812.0,475.0,0.0,6.0,6.0,2013,APR,2.0,2013-04-01
San Joaquin,1859.0,1921.0,-62.0,6513.0,8372.0,519.0,336.0,331.0,2.0,3.0,5801.0,3181.0,3096.0,39.0,46.0,6320.0,3517.0,3427.0,41.0,49.0,183.0,2620.0,2803.0,2052.0,0.0,1.0,1.0,2013,APR,2.0,2013-04-01
San Luis Obispo,304.0,304.0,0.0,1533.0,1837.0,48.0,26.0,25.0,1.0,0.0,1482.0,546.0,484.0,39.0,23.0,1530.0,572.0,509.0,40.0,23.0,22.0,936.0,958.0,307.0,0.0,13.0,13.0,2013,APR,2.0,2013-04-01
San Mateo,2714.0,2714.0,0.0,2927.0,5641.0,40.0,22.0,18.0,2.0,2.0,2705.0,1094.0,823.0,148.0,123.0,2745.0,1116.0,841.0,150.0,125.0,18.0,1611.0,1629.0,2896.0,0.0,54.0,54.0,2013,APR,2.0,2013-04-01
Santa Barbara,27.0,28.0,-1.0,1138.0,1165.0,34.0,21.0,16.0,2.0,3.0,1094.0,634.0,600.0,26.0,8.0,1128.0,655.0,616.0,28.0,11.0,13.0,460.0,473.0,37.0,0.0,12.0,12.0,2013,APR,2.0,2013-04-01
Santa Clara,461.0,476.0,-15.0,7162.0,7623.0,190.0,90.0,42.0,23.0,25.0,6847.0,1873.0,1701.0,91.0,81.0,7037.0,1963.0,1743.0,114.0,106.0,100.0,4974.0,5074.0,586.0,0.0,2.0,2.0,2013,APR,2.0,2013-04-01
Santa Cruz,297.0,297.0,0.0,2314.0,2611.0,48.0,36.0,35.0,0.0,1.0,2257.0,743.0,713.0,22.0,8.0,2305.0,779.0,748.0,22.0,9.0,12.0,1514.0,1526.0,306.0,0.0,12.0,12.0,2013,APR,2.0,2013-04-01
Shasta,164.0,203.0,-39.0,3501.0,3665.0,150.0,53.0,49.0,3.0,1.0,3313.0,1283.0,1112.0,113.0,58.0,3463.0,1336.0,1161.0,116.0,59.0,97.0,2030.0,2127.0,202.0,0.0,4.0,4.0,2013,APR,2.0,2013-04-01
Sierra,0.0,0.0,0.0,39.0,39.0,1.0,0.0,0.0,0.0,0.0,38.0,20.0,20.0,0.0,0.0,39.0,20.0,20.0,0.0,0.0,1.0,18.0,19.0,0.0,0.0,0.0,0.0,2013,APR,2.0,2013-04-01
Siskiyou,41.0,57.0,-16.0,761.0,802.0,52.0,19.0,18.0,1.0,0.0,686.0,253.0,244.0,7.0,2.0,738.0,272.0,262.0,8.0,2.0,33.0,433.0,466.0,64.0,0.0,2.0,2.0,2013,APR,2.0,2013-04-01
Solano,38.0,33.0,5.0,2701.0,2739.0,73.0,50.0,48.0,2.0,0.0,2610.0,1481.0,1425.0,34.0,22.0,2683.0,1531.0,1473.0,36.0,22.0,23.0,1129.0,1152.0,56.0,0.0,26.0,26.0,2013,APR,2.0,2013-04-01
Sonoma,183.0,221.0,-38.0,3285.0,3468.0,43.0,27.0,23.0,2.0,2.0,3294.0,1203.0,552.0,398.0,253.0,3337.0,1230.0,575.0,400.0,255.0,16.0,2091.0,2107.0,131.0,0.0,33.0,33.0,2013,APR,2.0,2013-04-01
Stanislaus,206.0,254.0,-48.0,9815.0,10021.0,603.0,204.0,194.0,4.0,6.0,9062.0,3880.0,3768.0,67.0,45.0,9665.0,4084.0,3962.0,71.0,51.0,399.0,5182.0,5581.0,356.0,0.0,4.0,4.0,2013,APR,2.0,2013-04-01
Sutter,48.0,52.0,-4.0,1158.0,1206.0,68.0,32.0,32.0,0.0,0.0,1094.0,498.0,474.0,15.0,9.0,1162.0,530.0,506.0,15.0,9.0,36.0,596.0,632.0,44.0,0.0,0.0,0.0,2013,APR,2.0,2013-04-01
Tehama,34.0,37.0,-3.0,686.0,720.0,36.0,24.0,24.0,0.0,0.0,661.0,466.0,460.0,3.0,3.0,697.0,490.0,484.0,3.0,3.0,12.0,195.0,207.0,23.0,0.0,10.0,10.0,2013,APR,2.0,2013-04-01
Trinity,6.0,7.0,-1.0,278.0,284.0,11.0,3.0,3.0,0.0,0.0,253.0,104.0,69.0,32.0,3.0,264.0,107.0,72.0,32.0,3.0,8.0,149.0,157.0,20.0,0.0,0.0,0.0,2013,APR,2.0,2013-04-01
Tulare,888.0,888.0,0.0,6695.0,7583.0,247.0,149.0,146.0,3.0,0.0,6402.0,3135.0,3062.0,60.0,13.0,6649.0,3284.0,3208.0,63.0,13.0,98.0,3267.0,3365.0,934.0,0.0,26.0,26.0,2013,APR,2.0,2013-04-01
Tuolumne,36.0,41.0,-5.0,806.0,842.0,42.0,14.0,14.0,0.0,0.0,758.0,284.0,276.0,8.0,0.0,800.0,298.0,290.0,8.0,0.0,28.0,474.0,502.0,42.0,0.0,0.0,0.0,2013,APR,2.0,2013-04-01
Ventura,138.0,138.0,0.0,3126.0,3264.0,54.0,46.0,43.0,1.0,2.0,3018.0,1809.0,1725.0,53.0,31.0,3072.0,1855.0,1768.0,54.0,33.0,8.0,1209.0,1217.0,192.0,1.0,38.0,39.0,2013,APR,2.0,2013-04-01
Yolo,632.0,632.0,0.0,1482.0,2114.0,34.0,24.0,23.0,0.0,1.0,1404.0,742.0,678.0,45.0,19.0,1438.0,766.0,701.0,45.0,20.0,10.0,662.0,672.0,676.0,0.0,7.0,7.0,2013,APR,2.0,2013-04-01
Yuba,51.0,61.0,-10.0,1492.0,1543.0,97.0,38.0,37.0,1.0,0.0,1311.0,614.0,594.0,16.0,4.0,1408.0,652.0,631.0,17.0,4.0,59.0,697.0,756.0,135.0,0.0,12.0,12.0,2013,APR,2.0,2013-04-01
