January 2017 (Accessible sheet). Data table begins in Cell A5. Item descriptions are contained within input messages in Row 5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,,
Santa Clara,2966.0,737.0,2511.0,1532.0,2.0,7.0,9.0,2.0,723.0,725.0,0.0,221.0,221.0,2.0,502.0,504.0,1.0,13.0,14.0,0.0,254.0,254.0,25.0,1449.0,1474.0,10.0,509.0,519.0,10.0,497.0,507.0,0.0,10.0,10.0,0.0,2.0,2.0,15.0,940.0,955.0,3775.0,42851.0,46626.0,3942.0,42595.0,46537.0,-167.0,256.0,89.0,365.0,3260.0,3625.0,99.0,6.0,1.0,1364.0,27.0,35.0,106.0,1426.0,1532.0,50.0,-50.0,0.0,2.0,45.0,47.0,13.0,129.0,142.0,194.0,1710.0,1904.0,4140.0,46111.0,50251.0,4039.0,44627.0,48666.0,96293.0,97.0,1101.0,98.0,826.0,924.0,911.0,22.0,3.0,658.0,661.0,229.0,3852.0,4081.0,0.0,1.0,1.0,3911.0,42259.0,46170.0,323.0,2875.0,3198.0,308.0,3.0,0.0,2481.0,52.0,15.0,311.0,2548.0,2859.0,12.0,0.0,0.0,317.0,7.0,3.0,12.0,327.0,339.0,0.0,0.0,0.0,,
Santa Cruz,1122.0,346.0,926.0,629.0,0.0,16.0,16.0,0.0,240.0,240.0,0.0,79.0,79.0,0.0,161.0,161.0,0.0,28.0,28.0,0.0,57.0,57.0,17.0,717.0,734.0,6.0,270.0,276.0,6.0,261.0,267.0,0.0,7.0,7.0,0.0,2.0,2.0,11.0,447.0,458.0,1057.0,12270.0,13327.0,1007.0,12263.0,13270.0,50.0,7.0,57.0,38.0,1288.0,1326.0,23.0,0.0,0.0,604.0,2.0,0.0,23.0,606.0,629.0,-27.0,27.0,0.0,1.0,9.0,10.0,0.0,2.0,2.0,41.0,644.0,685.0,1095.0,13558.0,14653.0,1090.0,13505.0,14595.0,26686.0,5.0,49.0,5.0,42.0,47.0,0.0,15.0,0.0,11.0,11.0,68.0,1100.0,1168.0,0.0,2.0,2.0,1027.0,12458.0,13485.0,56.0,678.0,734.0,56.0,0.0,0.0,657.0,1.0,0.0,56.0,658.0,714.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,,
Shasta,1289.0,337.0,1101.0,616.0,1.0,28.0,29.0,0.0,463.0,463.0,0.0,135.0,135.0,0.0,328.0,328.0,0.0,9.0,9.0,0.0,22.0,22.0,18.0,1083.0,1101.0,9.0,462.0,471.0,8.0,441.0,449.0,1.0,11.0,12.0,0.0,10.0,10.0,9.0,621.0,630.0,1151.0,10416.0,11567.0,1151.0,10416.0,11567.0,0.0,0.0,0.0,86.0,1111.0,1197.0,19.0,0.0,0.0,596.0,1.0,0.0,19.0,597.0,616.0,11.0,-11.0,0.0,7.0,28.0,35.0,15.0,172.0,187.0,34.0,325.0,359.0,1237.0,11527.0,12764.0,1231.0,11484.0,12715.0,23974.0,2.0,31.0,6.0,25.0,31.0,20.0,0.0,0.0,18.0,18.0,87.0,1130.0,1217.0,0.0,7.0,7.0,1150.0,10397.0,11547.0,60.0,401.0,461.0,60.0,0.0,0.0,387.0,1.0,0.0,60.0,388.0,448.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,,
Sierra,7.0,3.0,8.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,1.0,4.0,5.0,1.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,13.0,146.0,159.0,13.0,146.0,159.0,0.0,0.0,0.0,3.0,6.0,9.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,6.0,7.0,2.0,-2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,152.0,168.0,16.0,152.0,168.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,16.0,145.0,161.0,0.0,15.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Siskiyou,254.0,48.0,242.0,128.0,1.0,11.0,12.0,0.0,103.0,103.0,0.0,38.0,38.0,0.0,65.0,65.0,0.0,5.0,5.0,0.0,11.0,11.0,8.0,234.0,242.0,3.0,77.0,80.0,2.0,61.0,63.0,1.0,5.0,6.0,0.0,11.0,11.0,5.0,157.0,162.0,340.0,2536.0,2876.0,340.0,2536.0,2876.0,0.0,0.0,0.0,41.0,252.0,293.0,13.0,0.0,0.0,113.0,2.0,0.0,13.0,115.0,128.0,7.0,-7.0,0.0,3.0,9.0,12.0,1.0,22.0,23.0,17.0,113.0,130.0,381.0,2788.0,3169.0,380.0,2779.0,3159.0,6666.0,0.0,10.0,1.0,7.0,8.0,3.0,0.0,0.0,2.0,2.0,34.0,244.0,278.0,0.0,5.0,5.0,347.0,2544.0,2891.0,17.0,139.0,156.0,17.0,0.0,0.0,137.0,0.0,0.0,17.0,137.0,154.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,
Solano,1643.0,455.0,1203.0,746.0,5.0,12.0,17.0,0.0,367.0,367.0,0.0,127.0,127.0,0.0,240.0,240.0,0.0,43.0,43.0,0.0,90.0,90.0,17.0,852.0,869.0,14.0,470.0,484.0,14.0,458.0,472.0,0.0,10.0,10.0,0.0,2.0,2.0,3.0,382.0,385.0,2444.0,17078.0,19522.0,2310.0,17045.0,19355.0,134.0,33.0,167.0,19.0,1807.0,1826.0,62.0,0.0,0.0,671.0,11.0,2.0,62.0,684.0,746.0,-153.0,153.0,0.0,11.0,26.0,37.0,5.0,116.0,121.0,94.0,828.0,922.0,2463.0,18885.0,21348.0,2444.0,18665.0,21109.0,40094.0,198.0,172.0,19.0,156.0,175.0,89.0,65.0,0.0,64.0,64.0,162.0,1892.0,2054.0,0.0,0.0,0.0,2301.0,16993.0,19294.0,167.0,1070.0,1237.0,164.0,2.0,0.0,1021.0,9.0,2.0,166.0,1032.0,1198.0,1.0,0.0,0.0,38.0,0.0,0.0,1.0,38.0,39.0,0.0,1.0,1.0,,
Sonoma  a/,992.0,348.0,1424.0,497.0,0.0,13.0,13.0,3.0,877.0,880.0,3.0,873.0,876.0,0.0,4.0,4.0,0.0,63.0,63.0,0.0,47.0,47.0,6.0,930.0,936.0,2.0,313.0,315.0,2.0,174.0,176.0,0.0,82.0,82.0,0.0,57.0,57.0,4.0,617.0,621.0,1390.0,15136.0,16526.0,1373.0,14789.0,16162.0,17.0,347.0,364.0,16.0,1043.0,1059.0,18.0,1.0,0.0,470.0,7.0,1.0,19.0,478.0,497.0,-29.0,29.0,0.0,5.0,10.0,15.0,4.0,157.0,161.0,17.0,369.0,386.0,1406.0,16179.0,17585.0,1367.0,15902.0,17269.0,31440.0,25.0,297.0,38.0,225.0,263.0,65.0,4.0,1.0,52.0,53.0,65.0,1490.0,1555.0,0.0,0.0,0.0,1341.0,14689.0,16030.0,89.0,727.0,816.0,83.0,3.0,0.0,694.0,8.0,2.0,86.0,704.0,790.0,2.0,1.0,0.0,23.0,0.0,0.0,3.0,23.0,26.0,0.0,2.0,2.0,,
Stanislaus,3247.0,828.0,3048.0,2035.0,0.0,51.0,51.0,0.0,852.0,852.0,0.0,426.0,426.0,0.0,426.0,426.0,0.0,10.0,10.0,0.0,161.0,161.0,57.0,2988.0,3045.0,33.0,1347.0,1380.0,32.0,1259.0,1291.0,0.0,50.0,50.0,1.0,38.0,39.0,24.0,1641.0,1665.0,5152.0,32451.0,37603.0,5153.0,32452.0,37605.0,-1.0,-1.0,-2.0,233.0,3233.0,3466.0,70.0,0.0,0.0,1953.0,11.0,1.0,70.0,1965.0,2035.0,-28.0,28.0,0.0,21.0,59.0,80.0,44.0,469.0,513.0,126.0,712.0,838.0,5385.0,35684.0,41069.0,5343.0,35486.0,40829.0,85751.0,15.0,232.0,42.0,173.0,215.0,26.0,6.0,0.0,25.0,25.0,276.0,3182.0,3458.0,0.0,3.0,3.0,5109.0,32502.0,37611.0,319.0,1539.0,1858.0,313.0,5.0,0.0,1514.0,7.0,0.0,318.0,1521.0,1839.0,1.0,0.0,0.0,18.0,0.0,0.0,1.0,18.0,19.0,0.0,0.0,0.0,,
Sutter,505.0,137.0,445.0,292.0,0.0,2.0,2.0,1.0,136.0,137.0,1.0,49.0,50.0,0.0,87.0,87.0,0.0,3.0,3.0,0.0,16.0,16.0,22.0,423.0,445.0,16.0,215.0,231.0,12.0,207.0,219.0,2.0,7.0,9.0,2.0,1.0,3.0,6.0,208.0,214.0,653.0,4477.0,5130.0,653.0,4477.0,5130.0,0.0,0.0,0.0,66.0,526.0,592.0,23.0,0.0,0.0,267.0,0.0,2.0,23.0,269.0,292.0,17.0,-17.0,0.0,6.0,16.0,22.0,1.0,73.0,74.0,19.0,185.0,204.0,719.0,5003.0,5722.0,703.0,4940.0,5643.0,12967.0,7.0,69.0,16.0,48.0,64.0,19.0,3.0,0.0,15.0,15.0,31.0,431.0,462.0,0.0,0.0,0.0,688.0,4572.0,5260.0,39.0,303.0,342.0,39.0,0.0,0.0,300.0,1.0,0.0,39.0,301.0,340.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,
Tehama,470.0,64.0,384.0,226.0,0.0,12.0,12.0,0.0,137.0,137.0,0.0,30.0,30.0,0.0,107.0,107.0,0.0,3.0,3.0,0.0,21.0,21.0,4.0,380.0,384.0,1.0,172.0,173.0,1.0,157.0,158.0,0.0,8.0,8.0,0.0,7.0,7.0,3.0,208.0,211.0,447.0,3573.0,4020.0,447.0,3573.0,4020.0,0.0,0.0,0.0,32.0,361.0,393.0,3.0,0.0,0.0,220.0,3.0,0.0,3.0,223.0,226.0,14.0,-14.0,0.0,2.0,14.0,16.0,5.0,44.0,49.0,8.0,94.0,102.0,479.0,3934.0,4413.0,479.0,3908.0,4387.0,9471.0,0.0,29.0,0.0,24.0,24.0,1.0,2.0,0.0,2.0,2.0,13.0,375.0,388.0,0.0,3.0,3.0,466.0,3559.0,4025.0,27.0,144.0,171.0,26.0,1.0,0.0,139.0,1.0,0.0,27.0,140.0,167.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,,
Trinity,73.0,13.0,59.0,44.0,0.0,3.0,3.0,0.0,15.0,15.0,0.0,5.0,5.0,0.0,10.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0,34.0,34.0,0.0,28.0,28.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,25.0,25.0,52.0,866.0,918.0,52.0,866.0,918.0,0.0,0.0,0.0,8.0,83.0,91.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,44.0,44.0,5.0,-5.0,0.0,1.0,5.0,6.0,1.0,20.0,21.0,1.0,19.0,20.0,60.0,949.0,1009.0,60.0,948.0,1008.0,1745.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,112.0,118.0,0.0,0.0,0.0,54.0,837.0,891.0,2.0,42.0,44.0,2.0,0.0,0.0,42.0,0.0,0.0,2.0,42.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tulare,2859.0,420.0,2617.0,2118.0,13.0,63.0,76.0,4.0,431.0,435.0,3.0,346.0,349.0,1.0,85.0,86.0,1.0,69.0,70.0,0.0,64.0,64.0,82.0,2054.0,2136.0,48.0,1004.0,1052.0,44.0,913.0,957.0,4.0,83.0,87.0,0.0,8.0,8.0,34.0,1050.0,1084.0,7445.0,44683.0,52128.0,7556.0,44765.0,52321.0,-111.0,-82.0,-193.0,511.0,4197.0,4708.0,172.0,2.0,0.0,1877.0,57.0,10.0,174.0,1944.0,2118.0,118.0,-118.0,0.0,0.0,26.0,26.0,58.0,437.0,495.0,161.0,1908.0,2069.0,7956.0,48880.0,56836.0,7883.0,47896.0,55779.0,122090.0,176.0,980.0,73.0,789.0,862.0,240.0,2.0,0.0,195.0,195.0,335.0,3747.0,4082.0,0.0,3.0,3.0,7621.0,45133.0,52754.0,471.0,2172.0,2643.0,464.0,3.0,0.0,2062.0,32.0,6.0,467.0,2100.0,2567.0,4.0,0.0,0.0,72.0,0.0,0.0,4.0,72.0,76.0,0.0,0.0,0.0,,
Tuolumne,267.0,48.0,217.0,138.0,1.0,8.0,9.0,0.0,74.0,74.0,0.0,19.0,19.0,0.0,55.0,55.0,0.0,2.0,2.0,0.0,5.0,5.0,7.0,210.0,217.0,2.0,89.0,91.0,2.0,85.0,87.0,0.0,3.0,3.0,0.0,1.0,1.0,5.0,121.0,126.0,260.0,2551.0,2811.0,260.0,2551.0,2811.0,0.0,0.0,0.0,15.0,242.0,257.0,6.0,0.0,0.0,131.0,1.0,0.0,6.0,132.0,138.0,-2.0,2.0,0.0,1.0,7.0,8.0,1.0,52.0,53.0,9.0,49.0,58.0,275.0,2793.0,3068.0,274.0,2786.0,3060.0,5352.0,2.0,4.0,1.0,5.0,6.0,4.0,0.0,0.0,2.0,2.0,18.0,308.0,326.0,13.0,263.0,276.0,257.0,2485.0,2742.0,14.0,143.0,157.0,14.0,0.0,0.0,141.0,0.0,0.0,14.0,141.0,155.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,
Ventura,3219.0,535.0,2101.0,1426.0,0.0,14.0,14.0,0.0,575.0,575.0,0.0,224.0,224.0,0.0,351.0,351.0,0.0,55.0,55.0,0.0,100.0,100.0,22.0,1630.0,1652.0,15.0,858.0,873.0,14.0,829.0,843.0,1.0,17.0,18.0,0.0,12.0,12.0,7.0,772.0,779.0,2722.0,30802.0,33524.0,2734.0,30672.0,33406.0,-12.0,130.0,118.0,151.0,3164.0,3315.0,49.0,0.0,0.0,1350.0,18.0,9.0,49.0,1377.0,1426.0,-25.0,25.0,0.0,3.0,24.0,27.0,39.0,489.0,528.0,85.0,1249.0,1334.0,2873.0,33966.0,36839.0,2852.0,33440.0,36292.0,74280.0,51.0,496.0,21.0,316.0,337.0,280.0,0.0,0.0,210.0,210.0,133.0,3230.0,3363.0,0.0,11.0,11.0,2740.0,30736.0,33476.0,189.0,1618.0,1807.0,181.0,4.0,0.0,1525.0,11.0,9.0,185.0,1545.0,1730.0,4.0,0.0,0.0,71.0,2.0,0.0,4.0,73.0,77.0,0.0,1.0,1.0,,
Yolo,859.0,70.0,628.0,403.0,5.0,40.0,45.0,0.0,197.0,197.0,0.0,66.0,66.0,0.0,131.0,131.0,0.0,34.0,34.0,0.0,28.0,28.0,8.0,241.0,249.0,8.0,241.0,249.0,6.0,231.0,237.0,2.0,9.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,791.0,8225.0,9016.0,803.0,8253.0,9056.0,-12.0,-28.0,-40.0,72.0,931.0,1003.0,29.0,2.0,0.0,363.0,6.0,3.0,31.0,372.0,403.0,-11.0,11.0,0.0,5.0,10.0,15.0,5.0,113.0,118.0,42.0,425.0,467.0,863.0,9156.0,10019.0,822.0,8954.0,9776.0,19271.0,10.0,255.0,39.0,141.0,180.0,94.0,0.0,2.0,61.0,63.0,53.0,870.0,923.0,0.0,0.0,0.0,810.0,8286.0,9096.0,48.0,456.0,504.0,42.0,6.0,0.0,375.0,8.0,1.0,48.0,384.0,432.0,0.0,0.0,0.0,68.0,2.0,2.0,0.0,72.0,72.0,0.0,0.0,0.0,,
Yuba,536.0,140.0,475.0,296.0,0.0,1.0,1.0,0.0,165.0,165.0,0.0,88.0,88.0,0.0,77.0,77.0,0.0,1.0,1.0,0.0,14.0,14.0,7.0,468.0,475.0,5.0,238.0,243.0,5.0,227.0,232.0,0.0,8.0,8.0,0.0,3.0,3.0,2.0,230.0,232.0,762.0,4766.0,5528.0,762.0,4766.0,5528.0,0.0,0.0,0.0,50.0,521.0,571.0,10.0,0.0,0.0,285.0,1.0,0.0,10.0,286.0,296.0,17.0,-17.0,0.0,2.0,21.0,23.0,1.0,50.0,51.0,20.0,181.0,201.0,812.0,5287.0,6099.0,806.0,5260.0,6066.0,13000.0,2.0,39.0,6.0,23.0,29.0,4.0,0.0,0.0,4.0,4.0,37.0,573.0,610.0,0.0,18.0,18.0,775.0,4714.0,5489.0,54.0,233.0,287.0,54.0,0.0,0.0,218.0,1.0,0.0,54.0,219.0,273.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,,CDSS Use Only:
Statewide ,148593.0,37800.0,132415.0,90943.0,199.0,1656.0,1855.0,149.0,36222.0,36371.0,85.0,18226.0,18311.0,64.0,17996.0,18060.0,6.0,1833.0,1839.0,0.0,5101.0,5101.0,4568.0,115690.0,120258.0,2990.0,53451.0,56441.0,2587.0,49931.0,52518.0,169.0,1983.0,2152.0,234.0,1537.0,1771.0,1578.0,62239.0,63817.0,241611.0,1589787.0,1831398.0,242621.0,1598521.0,1841142.0,-1010.0,-8734.0,-9744.0,13053.0,150128.0,163181.0,5971.0,94.0,24.0,83326.0,944.0,584.0,6089.0,84854.0,90943.0,-1727.0,1727.0,0.0,393.0,1836.0,2229.0,1191.0,13200.0,14391.0,7107.0,48511.0,55618.0,254664.0,1739915.0,1994579.0,249545.0,1709783.0,1959328.0,4109684.0,2644.0,29749.0,4775.0,20309.0,25084.0,12362.0,1163.0,344.0,9823.0,10167.0,12382.0,141689.0,154071.0,126.0,872.0,998.0,242282.0,1598226.0,1840508.0,15190.0,76299.0,91489.0,14682.0,295.0,6.0,71081.0,939.0,262.0,14983.0,72282.0,87265.0,202.0,5.0,0.0,3917.0,71.0,29.0,207.0,4017.0,4224.0,6.0,18.0,24.0,,25818563.0
