July 2016 (Accessible sheet). Data table begins in Cell A5. Item descriptions are contained within input messages in Row 5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,,
Santa Clara,2677.0,647.0,2435.0,1558.0,3.0,24.0,27.0,4.0,626.0,630.0,4.0,625.0,629.0,0.0,1.0,1.0,0.0,45.0,45.0,0.0,247.0,247.0,27.0,1180.0,1207.0,4.0,398.0,402.0,4.0,393.0,397.0,0.0,2.0,2.0,0.0,3.0,3.0,23.0,782.0,805.0,4337.0,45731.0,50068.0,4354.0,45485.0,49839.0,-17.0,246.0,229.0,188.0,3018.0,3206.0,136.0,2.0,0.0,1358.0,19.0,43.0,138.0,1420.0,1558.0,-103.0,103.0,0.0,7.0,39.0,46.0,18.0,169.0,187.0,128.0,1287.0,1415.0,4525.0,48749.0,53274.0,4409.0,47217.0,51626.0,101978.0,105.0,1159.0,111.0,838.0,949.0,964.0,14.0,5.0,694.0,699.0,264.0,4050.0,4314.0,0.0,1.0,1.0,4261.0,44699.0,48960.0,351.0,2972.0,3323.0,319.0,8.0,0.0,2589.0,54.0,22.0,327.0,2665.0,2992.0,24.0,0.0,0.0,294.0,7.0,6.0,24.0,307.0,331.0,2.0,5.0,7.0,,
Santa Cruz,812.0,237.0,743.0,410.0,1.0,13.0,14.0,0.0,280.0,280.0,0.0,74.0,74.0,0.0,206.0,206.0,0.0,46.0,46.0,0.0,53.0,53.0,8.0,530.0,538.0,4.0,175.0,179.0,4.0,172.0,176.0,0.0,2.0,2.0,0.0,1.0,1.0,4.0,355.0,359.0,1049.0,12480.0,13529.0,1050.0,12452.0,13502.0,-1.0,28.0,27.0,28.0,943.0,971.0,13.0,0.0,0.0,397.0,0.0,0.0,13.0,397.0,410.0,-22.0,22.0,0.0,0.0,11.0,11.0,0.0,1.0,1.0,37.0,512.0,549.0,1077.0,13423.0,14500.0,1073.0,13365.0,14438.0,26152.0,4.0,57.0,4.0,49.0,53.0,0.0,13.0,0.0,9.0,9.0,63.0,1309.0,1372.0,0.0,0.0,0.0,1014.0,12114.0,13128.0,76.0,612.0,688.0,69.0,0.0,0.0,578.0,1.0,0.0,69.0,579.0,648.0,7.0,0.0,0.0,33.0,0.0,0.0,7.0,33.0,40.0,0.0,0.0,0.0,,
Shasta,1026.0,211.0,1072.0,591.0,1.0,54.0,55.0,1.0,462.0,463.0,1.0,181.0,182.0,0.0,281.0,281.0,0.0,25.0,25.0,0.0,18.0,18.0,22.0,1050.0,1072.0,14.0,401.0,415.0,13.0,385.0,398.0,1.0,11.0,12.0,0.0,5.0,5.0,8.0,649.0,657.0,1257.0,10799.0,12056.0,1257.0,10799.0,12056.0,0.0,0.0,0.0,36.0,1061.0,1097.0,24.0,0.0,0.0,565.0,2.0,0.0,24.0,567.0,591.0,-25.0,25.0,0.0,3.0,19.0,22.0,5.0,134.0,139.0,29.0,316.0,345.0,1293.0,11860.0,13153.0,1291.0,11814.0,13105.0,24446.0,4.0,32.0,2.0,29.0,31.0,18.0,0.0,0.0,17.0,17.0,76.0,1065.0,1141.0,0.0,0.0,0.0,1217.0,10795.0,12012.0,92.0,437.0,529.0,92.0,0.0,0.0,418.0,1.0,1.0,92.0,420.0,512.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,,
Sierra,6.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,8.0,144.0,152.0,8.0,144.0,152.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,4.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,9.0,150.0,159.0,8.0,150.0,158.0,267.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,9.0,139.0,148.0,1.0,7.0,8.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Siskiyou,230.0,51.0,216.0,115.0,0.0,9.0,9.0,0.0,95.0,95.0,0.0,38.0,38.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,6.0,6.0,9.0,207.0,216.0,7.0,70.0,77.0,6.0,62.0,68.0,1.0,0.0,1.0,0.0,8.0,8.0,2.0,137.0,139.0,351.0,2583.0,2934.0,351.0,2583.0,2934.0,0.0,0.0,0.0,26.0,248.0,274.0,11.0,0.0,0.0,104.0,0.0,0.0,11.0,104.0,115.0,-8.0,8.0,0.0,3.0,6.0,9.0,0.0,23.0,23.0,20.0,107.0,127.0,377.0,2831.0,3208.0,375.0,2824.0,3199.0,6763.0,0.0,10.0,2.0,6.0,8.0,2.0,0.0,0.0,1.0,1.0,38.0,285.0,323.0,0.0,0.0,0.0,339.0,2546.0,2885.0,32.0,113.0,145.0,31.0,0.0,0.0,110.0,1.0,0.0,31.0,111.0,142.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,,
Solano,1435.0,334.0,1216.0,733.0,1.0,20.0,21.0,0.0,374.0,374.0,0.0,99.0,99.0,0.0,275.0,275.0,0.0,52.0,52.0,0.0,109.0,109.0,13.0,733.0,746.0,10.0,377.0,387.0,8.0,365.0,373.0,2.0,10.0,12.0,0.0,2.0,2.0,3.0,356.0,359.0,2705.0,18172.0,20877.0,2512.0,18199.0,20711.0,193.0,-27.0,166.0,-125.0,1727.0,1602.0,57.0,1.0,0.0,665.0,6.0,4.0,58.0,675.0,733.0,-270.0,270.0,0.0,11.0,47.0,58.0,4.0,79.0,83.0,72.0,656.0,728.0,2580.0,19899.0,22479.0,2558.0,19670.0,22228.0,41996.0,223.0,191.0,22.0,167.0,189.0,84.0,59.0,0.0,62.0,62.0,174.0,2132.0,2306.0,0.0,9.0,9.0,2406.0,17767.0,20173.0,170.0,952.0,1122.0,165.0,1.0,0.0,913.0,6.0,1.0,166.0,920.0,1086.0,4.0,0.0,0.0,32.0,0.0,0.0,4.0,32.0,36.0,0.0,2.0,2.0,,
Sonoma,1408.0,355.0,1284.0,765.0,1.0,39.0,40.0,1.0,464.0,465.0,0.0,461.0,461.0,1.0,3.0,4.0,0.0,54.0,54.0,0.0,54.0,54.0,9.0,1016.0,1025.0,4.0,268.0,272.0,3.0,132.0,135.0,1.0,84.0,85.0,0.0,52.0,52.0,5.0,748.0,753.0,1436.0,16414.0,17850.0,1433.0,16323.0,17756.0,3.0,91.0,94.0,76.0,1223.0,1299.0,37.0,3.0,1.0,709.0,10.0,5.0,41.0,724.0,765.0,-1.0,1.0,0.0,4.0,18.0,22.0,8.0,169.0,177.0,24.0,311.0,335.0,1512.0,17637.0,19149.0,1469.0,17353.0,18822.0,33979.0,21.0,306.0,40.0,226.0,266.0,73.0,6.0,3.0,58.0,61.0,92.0,1729.0,1821.0,0.0,0.0,0.0,1420.0,15908.0,17328.0,114.0,811.0,925.0,107.0,3.0,1.0,668.0,12.0,2.0,111.0,682.0,793.0,3.0,0.0,0.0,127.0,2.0,0.0,3.0,129.0,132.0,0.0,0.0,0.0,,
Stanislaus,2825.0,571.0,2805.0,1792.0,4.0,39.0,43.0,0.0,884.0,884.0,0.0,474.0,474.0,0.0,410.0,410.0,0.0,17.0,17.0,0.0,129.0,129.0,59.0,2744.0,2803.0,41.0,1156.0,1197.0,38.0,1040.0,1078.0,3.0,67.0,70.0,0.0,49.0,49.0,18.0,1588.0,1606.0,5353.0,33952.0,39305.0,5353.0,33952.0,39305.0,0.0,0.0,0.0,289.0,2856.0,3145.0,83.0,0.0,0.0,1699.0,8.0,2.0,83.0,1709.0,1792.0,-27.0,27.0,0.0,12.0,61.0,73.0,51.0,273.0,324.0,170.0,786.0,956.0,5642.0,36808.0,42450.0,5612.0,36607.0,42219.0,88339.0,19.0,210.0,30.0,168.0,198.0,38.0,5.0,0.0,33.0,33.0,339.0,3071.0,3410.0,0.0,0.0,0.0,5303.0,33737.0,39040.0,398.0,1395.0,1793.0,396.0,2.0,0.0,1374.0,8.0,1.0,398.0,1383.0,1781.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,,
Sutter,372.0,104.0,371.0,208.0,0.0,2.0,2.0,0.0,141.0,141.0,0.0,50.0,50.0,0.0,91.0,91.0,0.0,3.0,3.0,0.0,22.0,22.0,14.0,357.0,371.0,9.0,158.0,167.0,6.0,138.0,144.0,2.0,15.0,17.0,1.0,5.0,6.0,5.0,199.0,204.0,698.0,4658.0,5356.0,698.0,4658.0,5356.0,0.0,0.0,0.0,8.0,421.0,429.0,13.0,1.0,0.0,191.0,3.0,0.0,14.0,194.0,208.0,-34.0,34.0,0.0,6.0,12.0,18.0,4.0,59.0,63.0,18.0,122.0,140.0,706.0,5079.0,5785.0,690.0,5014.0,5704.0,13143.0,8.0,76.0,16.0,54.0,70.0,10.0,3.0,0.0,11.0,11.0,49.0,457.0,506.0,0.0,0.0,0.0,657.0,4622.0,5279.0,52.0,221.0,273.0,48.0,3.0,0.0,212.0,2.0,1.0,51.0,215.0,266.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,6.0,7.0,0.0,0.0,0.0,,
Tehama,369.0,55.0,335.0,205.0,0.0,5.0,5.0,0.0,111.0,111.0,0.0,14.0,14.0,0.0,97.0,97.0,0.0,0.0,0.0,0.0,19.0,19.0,7.0,328.0,335.0,6.0,157.0,163.0,5.0,151.0,156.0,1.0,5.0,6.0,0.0,1.0,1.0,1.0,171.0,172.0,525.0,3742.0,4267.0,525.0,3743.0,4268.0,0.0,-1.0,-1.0,7.0,376.0,383.0,4.0,0.0,0.0,200.0,1.0,0.0,4.0,201.0,205.0,-10.0,10.0,0.0,0.0,21.0,21.0,2.0,41.0,43.0,11.0,103.0,114.0,532.0,4118.0,4650.0,532.0,4083.0,4615.0,10082.0,0.0,45.0,0.0,32.0,32.0,3.0,0.0,0.0,3.0,3.0,22.0,372.0,394.0,0.0,0.0,0.0,510.0,3746.0,4256.0,27.0,150.0,177.0,27.0,0.0,0.0,147.0,1.0,0.0,27.0,148.0,175.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,
Trinity,87.0,6.0,58.0,35.0,1.0,0.0,1.0,0.0,22.0,22.0,0.0,5.0,5.0,0.0,17.0,17.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,57.0,58.0,1.0,30.0,31.0,1.0,15.0,16.0,0.0,5.0,5.0,0.0,10.0,10.0,0.0,27.0,27.0,61.0,846.0,907.0,61.0,846.0,907.0,0.0,0.0,0.0,1.0,80.0,81.0,3.0,0.0,0.0,32.0,0.0,0.0,3.0,32.0,35.0,-5.0,5.0,0.0,0.0,4.0,4.0,0.0,15.0,15.0,3.0,24.0,27.0,62.0,926.0,988.0,62.0,926.0,988.0,1726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,84.0,91.0,0.0,0.0,0.0,55.0,842.0,897.0,5.0,30.0,35.0,5.0,0.0,0.0,30.0,0.0,0.0,5.0,30.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tulare,2740.0,410.0,2620.0,2071.0,2.0,18.0,20.0,4.0,484.0,488.0,4.0,483.0,487.0,0.0,1.0,1.0,0.0,39.0,39.0,0.0,61.0,61.0,82.0,2197.0,2279.0,45.0,1048.0,1093.0,41.0,974.0,1015.0,4.0,63.0,67.0,0.0,11.0,11.0,37.0,1149.0,1186.0,7540.0,44340.0,51880.0,7365.0,43764.0,51129.0,175.0,576.0,751.0,206.0,3537.0,3743.0,160.0,1.0,0.0,1865.0,41.0,4.0,161.0,1910.0,2071.0,-102.0,102.0,0.0,12.0,37.0,49.0,59.0,461.0,520.0,76.0,1027.0,1103.0,7746.0,47877.0,55623.0,7696.0,46871.0,54567.0,122204.0,261.0,959.0,49.0,794.0,843.0,264.0,8.0,1.0,212.0,213.0,429.0,3798.0,4227.0,0.0,1.0,1.0,7317.0,44079.0,51396.0,513.0,2445.0,2958.0,503.0,5.0,0.0,2318.0,33.0,0.0,508.0,2351.0,2859.0,5.0,0.0,0.0,87.0,6.0,1.0,5.0,94.0,99.0,0.0,0.0,0.0,,
Tuolumne,234.0,0.0,219.0,132.0,0.0,1.0,1.0,0.0,74.0,74.0,0.0,28.0,28.0,0.0,46.0,46.0,0.0,3.0,3.0,0.0,13.0,13.0,13.0,150.0,163.0,0.0,71.0,71.0,0.0,70.0,70.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,79.0,92.0,274.0,2640.0,2914.0,274.0,2640.0,2914.0,0.0,0.0,0.0,10.0,253.0,263.0,1.0,0.0,0.0,131.0,0.0,0.0,1.0,131.0,132.0,-3.0,3.0,0.0,1.0,7.0,8.0,3.0,50.0,53.0,8.0,62.0,70.0,284.0,2893.0,3177.0,283.0,2886.0,3169.0,5493.0,1.0,5.0,1.0,4.0,5.0,5.0,0.0,0.0,3.0,3.0,17.0,263.0,280.0,7.0,135.0,142.0,267.0,2630.0,2897.0,33.0,257.0,290.0,32.0,0.0,0.0,256.0,0.0,0.0,32.0,256.0,288.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,,
Ventura,2897.0,543.0,2746.0,1482.0,0.0,16.0,16.0,0.0,1177.0,1177.0,0.0,697.0,697.0,0.0,480.0,480.0,0.0,47.0,47.0,0.0,87.0,87.0,19.0,1444.0,1463.0,10.0,708.0,718.0,9.0,696.0,705.0,1.0,6.0,7.0,0.0,6.0,6.0,9.0,736.0,745.0,2708.0,31772.0,34480.0,2704.0,31563.0,34267.0,4.0,209.0,213.0,137.0,2785.0,2922.0,59.0,1.0,0.0,1390.0,20.0,12.0,60.0,1422.0,1482.0,1.0,-1.0,0.0,0.0,4.0,4.0,13.0,327.0,340.0,63.0,1033.0,1096.0,2845.0,34557.0,37402.0,2826.0,34018.0,36844.0,75201.0,48.0,510.0,19.0,350.0,369.0,249.0,0.0,0.0,189.0,189.0,165.0,3606.0,3771.0,0.0,13.0,13.0,2680.0,30951.0,33631.0,208.0,1484.0,1692.0,201.0,3.0,0.0,1376.0,13.0,4.0,204.0,1393.0,1597.0,4.0,0.0,0.0,88.0,3.0,0.0,4.0,91.0,95.0,5.0,16.0,21.0,,
Yolo,696.0,33.0,772.0,438.0,5.0,12.0,17.0,2.0,292.0,294.0,1.0,174.0,175.0,1.0,118.0,119.0,0.0,10.0,10.0,0.0,40.0,40.0,5.0,265.0,270.0,5.0,265.0,270.0,5.0,249.0,254.0,0.0,11.0,11.0,0.0,5.0,5.0,0.0,0.0,0.0,906.0,8964.0,9870.0,908.0,8885.0,9793.0,-2.0,79.0,77.0,47.0,824.0,871.0,30.0,2.0,0.0,398.0,5.0,3.0,32.0,406.0,438.0,-33.0,33.0,0.0,5.0,26.0,31.0,1.0,36.0,37.0,42.0,323.0,365.0,953.0,9788.0,10741.0,907.0,9560.0,10467.0,20439.0,15.0,293.0,45.0,163.0,208.0,85.0,0.0,1.0,65.0,66.0,56.0,985.0,1041.0,0.0,0.0,0.0,897.0,8803.0,9700.0,78.0,580.0,658.0,73.0,3.0,0.0,485.0,11.0,5.0,76.0,501.0,577.0,2.0,0.0,0.0,77.0,2.0,0.0,2.0,79.0,81.0,0.0,0.0,0.0,,
Yuba,449.0,100.0,418.0,244.0,0.0,2.0,2.0,0.0,171.0,171.0,0.0,72.0,72.0,0.0,99.0,99.0,0.0,7.0,7.0,0.0,3.0,3.0,5.0,413.0,418.0,2.0,199.0,201.0,2.0,192.0,194.0,0.0,5.0,5.0,0.0,2.0,2.0,3.0,214.0,217.0,761.0,5045.0,5806.0,761.0,5045.0,5806.0,0.0,0.0,0.0,17.0,413.0,430.0,6.0,0.0,0.0,237.0,1.0,0.0,6.0,238.0,244.0,-14.0,14.0,0.0,5.0,12.0,17.0,1.0,35.0,36.0,19.0,114.0,133.0,778.0,5458.0,6236.0,773.0,5425.0,6198.0,13331.0,1.0,46.0,5.0,28.0,33.0,5.0,0.0,0.0,5.0,5.0,35.0,506.0,541.0,0.0,0.0,0.0,743.0,4952.0,5695.0,50.0,202.0,252.0,50.0,0.0,0.0,184.0,3.0,0.0,50.0,187.0,237.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,,CDSS Use Only:
Statewide ,136258.0,29475.0,122779.0,80932.0,303.0,1808.0,2111.0,62.0,37186.0,37248.0,46.0,20942.0,20988.0,16.0,16244.0,16260.0,4.0,1836.0,1840.0,0.0,4599.0,4599.0,4834.0,103653.0,108487.0,3315.0,44175.0,47490.0,2676.0,40374.0,43050.0,235.0,1860.0,2095.0,404.0,1941.0,2345.0,1519.0,59478.0,60997.0,245857.0,1666227.0,1912084.0,245059.0,1648739.0,1893798.0,798.0,17488.0,18286.0,12325.0,129629.0,141954.0,5834.0,117.0,7.0,73440.0,887.0,647.0,5958.0,74974.0,80932.0,-2613.0,2613.0,0.0,505.0,1758.0,2263.0,871.0,7815.0,8686.0,7604.0,42469.0,50073.0,258182.0,1795856.0,2054038.0,253214.0,1764970.0,2018184.0,4207173.0,2773.0,30207.0,4825.0,20383.0,25208.0,13074.0,1044.0,143.0,10503.0,10646.0,12671.0,136831.0,149502.0,66.0,483.0,549.0,245511.0,1659025.0,1904536.0,15801.0,75752.0,91553.0,15209.0,299.0,6.0,70112.0,1009.0,256.0,15514.0,71377.0,86891.0,284.0,3.0,0.0,4248.0,101.0,26.0,287.0,4375.0,4662.0,11.0,63.0,74.0,,26399058.0
