October 2017 (Accessible sheet). Data table begins in Cell A5. Item descriptions are contained within input messages in Row 5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,,
Santa Clara,3364.0,1073.0,3091.0,1706.0,2.0,12.0,14.0,1.0,1010.0,1011.0,0.0,407.0,407.0,1.0,603.0,604.0,0.0,25.0,25.0,0.0,374.0,374.0,38.0,1528.0,1566.0,13.0,532.0,545.0,13.0,518.0,531.0,0.0,10.0,10.0,0.0,4.0,4.0,25.0,996.0,1021.0,3476.0,39664.0,43140.0,3519.0,39477.0,42996.0,-43.0,187.0,144.0,205.0,3322.0,3527.0,117.0,5.0,0.0,1517.0,28.0,39.0,122.0,1584.0,1706.0,-61.0,61.0,0.0,9.0,55.0,64.0,9.0,112.0,121.0,126.0,1510.0,1636.0,3681.0,42986.0,46667.0,3582.0,41731.0,45313.0,88364.0,89.0,954.0,95.0,717.0,812.0,717.0,17.0,4.0,538.0,542.0,193.0,3333.0,3526.0,0.0,0.0,0.0,3488.0,39653.0,43141.0,241.0,2352.0,2593.0,213.0,10.0,0.0,1968.0,29.0,19.0,223.0,2016.0,2239.0,17.0,1.0,0.0,316.0,14.0,6.0,18.0,336.0,354.0,1.0,0.0,1.0,,
Santa Cruz,1259.0,645.0,1045.0,592.0,3.0,8.0,11.0,0.0,377.0,377.0,0.0,106.0,106.0,0.0,271.0,271.0,0.0,53.0,53.0,0.0,76.0,76.0,10.0,658.0,668.0,4.0,194.0,198.0,4.0,182.0,186.0,0.0,11.0,11.0,0.0,1.0,1.0,6.0,464.0,470.0,892.0,11773.0,12665.0,904.0,11607.0,12511.0,-12.0,166.0,154.0,59.0,1258.0,1317.0,22.0,0.0,0.0,563.0,4.0,3.0,22.0,570.0,592.0,-16.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,53.0,671.0,724.0,951.0,13031.0,13982.0,949.0,12980.0,13929.0,24525.0,0.0,51.0,2.0,41.0,43.0,0.0,11.0,0.0,10.0,10.0,75.0,1472.0,1547.0,0.0,0.0,0.0,876.0,11559.0,12435.0,80.0,691.0,771.0,73.0,1.0,0.0,638.0,2.0,0.0,74.0,640.0,714.0,6.0,0.0,0.0,50.0,1.0,0.0,6.0,51.0,57.0,0.0,0.0,0.0,,
Shasta,1058.0,237.0,1118.0,607.0,5.0,30.0,35.0,1.0,479.0,480.0,1.0,83.0,84.0,0.0,396.0,396.0,0.0,18.0,18.0,0.0,31.0,31.0,19.0,1099.0,1118.0,9.0,429.0,438.0,8.0,416.0,424.0,0.0,8.0,8.0,1.0,5.0,6.0,10.0,670.0,680.0,1072.0,10283.0,11355.0,1072.0,10285.0,11357.0,0.0,-2.0,-2.0,53.0,1072.0,1125.0,24.0,0.0,0.0,583.0,0.0,0.0,24.0,583.0,607.0,-5.0,5.0,0.0,9.0,34.0,43.0,4.0,166.0,170.0,21.0,284.0,305.0,1125.0,11355.0,12480.0,1124.0,11321.0,12445.0,23262.0,2.0,19.0,1.0,19.0,20.0,16.0,3.0,0.0,15.0,15.0,71.0,1042.0,1113.0,0.0,11.0,11.0,1054.0,10313.0,11367.0,55.0,405.0,460.0,55.0,0.0,0.0,395.0,0.0,0.0,55.0,395.0,450.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,,
Sierra,8.0,1.0,10.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,10.0,1.0,4.0,5.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,5.0,5.0,8.0,140.0,148.0,8.0,140.0,148.0,0.0,0.0,0.0,1.0,12.0,13.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,8.0,9.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,9.0,152.0,161.0,8.0,152.0,160.0,277.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,12.0,0.0,0.0,0.0,8.0,141.0,149.0,1.0,7.0,8.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Siskiyou,269.0,90.0,266.0,166.0,1.0,3.0,4.0,0.0,89.0,89.0,0.0,14.0,14.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,11.0,11.0,5.0,260.0,265.0,3.0,110.0,113.0,3.0,97.0,100.0,0.0,7.0,7.0,0.0,6.0,6.0,2.0,150.0,152.0,317.0,2498.0,2815.0,317.0,2498.0,2815.0,0.0,0.0,0.0,30.0,275.0,305.0,10.0,0.0,0.0,156.0,0.0,0.0,10.0,156.0,166.0,-2.0,2.0,0.0,2.0,8.0,10.0,5.0,27.0,32.0,15.0,82.0,97.0,347.0,2773.0,3120.0,347.0,2766.0,3113.0,6325.0,3.0,2.0,0.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,30.0,254.0,284.0,0.0,5.0,5.0,317.0,2519.0,2836.0,18.0,124.0,142.0,18.0,0.0,0.0,123.0,0.0,0.0,18.0,123.0,141.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,
Solano,1593.0,562.0,1308.0,761.0,3.0,16.0,19.0,0.0,456.0,456.0,0.0,130.0,130.0,0.0,326.0,326.0,0.0,33.0,33.0,0.0,91.0,91.0,20.0,778.0,798.0,12.0,460.0,472.0,11.0,443.0,454.0,0.0,16.0,16.0,1.0,1.0,2.0,8.0,318.0,326.0,2086.0,17996.0,20082.0,2152.0,17032.0,19184.0,-66.0,964.0,898.0,181.0,1446.0,1627.0,55.0,1.0,0.0,693.0,4.0,8.0,56.0,705.0,761.0,47.0,-47.0,0.0,9.0,52.0,61.0,4.0,117.0,121.0,65.0,619.0,684.0,2267.0,19442.0,21709.0,2247.0,19234.0,21481.0,38904.0,190.0,159.0,20.0,139.0,159.0,90.0,70.0,0.0,69.0,69.0,154.0,1897.0,2051.0,0.0,0.0,0.0,2113.0,17545.0,19658.0,136.0,748.0,884.0,134.0,1.0,0.0,715.0,5.0,0.0,135.0,720.0,855.0,1.0,0.0,0.0,28.0,0.0,0.0,1.0,28.0,29.0,0.0,0.0,0.0,,
Sonoma,1339.0,670.0,699.0,390.0,0.0,13.0,13.0,0.0,246.0,246.0,0.0,85.0,85.0,0.0,161.0,161.0,0.0,48.0,48.0,0.0,63.0,63.0,8.0,691.0,699.0,2.0,295.0,297.0,2.0,216.0,218.0,0.0,49.0,49.0,0.0,30.0,30.0,6.0,396.0,402.0,1161.0,14978.0,16139.0,1149.0,14569.0,15718.0,12.0,409.0,421.0,37.0,849.0,886.0,16.0,0.0,0.0,361.0,10.0,3.0,16.0,374.0,390.0,-14.0,14.0,0.0,4.0,17.0,21.0,9.0,126.0,135.0,22.0,318.0,340.0,1198.0,15827.0,17025.0,1167.0,15559.0,16726.0,30007.0,16.0,274.0,31.0,214.0,245.0,69.0,3.0,0.0,54.0,54.0,77.0,1435.0,1512.0,0.0,0.0,0.0,1121.0,14392.0,15513.0,72.0,674.0,746.0,67.0,1.0,0.0,637.0,14.0,0.0,68.0,651.0,719.0,4.0,0.0,0.0,22.0,1.0,0.0,4.0,23.0,27.0,0.0,0.0,0.0,,
Stanislaus,2935.0,688.0,2840.0,1837.0,6.0,36.0,42.0,1.0,926.0,927.0,1.0,359.0,360.0,0.0,567.0,567.0,0.0,12.0,12.0,0.0,76.0,76.0,67.0,2773.0,2840.0,32.0,1202.0,1234.0,30.0,1144.0,1174.0,1.0,34.0,35.0,1.0,24.0,25.0,35.0,1571.0,1606.0,4757.0,31668.0,36425.0,4757.0,31669.0,36426.0,0.0,-1.0,-1.0,259.0,2938.0,3197.0,82.0,1.0,0.0,1743.0,7.0,4.0,83.0,1754.0,1837.0,28.0,-28.0,0.0,24.0,87.0,111.0,33.0,487.0,520.0,91.0,638.0,729.0,5016.0,34606.0,39622.0,4984.0,34412.0,39396.0,81804.0,14.0,217.0,31.0,162.0,193.0,30.0,8.0,1.0,32.0,33.0,257.0,3000.0,3257.0,0.0,2.0,2.0,4759.0,31606.0,36365.0,318.0,1576.0,1894.0,315.0,2.0,0.0,1556.0,8.0,2.0,317.0,1566.0,1883.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,10.0,11.0,0.0,0.0,0.0,,
Sutter,422.0,140.0,377.0,193.0,0.0,3.0,3.0,0.0,160.0,160.0,0.0,31.0,31.0,0.0,129.0,129.0,0.0,1.0,1.0,0.0,24.0,24.0,11.0,365.0,376.0,9.0,148.0,157.0,8.0,136.0,144.0,1.0,11.0,12.0,0.0,1.0,1.0,2.0,217.0,219.0,607.0,4317.0,4924.0,607.0,4317.0,4924.0,0.0,0.0,0.0,44.0,397.0,441.0,11.0,1.0,0.0,173.0,5.0,3.0,12.0,181.0,193.0,10.0,-10.0,0.0,3.0,26.0,29.0,2.0,84.0,86.0,17.0,116.0,133.0,651.0,4714.0,5365.0,639.0,4648.0,5287.0,12104.0,5.0,68.0,12.0,50.0,62.0,16.0,6.0,0.0,16.0,16.0,39.0,436.0,475.0,0.0,0.0,0.0,612.0,4278.0,4890.0,47.0,207.0,254.0,44.0,3.0,0.0,203.0,1.0,0.0,47.0,204.0,251.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,,
Tehama,336.0,38.0,321.0,174.0,1.0,3.0,4.0,0.0,128.0,128.0,0.0,17.0,17.0,0.0,111.0,111.0,0.0,4.0,4.0,0.0,19.0,19.0,8.0,310.0,318.0,4.0,114.0,118.0,4.0,111.0,115.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,196.0,200.0,429.0,3462.0,3891.0,429.0,3462.0,3891.0,0.0,0.0,0.0,7.0,373.0,380.0,9.0,0.0,0.0,163.0,1.0,1.0,9.0,165.0,174.0,-9.0,9.0,0.0,3.0,33.0,36.0,0.0,44.0,44.0,4.0,122.0,126.0,436.0,3835.0,4271.0,436.0,3826.0,4262.0,9251.0,0.0,7.0,0.0,7.0,7.0,2.0,0.0,0.0,2.0,2.0,17.0,397.0,414.0,0.0,4.0,4.0,419.0,3438.0,3857.0,17.0,175.0,192.0,17.0,0.0,0.0,172.0,0.0,0.0,17.0,172.0,189.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,,
Trinity,81.0,11.0,81.0,52.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,9.0,9.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,77.0,81.0,2.0,41.0,43.0,2.0,29.0,31.0,0.0,10.0,10.0,0.0,2.0,2.0,2.0,36.0,38.0,59.0,833.0,892.0,59.0,833.0,892.0,0.0,0.0,0.0,13.0,92.0,105.0,3.0,0.0,0.0,49.0,0.0,0.0,3.0,49.0,52.0,3.0,-3.0,0.0,1.0,1.0,2.0,3.0,17.0,20.0,3.0,28.0,31.0,72.0,925.0,997.0,72.0,924.0,996.0,1733.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,102.0,106.0,0.0,0.0,0.0,68.0,823.0,891.0,4.0,31.0,35.0,4.0,0.0,0.0,31.0,0.0,0.0,4.0,31.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tulare,2673.0,201.0,2903.0,2267.0,11.0,204.0,215.0,3.0,545.0,548.0,1.0,295.0,296.0,2.0,250.0,252.0,1.0,147.0,148.0,0.0,88.0,88.0,37.0,1000.0,1037.0,13.0,251.0,264.0,11.0,220.0,231.0,2.0,23.0,25.0,0.0,8.0,8.0,24.0,749.0,773.0,7010.0,44227.0,51237.0,6658.0,40787.0,47445.0,352.0,3440.0,3792.0,388.0,4282.0,4670.0,136.0,2.0,0.0,2067.0,46.0,16.0,138.0,2129.0,2267.0,-65.0,65.0,0.0,16.0,60.0,76.0,46.0,512.0,558.0,253.0,1516.0,1769.0,7398.0,48509.0,55907.0,7327.0,47612.0,54939.0,118850.0,101.0,878.0,69.0,700.0,769.0,251.0,2.0,2.0,197.0,199.0,361.0,3689.0,4050.0,0.0,0.0,0.0,7037.0,44820.0,51857.0,485.0,2362.0,2847.0,476.0,3.0,0.0,2176.0,35.0,6.0,479.0,2217.0,2696.0,6.0,0.0,0.0,138.0,5.0,2.0,6.0,145.0,151.0,0.0,0.0,0.0,,
Tuolumne,232.0,1.0,243.0,142.0,0.0,4.0,4.0,0.0,76.0,76.0,0.0,20.0,20.0,0.0,56.0,56.0,0.0,1.0,1.0,0.0,25.0,25.0,2.0,241.0,243.0,1.0,93.0,94.0,1.0,88.0,89.0,0.0,4.0,4.0,0.0,1.0,1.0,1.0,148.0,149.0,232.0,2303.0,2535.0,233.0,2303.0,2536.0,-1.0,0.0,-1.0,3.0,234.0,237.0,1.0,0.0,0.0,140.0,1.0,0.0,1.0,141.0,142.0,-10.0,10.0,0.0,1.0,12.0,13.0,3.0,44.0,47.0,8.0,27.0,35.0,235.0,2537.0,2772.0,235.0,2532.0,2767.0,4866.0,0.0,3.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,3.0,14.0,227.0,241.0,11.0,183.0,194.0,221.0,2310.0,2531.0,9.0,76.0,85.0,9.0,0.0,0.0,76.0,0.0,0.0,9.0,76.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ventura,3030.0,460.0,1943.0,1279.0,1.0,14.0,15.0,2.0,565.0,567.0,2.0,213.0,215.0,0.0,352.0,352.0,0.0,39.0,39.0,0.0,97.0,97.0,25.0,1696.0,1721.0,13.0,906.0,919.0,13.0,878.0,891.0,0.0,12.0,12.0,0.0,16.0,16.0,12.0,790.0,802.0,2514.0,29670.0,32184.0,2501.0,29345.0,31846.0,13.0,325.0,338.0,118.0,2661.0,2779.0,68.0,2.0,0.0,1185.0,12.0,12.0,70.0,1209.0,1279.0,-26.0,26.0,0.0,0.0,26.0,26.0,16.0,405.0,421.0,58.0,995.0,1053.0,2632.0,32331.0,34963.0,2609.0,31800.0,34409.0,70151.0,46.0,571.0,23.0,309.0,332.0,276.0,3.0,0.0,222.0,222.0,122.0,2840.0,2962.0,0.0,0.0,0.0,2510.0,29491.0,32001.0,170.0,1347.0,1517.0,166.0,0.0,0.0,1267.0,7.0,5.0,166.0,1279.0,1445.0,4.0,0.0,0.0,66.0,2.0,0.0,4.0,68.0,72.0,0.0,0.0,0.0,,
Yolo,1409.0,579.0,1111.0,653.0,1.0,101.0,102.0,0.0,415.0,415.0,0.0,90.0,90.0,0.0,325.0,325.0,0.0,81.0,81.0,0.0,43.0,43.0,4.0,238.0,242.0,4.0,238.0,242.0,3.0,227.0,230.0,1.0,7.0,8.0,0.0,4.0,4.0,0.0,0.0,0.0,758.0,8004.0,8762.0,751.0,7994.0,8745.0,7.0,10.0,17.0,31.0,1100.0,1131.0,17.0,1.0,0.0,622.0,4.0,9.0,18.0,635.0,653.0,-22.0,22.0,0.0,2.0,30.0,32.0,6.0,87.0,93.0,27.0,326.0,353.0,789.0,9104.0,9893.0,749.0,8904.0,9653.0,18167.0,10.0,290.0,40.0,150.0,190.0,69.0,0.0,0.0,50.0,50.0,54.0,876.0,930.0,0.0,0.0,0.0,735.0,8228.0,8963.0,60.0,473.0,533.0,57.0,2.0,0.0,376.0,12.0,0.0,59.0,388.0,447.0,1.0,0.0,0.0,80.0,4.0,1.0,1.0,85.0,86.0,0.0,0.0,0.0,,
Yuba,474.0,78.0,454.0,305.0,0.0,2.0,2.0,1.0,123.0,124.0,1.0,52.0,53.0,0.0,71.0,71.0,0.0,1.0,1.0,0.0,25.0,25.0,6.0,448.0,454.0,2.0,227.0,229.0,2.0,224.0,226.0,0.0,2.0,2.0,0.0,1.0,1.0,4.0,221.0,225.0,740.0,4853.0,5593.0,740.0,4854.0,5594.0,0.0,-1.0,-1.0,40.0,501.0,541.0,6.0,0.0,0.0,298.0,1.0,0.0,6.0,299.0,305.0,-3.0,3.0,0.0,9.0,39.0,48.0,3.0,55.0,58.0,25.0,105.0,130.0,780.0,5354.0,6134.0,774.0,5326.0,6100.0,13057.0,1.0,46.0,6.0,22.0,28.0,6.0,0.0,0.0,6.0,6.0,43.0,532.0,575.0,0.0,19.0,19.0,737.0,4822.0,5559.0,63.0,188.0,251.0,62.0,0.0,0.0,183.0,1.0,1.0,62.0,185.0,247.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,,CDSS Use Only:
Statewide ,161692.0,53494.0,154199.0,95187.0,164.0,1755.0,1919.0,147.0,52349.0,52496.0,83.0,20804.0,20887.0,64.0,31545.0,31609.0,6.0,2300.0,2306.0,50.0,6466.0,6516.0,4674.0,132923.0,137597.0,2828.0,52870.0,55698.0,2473.0,49201.0,51674.0,136.0,1944.0,2080.0,219.0,1725.0,1944.0,1846.0,80053.0,81899.0,221055.0,1576334.0,1797389.0,221542.0,1580827.0,1802369.0,-487.0,-4493.0,-4980.0,12733.0,148759.0,161492.0,5867.0,135.0,17.0,87433.0,1049.0,686.0,6019.0,89168.0,95187.0,-1330.0,1330.0,0.0,635.0,2553.0,3188.0,1068.0,14591.0,15659.0,6341.0,41117.0,47458.0,233788.0,1725093.0,1958881.0,229044.0,1696987.0,1926031.0,3986957.0,2449.0,28431.0,4484.0,18964.0,23448.0,11328.0,1020.0,260.0,9142.0,9402.0,12098.0,136304.0,148402.0,57.0,791.0,848.0,221690.0,1588789.0,1810479.0,15048.0,73910.0,88958.0,14410.0,308.0,8.0,68258.0,967.0,243.0,14726.0,69468.0,84194.0,316.0,6.0,0.0,4312.0,105.0,25.0,322.0,4442.0,4764.0,6.0,8.0,14.0,,25518518.0
