December 2017 (Accessible sheet). Data table begins in Cell A5. Item descriptions are contained within input messages in Row 5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,,
Santa Clara,2560.0,593.0,2549.0,1542.0,0.0,20.0,20.0,0.0,750.0,750.0,0.0,248.0,248.0,0.0,502.0,502.0,0.0,19.0,19.0,0.0,257.0,257.0,19.0,1288.0,1307.0,9.0,468.0,477.0,9.0,450.0,459.0,0.0,13.0,13.0,0.0,5.0,5.0,10.0,820.0,830.0,3460.0,39386.0,42846.0,3466.0,39286.0,42752.0,-6.0,100.0,94.0,119.0,3099.0,3218.0,85.0,3.0,1.0,1399.0,28.0,26.0,89.0,1453.0,1542.0,-106.0,106.0,0.0,14.0,60.0,74.0,9.0,94.0,103.0,113.0,1386.0,1499.0,3579.0,42485.0,46064.0,3480.0,41248.0,44728.0,86735.0,84.0,972.0,96.0,713.0,809.0,715.0,17.0,3.0,524.0,527.0,229.0,3941.0,4170.0,0.0,0.0,0.0,3350.0,38544.0,41894.0,280.0,2551.0,2831.0,253.0,5.0,0.0,2106.0,45.0,14.0,258.0,2165.0,2423.0,19.0,3.0,0.0,374.0,10.0,2.0,22.0,386.0,408.0,0.0,0.0,0.0,,
Santa Cruz,1003.0,344.0,1056.0,685.0,1.0,21.0,22.0,0.0,300.0,300.0,0.0,58.0,58.0,0.0,242.0,242.0,0.0,67.0,67.0,0.0,71.0,71.0,7.0,580.0,587.0,3.0,203.0,206.0,3.0,197.0,200.0,0.0,5.0,5.0,0.0,1.0,1.0,4.0,377.0,381.0,906.0,12000.0,12906.0,883.0,11927.0,12810.0,23.0,73.0,96.0,42.0,1414.0,1456.0,23.0,0.0,0.0,657.0,4.0,1.0,23.0,662.0,685.0,-33.0,33.0,0.0,2.0,14.0,16.0,0.0,0.0,0.0,50.0,705.0,755.0,948.0,13414.0,14362.0,945.0,13351.0,14296.0,25353.0,3.0,69.0,3.0,53.0,56.0,0.0,12.0,0.0,10.0,10.0,57.0,1242.0,1299.0,0.0,0.0,0.0,891.0,12172.0,13063.0,93.0,726.0,819.0,91.0,1.0,0.0,690.0,0.0,0.0,92.0,690.0,782.0,1.0,0.0,0.0,36.0,0.0,0.0,1.0,36.0,37.0,0.0,0.0,0.0,,
Shasta,961.0,231.0,1020.0,573.0,2.0,34.0,36.0,0.0,420.0,420.0,0.0,71.0,71.0,0.0,349.0,349.0,0.0,12.0,12.0,0.0,27.0,27.0,23.0,997.0,1020.0,12.0,385.0,397.0,11.0,369.0,380.0,0.0,9.0,9.0,1.0,7.0,8.0,11.0,612.0,623.0,1063.0,10325.0,11388.0,1063.0,10325.0,11388.0,0.0,0.0,0.0,82.0,1026.0,1108.0,27.0,1.0,0.0,544.0,0.0,1.0,28.0,545.0,573.0,5.0,-5.0,0.0,7.0,44.0,51.0,9.0,185.0,194.0,33.0,257.0,290.0,1145.0,11351.0,12496.0,1141.0,11317.0,12458.0,23319.0,2.0,21.0,4.0,18.0,22.0,17.0,4.0,0.0,16.0,16.0,66.0,1155.0,1221.0,0.0,23.0,23.0,1079.0,10196.0,11275.0,68.0,411.0,479.0,68.0,0.0,0.0,403.0,0.0,1.0,68.0,404.0,472.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,,
Sierra,9.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,8.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,9.0,136.0,145.0,9.0,136.0,145.0,0.0,0.0,0.0,2.0,10.0,12.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,6.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,11.0,146.0,157.0,11.0,146.0,157.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,13.0,0.0,0.0,0.0,10.0,134.0,144.0,0.0,8.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Siskiyou,278.0,95.0,295.0,172.0,0.0,8.0,8.0,0.0,107.0,107.0,0.0,18.0,18.0,0.0,89.0,89.0,0.0,1.0,1.0,0.0,16.0,16.0,3.0,292.0,295.0,3.0,115.0,118.0,2.0,102.0,104.0,0.0,2.0,2.0,1.0,11.0,12.0,0.0,177.0,177.0,314.0,2522.0,2836.0,314.0,2522.0,2836.0,0.0,0.0,0.0,30.0,274.0,304.0,10.0,0.0,0.0,160.0,2.0,0.0,10.0,162.0,172.0,-2.0,2.0,0.0,1.0,5.0,6.0,4.0,32.0,36.0,17.0,73.0,90.0,344.0,2796.0,3140.0,344.0,2786.0,3130.0,6435.0,3.0,6.0,0.0,8.0,8.0,3.0,0.0,0.0,2.0,2.0,40.0,271.0,311.0,0.0,5.0,5.0,304.0,2525.0,2829.0,19.0,106.0,125.0,19.0,0.0,0.0,103.0,1.0,0.0,19.0,104.0,123.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,
Solano,1372.0,437.0,1298.0,794.0,6.0,18.0,24.0,2.0,447.0,449.0,0.0,132.0,132.0,2.0,315.0,317.0,0.0,23.0,23.0,0.0,55.0,55.0,30.0,780.0,810.0,21.0,464.0,485.0,21.0,445.0,466.0,0.0,11.0,11.0,0.0,8.0,8.0,9.0,316.0,325.0,2043.0,17196.0,19239.0,2088.0,17678.0,19766.0,-45.0,-482.0,-527.0,158.0,1608.0,1766.0,52.0,0.0,0.0,725.0,10.0,7.0,52.0,742.0,794.0,17.0,-17.0,0.0,8.0,53.0,61.0,4.0,98.0,102.0,77.0,732.0,809.0,2201.0,18804.0,21005.0,2181.0,18588.0,20769.0,38868.0,185.0,160.0,20.0,139.0,159.0,100.0,75.0,0.0,77.0,77.0,152.0,2024.0,2176.0,0.0,0.0,0.0,2049.0,16780.0,18829.0,160.0,1000.0,1160.0,156.0,1.0,0.0,945.0,14.0,5.0,157.0,964.0,1121.0,3.0,0.0,0.0,36.0,0.0,0.0,3.0,36.0,39.0,0.0,0.0,0.0,,
Sonoma,931.0,371.0,1204.0,464.0,0.0,63.0,63.0,2.0,658.0,660.0,0.0,159.0,159.0,2.0,499.0,501.0,1.0,326.0,327.0,0.0,80.0,80.0,9.0,1195.0,1204.0,5.0,332.0,337.0,5.0,167.0,172.0,0.0,72.0,72.0,0.0,93.0,93.0,4.0,863.0,867.0,1144.0,14722.0,15866.0,1129.0,14294.0,15423.0,15.0,428.0,443.0,50.0,968.0,1018.0,19.0,0.0,0.0,439.0,2.0,4.0,19.0,445.0,464.0,-13.0,13.0,0.0,1.0,19.0,20.0,15.0,148.0,163.0,28.0,343.0,371.0,1194.0,15690.0,16884.0,1164.0,15434.0,16598.0,29749.0,15.0,263.0,30.0,201.0,231.0,67.0,2.0,0.0,55.0,55.0,74.0,1563.0,1637.0,0.0,0.0,0.0,1120.0,14127.0,15247.0,95.0,681.0,776.0,89.0,1.0,0.0,652.0,8.0,0.0,90.0,660.0,750.0,5.0,0.0,0.0,21.0,0.0,0.0,5.0,21.0,26.0,0.0,2.0,2.0,,
Stanislaus,2578.0,585.0,2650.0,1718.0,3.0,25.0,28.0,0.0,852.0,852.0,0.0,335.0,335.0,0.0,517.0,517.0,0.0,6.0,6.0,0.0,80.0,80.0,51.0,2599.0,2650.0,24.0,1111.0,1135.0,19.0,1049.0,1068.0,3.0,31.0,34.0,2.0,31.0,33.0,27.0,1488.0,1515.0,4681.0,31706.0,36387.0,4682.0,31706.0,36388.0,-1.0,0.0,-1.0,123.0,2818.0,2941.0,63.0,0.0,0.0,1645.0,9.0,1.0,63.0,1655.0,1718.0,-64.0,64.0,0.0,22.0,78.0,100.0,19.0,473.0,492.0,83.0,548.0,631.0,4804.0,34524.0,39328.0,4773.0,34321.0,39094.0,81610.0,19.0,225.0,30.0,169.0,199.0,33.0,8.0,1.0,34.0,35.0,243.0,3346.0,3589.0,0.0,0.0,0.0,4561.0,31178.0,35739.0,315.0,1598.0,1913.0,308.0,6.0,0.0,1577.0,9.0,0.0,314.0,1586.0,1900.0,1.0,0.0,0.0,12.0,0.0,0.0,1.0,12.0,13.0,0.0,0.0,0.0,,
Sutter,409.0,112.0,430.0,269.0,0.0,7.0,7.0,0.0,144.0,144.0,0.0,24.0,24.0,0.0,120.0,120.0,0.0,2.0,2.0,0.0,17.0,17.0,5.0,425.0,430.0,2.0,205.0,207.0,2.0,195.0,197.0,0.0,5.0,5.0,0.0,5.0,5.0,3.0,220.0,223.0,624.0,4284.0,4908.0,624.0,4284.0,4908.0,0.0,0.0,0.0,50.0,481.0,531.0,11.0,0.0,0.0,252.0,6.0,0.0,11.0,258.0,269.0,4.0,-4.0,0.0,3.0,35.0,38.0,4.0,60.0,64.0,28.0,132.0,160.0,674.0,4765.0,5439.0,658.0,4698.0,5356.0,12311.0,6.0,74.0,15.0,53.0,68.0,16.0,4.0,1.0,14.0,15.0,51.0,504.0,555.0,1.0,1.0,2.0,623.0,4261.0,4884.0,28.0,206.0,234.0,28.0,0.0,0.0,200.0,1.0,0.0,28.0,201.0,229.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,,
Tehama,367.0,45.0,375.0,213.0,0.0,22.0,22.0,0.0,136.0,136.0,0.0,23.0,23.0,0.0,113.0,113.0,0.0,4.0,4.0,0.0,26.0,26.0,4.0,371.0,375.0,1.0,146.0,147.0,1.0,138.0,139.0,0.0,2.0,2.0,0.0,6.0,6.0,3.0,225.0,228.0,412.0,3419.0,3831.0,412.0,3419.0,3831.0,0.0,0.0,0.0,7.0,409.0,416.0,6.0,0.0,0.0,207.0,0.0,0.0,6.0,207.0,213.0,-12.0,12.0,0.0,1.0,18.0,19.0,4.0,50.0,54.0,8.0,122.0,130.0,419.0,3828.0,4247.0,419.0,3822.0,4241.0,9157.0,0.0,7.0,0.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,24.0,398.0,422.0,0.0,7.0,7.0,395.0,3430.0,3825.0,14.0,171.0,185.0,14.0,0.0,0.0,168.0,1.0,0.0,14.0,169.0,183.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,
Trinity,76.0,15.0,92.0,64.0,0.0,1.0,1.0,0.0,26.0,26.0,0.0,5.0,5.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,88.0,92.0,2.0,53.0,55.0,2.0,33.0,35.0,0.0,11.0,11.0,0.0,9.0,9.0,2.0,35.0,37.0,69.0,817.0,886.0,69.0,817.0,886.0,0.0,0.0,0.0,5.0,120.0,125.0,5.0,0.0,0.0,59.0,0.0,0.0,5.0,59.0,64.0,-1.0,1.0,0.0,0.0,4.0,4.0,0.0,36.0,36.0,1.0,20.0,21.0,74.0,937.0,1011.0,74.0,936.0,1010.0,1732.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,95.0,101.0,0.0,0.0,0.0,68.0,842.0,910.0,4.0,42.0,46.0,4.0,0.0,0.0,42.0,0.0,0.0,4.0,42.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tulare,2627.0,199.0,2515.0,2060.0,1.0,11.0,12.0,1.0,399.0,400.0,0.0,195.0,195.0,1.0,204.0,205.0,0.0,22.0,22.0,0.0,55.0,55.0,34.0,1091.0,1125.0,12.0,277.0,289.0,9.0,229.0,238.0,3.0,39.0,42.0,0.0,9.0,9.0,22.0,814.0,836.0,7049.0,43977.0,51026.0,6987.0,43877.0,50864.0,62.0,100.0,162.0,550.0,4081.0,4631.0,146.0,1.0,0.0,1863.0,43.0,7.0,147.0,1913.0,2060.0,116.0,-116.0,0.0,4.0,48.0,52.0,42.0,598.0,640.0,241.0,1638.0,1879.0,7599.0,48058.0,55657.0,7532.0,47169.0,54701.0,118756.0,91.0,875.0,67.0,698.0,765.0,233.0,2.0,0.0,191.0,191.0,368.0,4110.0,4478.0,0.0,0.0,0.0,7231.0,43948.0,51179.0,467.0,2370.0,2837.0,460.0,4.0,0.0,2203.0,35.0,5.0,464.0,2243.0,2707.0,3.0,0.0,0.0,119.0,8.0,0.0,3.0,127.0,130.0,0.0,0.0,0.0,,
Tuolumne,192.0,2.0,211.0,118.0,0.0,3.0,3.0,0.0,69.0,69.0,0.0,24.0,24.0,0.0,45.0,45.0,0.0,1.0,1.0,0.0,24.0,24.0,9.0,202.0,211.0,8.0,64.0,72.0,8.0,62.0,70.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,138.0,139.0,237.0,2293.0,2530.0,237.0,2293.0,2530.0,0.0,0.0,0.0,14.0,191.0,205.0,8.0,0.0,0.0,110.0,0.0,0.0,8.0,110.0,118.0,0.0,0.0,0.0,2.0,5.0,7.0,1.0,46.0,47.0,3.0,30.0,33.0,251.0,2484.0,2735.0,251.0,2479.0,2730.0,4815.0,0.0,3.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,3.0,17.0,257.0,274.0,15.0,217.0,232.0,234.0,2227.0,2461.0,19.0,82.0,101.0,18.0,0.0,0.0,81.0,0.0,0.0,18.0,81.0,99.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,,
Ventura,2541.0,490.0,2203.0,1517.0,3.0,13.0,16.0,0.0,615.0,615.0,0.0,185.0,185.0,0.0,430.0,430.0,0.0,46.0,46.0,0.0,71.0,71.0,17.0,1335.0,1352.0,15.0,715.0,730.0,15.0,681.0,696.0,0.0,16.0,16.0,0.0,18.0,18.0,2.0,620.0,622.0,2526.0,29740.0,32266.0,2518.0,29416.0,31934.0,8.0,324.0,332.0,92.0,2731.0,2823.0,44.0,0.0,0.0,1453.0,15.0,5.0,44.0,1473.0,1517.0,-30.0,30.0,0.0,2.0,41.0,43.0,12.0,328.0,340.0,64.0,859.0,923.0,2618.0,32471.0,35089.0,2594.0,31941.0,34535.0,69434.0,44.0,565.0,23.0,314.0,337.0,279.0,8.0,1.0,216.0,217.0,155.0,3129.0,3284.0,0.0,0.0,0.0,2463.0,29342.0,31805.0,176.0,1344.0,1520.0,169.0,2.0,0.0,1249.0,14.0,4.0,171.0,1267.0,1438.0,5.0,0.0,0.0,76.0,1.0,0.0,5.0,77.0,82.0,0.0,1.0,1.0,,
Yolo,833.0,235.0,986.0,539.0,4.0,95.0,99.0,0.0,395.0,395.0,0.0,102.0,102.0,0.0,293.0,293.0,0.0,103.0,103.0,0.0,52.0,52.0,6.0,216.0,222.0,6.0,208.0,214.0,4.0,181.0,185.0,2.0,19.0,21.0,0.0,8.0,8.0,0.0,8.0,8.0,723.0,8408.0,9131.0,723.0,8446.0,9169.0,0.0,-38.0,-38.0,45.0,967.0,1012.0,23.0,0.0,0.0,509.0,6.0,1.0,23.0,516.0,539.0,-18.0,18.0,0.0,5.0,17.0,22.0,7.0,80.0,87.0,28.0,336.0,364.0,768.0,9375.0,10143.0,720.0,9179.0,9899.0,18340.0,13.0,291.0,48.0,141.0,189.0,77.0,0.0,0.0,55.0,55.0,59.0,896.0,955.0,0.0,0.0,0.0,709.0,8479.0,9188.0,57.0,473.0,530.0,53.0,3.0,0.0,362.0,8.0,2.0,56.0,372.0,428.0,1.0,0.0,0.0,99.0,2.0,0.0,1.0,101.0,102.0,0.0,0.0,0.0,,
Yuba,459.0,77.0,475.0,347.0,0.0,5.0,5.0,0.0,112.0,112.0,0.0,45.0,45.0,0.0,67.0,67.0,0.0,2.0,2.0,0.0,16.0,16.0,5.0,470.0,475.0,2.0,254.0,256.0,2.0,247.0,249.0,0.0,7.0,7.0,0.0,0.0,0.0,3.0,216.0,219.0,742.0,4812.0,5554.0,742.0,4813.0,5555.0,0.0,-1.0,-1.0,31.0,539.0,570.0,5.0,0.0,0.0,338.0,3.0,1.0,5.0,342.0,347.0,-1.0,1.0,0.0,10.0,30.0,40.0,6.0,61.0,67.0,11.0,105.0,116.0,773.0,5351.0,6124.0,770.0,5316.0,6086.0,12997.0,3.0,48.0,3.0,28.0,31.0,7.0,0.0,0.0,7.0,7.0,30.0,533.0,563.0,1.0,19.0,20.0,743.0,4818.0,5561.0,47.0,209.0,256.0,47.0,0.0,0.0,202.0,3.0,0.0,47.0,205.0,252.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,,CDSS Use Only:
Statewide ,134003.0,41115.0,140569.0,88446.0,125.0,1754.0,1879.0,119.0,46755.0,46874.0,59.0,17970.0,18029.0,60.0,28785.0,28845.0,8.0,2126.0,2134.0,49.0,5200.0,5249.0,3891.0,119594.0,123485.0,2353.0,47892.0,50245.0,2089.0,44635.0,46724.0,126.0,1692.0,1818.0,138.0,1565.0,1703.0,1538.0,71702.0,73240.0,219651.0,1581246.0,1800897.0,220012.0,1593572.0,1813584.0,-361.0,-12326.0,-12687.0,11588.0,142889.0,154477.0,5287.0,98.0,11.0,81613.0,901.0,536.0,5396.0,83050.0,88446.0,-1786.0,1786.0,0.0,518.0,2665.0,3183.0,1239.0,15220.0,16459.0,6221.0,40168.0,46389.0,231239.0,1724135.0,1955374.0,226592.0,1695667.0,1922259.0,3971138.0,2470.0,28556.0,4422.0,19217.0,23639.0,11450.0,1007.0,225.0,9251.0,9476.0,13250.0,150475.0,163725.0,84.0,866.0,950.0,217989.0,1573660.0,1791649.0,14118.0,74035.0,88153.0,13501.0,250.0,7.0,67859.0,983.0,244.0,13758.0,69086.0,82844.0,352.0,8.0,0.0,4797.0,121.0,31.0,360.0,4949.0,5309.0,9.0,82.0,91.0,,25304237.0
